Name of program,Type of program,Program code,Quota,Matched
McLaren Health Care Corp-MI,Family Medicine/Macomb,1866120C1,4,4
McLaren Health Care Corp-MI,Family Medicine/Oakland,1866120C2,4,2
McLaren Health Care Corp-MI,Family Medicine/Lansing,1866120C3,4,3
McLaren Health Care Corp-MI,Family Medicine/Bay,1866120C4,3,3
McLaren Health Care Corp-MI,Internal Medicine/Flint,1866140C0,12,12
McLaren Health Care Corp-MI,Internal Medicine/Lansing,1866140C1,8,8
McLaren Health Care Corp-MI,Internal Medicine/Macomb,1866140C2,8,8
McLaren Health Care Corp-MI,Internal Medicine/Oakland,1866140C3,5,5
McLaren Health Care Corp-MI,Obstetrics-Gynecology/Lansing,1866220C0,3,3
McLaren Health Care Corp-MI,Obstetrics-Gynecology/Macomb,1866220C1,2,2
McLaren Health Care Corp-MI,Orthopaedic Surgery/Flint,1866260C0,3,2
McLaren Health Care Corp-MI,Orthopaedic Surgery/Oakland,1866260C1,3,3
McLaren Health Care Corp-MI,Orthopaedic Surgery/Macomb,1866260C2,3,3
McLaren Health Care Corp-MI,Orthopaedic Surgery/Lansing,1866260C3,4,4
McLaren Health Care Corp-MI,Otolaryngology/Oakland,1866280C0,2,2
McLaren Health Care Corp-MI,Radiology-Diagnostic/Oakland,1866420C0,3,1
McLaren Health Care Corp-MI,General Surgery/Lansing,1866440C0,3,3
McLaren Health Care Corp-MI,General Surgery/Macomb,1866440C1,5,5
McLaren Health Care Corp-MI,Transitional/Oakland,1866999P0,3,0
Mercy Health Grand Rapids-MI,Family Medicine,1995120C0,10,10
Mercy Health Grand Rapids-MI,Internal Medicine,1995140C0,7,7
Mercy Health Grand Rapids-MI,Neurology,1995180C0,3,3
Mercy Health Grand Rapids-MI,Transitional,1995999P0,6,6
Mercy Health Muskegon-MI,Emergency Medicine,2102110C0,7,7
Mercy Health Muskegon-MI,Family Medicine,2102120C0,5,5
Mercy Health Muskegon-MI,Internal Medicine,2102140C0,5,0
Mercy Health Muskegon-MI,Obstetrics-Gynecology,2102220C0,3,3
Metro Health/U Michigan Health,Emergency Medicine,2170110C0,4,4
Metro Health/U Michigan Health,Family Medicine/Osteopathic,2170120C0,5,5
Metro Health/U Michigan Health,Internal Medicine,2170140C0,6,6
Metro Health/U Michigan Health,Obstetrics-Gynecology/Osteopathic,2170220C0,3,3
Metro Health/U Michigan Health,Orthopaedic Surgery,2170260C0,2,2
Metro Health/U Michigan Health,General Surgery/Osteopathic,2170440C0,2,2
Michigan St Univ CHM-East Lansing,Family Medicine,2436120C0,4,2
Michigan St Univ CHM-East Lansing,Pediatrics,2436320C0,8,8
Michigan St Univ CHM-East Lansing,Psychiatry,2436400C0,5,5
Michigan St Univ CHM-East Lansing,Psychiatry/Rural,2436400C1,2,2
MidMichigan Med Center-MI,Family Medicine/Midland,1961120C0,6,6
MidMichigan Med Center-MI,Family Med/Rural-Alpena,1961120C1,2,0
Munson Med Ctr-MI,Family Medicine,1349120C0,6,4
Oakwood Southshore Hosp-MI,Psychiatry,1634400C0,10,10
Oakwood Southshore Hosp-MI,Psychiatry/Rural,1634400C1,2,2
Promedica Monroe Reg Hosp-MI,Emergency Medicine,1530110C0,8,8
Promedica Monroe Reg Hosp-MI,Family Medicine,1530120C0,6,6
Promedica Monroe Reg Hosp-MI,Transitional,1530999P0,6,5
Sparrow Hospital-MI,Emergency Medicine,1315110C0,8,8
Sparrow Hospital-MI,Family Medicine,1315120C0,10,10
Sparrow Hospital-MI,Internal Medicine,1315140C0,15,15
Sparrow Hospital-MI,Neurology,1315180C0,5,5
Sparrow Hospital-MI,Obstetrics-Gynecology,1315220C0,4,4
Sparrow Hospital-MI,Phys Medicine & Rehab,1315340C0,4,4
Sparrow Hospital-MI,General Surgery,1315440C0,4,4
Sparrow Hospital-MI,Surgery-Preliminary,1315440P0,1,0
Spectrum Health Lakeland-MI,Emergency Medicine,1951110C0,6,6
Spectrum Health Lakeland-MI,Family Medicine,1951120C0,5,5
Spectrum Health Lakeland-MI,Internal Medicine,1951140C0,8,8
Spectrum Health/Michigan State Univ,Emergency Medicine,2077110C0,10,10
Spectrum Health/Michigan State Univ,Family Medicine,2077120C1,6,6
Spectrum Health/Michigan State Univ,Internal Medicine,2077140C0,12,12
Spectrum Health/Michigan State Univ,Neurological Surgery,2077160C0,1,1
Spectrum Health/Michigan State Univ,Neurology,2077180C1,4,4
Spectrum Health/Michigan State Univ,Obstetrics-Gynecology,2077220C0,8,8
Spectrum Health/Michigan State Univ,Orthopaedic Surgery,2077260C0,5,5
Spectrum Health/Michigan State Univ,Pediatrics,2077320C0,20,20
Spectrum Health/Michigan State Univ,Plastic Surgery (Integrated),2077362C0,2,2
Spectrum Health/Michigan State Univ,Radiology-Diagnostic,2077420C0,3,3
Spectrum Health/Michigan State Univ,Radiology-Diagnostic,2077420R0,1,1
Spectrum Health/Michigan State Univ,General Surgery,2077440C0,7,7
Spectrum Health/Michigan State Univ,Surgery-Preliminary,2077440P0,3,1
Spectrum Health/Michigan State Univ,Vascular Surgery,2077451C0,1,1
Spectrum Health/Michigan State Univ,Medicine-Pediatrics,2077700C0,4,4
Spectrum Health/Michigan State Univ,Transitional,2077999P0,6,6
St Joseph Mercy-Ann Arbor-MI,Internal Medicine,1292140C0,16,16
St Joseph Mercy-Ann Arbor-MI,Obstetrics-Gynecology,1292220C0,4,4
St Joseph Mercy-Ann Arbor-MI,General Surgery,1292440C0,5,5
St Joseph Mercy-Ann Arbor-MI,Transitional,1292999P0,12,12
St Joseph Mercy-Livingston-MI,Dermatology,1400080A0,4,4
St Joseph Mercy-Livingston-MI,Family Medicine,1400120C0,6,6
St Joseph Mercy-Oakland-MI,Internal Medicine,1319140C0,18,18
St Joseph Mercy-Oakland-MI,Obstetrics-Gynecology,1319220C0,4,4
St Joseph Mercy-Oakland-MI,Radiology-Diagnostic,1319420C0,4,4
St Joseph Mercy-Oakland-MI,General Surgery,1319440C0,2,2
St Joseph Mercy-Oakland-MI,Surgery-Preliminary,1319440P0,2,1
St Joseph Mercy-Oakland-MI,Surg-Prelim/Anesthesiology-WSU,1319440P1,2,2
St Joseph Mercy-Oakland-MI,Transitional,1319999P0,2,2
St Mary Mercy Hospital-MI,Emergency Medicine,1418110C0,6,6
St Mary Mercy Hospital-MI,Family Medicine,1418120C0,8,4
St Mary Mercy Hospital-MI,Internal Medicine,1418140C0,13,13
St Mary Mercy Hospital-MI,Psychiatry,1418400C0,7,7
St Mary Mercy Hospital-MI,Transitional,1418999P0,18,14
U Michigan Hosps-Ann Arbor,Anesthesiology,1293040C0,28,28
U Michigan Hosps-Ann Arbor,Anesthesiology,1293040R0,3,3
U Michigan Hosps-Ann Arbor,Dermatology,1293080A0,8,8
U Michigan Hosps-Ann Arbor,Emergency Medicine,1293110C0,16,16
U Michigan Hosps-Ann Arbor,Family Med/Ypsilanti,1293120C0,5,5
U Michigan Hosps-Ann Arbor,Family Med/Chelsea,1293120C1,7,7
U Michigan Hosps-Ann Arbor,Family Med/Spanish,1293120C3,1,1
U Michigan Hosps-Ann Arbor,Internal Medicine,1293140C0,42,42
U Michigan Hosps-Ann Arbor,Internal Medicine/PSTP,1293140C1,4,4
U Michigan Hosps-Ann Arbor,Med-Prelim/Ophthalmology,1293140P2,7,7
U Michigan Hosps-Ann Arbor,Neurological Surgery,1293160C0,3,3
U Michigan Hosps-Ann Arbor,Neurology,1293180C0,7,7
U Michigan Hosps-Ann Arbor,Child Neurology,1293185C0,4,4
U Michigan Hosps-Ann Arbor,Child Neurology,1293185R0,1,1
U Michigan Hosps-Ann Arbor,Obstetrics-Gynecology,1293220C0,6,6
U Michigan Hosps-Ann Arbor,Orthopaedic Surgery,1293260C0,8,8
U Michigan Hosps-Ann Arbor,Otolaryngology,1293280C0,4,4
U Michigan Hosps-Ann Arbor,Otolaryngology/Research,1293280C1,1,1
U Michigan Hosps-Ann Arbor,Pathology,1293300C0,7,7
U Michigan Hosps-Ann Arbor,Pathology/PSTP,1293300C1,1,1
U Michigan Hosps-Ann Arbor,Pediatrics,1293320C0,22,22
U Michigan Hosps-Ann Arbor,Phys Medicine & Rehab,1293340A0,6,6
U Michigan Hosps-Ann Arbor,Plastic Surgery (Integrated),1293362C0,4,4
U Michigan Hosps-Ann Arbor,Psychiatry,1293400C0,12,12
U Michigan Hosps-Ann Arbor,Interventional Radiology (Integ),1293416C0,3,3
U Michigan Hosps-Ann Arbor,Radiology-Diagnostic,1293420A0,8,8
U Michigan Hosps-Ann Arbor,Radiation Oncology,1293430A0,3,3
U Michigan Hosps-Ann Arbor,General Surgery,1293440C0,7,7
U Michigan Hosps-Ann Arbor,Surgery-Preliminary,1293440P0,4,3
U Michigan Hosps-Ann Arbor,Vascular Surgery,1293451C0,1,1
U Michigan Hosps-Ann Arbor,Thoracic Surgery,1293461C0,2,2
U Michigan Hosps-Ann Arbor,Medicine-Pediatrics,1293700C0,8,8
UP Health System-Marquette-MI,Family Medicine,2014120C0,6,6
Wayne State University SOM-MI,Anesthesiology,1361040A0,6,6
Wayne State University SOM-MI,Dermatology,1361080A0,3,3
Wayne State University SOM-MI,Dermatology,1361080R0,1,1
Wayne State University SOM-MI,Family Medicine,1361120C0,6,6
Wayne State University SOM-MI,Family Medicine/Urban,1361120C1,4,4
Wayne State University SOM-MI,Internal Medicine,1361140C0,12,12
Wayne State University SOM-MI,Otolaryngology,1361280C0,4,4
Wayne State University SOM-MI,Transitional,1361999P0,4,4
Wayne State University SOM-MI,Transitional/Preventive Med,1361999P1,2,2
Western Michigan Univ Stryker SOM,Emergency Medicine,1314110C0,16,16
Western Michigan Univ Stryker SOM,Family Medicine/Kalamazoo,1314120C0,8,8
Western Michigan Univ Stryker SOM,Family Medicine/Battle Creek,1314120C1,6,6
Western Michigan Univ Stryker SOM,Family Med/Kalamazoo MIDocs,1314120C2,1,1
Western Michigan Univ Stryker SOM,Internal Medicine,1314140C0,11,11
Western Michigan Univ Stryker SOM,Medicine-Primary/MIDocs,1314140M0,1,0
Western Michigan Univ Stryker SOM,Obstetrics-Gynecology,1314220C0,4,4
Western Michigan Univ Stryker SOM,Orthopaedic Surgery,1314260C0,3,3
Western Michigan Univ Stryker SOM,Pediatrics,1314320C0,8,8
Western Michigan Univ Stryker SOM,Pediatrics-Primary/MIDocs,1314320M0,2,0
Western Michigan Univ Stryker SOM,Psychiatry,1314400C0,5,5
Western Michigan Univ Stryker SOM,Psychiatry/MIDocs,1314400C1,1,1
Western Michigan Univ Stryker SOM,General Surgery,1314440C0,4,4
Western Michigan Univ Stryker SOM,Gen Surg/MIDocs Rural Surg,1314440C1,1,1
Western Michigan Univ Stryker SOM,Medicine-Pediatrics,1314700C0,4,4
Abbott Northwestern Hosp-MN,Internal Medicine,1330140C0,11,11
Allina Health-MN,Family Medicine,1342120C0,7,7
HealthPartners Institute-MN,Dermatology,1335080A0,2,2
HealthPartners Institute-MN,Dermatology,1335080R0,2,2
HealthPartners Institute-MN,Emergency Medicine,1335110C0,11,11
HealthPartners Institute-MN,Family Med/Western WI Rural,1335120C2,2,2
Hennepin Co Med Ctr-MN,Emergency Medicine,1329110C0,1,
Hennepin Co Med Ctr-MN,Family Medicine,1329120C0,1,
Hennepin Co Med Ctr-MN,Internal Medicine,1329140C0,1,
Hennepin Co Med Ctr-MN,Med-Primary/MNDOH IMG Grant,1329140M0,2,0
Hennepin Co Med Ctr-MN,Psychiatry,1329400C0,7,7
Hennepin Co Med Ctr-MN,General Surgery,1329440C0,5,5
Hennepin Co Med Ctr-MN,Surgery-Preliminary,1329440P0,1,0
Hennepin Co Med Ctr-MN,Medicine-Emergency Med,1329705C0,2,2
Hennepin Co Med Ctr-MN,Transitional,1329999P0,5,5
Hennepin Co Med Ctr-MN,Anesthesiology,1328040A0,6,6
Hennepin Co Med Ctr-MN,Anesthesiology,1328040C0,1,
Hennepin Co Med Ctr-MN,Dermatology,1328080A0,6,6
Hennepin Co Med Ctr-MN,Dermatology,1328080C0,2,2
Hennepin Co Med Ctr-MN,Emergency Medicine,1328110C0,9,9
Hennepin Co Med Ctr-MN,Family Medicine,1328120C0,9,9
Hennepin Co Med Ctr-MN,Family Medicine/Eau Claire,1328120C1,5,5
Hennepin Co Med Ctr-MN,Family Medicine/LaCrosse,1328120C2,6,6
Hennepin Co Med Ctr-MN,Internal Medicine,1328140C0,4,
Hennepin Co Med Ctr-MN,Int Med/CI Research,1328140C1,3,3
Hennepin Co Med Ctr-MN,Medicine-Preliminary,1328140P0,4,4
Hennepin Co Med Ctr-MN,Neurological Surgery,1328160C0,4,4
Hennepin Co Med Ctr-MN,Neurology,1328180A0,3,3
Hennepin Co Med Ctr-MN,Neurology,1328180C0,6,6
Hennepin Co Med Ctr-MN,Child Neurology,1328185C0,2,2
Hennepin Co Med Ctr-MN,Child Neurology,1328185R0,2,2
Hennepin Co Med Ctr-MN,Obstetrics-Gynecology,1328220C0,5,5
Hennepin Co Med Ctr-MN,Orthopaedic Surgery,1328260C0,1,
Hennepin Co Med Ctr-MN,Otolaryngology,1328280C0,5,5
Hennepin Co Med Ctr-MN,Path-Anatomic and Clinical,1328300C0,6,6
Hennepin Co Med Ctr-MN,Path-Anatomic/Neuropathology,1328300C2,1,1
Hennepin Co Med Ctr-MN,Pediatrics,1328320C0,1,
Hennepin Co Med Ctr-MN,Phys Medicine & Rehab,1328340A0,6,6
Hennepin Co Med Ctr-MN,Phys Medicine & Rehab,1328340C0,2,2
Hennepin Co Med Ctr-MN,Plastic Surgery (Integrated),1328362C0,3,3
Hennepin Co Med Ctr-MN,Psychiatry,1328400C0,1,1
Hennepin Co Med Ctr-MN,Interventional Radiology (Integ),1328416A0,1,1
Hennepin Co Med Ctr-MN,Radiology-Diagnostic,1328420A0,1,
Hennepin Co Med Ctr-MN,Radiation Oncology,1328430A0,3,3
Hennepin Co Med Ctr-MN,General Surgery,1328440C0,8,8
Hennepin Co Med Ctr-MN,Gen Surg/Integrated Comm & Rura,1328440C2,1,1
Hennepin Co Med Ctr-MN,Joint Gen & Cardiothoracic Surg,1328440C4,1,1
Hennepin Co Med Ctr-MN,Surgery-Preliminary,1328440P0,1,
Hennepin Co Med Ctr-MN,Vascular Surgery,1328451C0,1,1
U Minnesota Med School,Anesthesiology,1334040C0,10,10
U Minnesota Med School,Anesthesiology,1334040R0,1,1
U Minnesota Med School,Dermatology,1334080A0,4,4
U Minnesota Med School,Family Med/Methodist,1334120C0,6,6
U Minnesota Med School,Family Med/N Memorial,1334120C1,8,8
U Minnesota Med School,Family Med/Smileys,1334120C2,6,6
U Minnesota Med School,Family Med/St Johns,1334120C3,6,6
U Minnesota Med School,Family Med/St Josephs,1334120C4,8,8
U Minnesota Med School,Family Med/Mankato,1334120C5,5,5
U Minnesota Med School,Family Med/St. Cloud,1334120C6,6,6
U Minnesota Med School,Family Med/Duluth,1334120C7,9,9
U Minnesota Med School,Internal Medicine,1334140C0,30,30
U Minnesota Med School,Internal Medicine/PSTP,1334140C1,1,1
U Minnesota Med School,Medicine-Primary,1334140M0,1,1
U Minnesota Med School,Neurological Surgery,1334160C0,1,1
U Minnesota Med School,Neurology,1334180C0,6,6
U Minnesota Med School,Obstetrics-Gynecology,1334220C0,9,9
U Minnesota Med School,Orthopaedic Surgery,1334260C0,8,8
U Minnesota Med School,Otolaryngology,1334280C0,4,4
U Minnesota Med School,Pathology,1334300C0,4,2
U Minnesota Med School,Pediatrics,1334320C0,24,24
U Minnesota Med School,Pediatrics/MN Immigrant IMG,1334320C1,1,1
U Minnesota Med School,Pediatrics/PSTP,1334320C2,1,0
U Minnesota Med School,Phys Medicine & Rehab,1334340A0,1,1
U Minnesota Med School,Phys Medicine & Rehab,1334340C0,4,4
U Minnesota Med School,Phys Medicine & Rehab,1334340R0,1,1
U Minnesota Med School,Plastic Surgery (Integrated),1334362C0,2,2
U Minnesota Med School,Psychiatry,1334400C0,9,9
U Minnesota Med School,Psychiatry/PSTP,1334400C1,1,1
U Minnesota Med School,Interventional Radiology (Integ),1334416C0,2,2
U Minnesota Med School,Radiology-Diagnostic,1334420A0,1,1
U Minnesota Med School,Radiology-Diagnostic,1334420C0,8,8
U Minnesota Med School,Radiology-Diagnostic,1334420R0,1,1
U Minnesota Med School,Radiation Oncology,1334430A0,1,1
U Minnesota Med School,General Surgery,1334440C0,7,7
U Minnesota Med School,General Surgery/Rural,1334440C1,1,1
U Minnesota Med School,Surgery-Preliminary,1334440P0,4,3
U Minnesota Med School,Surg-Prelim/Gen Surg & Neurosurg 13,34440P1,1,1
U Minnesota Med School,Vascular Surgery,1334451C0,1,1
U Minnesota Med School,Medicine-Pediatrics,1334700C0,10,10
U Minnesota Med School,Medicine-Dermatology,1334785C0,2,2
East Central Mississippi Health,Family Medicine,2144120C0,6,6
Forrest General Hospital-MS,Family Medicine,1692120C0,6,4
Magnolia Regional Health Ctr-MS,Internal Medicine,1923140C0,6,6
Merit Health Wesley-MS,Emergency Medicine,2174110C0,6,6
Merit Health Wesley-MS,Internal Medicine,2174140C0,10,9
Merit Health Wesley-MS,Transitional,2174999P0,12,3
Mississippi Med Ed Res Consortium,Family Medicine,2253120C0,8,3
North Mississippi Med Ctr,Family Medicine,1218120C0,8,7
University Hosps-Jackson-MS,Anesthesiology,1957040C0,8,8
University Hosps-Jackson-MS,Anesthesiology,1957040R0,2,2
University Hosps-Jackson-MS,Dermatology,1957080A0,4,4
University Hosps-Jackson-MS,Emergency Medicine,1957110C0,16,16
University Hosps-Jackson-MS,Family Medicine,1957120C0,10,10
University Hosps-Jackson-MS,Internal Medicine,1957140C0,24,24
University Hosps-Jackson-MS,Medicine-Primary,1957140M0,2,2
University Hosps-Jackson-MS,Medicine-Preliminary,1957140P0,4,4
University Hosps-Jackson-MS,Med-Prelim/Ophthalmology,1957140P2,4,4
University Hosps-Jackson-MS,Med-Prelim/Dermatology,1957140P4,3,2
University Hosps-Jackson-MS,Med-Prelim/Radiation Onc,1957140P5,1,0
University Hosps-Jackson-MS,Med-Prelim/Prevent Med,1957140P6,2,2
University Hosps-Jackson-MS,Neurological Surgery,1957160C0,1,1
University Hosps-Jackson-MS,Neurology,1957180C0,4,4
University Hosps-Jackson-MS,Child Neurology,1957185C0,1,1
University Hosps-Jackson-MS,Child Neurology,1957185R0,1,0
University Hosps-Jackson-MS,Obstetrics-Gynecology,1957220C0,6,6
University Hosps-Jackson-MS,Orthopaedic Surgery,1957260C0,4,4
University Hosps-Jackson-MS,Otolaryngology,1957280C0,3,3
University Hosps-Jackson-MS,Pathology,1957300C0,3,3
University Hosps-Jackson-MS,Pediatrics,1957320C0,16,16
University Hosps-Jackson-MS,Plastic Surgery (Integrated),1957362C0,2,2
University Hosps-Jackson-MS,Psychiatry,1957400C0,3,3
University Hosps-Jackson-MS,Psychiatry/Child/Adult Psych,1957400C1,3,3
University Hosps-Jackson-MS,Interventional Radiology (Integ),1957416C0,1,0
University Hosps-Jackson-MS,Radiology-Diagnostic,1957420C0,6,5
University Hosps-Jackson-MS,General Surgery,1957440C0,6,6
University Hosps-Jackson-MS,Surgery-Preliminary,1957440P0,4,1
University Hosps-Jackson-MS,Medicine-Pediatrics,1957700C0,5,5
Barnes-Jewish Hosp-MO,Anesthesiology/3 yr,1353040A0,1,1
Barnes-Jewish Hosp-MO,Anesthesiology/4 yr,1353040C0,20,20
Barnes-Jewish Hosp-MO,Anesthesiology,1353040R0,1,0
Barnes-Jewish Hosp-MO,Dermatology,1353080A0,6,6
Barnes-Jewish Hosp-MO,Emergency Medicine,1353110C0,14,14
Barnes-Jewish Hosp-MO,Internal Medicine,1353140C0,47,47
Barnes-Jewish Hosp-MO,Medicine-Primary,1353140M0,5,5
Barnes-Jewish Hosp-MO,Medicine-Preliminary,1353140P0,5,5
Barnes-Jewish Hosp-MO,Med-Prelim/Ophthalmology,1353140P2,5,5
Barnes-Jewish Hosp-MO,Neurological Surgery,1353160C0,3,3
Barnes-Jewish Hosp-MO,Neurology,1353180C0,11,11
Barnes-Jewish Hosp-MO,Obstetrics-Gynecology,1353220C0,9,9
Barnes-Jewish Hosp-MO,Orthopaedic Surgery,1353260C0,8,8
Barnes-Jewish Hosp-MO,Otolaryngology,1353280C0,3,3
Barnes-Jewish Hosp-MO,Otolaryngology/Research,1353280C1,2,2
Barnes-Jewish Hosp-MO,Clinical Pathology,1353300C0,3,3
Barnes-Jewish Hosp-MO,Anat/Clin & Anat Path,1353300C1,8,8
Barnes-Jewish Hosp-MO,Phys Medicine & Rehab,1353340A0,3,3
Barnes-Jewish Hosp-MO,Phys Medicine & Rehab,1353340C0,2,2
Barnes-Jewish Hosp-MO,Plastic Surgery (Integrated),1353362C0,3,3
Barnes-Jewish Hosp-MO,Psychiatry,1353400C0,13,13
Barnes-Jewish Hosp-MO,Interventional Radiology (Integ),1353416A0,2,2
Barnes-Jewish Hosp-MO,Radiology-Diagnostic,1353420A0,15,15
Barnes-Jewish Hosp-MO,Rad-Diag/Research,1353420A1,1,1
Barnes-Jewish Hosp-MO,Radiation Oncology,1353430A0,4,4
Barnes-Jewish Hosp-MO,General Surgery,1353440C0,8,8
Barnes-Jewish Hosp-MO,Surgery-Preliminary,1353440P2,6,6
Barnes-Jewish Hosp-MO,Vascular Surgery,1353451C0,1,1
Childrens Mercy Hospital-MO,Child Neurology,1494185C0,3,3
Childrens Mercy Hospital-MO,Pediatrics,1494320C0,24,24
Childrens Mercy Hospital-MO,Pediatrics-Preliminary,1494320P0,1,1
CoxHealth-MO,Family Medicine,3167120C0,9,9
HCA Healthcare Kansas City-MO,Family Med/Research Med Ctr,2984120C0,12,12
HCA Healthcare Kansas City-MO,Ob-Gyn/Overland Park,2984220C0,5,5
HCA Healthcare Kansas City-MO,General Surgery/Menorah,2984440C0,5,5
KCU-GME Consortium-MO,Dermatology/Phoenix,1987080A0,2,2
KCU-GME Consortium-MO,Dermatology/ADCS-Orlando,1987080A2,3,3
KCU-GME Consortium-MO,Emergency Medicine/Freeman,1987110C0,6,6
KCU-GME Consortium-MO,Family Medicine/Reid,1987120C0,6,6
KCU-GME Consortium-MO,Family Med/St Lukes Des Peres,1987120C1,4,3
KCU-GME Consortium-MO,Internal Medicine/Freeman,1987140C0,5,5
KCU-GME Consortium-MO,Orthopaedic Surgery/St Marys,1987260C0,3,3
KCU-GME Consortium-MO,Otolaryngology/Freeman,1987280C0,1,0
KCU-GME Consortium-MO,Psychiatry/Ozark,1987400C0,2,2
KCU-GME Consortium-MO,General Surgery/St Anthony,1987440C0,2,2
KCU-GME Consortium-MO,General Surgery/St Marys,1987440C1,1,1
Mercy Hospital St Louis-MO,Family Medicine,1362120C0,6,6
Mercy Hospital St Louis-MO,Internal Medicine,1362140C0,8,8
Mercy Hospital St Louis-MO,Obstetrics-Gynecology,1362220C0,6,6
Mercy Hospital St Louis-MO,Transitional,1362999P0,7,7
SSM St Marys Hospital-St Louis-MO,Internal Medicine,1999140C0,10,10
St Louis Childrens Hosp-MO,Child Neurology,1869185C0,5,5
St Louis Childrens Hosp-MO,Child Neurology,1869185R0,2,2
St Louis Childrens Hosp-MO,Pediatrics,1869320C0,31,31
St Louis Childrens Hosp-MO,Pediatrics-Medical Genetics,1869765C0,2,2
St Louis Univ SOM-MO,Anesthesiology,1365040A0,3,3
St Louis Univ SOM-MO,Anesthesiology,1365040C0,7,7
St Louis Univ SOM-MO,Dermatology,1365080A0,4,4
St Louis Univ SOM-MO,Emergency Medicine,1365110C0,6,6
St Louis Univ SOM-MO,Family Med/Belleville,1365120C0,6,6
St Louis Univ SOM-MO,Family Medicine,1365120C1,6,2
St Louis Univ SOM-MO,Internal Medicine,1365140C0,24,24
St Louis Univ SOM-MO,Medicine-Preliminary,1365140P0,7,7
St Louis Univ SOM-MO (Continued),Neurology,1365180C0,6,6
St Louis Univ SOM-MO (Continued),Child Neurology,1365185C0,2,1
St Louis Univ SOM-MO (Continued),Obstetrics-Gynecology,1365220C0,6,6
St Louis Univ SOM-MO (Continued),Orthopaedic Surgery,1365260C0,5,5
St Louis Univ SOM-MO (Continued),Otolaryngology,1365280C0,2,2
St Louis Univ SOM-MO (Continued),Pathology,1365300C0,3,3
St Louis Univ SOM-MO (Continued),Pediatrics,1365320C0,16,16
St Louis Univ SOM-MO (Continued),Plastic Surgery (Integrated),1365362C0,2,2
St Louis Univ SOM-MO (Continued),Psychiatry,1365400C0,8,8
St Louis Univ SOM-MO (Continued),Interventional Radiology (Integ),1365416A0,1,0
St Louis Univ SOM-MO (Continued),Radiology-Diagnostic,1365420A0,6,5
St Louis Univ SOM-MO (Continued),General Surgery,1365440C0,5,5
St Louis Univ SOM-MO (Continued),Surgery-Preliminary,1365440P0,4,4
St Louis Univ SOM-MO (Continued),Vascular Surgery,1365451C0,1,1
St Lukes Hospital-St Louis-MO,Internal Medicine,1364140C0,13,13
St Lukes Hospital-St Louis-MO,Medicine-Preliminary,1364140P0,3,3
Still OPTI-Northeast Reg Med Ctr-MO,Dermatology/Osteopathic,2152080A0,2,0
Still OPTI-Northeast Reg Med Ctr-MO,Family Medicine,2152120C0,4,0
Still OPTI-Northeast Reg Med Ctr-MO,Internal Medicine,2152140C0,3,1
Still OPTI-Northeast Reg Med Ctr-MO,Osteo Neuromusculo Med,2152275C0,2,1
Univ of Missouri-KC Programs,Anesthesiology/St Lukes,1343040C0,6,6
Univ of Missouri-KC Programs,Emergency Medicine,1343110C0,11,11
Univ of Missouri-KC Programs,Family Medicine,1343120C0,12,12
Univ of Missouri-KC Programs,Internal Medicine,1343140C0,19,19
Univ of Missouri-KC Programs,Medicine-Preliminary,1343140P0,12,12
Univ of Missouri-KC Programs,Neurology,1343180C0,3,3
Univ of Missouri-KC Programs,Obstetrics-Gynecology,1343220C0,8,8
Univ of Missouri-KC Programs,Orthopaedic Surgery,1343260C0,4,4
Univ of Missouri-KC Programs,Pathology,1343300C0,2,2
Univ of Missouri-KC Programs,Radiology-Diagnostic,1343420A0,6,6
Univ of Missouri-KC Programs,General Surgery,1343440C0,5,5
Univ of Missouri-KC Programs,Surgery-Preliminary,1343440P0,4,4
Univ of Missouri-KC Programs,Medicine-Pediatrics,1343700C0,6,6
Univ of Missouri-KC/CBM,Psychiatry,2075400C0,6,6
University Hosps-Columbia-MO,Anesthesiology,1994040C0,4,4
University Hosps-Columbia-MO,Anesthesiology,1994040R0,1,1
University Hosps-Columbia-MO,Dermatology,1994080A0,3,3
University Hosps-Columbia-MO,Emergency Medicine,1994110C0,10,10
University Hosps-Columbia-MO,Family Medicine,1994120C0,14,14
University Hosps-Columbia-MO,Family Medicine/CRMC,1994120C1,3,3
University Hosps-Columbia-MO,Internal Medicine,1994140C0,21,21
University Hosps-Columbia-MO,Internal Medicine/Research,1994140C1,1,0
University Hosps-Columbia-MO,Medicine-Preliminary,1994140P0,5,5
University Hosps-Columbia-MO,Neurology,1994180C0,5,5
University Hosps-Columbia-MO,Obstetrics-Gynecology,1994220C0,4,4
University Hosps-Columbia-MO,Orthopaedic Surgery/5 Yr,1994260C0,5,5
University Hosps-Columbia-MO,Otolaryngology,1994280C0,3,3
University Hosps-Columbia-MO,Pathology,1994300C0,3,2
University Hosps-Columbia-MO,Pediatrics,1994320C0,7,7
University Hosps-Columbia-MO,Phys Medicine & Rehab,1994340A0,4,4
University Hosps-Columbia-MO,Plastic Surgery (Integrated),1994362C0,1,1
University Hosps-Columbia-MO,Psychiatry,1994400C0,10,10
University Hosps-Columbia-MO,Radiology-Diagnostic,1994420A0,5,4
University Hosps-Columbia-MO,General Surgery,1994440C0,4,4
University Hosps-Columbia-MO,Surgery-Preliminary,1994440P0,7,0
University Hosps-Columbia-MO,Medicine-Pediatrics,1994700C0,4,1
Billings Clinic-MT,Internal Medicine,1633140C0,8,8
Billings Clinic-MT,Medicine-Preliminary,1633140P0,4,4
