,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/finney-county-ks/,B,B minus,B minus,B,B,A,B,B minus,B+,B minus,C minus,A,"Finney County is located in Kansas with a population of 36,750. In Finney County, most residents own their homes. Many families live in Finney County and residents tend to be conservative.",36750,152500,806,60798,-0.29885057471264365,-0.24105461393596983,-0.03254141272695443,0.36,0.64,453.7,0.604881499823134,6.9,0.1311475409836067,79.7,0.9582309582309583,41.6,-0.6929889298892988,245.9,-0.5082983403319337,2285.9,0.11900332876444097,124.7,-0.5609154929577465,0.18,0.13,0.11,0.14,0.12,0.12,0.11,0.11,0.06,-0.5,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.22,-0.18518518518518523,0.29,1.4166666666666665,,,,,,,,0.028999999999999998,0.122,0.141,0.41,0.5,0.02,0.03,0.0,0.04,0.0,0.0,0.49,0.51,0.17,0.18,0.27,0.31,0.07,0.26,0.3,0.31,0.13
0,https://www.niche.com/places-to-live/c/stephenson-county-il/,B,B,C+,B+,B,B,C+,C+,B+,B+,B+,B+,"Stephenson County is located in Illinois with a population of 45,093. In Stephenson County, most residents own their homes. Many retirees live in Stephenson County and residents tend to lean conservative.",45093,97800,651,48805,-0.5503448275862068,-0.38700564971751417,-0.22338207914962682,0.3,0.7,78.5,-0.7223204810753449,8.3,0.3606557377049182,103.3,1.538083538083538,53.7,-0.603690036900369,603.4,0.20655868826234736,2736,0.3393381633052672,49.6,-0.8253521126760563,0.12,0.09,0.07,0.1,0.11,0.13,0.15,0.22,0.06,-0.5,0.13,-0.35,0.38,0.3103448275862071,0.35,0.29629629629629606,0.07,-0.41666666666666663,,,,,,,,0.044000000000000004,0.134,0.01,0.82,0.04,0.03,0.1,0.0,0.01,0.0,0.0,0.52,0.48,0.25,0.21,0.25,0.23,0.06,0.26,0.34,0.26,0.14
0,https://www.niche.com/places-to-live/c/mercer-county-wv/,B,C+,B,B+,B minus,C+,C,B,A minus,B,B+,B,"Mercer County is located in West Virginia with a population of 59,919. In Mercer County, most residents own their homes. Many families and retirees live in Mercer County and residents tend to be conservative.",59919,96700,672,40784,-0.5554022988505747,-0.36723163841807904,-0.351017615327085,0.3,0.7,721.3,1.5514679872656525,12.4,1.0327868852459017,99.5,1.4447174447174445,80.8,-0.403690036900369,814.5,0.6286742651469706,1647.7,-0.19341100450362247,155.4,-0.45281690140845066,0.12,0.08,0.09,0.12,0.11,0.12,0.14,0.21,0.07,-0.41666666666666663,0.13,-0.35,0.25,-0.13793103448275856,0.39,0.4444444444444444,0.17,0.41666666666666674,3,30,3,3,17,5,2,0.036000000000000004,0.19699999999999998,0.003,0.9,0.01,0.02,0.06,0.0,0.01,0.0,0.0,0.53,0.47,0.32,0.24,0.23,0.18,0.03,0.34,0.34,0.23,0.08
0,https://www.niche.com/places-to-live/c/faribault-county-mn/,B,B,A minus,B,B minus,C+,C+,C minus,A,B,C+,B,"Faribault County is located in Minnesota with a population of 13,801. In Faribault County, most residents own their homes. Many retirees live in Faribault County and residents tend to be conservative.",13801,89500,590,53156,-0.5885057471264368,-0.4444444444444444,-0.1541460464968254,0.23,0.77,62.3,-0.7796250442164839,0,-1.0,0,-1.0,0,-1.0,199.3,-0.6014797040591882,523,-0.7439788525553162,49.8,-0.8246478873239437,0.12,0.1,0.07,0.1,0.11,0.12,0.16,0.23,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.38,0.40740740740740744,0.07,-0.41666666666666663,,,,,,,,0.022000000000000002,0.115,0.015,0.91,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.23,0.19,0.25,0.28,0.05,0.25,0.32,0.3,0.13
0,https://www.niche.com/places-to-live/c/richmond-county-ga/,B,C minus,C minus,A,B minus,A,C,B+,B,B+,B+,A minus,"Richmond County is located in Georgia with a population of 201,852. In Richmond County, most residents own their homes. Many families and young professionals live in Richmond County and residents tend to be liberal.",201852,108000,888,42728,-0.503448275862069,-0.16384180790960456,-0.3200833823974031,0.47,0.53,21.9,-0.9225327201980899,0,-1.0,0,-1.0,21.9,-0.8383763837638376,481.6,-0.03699260147970407,1072.7,-0.4748874094380262,0,-1.0,0.13,0.1,0.11,0.16,0.12,0.11,0.13,0.14,0.08,-0.33333333333333326,0.13,-0.35,0.31,0.06896551724137945,0.31,0.14814814814814814,0.16,0.3333333333333335,3.71,7,1,3,3,0,0,0.054000000000000006,0.22899999999999998,0.018000000000000002,0.35,0.05,0.02,0.56,0.0,0.02,0.0,0.01,0.52,0.48,0.3,0.23,0.22,0.2,0.05,0.35,0.33,0.21,0.11
0,https://www.niche.com/places-to-live/c/de-witt-county-il/,B,B minus,B,B,B minus,C,B,B minus,A minus,B+,B minus,B+,"De Witt County is located in Illinois with a population of 15,932. In De Witt County, most residents own their homes. Many families and retirees live in De Witt County and residents tend to be conservative.",15932,99500,629,55587,-0.542528735632184,-0.40772128060263657,-0.11546234266346289,0.21,0.79,98.2,-0.6526353024407499,0,-1.0,196.4,3.8255528255528253,14,-0.8966789667896679,869.8,0.7392521495700859,785.6,-0.6154298022322302,14,-0.9507042253521126,0.11,0.1,0.07,0.11,0.12,0.14,0.15,0.19,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.32,0.10344827586206917,0.38,0.40740740740740744,0.08,-0.33333333333333326,,,,,,,,0.031,0.11199999999999999,0.011000000000000001,0.95,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.18,0.21,0.26,0.26,0.09,0.26,0.31,0.26,0.17
0,https://www.niche.com/places-to-live/c/leon-county-tx/,B,B+,B+,C,B,B+,B minus,B+,A minus,C+,B,C,"Leon County is located in Texas with a population of 17,225. In Leon County, most residents own their homes. Many retirees live in Leon County and residents tend to be conservative.",17225,111000,773,43045,-0.4896551724137931,-0.27212806026365344,-0.3150390656079436,0.23,0.77,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0.12,0.1,0.08,0.09,0.11,0.1,0.15,0.24,0.04,-0.6666666666666666,0.1,-0.5,0.28,-0.0344827586206895,0.4,0.4814814814814814,0.18,0.5,,,,,,,,0.032,0.17300000000000001,0.038,0.76,0.15,0.01,0.07,0.01,0.01,0.0,0.0,0.5,0.5,0.24,0.29,0.16,0.2,0.11,0.3,0.36,0.21,0.14
0,https://www.niche.com/places-to-live/c/greer-county-ok/,B,B+,A,C+,B,B+,C,B,A,C,C minus,B,"Greer County is located in Oklahoma with a population of 5,861. In Greer County, most residents own their homes. Many retirees live in Greer County and residents tend to be conservative.",5861,76500,539,41488,-0.6482758620689655,-0.492467043314501,-0.3398150947599573,0.3,0.7,205.9,-0.27166607711354784,0,-1.0,20.6,-0.4938574938574939,20.6,-0.847970479704797,411.9,-0.17636472705458917,556,-0.727824554532994,123.6,-0.5647887323943662,0.12,0.09,0.08,0.16,0.12,0.14,0.12,0.17,0.02,-0.8333333333333333,0.1,-0.5,0.35,0.2068965517241379,0.36,0.33333333333333326,0.16,0.3333333333333335,,,,,,,,0.036000000000000004,0.204,0.008,0.75,0.11,0.05,0.06,0.03,0.0,0.0,0.0,0.41,0.59,0.32,0.21,0.28,0.15,0.03,0.44,0.27,0.23,0.06
0,https://www.niche.com/places-to-live/c/hansford-county-tx/,B,A,B minus,C,A minus,A minus,C+,B,B+,B minus,C minus,B+,"Hansford County is located in Texas with a population of 5,520. In Hansford County, most residents own their homes. Many families live in Hansford County and residents tend to be conservative.",5520,95300,783,38000,-0.5618390804597702,-0.2627118644067796,-0.39531849211527137,0.3,0.7,60,-0.7877608772550406,0,-1.0,0,-1.0,0,-1.0,150.1,-0.6998600279944012,30,-0.9853142745251615,0,-1.0,0.15,0.15,0.09,0.11,0.11,0.14,0.11,0.15,0.03,-0.75,0.12,-0.4,0.26,-0.10344827586206884,0.27,0.0,0.32,1.666666666666667,,,,,,,,0.027000000000000003,0.172,0.221,0.52,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.26,0.32,0.18,0.18,0.06,0.27,0.43,0.21,0.09
0,https://www.niche.com/places-to-live/c/benton-county-ia/,B,B+,B+,B,B,C,B+,C+,A minus,B minus,C+,B minus,"Benton County is located in Iowa with a population of 25,636. In Benton County, most residents own their homes. Many families live in Benton County and residents tend to be conservative.",25636,157200,640,67729,-0.27724137931034487,-0.39736346516007537,0.07774931177696809,0.17,0.83,370.7,0.311284046692607,0,-1.0,19.5,-0.520884520884521,0,-1.0,214.6,-0.570885822835433,761,-0.6274720971215978,39,-0.8626760563380281,0.12,0.12,0.07,0.1,0.12,0.14,0.15,0.18,0.06,-0.5,0.16,-0.20000000000000007,0.35,0.2068965517241379,0.37,0.37037037037037024,0.06,-0.5,,,,,,,,0.02,0.08900000000000001,0.004,0.96,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.16,0.16,0.24,0.34,0.1,0.22,0.28,0.32,0.18
0,https://www.niche.com/places-to-live/c/lancaster-county-sc/,A minus,B,A minus,B minus,B+,A minus,A minus,B+,B+,B,B+,C,"Lancaster County is located in South Carolina with a population of 92,308. In Lancaster County, most residents own their homes. Many families, young professionals, and retirees live in Lancaster County and residents tend to be conservative.",92308,199800,776,58849,-0.0813793103448276,-0.26930320150659137,-0.06355520901293699,0.2,0.8,562.6,0.9900955076052353,0,-1.0,99.3,1.4398034398034394,165.5,0.22140221402214033,1103.1,1.2057588482303538,3408.7,0.668641080869395,33.1,-0.8834507042253521,0.13,0.09,0.07,0.12,0.14,0.13,0.13,0.2,0.09,-0.25,0.18,-0.10000000000000009,0.29,0.0,0.3,0.11111111111111094,0.14,0.16666666666666674,2.99,83,5,18,37,17,6,0.039,0.132,0.027999999999999997,0.7,0.05,0.02,0.21,0.0,0.01,0.0,0.0,0.52,0.48,0.23,0.17,0.22,0.27,0.11,0.27,0.32,0.24,0.17
0,https://www.niche.com/places-to-live/c/fayette-county-tx/,A minus,B+,A minus,B,B+,B+,B+,B+,B+,B+,B,B minus,"Fayette County is located in Texas with a population of 25,141. In Fayette County, most residents own their homes. Many retirees live in Fayette County and residents tend to be conservative.",25141,182100,809,60189,-0.1627586206896552,-0.23822975517890776,-0.042232229524370224,0.18,0.82,552.2,0.9533073929961091,0,-1.0,110.4,1.7125307125307123,33.1,-0.7557195571955719,309.3,-0.38152369526094787,1457.9,-0.28632269434110036,110.4,-0.6112676056338028,0.11,0.1,0.07,0.11,0.09,0.12,0.16,0.25,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.14,0.16666666666666674,,,,,,,,0.019,0.12,0.044000000000000004,0.71,0.21,0.01,0.07,0.0,0.0,0.0,0.0,0.51,0.49,0.2,0.19,0.22,0.29,0.09,0.27,0.31,0.27,0.16
0,https://www.niche.com/places-to-live/c/howard-county-in/,A minus,B+,A minus,A minus,B+,B minus,B+,C,A minus,B+,B,B+,"Howard County is located in Indiana with a population of 82,331. In Howard County, most residents own their homes. Many families and retirees live in Howard County and residents tend to be conservative.",82331,109500,700,52373,-0.496551724137931,-0.3408662900188324,-0.16660566809350286,0.3,0.7,566.2,1.0028298549699328,10.4,0.7049180327868854,62.3,0.5307125307125304,83.1,-0.3867158671586717,715.1,0.42991401719656075,2024,-0.009203054630898766,150.6,-0.46971830985915497,0.12,0.11,0.08,0.12,0.11,0.13,0.14,0.19,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.36,0.33333333333333326,0.1,-0.16666666666666663,3,1,0,0,1,0,0,0.031,0.147,0.008,0.85,0.03,0.02,0.07,0.0,0.01,0.0,0.0,0.52,0.48,0.23,0.2,0.24,0.26,0.07,0.26,0.31,0.27,0.16
0,https://www.niche.com/places-to-live/c/oconee-county-sc/,A minus,B+,B+,B,A minus,B minus,B,B,B+,A minus,A,B minus,"Oconee County is located in South Carolina with a population of 77,528. In Oconee County, most residents own their homes. Many young professionals and retirees live in Oconee County and residents tend to be conservative.",77528,159800,762,49134,-0.2652873563218391,-0.28248587570621464,-0.2181468103050459,0.27,0.73,260,-0.08029713477184286,6.5,0.06557377049180335,45.5,0.1179361179361178,19.5,-0.8560885608856088,455,-0.09018196360727859,1560.1,-0.23629332289015081,175.5,-0.38204225352112675,0.11,0.09,0.07,0.11,0.1,0.13,0.15,0.23,0.11,-0.08333333333333326,0.15,-0.2500000000000001,0.3,0.034482758620689724,0.29,0.07407407407407396,0.15,0.25,3.86,14,4,5,4,1,0,0.03,0.17300000000000001,0.022000000000000002,0.84,0.05,0.02,0.07,0.0,0.01,0.0,0.0,0.51,0.49,0.24,0.21,0.23,0.23,0.08,0.31,0.33,0.21,0.15
0,https://www.niche.com/places-to-live/c/ellis-county-tx/,A minus,B+,B,B,A,A,A,B+,B,B,B,C,"Ellis County is located in Texas with a population of 173,772. In Ellis County, most residents own their homes. Many families and young professionals live in Ellis County and residents tend to be conservative.",173772,191400,1054,76871,-0.12,-0.007532956685499026,0.2232229524370255,0.26,0.74,99.6,-0.6476830562433675,3.9,-0.360655737704918,29.6,-0.2727272727272727,39.4,-0.7092250922509225,276,-0.4481103779244151,1623.7,-0.20515958488349317,157.7,-0.44471830985915495,0.14,0.13,0.09,0.13,0.13,0.13,0.12,0.13,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.28,0.03703703703703698,0.14,0.16666666666666674,3.5,2,0,1,1,0,0,0.023,0.086,0.046,0.61,0.26,0.02,0.1,0.0,0.01,0.0,0.0,0.51,0.49,0.12,0.14,0.22,0.35,0.17,0.24,0.27,0.28,0.22
0,https://www.niche.com/places-to-live/c/placer-county-ca/,A minus,A,C minus,A minus,A,B+,B+,B+,D minus,A+,A+,B minus,"Placer County is located in California with a population of 385,512. In Placer County, most residents own their homes. Many families and young professionals live in Placer County and residents tend to lean conservative.",385512,471500,1542,89691,1.1678160919540228,0.45197740112994356,0.42722339799182096,0.28,0.72,78.7,-0.7216130173328617,1.5,-0.7540983606557377,24.9,-0.3882063882063883,48.7,-0.640590405904059,294,-0.41211757648470304,1552.7,-0.2399158018406109,199.9,-0.2961267605633803,0.12,0.11,0.07,0.11,0.13,0.14,0.13,0.19,0.13,0.08333333333333348,0.26,0.30000000000000004,0.37,0.27586206896551735,0.18,-0.33333333333333337,0.05,-0.5833333333333333,4,9,1,7,1,0,0,0.026000000000000002,0.077,0.04,0.73,0.14,0.04,0.02,0.0,0.07,0.0,0.0,0.51,0.49,0.13,0.12,0.18,0.33,0.25,0.22,0.23,0.22,0.33
0,https://www.niche.com/places-to-live/c/grenada-county-ms/,A minus,A,B+,B,A minus,A minus,C+,B,B+,C+,B minus,B+,"Grenada County is located in Mississippi with a population of 21,088. In Grenada County, most residents own their homes. Many families live in Grenada County and residents tend to lean conservative.",21088,105000,682,40122,-0.5172413793103448,-0.35781544256120523,-0.36155180370128737,0.36,0.64,,,,,,,,,,,,,,,0.13,0.11,0.08,0.12,0.12,0.13,0.13,0.17,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.28,0.03703703703703698,0.19,0.5833333333333335,3.38,24,0,13,8,2,1,0.035,0.205,0.002,0.55,0.01,0.01,0.43,0.01,0.0,0.0,0.0,0.52,0.48,0.31,0.26,0.19,0.18,0.05,0.32,0.35,0.22,0.12
0,https://www.niche.com/places-to-live/c/hancock-county-in/,A minus,A minus,A minus,B+,A minus,C+,B+,C+,B+,B+,B,C,"Hancock County is located in Indiana with a population of 75,164. In Hancock County, most residents own their homes. Many families and young professionals live in Hancock County and residents tend to be conservative.",75164,169300,895,74072,-0.22160919540229884,-0.15725047080979282,0.17868338557993724,0.21,0.79,308.9,0.0926777502652989,0,-1.0,50.9,0.2506142506142506,40,-0.7047970479704797,294.3,-0.4115176964607079,1606,-0.21382416291364792,167.1,-0.4116197183098592,0.12,0.11,0.08,0.12,0.13,0.15,0.13,0.16,0.09,-0.25,0.22,0.09999999999999987,0.29,0.0,0.33,0.2222222222222221,0.07,-0.41666666666666663,4,1,0,1,0,0,0,0.017,0.067,0.01,0.92,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.51,0.49,0.12,0.16,0.23,0.36,0.13,0.2,0.27,0.31,0.22
0,https://www.niche.com/places-to-live/c/santa-rosa-county-fl/,A minus,A minus,B+,B+,A minus,B,A minus,B,B,B,A minus,C minus,"Santa Rosa County is located in Florida with a population of 174,755. In Santa Rosa County, most residents own their homes. Many young professionals live in Santa Rosa County and residents tend to be conservative.",174755,199200,1129,67949,-0.08413793103448275,0.06308851224105472,0.08125009945419537,0.24,0.76,120.5,-0.5737530951538734,6,-0.016393442622950727,30.1,-0.2604422604422605,60.3,-0.5549815498154982,439.8,-0.12057588482303538,1452.1,-0.2891619345995693,72.3,-0.7454225352112676,0.11,0.11,0.08,0.13,0.13,0.14,0.13,0.16,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.37,0.27586206896551735,0.27,0.0,0.09,-0.25,3.75,4,2,1,0,0,1,0.033,0.096,0.018000000000000002,0.82,0.06,0.03,0.06,0.0,0.02,0.0,0.0,0.49,0.51,0.15,0.17,0.23,0.33,0.12,0.25,0.29,0.25,0.21
0,https://www.niche.com/places-to-live/c/butler-county-pa/,A minus,B+,B+,A minus,A minus,C,B+,C minus,B minus,A,B+,B minus,"Butler County is located in Pennsylvania with a population of 186,899. In Butler County, most residents own their homes. Many young professionals live in Butler County and residents tend to be conservative.",186899,205600,869,70668,-0.054712643678160866,-0.1817325800376648,0.12451665261047373,0.24,0.76,78.6,-0.7219667492041033,3.7,-0.39344262295081955,6.5,-0.8402948402948403,28.7,-0.7881918819188192,162.7,-0.6746650669866028,1128.1,-0.4477677697278246,34.2,-0.8795774647887324,0.1,0.1,0.09,0.11,0.12,0.14,0.15,0.18,0.13,0.08333333333333348,0.23,0.1499999999999999,0.26,-0.10344827586206884,0.33,0.2222222222222221,0.05,-0.5833333333333333,3.8,25,5,11,8,1,0,0.024,0.08199999999999999,0.011000000000000001,0.95,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.16,0.15,0.22,0.32,0.15,0.25,0.26,0.25,0.24
0,https://www.niche.com/places-to-live/c/coffee-county-al/,A minus,B,B+,B+,B+,A minus,B,B+,A minus,B,C+,B minus,"Coffee County is located in Alabama with a population of 51,662. In Coffee County, most residents own their homes. Many families and young professionals live in Coffee County and residents tend to be conservative.",51662,147400,803,55637,-0.32229885057471264,-0.243879472693032,-0.11466670910045673,0.34,0.66,266.1,-0.058719490626105264,3,-0.5081967213114753,32.5,-0.20147420147420148,41.4,-0.6944649446494465,609.1,0.2179564087182564,1981,-0.030252594478167194,165.6,-0.4169014084507042,0.13,0.11,0.08,0.13,0.13,0.13,0.13,0.17,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.27,0.0,0.14,0.16666666666666674,3.5,10,2,2,5,1,0,0.034,0.147,0.022000000000000002,0.7,0.07,0.03,0.17,0.01,0.01,0.0,0.0,0.51,0.49,0.22,0.2,0.22,0.28,0.08,0.28,0.3,0.23,0.18
0,https://www.niche.com/places-to-live/c/san-miguel-county-co/,A minus,A,C minus,A minus,B+,B minus,B,C minus,D,A minus,A minus,A+,"San Miguel County is located in Colorado with a population of 8,049. In San Miguel County, most residents own their homes. Many young professionals live in San Miguel County and residents tend to be liberal.",8049,479300,1140,67038,1.2036781609195404,0.07344632768361592,0.06675365593622207,0.39,0.61,51.1,-0.819243013795543,0,-1.0,0,-1.0,0,-1.0,0,-1.0,1865.6,-0.08674368513804587,25.6,-0.9098591549295775,0.09,0.09,0.07,0.16,0.15,0.15,0.15,0.14,0.16,0.3333333333333335,0.43,1.15,0.22,-0.2413793103448275,0.15,-0.44444444444444453,0.03,-0.75,,,,,,,,0.02,0.114,0.061,0.86,0.11,0.01,0.0,0.01,0.02,0.0,0.0,0.47,0.53,0.18,0.16,0.21,0.28,0.17,0.2,0.27,0.29,0.24
0,https://www.niche.com/places-to-live/c/barnes-county-nd/,A minus,B+,A+,B,B,C+,A minus,C,A minus,B minus,C minus,A,"Barnes County is located in North Dakota with a population of 10,706. In Barnes County, most residents own their homes. Many young professionals and retirees live in Barnes County and residents tend to be conservative.",10706,141400,679,58365,-0.3498850574712644,-0.3606403013182674,-0.07125694190283727,0.31,0.69,152.5,-0.46055889635656166,0,-1.0,15.2,-0.6265356265356266,0,-1.0,274.5,-0.4511097780443911,1860.3,-0.08933816330526734,167.7,-0.4095070422535212,0.1,0.09,0.1,0.11,0.1,0.12,0.16,0.22,0.08,-0.33333333333333326,0.21,0.04999999999999982,0.31,0.06896551724137945,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,,,,,,0.006999999999999999,0.11199999999999999,0.017,0.93,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.5,0.5,0.23,0.18,0.19,0.3,0.1,0.26,0.28,0.29,0.17
0,https://www.niche.com/places-to-live/c/stark-county-oh/,A minus,A minus,B,A,A minus,B minus,B minus,C,B+,A minus,A minus,B,"Stark County is located in Ohio with a population of 372,404. In Stark County, most residents own their homes. Many young professionals live in Stark County and residents tend to lean conservative.",372404,134300,741,53860,-0.3825287356321839,-0.30225988700564976,-0.14294352592969783,0.32,0.68,346.1,0.22426600636717375,9.5,0.557377049180328,74.5,0.8304668304668303,126.6,-0.06568265682656826,759.5,0.5186962607478505,2629,0.28695907577834356,184.3,-0.35105633802816893,0.11,0.1,0.09,0.12,0.11,0.13,0.14,0.19,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.31,0.06896551724137945,0.38,0.40740740740740744,0.08,-0.33333333333333326,4.25,8,4,2,2,0,0,0.035,0.134,0.009000000000000001,0.86,0.02,0.03,0.07,0.0,0.01,0.0,0.0,0.51,0.49,0.22,0.2,0.24,0.27,0.08,0.28,0.31,0.25,0.16
0,https://www.niche.com/places-to-live/c/clinton-county-mi/,A minus,B+,A minus,B,A minus,B minus,A minus,C,B+,B,B+,B minus,"Clinton County is located in Michigan with a population of 78,389. In Clinton County, most residents own their homes. Many families and young professionals live in Clinton County and residents tend to lean conservative.",78389,172800,839,70390,-0.20551724137931038,-0.20998116760828622,0.12009293000015919,0.2,0.8,65.4,-0.7686593562079943,0,-1.0,46.7,0.1474201474201473,16.3,-0.8797047970479704,210.1,-0.579884023195361,595.3,-0.7085862541609556,28,-0.9014084507042254,0.12,0.11,0.09,0.12,0.12,0.14,0.14,0.16,0.12,0.0,0.2,0.0,0.36,0.24137931034482762,0.27,0.0,0.05,-0.5833333333333333,,,,,,,,0.022000000000000002,0.08800000000000001,0.016,0.9,0.05,0.02,0.02,0.0,0.01,0.0,0.0,0.51,0.49,0.13,0.17,0.23,0.33,0.14,0.23,0.27,0.28,0.22
0,https://www.niche.com/places-to-live/c/walton-county-fl/,A minus,A minus,B,B+,A minus,B,B+,B,B minus,B,A minus,C+,"Walton County is located in Florida with a population of 68,262. In Walton County, most residents own their homes. Many young professionals and retirees live in Walton County and residents tend to be conservative.",68262,229500,979,58093,0.05517241379310356,-0.07815442561205277,-0.07558518848559104,0.25,0.75,231.2,-0.18217191368942343,15.4,1.5245901639344264,30.8,-0.2432432432432433,77.1,-0.4309963099630997,200.3,-0.5994801039792041,1448.6,-0.2908752692383004,61.6,-0.7830985915492957,0.11,0.1,0.06,0.12,0.12,0.14,0.16,0.19,0.09,-0.25,0.19,-0.050000000000000044,0.32,0.10344827586206917,0.28,0.03703703703703698,0.11,-0.08333333333333326,3.91,11,4,3,3,1,0,0.028999999999999998,0.131,0.026000000000000002,0.84,0.06,0.03,0.05,0.0,0.01,0.0,0.0,0.49,0.51,0.2,0.19,0.22,0.27,0.12,0.27,0.31,0.24,0.18
0,https://www.niche.com/places-to-live/c/calhoun-county-al/,A minus,A minus,A minus,B,A minus,B+,B minus,B,A minus,B,B+,C+,"Calhoun County is located in Alabama with a population of 114,618. In Calhoun County, most residents own their homes. Many families live in Calhoun County and residents tend to be conservative.",114618,118000,716,47255,-0.45747126436781604,-0.32580037664783423,-0.24804671960281977,0.3,0.7,1270.8,3.495224619738239,27.7,3.5409836065573774,97.8,1.4029484029484025,151.5,0.11808118081180807,1404.4,1.8082383523295342,3419.7,0.6740258468768356,316.1,0.11302816901408463,0.12,0.1,0.09,0.13,0.12,0.13,0.14,0.17,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.33,0.2222222222222221,0.16,0.3333333333333335,3.67,6,1,3,1,1,0,0.046,0.177,0.013000000000000001,0.72,0.04,0.02,0.21,0.0,0.01,0.0,0.0,0.52,0.48,0.27,0.21,0.23,0.23,0.06,0.33,0.31,0.24,0.12
0,https://www.niche.com/places-to-live/c/somervell-county-tx/,A minus,A,A,C,A,B,B+,B,B,B minus,C+,C+,"Somervell County is located in Texas with a population of 8,860. In Somervell County, most residents own their homes. Many young professionals and retirees live in Somervell County and residents tend to be conservative.",8860,219000,869,60632,0.006896551724137945,-0.1817325800376648,-0.03518291615613511,0.2,0.8,,,,,,,,,,,,,,,0.1,0.13,0.07,0.13,0.12,0.12,0.15,0.18,0.07,-0.41666666666666663,0.2,0.0,0.25,-0.13793103448275856,0.39,0.4444444444444444,0.1,-0.16666666666666663,,,,,,,,0.023,0.235,0.012,0.79,0.19,0.0,0.01,0.0,0.0,0.01,0.0,0.5,0.5,0.23,0.17,0.2,0.26,0.15,0.29,0.28,0.19,0.24
0,https://www.niche.com/places-to-live/c/lafayette-county-fl/,A minus,A,A+,C,A minus,A minus,C+,A minus,A,C minus,B+,C,"Lafayette County is located in Florida with a population of 8,637. In Lafayette County, most residents own their homes. Many families live in Lafayette County and residents tend to be conservative.",8637,104700,532,50165,-0.5186206896551724,-0.4990583804143126,-0.20174084623585764,0.16,0.84,,,,,,,,,,,,,,,0.13,0.09,0.09,0.15,0.14,0.14,0.12,0.14,0.07,-0.41666666666666663,0.05,-0.75,0.25,-0.13793103448275856,0.39,0.4444444444444444,0.25,1.0833333333333335,4,1,0,1,0,0,0,0.049,0.127,0.04,0.66,0.16,0.02,0.16,0.0,0.0,0.0,0.0,0.41,0.59,0.28,0.18,0.26,0.24,0.04,0.35,0.3,0.26,0.1
