,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,African American,Hispanic,Two or more races,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/dallas-county-ar/,C+,C+,B,C,C+,A minus,C,B,A,C minus,C,C+,"Dallas County is located in Arkansas with a population of 7,279. In Dallas County, most residents own their homes. Many retirees live in Dallas County and residents tend to lean conservative.",7279,70400,673,38072,-0.67632183908046,-0.366290018832392,-0.394172779784542,0.32,0.68,845.3,1.99009550760524,25.6,3.19672131147541,102.5,1.51842751842752,179.3,0.323247232472325,1229.5,1.45850829834033,3611.7,0.768014489915802,179.3,-0.368661971830986,0.09,0.12,0.08,0.11,0.1,0.12,0.16,0.22,0.02,-0.833333333333333,0.1,-0.5,0.28,-0.03448275862069,0.44,0.62962962962963,0.16,0.333333333333333,,,,,,,,0.018,0.144,0.002,0.53,0.43,0.01,0.01,0.01,0,0,0,0.51,0.49,0.37,0.21,0.25,0.15,0.02,0.35,0.37,0.2,0.07
0,https://www.niche.com/places-to-live/c/franklin-county-me/,C+,C+,B minus,B,B minus,C,B,D minus,B+,B minus,B+,B minus,"Franklin County is located in Maine with a population of 29,982. In Franklin County, most residents own their homes. Many young professionals and retirees live in Franklin County and residents tend to have moderate political views.",29982,139800,635,51422,-0.357241379310345,-0.402071563088512,-0.181738618461881,0.21,0.79,105.2,-0.627874071453838,5.5,-0.098360655737705,44.3,0.088452088452088,0,-1,144,-0.712057588482304,1229.2,-0.398276874877619,88.6,-0.688028169014085,0.09,0.09,0.1,0.11,0.1,0.13,0.17,0.21,0.09,-0.25,0.16,-0.2,0.3,0.03448275862069,0.38,0.407407407407407,0.07,-0.416666666666667,,,,,,,,0.035,0.116,0.006,0.96,0,0.01,0.02,0,0,0,0,0.51,0.49,0.23,0.22,0.27,0.23,0.06,0.31,0.33,0.26,0.1
0,https://www.niche.com/places-to-live/c/dougherty-county-ga/,C+,D+,D+,A minus,C+,B+,D+,B+,B+,B+,B,A minus,"Dougherty County is located in Georgia with a population of 89,703. In Dougherty County, most residents rent their homes. Many families live in Dougherty County and residents tend to be liberal.",89703,103500,746,39584,-0.524137931034483,-0.297551789077213,-0.370112820839234,0.54,0.46,855.1,2.02476123098691,30.1,3.9344262295082,36.9,-0.093366093366094,207.6,0.53210332103321,1200.7,1.40091981603679,4163.4,1.03808498139808,258.2,-0.090845070422535,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.15,0.1,-0.166666666666667,0.12,-0.4,0.32,0.103448275862069,0.3,0.111111111111111,0.17,0.416666666666667,4.33,3,1,2,0,0,0,0.077,0.281,0.013,0.25,0.69,0.03,0.01,0,0.01,0,0,0.54,0.46,0.34,0.21,0.23,0.16,0.05,0.36,0.32,0.21,0.11
0,https://www.niche.com/places-to-live/c/clearwater-county-mn/,C+,C minus,B minus,B,B minus,B minus,B+,C minus,A minus,C+,B+,B minus,"Clearwater County is located in Minnesota with a population of 8,821. In Clearwater County, most residents own their homes. Many retirees live in Clearwater County and residents tend to be conservative.",8821,137200,680,50386,-0.369195402298851,-0.35969868173258,-0.19822414588737,0.19,0.81,191.6,-0.322249734701096,0,-1,0,-1,0,-1,191.6,-0.616876624675065,2873.6,0.406696690816526,0,-1,0.13,0.12,0.07,0.1,0.11,0.12,0.15,0.2,0.04,-0.666666666666667,0.13,-0.35,0.34,0.172413793103448,0.35,0.296296296296296,0.14,0.166666666666667,,,,,,,,0.041,0.146,0.005,0.85,0,0.02,0.05,0.08,0,0,0,0.49,0.51,0.24,0.21,0.23,0.25,0.06,0.31,0.31,0.25,0.13
0,https://www.niche.com/places-to-live/c/newton-county-tx/,C+,C,B+,C+,C+,B+,C,A minus,A,C+,B minus,D+,"Newton County is located in Texas with a population of 13,914. In Newton County, most residents own their homes. Many retirees live in Newton County and residents tend to be conservative.",13914,81200,699,40101,-0.626666666666667,-0.34180790960452,-0.36188596979775,0.15,0.85,83.6,-0.704280155642023,0,-1,0,-1,0,-1,334.6,-0.330933813237352,334.6,-0.836205208537302,83.6,-0.705633802816901,0.1,0.1,0.09,0.11,0.11,0.14,0.15,0.2,0.02,-0.833333333333333,0.08,-0.6,0.31,0.06896551724138,0.43,0.592592592592593,0.17,0.416666666666667,4.67,3,2,1,0,0,0,0.053,0.245,0.005,0.73,0.2,0.04,0.01,0,0.01,0,0,0.49,0.51,0.34,0.2,0.21,0.2,0.05,0.37,0.33,0.17,0.12
0,https://www.niche.com/places-to-live/c/carbon-county-wy/,C+,B minus,B minus,B,B minus,B+,B,C,C+,C+,B minus,B+,"Carbon County is located in Wyoming with a population of 15,247. In Carbon County, most residents own their homes. Many families live in Carbon County and residents tend to be conservative.",15247,174900,792,60161,-0.195862068965517,-0.254237288135593,-0.042677784319654,0.3,0.7,225.2,-0.203395825963919,0,-1,26,-0.361179361179361,0,-1,242.6,-0.514897020595881,1290.7,-0.3681711376542,112.6,-0.603521126760563,0.14,0.1,0.08,0.13,0.13,0.12,0.14,0.16,0.05,-0.583333333333333,0.15,-0.25,0.32,0.103448275862069,0.38,0.407407407407407,0.09,-0.25,,,,,,,,0.02,0.124,0.037,0.77,0.01,0.18,0.01,0.02,0.01,0,0,0.46,0.54,0.2,0.19,0.21,0.31,0.09,0.25,0.3,0.25,0.2
0,https://www.niche.com/places-to-live/c/wyoming-county-pa/,C+,B,B minus,A minus,B minus,C,B minus,C,B,B,B+,C+,"Wyoming County is located in Pennsylvania with a population of 27,327. In Wyoming County, most residents own their homes. Many retirees live in Wyoming County and residents tend to be conservative.",27327,167900,799,59415,-0.228045977011494,-0.247645951035782,-0.054548637079707,0.23,0.77,74.4,-0.73682348779625,0,-1,0,-1,21.3,-0.842804428044281,180.8,-0.638472305538892,808.1,-0.604415508126101,53.2,-0.812676056338028,0.11,0.09,0.09,0.11,0.11,0.14,0.16,0.2,0.07,-0.416666666666667,0.13,-0.35,0.26,-0.103448275862069,0.46,0.703703703703704,0.08,-0.333333333333333,4,1,0,1,0,0,0,0.032,0.104,0.003,0.96,0.01,0.02,0.01,0,0,0,0,0.5,0.5,0.18,0.19,0.25,0.31,0.07,0.27,0.31,0.24,0.17
0,https://www.niche.com/places-to-live/c/holmes-county-fl/,C+,B minus,B,B,B minus,B minus,C+,B+,A minus,C minus,B,C+,"Holmes County is located in Florida with a population of 19,432. In Holmes County, most residents own their homes. Many retirees live in Holmes County and residents tend to be conservative.",19432,92700,703,39102,-0.573793103448276,-0.33804143126177,-0.377782728386614,0.24,0.76,291.8,0.032189600282986,0,-1,0,-1,36.5,-0.730627306273063,109.4,-0.78124375124975,510.6,-0.750048952418249,218.8,-0.229577464788732,0.1,0.09,0.08,0.13,0.12,0.14,0.14,0.2,0.03,-0.75,0.08,-0.6,0.27,-0.068965517241379,0.41,0.518518518518518,0.21,0.75,1,1,0,0,0,0,1,0.046,0.226,0.014,0.87,0.07,0.03,0.01,0.01,0.01,0,0,0.46,0.54,0.34,0.22,0.22,0.2,0.03,0.36,0.34,0.22,0.08
0,https://www.niche.com/places-to-live/c/covington-county-ms/,C+,C,B minus,C,B minus,A minus,C+,B,A,C minus,C,C,"Covington County is located in Mississippi with a population of 18,978. In Covington County, most residents own their homes. Many families and retirees live in Covington County and residents tend to be conservative.",18978,77100,631,38178,-0.64551724137931,-0.405838041431262,-0.392486036630969,0.22,0.78,,,,,,,,,,,,,,,0.14,0.11,0.1,0.12,0.12,0.12,0.13,0.17,0.05,-0.583333333333333,0.09,-0.55,0.32,0.103448275862069,0.37,0.37037037037037,0.17,0.416666666666667,3.33,3,0,1,2,0,0,0.045,0.235,0.004,0.6,0.37,0.02,0.01,0,0,0,0,0.51,0.49,0.36,0.22,0.22,0.17,0.03,0.37,0.33,0.22,0.08
0,https://www.niche.com/places-to-live/c/yakima-county-wa/,C+,C,D+,B+,B minus,A,C+,A minus,C,B+,A minus,B+,"Yakima County is located in Washington with a population of 249,697. In Yakima County, most residents own their homes. Many families live in Yakima County and residents tend to lean conservative.",249697,175900,825,51637,-0.191264367816092,-0.22316384180791,-0.178317394140954,0.37,0.63,278.2,-0.015917934205872,10.7,0.754098360655738,53.3,0.309582309582309,119.7,-0.116605166051661,775.6,0.550889822035593,2678.8,0.311337380066575,518.1,0.824295774647887,0.17,0.13,0.1,0.13,0.12,0.11,0.11,0.14,0.07,-0.416666666666667,0.1,-0.5,0.29,0,0.28,0.037037037037037,0.26,1.16666666666667,3.59,51,12,15,17,5,2,0.04,0.173,0.131,0.43,0.01,0.49,0.02,0.03,0.01,0,0,0.5,0.5,0.21,0.22,0.25,0.25,0.07,0.3,0.35,0.23,0.12
0,https://www.niche.com/places-to-live/c/pike-county-il/,C+,C+,B,B,C+,C,B,B minus,A minus,C+,C,B minus,"Pike County is located in Illinois with a population of 15,672. In Pike County, most residents own their homes. Many retirees live in Pike County and residents tend to be conservative.",15672,85400,568,47492,-0.607356321839081,-0.465160075329567,-0.24427541651417,0.21,0.79,60.2,-0.787053413512558,0,-1,15,-0.631449631449631,0,-1,270.8,-0.458508298340332,767.1,-0.624485999608381,0,-1,0.13,0.1,0.08,0.12,0.11,0.13,0.14,0.21,0.05,-0.583333333333333,0.13,-0.35,0.32,0.103448275862069,0.39,0.444444444444444,0.11,-0.083333333333333,5,1,1,0,0,0,0,0.036,0.138,0.003,0.96,0.01,0.01,0.01,0,0,0,0,0.51,0.49,0.26,0.22,0.24,0.21,0.08,0.31,0.29,0.26,0.14
0,https://www.niche.com/places-to-live/c/stanislaus-county-ca/,C+,B,D minus,A minus,B,A,C,A,D+,A minus,A,B minus,"Stanislaus County is located in California with a population of 543,194. In Stanislaus County, most residents own their homes. Many families live in Stanislaus County and residents tend to have moderate political views.",543194,291600,1155,60704,0.340689655172414,0.087570621468927,-0.034037203825406,0.42,0.58,444.7,0.57304563141139,5.8,-0.049180327868852,38.3,-0.058968058968059,179.9,0.327675276752768,507.5,0.014797040591882,2209.9,0.08179949089485,604,1.12676056338028,0.15,0.12,0.1,0.14,0.13,0.12,0.11,0.13,0.05,-0.583333333333333,0.12,-0.4,0.33,0.137931034482759,0.29,0.074074074074074,0.21,0.75,3.1,42,0,12,23,6,1,0.056,0.15,0.11,0.42,0.03,0.46,0.02,0,0.05,0.01,0,0.51,0.49,0.18,0.19,0.23,0.29,0.11,0.3,0.29,0.23,0.18
0,https://www.niche.com/places-to-live/c/sanilac-county-mi/,C+,B minus,B,B,B minus,C,B minus,C,A minus,B minus,B,B minus,"Sanilac County is located in Michigan with a population of 41,295. In Sanilac County, most residents own their homes. Many retirees live in Sanilac County and residents tend to be conservative.",41295,111200,678,47672,-0.488735632183908,-0.361581920903955,-0.241411135687348,0.21,0.79,148.2,-0.47576936681995,0,-1,9.9,-0.756756756756757,9.9,-0.926937269372694,237.1,-0.525894821035793,1146.1,-0.438956334442922,59.3,-0.791197183098591,0.11,0.1,0.07,0.1,0.11,0.13,0.16,0.21,0.05,-0.583333333333333,0.09,-0.55,0.33,0.137931034482759,0.41,0.518518518518518,0.12,0,,,,,,,,0.034,0.151,0.009,0.94,0.01,0.04,0.01,0,0,0,0,0.5,0.5,0.24,0.23,0.26,0.22,0.04,0.3,0.34,0.25,0.12
0,https://www.niche.com/places-to-live/c/scioto-county-oh/,C+,C+,B minus,B+,C+,C+,B minus,B,A minus,C,B,B minus,"Scioto County is located in Ohio with a population of 76,040. In Scioto County, most residents own their homes. Many families live in Scioto County and residents tend to be conservative.",76040,97800,626,41330,-0.550344827586207,-0.410546139359699,-0.342329296819057,0.32,0.68,274.5,-0.029006013441811,17.7,1.9016393442623,97.4,1.39312039312039,163.8,0.208856088560886,1346,1.69146170765847,4724.4,1.31270804777756,354.2,0.247183098591549,0.12,0.1,0.09,0.13,0.12,0.13,0.14,0.18,0.07,-0.416666666666667,0.09,-0.55,0.28,-0.03448275862069,0.41,0.518518518518518,0.15,0.25,2.67,3,0,1,1,0,1,0.04,0.226,0.004,0.93,0.03,0.01,0.02,0,0,0,0,0.51,0.49,0.34,0.2,0.19,0.22,0.06,0.36,0.29,0.22,0.12
0,https://www.niche.com/places-to-live/c/valley-county-mt/,C+,C+,B+,B,C+,B minus,B minus,C+,B minus,C+,C minus,A,"Valley County is located in Montana with a population of 7,471. In Valley County, most residents own their homes. Many retirees live in Valley County and residents tend to be conservative.",7471,151400,581,53162,-0.303908045977011,-0.452919020715631,-0.154050570469265,0.25,0.75,325.5,0.151397240891404,0,-1,88.8,1.18181818181818,0,-1,148,-0.704059188162368,1243,-0.391521441159193,148,-0.47887323943662,0.11,0.12,0.06,0.12,0.11,0.11,0.16,0.22,0.05,-0.583333333333333,0.16,-0.2,0.38,0.310344827586207,0.34,0.259259259259259,0.06,-0.5,,,,,,,,0.033,0.112,0.004,0.85,0,0.03,0.04,0.08,0,0,0,0.5,0.5,0.24,0.19,0.22,0.32,0.04,0.25,0.36,0.26,0.13
0,https://www.niche.com/places-to-live/c/pocahontas-county-wv/,C+,C,B,B minus,C,C minus,B,unavailable,A,B minus,A minus,B,"Pocahontas County is located in West Virginia with a population of 8,450. In Pocahontas County, most residents own their homes. Many retirees live in Pocahontas County and residents tend to be conservative.",8450,121700,622,41882,-0.440459770114942,-0.414312617702448,-0.333545502283468,0.18,0.82,,,,,,,,,,,,,,,0.09,0.09,0.06,0.11,0.11,0.13,0.17,0.25,0.05,-0.583333333333333,0.1,-0.5,0.2,-0.310344827586207,0.48,0.777777777777778,0.17,0.416666666666667,3.13,8,0,2,5,1,0,0.023,0.167,0.006,0.98,0,0.01,0.01,0,0,0,0,0.49,0.51,0.33,0.2,0.23,0.19,0.05,0.31,0.41,0.19,0.1
0,https://www.niche.com/places-to-live/c/mason-county-wv/,C+,C minus,A minus,B minus,C+,C,C+,unavailable,A,C,B+,C minus,"Mason County is located in West Virginia with a population of 26,820. In Mason County, most residents own their homes. Many retirees live in Mason County and residents tend to be conservative.",26820,87600,615,46078,-0.597241379310345,-0.42090395480226,-0.266775933675986,0.21,0.79,71.1,-0.748496639547223,0,-1,47.4,0.164619164619165,0,-1,331.8,-0.336532693461308,1540.6,-0.245839044448796,94.8,-0.666197183098591,0.12,0.1,0.07,0.11,0.12,0.13,0.15,0.2,0.04,-0.666666666666667,0.1,-0.5,0.26,-0.103448275862069,0.45,0.666666666666667,0.14,0.166666666666667,3.6,20,4,9,3,3,1,0.018,0.158,0.003,0.97,0,0.01,0.01,0,0.01,0,0,0.51,0.49,0.28,0.22,0.25,0.2,0.06,0.27,0.36,0.24,0.13
0,https://www.niche.com/places-to-live/c/simpson-county-ms/,B,C+,A minus,C+,B,A minus,B minus,A,A,C+,C+,C minus,"Simpson County is located in Mississippi with a population of 26,888. In Simpson County, most residents own their homes. Many families live in Simpson County and residents tend to be conservative.",26888,87900,660,43850,-0.595862068965517,-0.378531073446328,-0.302229365243543,0.2,0.8,44.9,-0.841174389812522,0,-1,0,-1,0,-1,516.4,0.032593481303739,875.6,-0.571372625807715,112.3,-0.604577464788732,0.12,0.12,0.08,0.13,0.12,0.12,0.14,0.17,0.04,-0.666666666666667,0.12,-0.4,0.33,0.137931034482759,0.3,0.111111111111111,0.2,0.666666666666667,3.29,24,3,5,13,2,1,0.042,0.193,0.004,0.62,0.37,0,0.01,0,0.01,0,0,0.52,0.48,0.31,0.21,0.24,0.19,0.06,0.34,0.35,0.2,0.11
0,https://www.niche.com/places-to-live/c/mackinac-county-mi/,B,C+,B minus,B,B minus,B,B minus,D+,A minus,C+,A minus,A+,"Mackinac County is located in Michigan with a population of 10,780. In Mackinac County, most residents own their homes. Many retirees live in Mackinac County and residents tend to be conservative.",10780,136600,602,47938,-0.371954022988506,-0.433145009416196,-0.237178365132155,0.28,0.72,35.2,-0.875486381322957,35.2,4.77049180327869,35.2,-0.135135135135135,35.2,-0.740221402214022,246.4,-0.507298540291942,7286.2,2.56677109849227,70.4,-0.752112676056338,0.08,0.08,0.07,0.09,0.1,0.13,0.19,0.27,0.11,-0.083333333333333,0.13,-0.35,0.33,0.137931034482759,0.34,0.259259259259259,0.09,-0.25,,,,,,,,0.053,0.164,0.023,0.73,0.03,0.02,0.05,0.16,0.01,0,0,0.49,0.51,0.27,0.2,0.27,0.21,0.04,0.3,0.34,0.25,0.11
0,https://www.niche.com/places-to-live/c/garza-county-tx/,B,B minus,A minus,C,B minus,A,A,A,A minus,B,C minus,B minus,"Garza County is located in Texas with a population of 6,070. In Garza County, most residents own their homes. Residents of Garza County tend to be conservative.",6070,78800,775,49627,-0.637701149425287,-0.270244821092279,-0.210301863373804,0.29,0.71,,,,,,,,,,,,,,,0.09,0.07,0.1,0.15,0.18,0.16,0.12,0.14,0.04,-0.666666666666667,0.1,-0.5,0.19,-0.344827586206896,0.29,0.074074074074074,0.38,2.16666666666667,,,,,,,,0.015,0.195,0.323,0.4,0.06,0.52,0,0,0.02,0,0,0.37,0.63,0.18,0.23,0.27,0.29,0.04,0.38,0.29,0.23,0.1
0,https://www.niche.com/places-to-live/c/johnston-county-ok/,B,C+,B+,C,B,B+,B+,B,A,C+,C,B minus,"Johnston County is located in Oklahoma with a population of 11,064. In Johnston County, most residents own their homes. Many families and retirees live in Johnston County and residents tend to be conservative.",11064,80800,624,41332,-0.628505747126437,-0.412429378531073,-0.342297471476537,0.26,0.74,96.2,-0.659709939865582,0,-1,32.1,-0.211302211302211,0,-1,384.7,-0.230753849230154,480.9,-0.764587820638339,192.4,-0.322535211267606,0.13,0.11,0.09,0.11,0.11,0.12,0.14,0.19,0.08,-0.333333333333333,0.13,-0.35,0.31,0.06896551724138,0.35,0.296296296296296,0.14,0.166666666666667,,,,,,,,0.037,0.206,0.007,0.7,0.02,0.05,0.16,0.07,0,0,0,0.51,0.49,0.29,0.24,0.25,0.19,0.03,0.34,0.34,0.23,0.08
0,https://www.niche.com/places-to-live/c/stutsman-county-nd/,B,B minus,B+,B+,B minus,C+,A,C,A minus,B+,C,A minus,"Stutsman County is located in North Dakota with a population of 20,965. In Stutsman County, most residents own their homes. Many young professionals live in Stutsman County and residents tend to be conservative.",20965,155500,683,57674,-0.285057471264368,-0.356873822975518,-0.082252597743583,0.34,0.66,233.2,-0.175097276264591,6.5,0.065573770491803,110.1,1.70515970515971,19.4,-0.856826568265683,472.8,-0.054589082183563,1923.7,-0.058302330135109,194.3,-0.315845070422535,0.12,0.08,0.1,0.13,0.11,0.11,0.15,0.19,0.05,-0.583333333333333,0.18,-0.1,0.33,0.137931034482759,0.34,0.259259259259259,0.09,-0.25,,,,,,,,0.021,0.121,0.014,0.92,0.01,0.02,0.02,0.02,0,0,0,0.49,0.51,0.2,0.2,0.22,0.3,0.08,0.26,0.29,0.29,0.16
0,https://www.niche.com/places-to-live/c/grimes-county-tx/,B,B minus,A minus,B minus,B,A,B+,B,B+,C minus,B,C minus,"Grimes County is located in Texas with a population of 27,984. In Grimes County, most residents own their homes. Many families live in Grimes County and residents tend to be conservative.",27984,148500,750,52913,-0.317241379310345,-0.293785310734463,-0.158012825613036,0.24,0.76,223.6,-0.209055535903785,26.3,3.31147540983607,92.1,1.26289926289926,52.6,-0.611808118081181,670.7,0.341131773645271,1249.3,-0.388437438809477,184.1,-0.351760563380282,0.12,0.11,0.09,0.12,0.13,0.13,0.14,0.17,0.06,-0.5,0.1,-0.5,0.3,0.03448275862069,0.35,0.296296296296296,0.19,0.583333333333334,4.5,2,1,1,0,0,0,0.035,0.17,0.048,0.59,0.15,0.24,0.02,0,0,0,0,0.46,0.54,0.22,0.21,0.2,0.28,0.09,0.32,0.31,0.21,0.17
0,https://www.niche.com/places-to-live/c/coal-county-ok/,B,B,B+,C,B,B+,A minus,B,A,C,C,B minus,"Coal County is located in Oklahoma with a population of 5,581. In Coal County, most residents own their homes. Many retirees live in Coal County and residents tend to be conservative.",5581,83800,625,40938,-0.614712643678161,-0.411487758945386,-0.348567063953026,0.26,0.74,0,-1,0,-1,0,-1,0,-1,554.8,0.109378124375125,323.6,-0.841589974544742,92.5,-0.674295774647887,0.13,0.12,0.08,0.09,0.11,0.11,0.15,0.21,0.07,-0.416666666666667,0.1,-0.5,0.24,-0.172413793103448,0.42,0.555555555555555,0.17,0.416666666666667,,,,,,,,0.029,0.218,0.005,0.68,0,0.05,0.16,0.1,0,0,0,0.5,0.5,0.33,0.21,0.21,0.21,0.05,0.34,0.32,0.23,0.11
0,https://www.niche.com/places-to-live/c/dearborn-county-in/,B,B+,A minus,B+,B+,C,C+,C+,A minus,B,B+,C,"Dearborn County is located in Indiana with a population of 49,479. In Dearborn County, most residents own their homes. Many families live in Dearborn County and residents tend to be conservative.",49479,170400,744,68658,-0.216551724137931,-0.299435028248588,0.092532183377624,0.2,0.8,463.3,0.638839759462328,11.6,0.901639344262295,127.4,2.13022113022113,23.2,-0.828782287822878,139,-0.722055588882223,2791.6,0.366555707851968,220.1,-0.225,0.11,0.11,0.08,0.11,0.12,0.14,0.15,0.17,0.07,-0.416666666666667,0.15,-0.25,0.28,-0.03448275862069,0.39,0.444444444444444,0.1,-0.166666666666667,,,,,,,,0.024,0.091,0.005,0.96,0.01,0.01,0.01,0,0.01,0,0,0.5,0.5,0.17,0.15,0.23,0.34,0.1,0.25,0.3,0.27,0.18
0,https://www.niche.com/places-to-live/c/nobles-county-mn/,B,B minus,B,B,B+,A,B minus,C,A minus,B minus,B minus,B+,"Nobles County is located in Minnesota with a population of 21,734. In Nobles County, most residents own their homes. Many families live in Nobles County and residents tend to be conservative.",21734,127100,726,55304,-0.415632183908046,-0.31638418079096,-0.119965628630078,0.29,0.71,68.2,-0.758754863813229,0,-1,53.1,0.304668304668304,37.9,-0.72029520295203,401.7,-0.196760647870426,1061,-0.480614842373213,98.5,-0.653169014084507,0.16,0.11,0.08,0.13,0.11,0.11,0.13,0.16,0.04,-0.666666666666667,0.11,-0.45,0.3,0.03448275862069,0.31,0.148148148148148,0.24,1,,,,,,,,0.023,0.135,0.131,0.59,0.04,0.28,0.02,0,0.07,0,0,0.48,0.52,0.21,0.2,0.24,0.29,0.06,0.25,0.35,0.29,0.11
0,https://www.niche.com/places-to-live/c/mcdonald-county-mo/,B,B+,B+,B,B+,B+,C+,B,A minus,B minus,B+,C+,"McDonald County is located in Missouri with a population of 22,782. In McDonald County, most residents own their homes. Many families live in McDonald County and residents tend to be conservative.",22782,110500,631,41643,-0.491954022988506,-0.405838041431262,-0.337348630714638,0.31,0.69,223.3,-0.21011673151751,0,-1,14,-0.656019656019656,0,-1,279.1,-0.441911617676465,1549.2,-0.241629136479342,307,0.080985915492958,0.14,0.12,0.09,0.12,0.12,0.13,0.13,0.15,0.03,-0.75,0.08,-0.6,0.25,-0.137931034482759,0.41,0.518518518518518,0.22,0.833333333333333,4,3,0,3,0,0,0,0.024,0.183,0.067,0.77,0.02,0.12,0.03,0.03,0.02,0.02,0,0.49,0.51,0.28,0.26,0.24,0.18,0.04,0.29,0.41,0.22,0.08
0,https://www.niche.com/places-to-live/c/coffey-county-ks/,B,B,A minus,C,B,C+,B+,B,A minus,C,C,B+,"Coffey County is located in Kansas with a population of 8,254. In Coffey County, most residents own their homes. Many retirees live in Coffey County and residents tend to be conservative.",8254,119100,658,59583,-0.452413793103448,-0.380414312617702,-0.051875308308006,0.24,0.76,158.6,-0.438981252210824,31.7,4.19672131147541,0,-1,0,-1,190.4,-0.619276144771046,824.9,-0.596191501860192,190.4,-0.329577464788732,0.1,0.11,0.08,0.11,0.11,0.13,0.16,0.21,0.07,-0.416666666666667,0.17,-0.15,0.36,0.241379310344828,0.32,0.185185185185185,0.07,-0.416666666666667,4,1,0,1,0,0,0,0.027,0.124,0.001,0.93,0.01,0.03,0.03,0,0,0,0,0.49,0.51,0.2,0.18,0.2,0.32,0.1,0.28,0.28,0.26,0.18
0,https://www.niche.com/places-to-live/c/menard-county-il/,B,B,B+,B+,B,C,B,A minus,B+,B,B,C minus,"Menard County is located in Illinois with a population of 12,306. In Menard County, most residents own their homes. Residents of Menard County tend to be conservative.",12306,146900,783,74684,-0.324597701149425,-0.26271186440678,0.188421940391133,0.22,0.78,0,-1,0,-1,0,-1,0,-1,154.3,-0.691461707658468,463,-0.773350303504993,0,-1,0.12,0.09,0.07,0.1,0.12,0.13,0.15,0.19,0.08,-0.333333333333333,0.16,-0.2,0.34,0.172413793103448,0.36,0.333333333333333,0.06,-0.5,3,8,0,3,2,3,0,0.033,0.092,0.002,0.96,0,0.02,0.02,0,0,0,0,0.51,0.49,0.14,0.15,0.22,0.37,0.13,0.19,0.25,0.33,0.24
0,https://www.niche.com/places-to-live/c/keith-county-ne/,B,B minus,B,B,B minus,C+,B minus,A+,A minus,B minus,B,A minus,"Keith County is located in Nebraska with a population of 8,068. In Keith County, most residents own their homes. Many retirees live in Keith County and residents tend to be conservative.",8068,128300,633,50735,-0.410114942528736,-0.403954802259887,-0.192670623617587,0.31,0.69,154.3,-0.454191722674213,0,-1,87.7,1.15479115479116,22,-0.837638376383764,595,0.189762047590482,3459.7,0.69360681417662,132.2,-0.534507042253521,0.11,0.09,0.06,0.1,0.11,0.12,0.16,0.27,0.06,-0.5,0.14,-0.3,0.39,0.344827586206897,0.32,0.185185185185185,0.08,-0.333333333333333,,,,,,,,0.022,0.124,0.013,0.9,0.01,0.07,0,0,0.01,0,0,0.49,0.51,0.25,0.19,0.23,0.26,0.06,0.27,0.34,0.25,0.13
0,https://www.niche.com/places-to-live/c/winnebago-county-ia/,B,B,B+,B+,B,C+,A,C,A minus,C+,C+,A,"Winnebago County is located in Iowa with a population of 10,534. In Winnebago County, most residents own their homes. Many young professionals and retirees live in Winnebago County and residents tend to be conservative.",10534,94800,620,49870,-0.564137931034483,-0.416195856873823,-0.206435084257594,0.24,0.76,170.1,-0.39830208701804,0,-1,37.8,-0.071253071253071,0,-1,189,-0.622075584883023,340.3,-0.833414920697082,18.9,-0.933450704225352,0.12,0.1,0.11,0.1,0.1,0.11,0.15,0.21,0.05,-0.583333333333333,0.17,-0.15,0.37,0.275862068965517,0.34,0.259259259259259,0.08,-0.333333333333333,,,,,,,,0.016,0.09,0.009,0.91,0.02,0.05,0.01,0,0.01,0,0,0.51,0.49,0.18,0.24,0.25,0.27,0.06,0.26,0.33,0.28,0.13
