,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Night float system,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Participant 24,Participant 25,Participant 26,Participant 27,Participant 28,Participant 29,Participant 30,Participant 31,Participant 32,Participant 33,Participant 34,Participant 35,Participant 36
0,https://freida.ama-assn.org/program/1401621129,Community-based university affiliated,Advocate Christ Medical Center,3,3,No,Yes,"June,July",Yes,No,http://www.christimres.com,Not Available,"Armand  Krikorian
MD
Advocate Christ Med Ctr
Rm 131-NO
4440 W 95th St
Oak Lawn, IL 60453
Tel: (708) 684-5673
Fax: (708) 684-2500
E-mail: armand.krikorian@advocatehealth.com","Lisa  Lawrence-Harris
BS
Advocate Christ Med Ctr
Rm 131-NO
4440 W 95th St
Oak Lawn, IL 60453
Tel: (708) 684-5673
Fax: (708) 684-2500
E-mail: lisa.lawrence-harris@advocatehealth.com",1401621129,"Advocate Christ Med Ctr, Rm 131-NO, 4440 W 95th St, Oak Lawn, IL 60453","1853 W Polk St, Chicago, IL 60612","4440 W 95th St, Oak Lawn, IL 60453-4213","1740 W Taylor St, Chicago, IL 60612",,24,21,21,No,Yes,"Yes , Codes: 1150140P1,1150140C0",No,10/30/2020,11/1/2020 - 11/30/2020_11/1/2021 - 12/30/2021,9/1/2021,10/31/2021,Yes,300,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,450-500,Required,Yes,No,Yes,15,0,13,0,28,0,53.3,0.3 to 1,50,12,1.3,Yes,Yes,25.1,28.6,46.1,52.7,47.2,N/A,0,N/A,0,N/A,Not Available,7,10%,0%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$58,716.00",20,24,"$60,780.00",20,24,"$62,856.00",20,24,Yes,28,60,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401621467,Community-based,West Suburban Medical Center,3,3,No,Yes,July,Yes,No,https://www.westsuburbanmc.com,Not Available,"Nina  Yedavalli
MD
West Suburban Med Ctr
Ste L-700
3 Erie Ct
Oak Park, IL 60302
Tel: (708) 763-6922
Fax: (708) 763-6655
E-mail: nyedaval@westsubmc.com","Sandra  Gallego
West Suburban Med Ctr
Ste L-700
3 Erie Ct
Oak Park, IL 60302
Tel: (708) 763-2256
Fax: (708) 763-6655
E-mail: sgallego@westsubmc.com",1401621467,"West Suburban Med Ctr, Ste L-700, 3 Erie Ct, Oak Park, IL 60302","3 Erie Court, Oak Park, IL 60302-2599","1653 W Congress Pkwy, Chicago, IL 60612",,"West Suburban is a community-based academic medical center located in the town of Oak Park, IL, which is just west of Chicago. Our clinical training is notable for the diversity of our patient population, resident engagement in education, a dynamic didactic curriculum, dedicated faculty, and our collegial residents.",14,8,8,No,Yes,"Yes , Codes: 1173140C0,1173140P0",No,11/1/2020,10/20/2020 - 1/21/2021_10/19/2021 - 1/20/2022,9/15/2021,11/1/2021,Yes,160,No,No,3,No,Yes,220___,No,No Answer,No,No,450-500,Required,No,No,No,0,0,30,1,30,1,,0.5 to 1,50,16,1.3,Yes,Yes,29.2,70.7,0,34.5,65.4,N/A,0,N/A,0,N/A,Not Available,5,15%,24%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,486.00",15,10,"$57,137.00",15,10,"$58,967.00",15,10,No,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401600546,,,3,3,No,Yes,July,Yes,No,http://franciscaninternalmedicine.com,Not Available,"Anand  Gupta
MD
Franciscan Health Olympia Fields
GME Office
20201 Crawford Ave
Olympia Fields, IL 60461
Tel: (708) 747-4000
Fax: (708) 503-3241
E-mail: yvonne.mccauley@franciscanhealth.org","Yvonne  McCauley
Franciscan Health Olympia Fields
GME Office
20201 Crawford Ave
Olympia Fields, IL 60461
Tel: (708) 747-4000
Fax: (708) 503-3241
E-mail: yvonne.mccauley@franciscanalliance.org",1401600546,"Franciscan Health Olympia Fields, GME Office, 20201 Crawford Ave, Olympia Fields, IL 60461","20201 S Crawford Ave, Olympia Fields, IL 60461","1423 Chicago Rd, Chicago Heights, IL 60411","21020 Kostner Ave, Matteson, IL 60443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24 Joliet St, Dyer, IN 46311","701 Superior Dr, Munster, IN 46321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401621130,Community-based university affiliated,Advocate Lutheran General Hospital,3,3,No,Yes,June,Yes,No,http://www.advocatehealth.com/body.cfm?id=1279,Not Available,"Jill A Patton
DO
Advocate Lutheran General Hosp
Dept of Medicine 6 South
1775 W Dempster St
Park Ridge, IL 60068
Tel: (847) 723-7194
Fax: (847) 696-3391
E-mail: jill.patton-do@advocatehealth.com","Angela  Preston
Advocate Lutheran General Hosp
Dept of Medicine 6 South
1775 W Dempster St
Park Ridge, IL 60068-1174
Tel: (847) 723-5871
Fax: (847) 696-3391
E-mail: angela.preston@advocatehealth.com",1401621130,"Advocate Lutheran General Hosp, Dept of Medicine 6 South, 1775 W Dempster St, Park Ridge, IL 60068","3075 Highland Pkwy, Downers Grove, IL 60515","1775 W Dempster St, Park Ridge, IL 60068-1174",,"Health club on premises, free on-site parking, food stipend, educational stipend, discounted child care nearby.",27,19,19,No,Yes,"Yes , Codes: 1176140C0,1176140P0",No,12/31/2020,10/1/2020 - 1/31/2021_-,,,Yes,350,No,No,3,Yes,Yes,212_212_450_450,Yes,No Answer,Yes,Yes,No Answer,Required,No,No,No,30,0,60,0,90,0,33.3,0.9 to 1,55,24,1.5,Yes,Yes,17.7,17.1,65.1,34.4,65.5,N/A,0,Every fifth night for 2 month(s),0,Every fifth night for 2 month(s),Not Available,5,33%,33%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$59,720.00",20,3,"$61,699.00",20,3,"$64,665.00",20,3,Yes,30,NGO,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401600547,Community-based university affiliated,Mercyhealth Hospital and Trauma Center-Riverside,3,3,No,Yes,July,Yes,No,http://mercyhealthsystem.org/program/mercyhealth-internal-medicine-residenc,Not Available,"Mario  Affinati
MD
Mercyhealth GME Consortium
Internal Medicine Pgm
8201 E Riverside Blvd
Rockford, IL 61114
Tel: (815) 971-6363
Fax:
E-mail: imresidency@mhemail.org","Vicki  Markhardt
BS
Mercyhealth GME Consortium
Internal Medicine Pgm
8201 E Riverside Blvd
Rockford, IL 61114
Tel: (815) 971-6363
Fax:
E-mail: imresidency@mhemail.org",1401600547,"Mercyhealth GME Consortium, Internal Medicine Pgm, 8201 E Riverside Blvd, Rockford, IL 61114","2400 N Rockton Ave, Rockford, IL 61103","I-90/Riverside Blvd, Rockford, IL 61103",,"Our program has a simulation curriculum and a state-of-the-art simulation lab. Residents are given an academic conference schedule focused on sub-specialties, quality, patient safety, primary care, and research. Rockford is third largest city in IL and has a variety of family-friendly options for dinning, shopping, entertainment, gardens, and sporting events. Downtown Chicago is 90 minutes from Rockford. Chicago's O'Hare Airport is a 60-minute drive. Madison and Milwaukee, WI are an hour's drive",13,13,13,No,No,Yes,No,10/7/2020,11/10/2020 - 2/11/2021_11/10/2021 - 2/11/2022,6/1/2021,10/7/2021,Yes,163,No,No,3,No,Yes,220_230_550_550,Yes,210-225,Yes,Yes,450-500,Required,Yes,Yes,No,45,0,0,0,45,0,33.3,1.1 to 1,70,16,1,No,,,,,,,N/A,0,N/A,0,N/A,Not Available,10,40%,2%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$60,000.00",21,Not Available,"$61,000.00",21,Not Available,"$62,000.00",21,Not Available,Yes,21,120,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,,(4 wks ),,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401621132,Community-based university affiliated,Memorial Medical Center,3,3,No,Yes,June,Yes,No,http://www.siumed.edu/im/internal-medicine-residency-program.html,Not Available,"Andrew J Varney
MD
Southern Illinois Univ Sch of Med
Dept of Medicine Rm D442
701 N First St
Springfield, IL 62794
Tel: (217) 545-0193
Fax: (217) 545-8156
E-mail: avarney@siumed.edu","Catherine H Brower
MPA
Southern Illinois Univ Sch of Med
PO Box 19636
701 N First St
Springfield, IL 62794-9636
Tel: (217) 545-0193
Fax: (217) 545-8156
E-mail: cbrower@siumed.edu",1401621132,"Southern Illinois Univ Sch of Med, Dept of Medicine Rm D442, 701 N First St, Springfield, IL 62794","801 N Rutledge, Springfield, IL 62794-9620","701 N 1st St, Springfield, IL 62781-0001","800 E Carpenter St, Springfield, IL 62769","Our dedicated faculty and staff,our small size, and unique approach to teaching make us an excellent choice. Our Master Schedule is based on a 3+1 model in which rotations last three weeks, followed by a week of clinic. We hope that you will agree after visiting our website that SIU School of Medicine's Internal Medicine Residency Program is where you should continue your medical education. In terms of the ""Right Fit"", please see our website: https://www.siumed.edu/im/welcome.html",25,14,14,No,Yes,"Yes , Codes: 2922140C0,2922140P0",No,12/15/2020,11/23/2020 - 1/29/2021_11/25/2021 - 1/31/2022,9/15/2021,12/15/2021,No,172,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,Yes,60,28,6,0,66,28,38.3,1.1 to 1,65,16,1.3,Yes,,37.2,55,7.6,42.8,57.1,Other for week(s),0,Other for 13 week(s),14,Other for 6 week(s),13,5,27%,8%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$57,793.00",21,14,"$57,909.00",21,14,"$59,045.00",21,14,Yes,14,NGO,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401621456,Community-based university affiliated,Carle Foundation Hospital,3,3,No,Yes,July,Yes,No,https://carle.org/for-providers/residencies/internal-medicine,Not Available,"James S Kumar
MD, MS
Carle Foundation Hosp
Graduate Med Education
611 W Park St
Urbana, IL 61801
Tel: (217) 383-3110
Fax:
E-mail: imrp@carle.com","Dania A Mendoza
Carle Foundation Hosp
Graduate Med Education
611 W Park St
Urbana, IL 61801
Tel: (217) 383-3110
Fax:
E-mail: dania.mendoza@carle.com",1401621456,"Carle Foundation Hosp, Graduate Med Education, 611 W Park St, Urbana, IL 61801","611 W Park St, Urbana, IL 61801-2595","1900 E Main St, Danville, IL 61832","1400 W Park St, Urbana, IL 61801","The Carle Foundation, a truly integrated health care system affiliated with the Carle- Illinois College of Medicine, offers a community-based university affiliated residency program in a micro-urban setting. We offer preliminary, primary care track and categorical positions so residents can experience a vertically integrated academic healthcare system. Graduates from American and international medical schools (no H1-b visas) are welcome to apply.",15,11,13,No,Yes,"Yes , Codes: 1226140C0,1226140P0",No,12/5/2020,10/15/2020 - 1/31/2021_-,,,Yes,150,No,No,3,No,Yes,218_218_580_580,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,Yes,15,0,50,0,65,0,40,1.0 to 1,56,24,1.3,Yes,Yes,7,92.9,0,38.8,61.1,Other for 6 month(s),0,Other for 6 month(s),0,Other for 6 month(s),Not Available,5,30%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$57,621.00",20,NGO,"$59,556.00",20,NGO,"$61,808.00",20,NGO,Yes,26,NGO,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Required,Yes,Yes,Yes,"101 W University Ave, Champaign, IL 61820",,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401700002,,,3,3,Yes,Yes,July,No,No,,Not Available,"Scott S Yen
MD
Parkview Hosp Randallia
Internal Medicine Pgm
2200 Randallia Dr
Fort Wayne, IN 46805
Tel: (260) 452-7849
Fax:
E-mail: leanne.ruediger@parkview.com","Leanne  Ruediger
BS
Parkview Hosp Randallia
Internal Medicine Pgm
2200 Randallia Dr
Fort Wayne , IN 46805
Tel: (260) 452-7849
Fax:
E-mail: leanne.ruediger@parkview.com",1401700002,"Parkview Hosp Randallia, Internal Medicine Pgm, 2200 Randallia Dr, Fort Wayne, IN 46805","2200 Randallia Dr, Fort Wayne, IN 46845","2200 Randallia Dr, Fort Wayne, IN 46805","11109 Parkview Dr, Fort Wayne, IN 46845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401711135,Community-based university affiliated,St Vincent Hospitals and Health Care Center,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.stvincent.org/Medical-Education/Internal-Medicine-Residency,Not Available,"Lannie  Cation
MD
St Vincent Hosp and Health Care Ctr
Internal Medicine Pgm 3 North
2001 W 86th St
Indianapolis, IN 46260
Tel: (317) 338-2564
Fax: (317) 338-6359
E-mail: ljcation@ascension.org","Hannah  Ramirez
BS
St Vincent Hosp and Health Care Ctr
Internal Medicine Pgm
2001 W 86th St
Indianapolis, IN 46260
Tel: (317) 338-2564
Fax: (317) 338-6359
E-mail: hannah.ramirez@ascension.org",1401711135,"St Vincent Hosp and Health Care Ctr, Internal Medicine Pgm 3 North, 2001 W 86th St, Indianapolis, IN 46260","2001 W 86th St, Indianapolis, IN 46240",,,"Top 50 hospital. Family-friendly atmosphere! Informatics, women's health, hospitalist, primary care tracks. International rotations, research leadership, business of medical procedural simulation. Combined IM/FM option. Cardiology, geriatrics, nephrology fellowships.",15,15,16,No,Yes,"Yes , Codes: 1189140C0",No,1/15/2021,11/2/2020 - 1/30/2021_10/1/2021 - 1/31/2022,9/15/2021,1/15/2022,Yes,130,No,No,3,No,Yes,200__400_,No,No Answer,Yes,No,No Answer,Not known,Yes,No,No,34,9,42,2,76,11,47,1.1 to 1,62,16,1.4,Yes,Yes,52.9,11.5,35.5,42,57.9,N/A,0,N/A,0,N/A,Not Available,10,15%,35%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$56,721.00",20,NGO,"$57,197.00",20,NGO,"$58,323.00",20,NGO,No answer,20,NGO,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401721133,University-based,Eskenazi Health,3,3,No,Yes,"June,July",Yes,No,http://medicine.iupui.edu/residency,Not Available,"Mitchell  Goldman
MD
Indiana Univ Sch of Med
Gatch Hall Ste 626
1120 W Michigan St
Indianapolis, IN 46202
Tel: (317) 278-2687
Fax: (317) 278-2650
E-mail: mgoldman@iu.edu","Pamela R Clinton
Indiana Univ Sch of Med
Gatch Hall 630
1120 W Michigan St
Indianapolis, IN 46202
Tel: (317) 278-2689
Fax: (317) 278-2650
E-mail: paclinto@iu.edu",1401721133,"Indiana Univ Sch of Med, Gatch Hall Ste 626, 1120 W Michigan St, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","720 Eskenazi Ave, Indianapolis, IN 46202","1701 N Senate Blvd, Indianapolis, IN 46202",Four hospital system with diverse patient populations and flexibility to customize training. Recently entered the Educational Innovations Project to creatively redesign training around safe patient-centered care. Goal to graduate leaders in health care.,36,36,36,No,No,"Yes , Codes: 1187140C0",No,12/31/2020,11/5/2020 - 1/22/2021_11/1/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,338,No,No,4,No,Yes,215_235__540,Yes,236-245,"No, require USMLE scores for all applicants",Yes,Greater than 600,Required,Yes,No,No,600,58,3,3,603,61,33.3,5.5 to 1,60,24,1,Yes,,71.9,15.1,12.8,38.8,61.1,N/A,0,Every fourth night for 4 week(s),0,Every fourth night for 4 week(s),Not Available,4,25%,15%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$57,174.00",21,NGO,"$58,558.00",21,NGO,"$60,187.00",28,NGO,No answer,42,42,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,"1481 W 10th St, Indianapolis, IN 46202-2884","550 N University Blvd, Indianapolis, IN 46202",,"702 Barnhill Dr, Indianapolis, IN 46202-1367","714 N Senate Ave, Indianapolis, IN 46202",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401711136,Community-based university affiliated,Indiana University Health Ball Memorial Hospital,3,3,No,Yes,July,Yes,No,http://www.iuhealth.org/ballresidency,Not Available,"Brandon S Dickey
MD
IU Health Ball Memorial Hosp
Internal Medicine Pgm
2401 W University Ave
Muncie, IN 47303
Tel: (765) 747-3367
Fax: (765) 751-1451
E-mail: dtharp@iuhealth.org","Susie  Tharp
IU Health Ball Memorial Hosp
Internal Medicine Pgm
2401 W University Ave
Muncie, IN 47303
Tel: (765) 747-3367
Fax: (765) 751-1451
E-mail: dtharp@iuhealth.org",1401711136,"IU Health Ball Memorial Hosp, Internal Medicine Pgm, 2401 W University Ave, Muncie, IN 47303","2401 University Ave, Muncie, IN 47303",,,"Named one of the top 100 mid-sized teaching hospitals in the US by a leading survey firm. Training the complete internist--a humanistic physician with broad medical intellect, clinically competent in case management and procedural skills. Smaller program with a family-friendly, teamwork atmosphere. Strong in-patient curriculum. Well-trained and dedicated faculty. Excellent benefit package. Low cost of living.",8,8,8,No,No,"Yes , Codes: 1192140C0",No,12/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,82,No,No,3,No,Yes,220_220_500_450,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,4,0,45,0,49,0,25,1.1 to 1,60,28,1,Yes,Yes,16.6,70.8,12.5,36.1,63.8,Every fifth night for 2 month(s),0,Every fifth night for 2 month(s),1,Every fifth night for 2 month(s),1,8,25%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,036.00",20,5,"$57,033.00",20,5,"$59,030.00",20,5,Yes,25,90,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
