,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Night float system (Residents participate during first year),,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4
0,https://freida.ama-assn.org/program/1403800534,Community-based,OhioHealth,3,3,No,Yes,July,Yes,No,https://tinyurl.com/yaubv428,Not Available,"Robert A Palma
DO
Doctors Hosp/OhioHealth
Internal Medicine Pgm
5100 W Broad St
Columbus, OH 43228
Tel: (614) 878-6413
Fax: (614) 878-1159
E-mail: robert.palma@ohiohealth.com","Jordan  Fischbach
Doctors Hosp/OhioHealth
Internal Medicine Pgm
5100 W Broad St
Columbus, OH 43228
Tel: (614) 544-1879
Fax: (614) 544-1751
E-mail: jordan.fischbach@ohiohealth.com",1403800534,"Doctors Hosp/OhioHealth, Internal Medicine Pgm, 5100 W Broad St, Columbus, OH 43228","155 E Broad St, Columbus, OH 43215","1211 Dublin Rd, Columbus, OH 43215","210 Sharon Rd, Circleville, OH 43113",,8,8,8,No,No,"Yes , Codes: 2122140C0",No,11/30/2020,10/20/2020 - 1/15/2021_-,9/15/2021,,Yes,160,No,No,3,Yes,Yes,225_225_500_500,Yes,No Answer,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,0,0,4,0,4,0,,0.0 to 1,60,24,1,Yes,,0.0,0.0,100.0,16.7,83.2,Two times per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),Not Available,10,20%,20%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$56,056.00",20,Not Available,"$57,886.00",20,Not Available,"$59,696.00",20,Not Available,Yes,20,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,When resident/fellow starts program,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"285 E State St, Columbus, OH 43215-1898","5100 Broad St, Columbus, OH 43228-1607",Yes,,"3525 Olentangy River Rd, Columbus, OH 43214",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403811342,University-based,Ohio State University Hospital,3,3,No,Yes,"June,Negotiable",Yes,No,https://medicine.osu.edu/departments/internal-medicine/education/,Not Available,"David A Wininger
MD
Ohio State Univ Wexner Med Ctr
378 North Doan Office Tower
395 W 12th Ave
Columbus, OH 43210
Tel: (614) 293-3989
Fax: (614) 293-9789
E-mail: david.wininger@osumc.edu","Maddy  Hennessy
Ohio State Univ Wexner Med Ctr
346D North Doan Office Tower
395 W 12th Ave
Columbus, OH 43210
Tel: (614) 293-9812
Fax: (614) 293-9789
E-mail: madalyn.hennessy@osumc.edu",1403811342,"Ohio State Univ Wexner Med Ctr, 378 North Doan Office Tower, 395 W 12th Ave, Columbus, OH 43210","410 W Tenth Ave, Columbus, OH 43210-1228","700 Children's Dr, Columbus, OH 43205-2596","300 W 10th Ave, Columbus, OH 43210","The Ohio State University Department of Internal Medicine provides a unique and dynamic learning environment for residents, stressing the importance of clinical excellence and dedication to scholarship.",47,32,32,No,No,"Yes , Codes: 1566140C0,1566140M0,1566140C1",No,1/11/2021,11/12/2020 - 1/29/2021_10/27/2021 - 1/14/2022,9/1/2021,1/10/2022,Yes,400,No,No,2,No,Yes,220__600_,No,236-245,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,Yes,491,0,20,0,511,0,39.1,4.5 to 1,64,16,1.5,Yes,,87.4,2.8,9.7,35.4,64.5,N/A,0,N/A,2,N/A,2,7,33%,7%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$53,586.00",15,7,"$55,200.00",15,7,"$56,965.00",15,7,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,"543 Taylor Ave, Columbus, OH 43203",,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800536,Community-based,Western Reserve Hospital,3,3,No,Yes,July,Yes,No,http://Westernreservehospital.org,Not Available,"Todd  Lisy
MD
Western Reserve Hosp
Internal Medicine Pgm
1900 23rd St
Cuyahoga Falls, OH 44223
Tel: (330) 644-2700
Fax: (330) 971-7227
E-mail: tlisy@westernreservehospital.org","Hannah  Rowe
Western Reserve Hosp
Internal Medicine Pgm
1900 23rd St
Cuyahoga Falls, OH 44223
Tel: (330) 971-7207
Fax: (330) 971-7227
E-mail: hrowe@westernreservehospital.org",1403800536,"Western Reserve Hosp, Internal Medicine Pgm, 1900 23rd St, Cuyahoga Falls, OH 44223","1900 23rd St, Cuyahoga Falls, OH 44223",,,Able to complete 100% of residency at 1 hospital and 1 outpatient clinic but also able to venture out further based on the residents' desires and needs for their education. Will be fully competent as an internist upon graduation without a doubt.,5,5,5,No,No,Yes,No,,-_10/30/2021 - 1/15/2022,10/15/2021,11/30/2021,Yes,60,No,No,2,Yes,No,___,No,No Answer,No,No,501-540,"Desired, with some exceptions",Yes,No,No,0,0,4,0,4,0,,0.1 to 1,60,24,1.7,Yes,,,,,,,Every eleventh night or more for 4 week(s),0,Every sixth night for 4 week(s),0,Every sixth night for 4 week(s),Not Available,6,20%,20%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,866.00",20,20,"$57,041.00",20,20,"$58,773.00",20,20,No,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403821345,University-based,Miami Valley Hospital,3,3,No,Yes,July,Yes,No,http://www.med.wright.edu/im/res/,Not Available,"Glen D Solomon
MD
Wright State Univ Boonshoft Sch of Med
Dept of Internal Medicine 2nd Fl
128 E Apple St
Dayton, OH 45409
Tel: (937) 208-2866
Fax: (937) 208-5304
E-mail: glen.solomon@wright.edu","Mary  Pietrzak
Wright State Univ Boonshoft Sch of Med
Dept of Internal Medicine 2nd Fl
128 E Apple St
Dayton, OH 45409
Tel: (937) 208-2866
Fax: (937) 208-5304
E-mail: mapietrzak@premierhealth.com",1403821345,"Wright State Univ Boonshoft Sch of Med, Dept of Internal Medicine 2nd Fl, 128 E Apple St, Dayton, OH 45409","3640 Colonel Glenn Hwy, Dayton, OH 45435","1 Wyoming St, Dayton, OH 45409","4881 Sugar Maple Dr, Wright-Patterson AFB, OH 45433","Our training program prepares residents for ambulatory practice, hospitalist medicine or fellowship in a supportive environment with diverse patient population and strong academic focus. Residents rotate at three hospitals: one community, one military (USAF), one VA. A novel long ambulatory block in the R2 year improves outpatient education and clinical experience. Each year has a focus: R1 inpatient care, R2 ambulatory medicine and R3 transition to practice model.",27,27,27,No,No,"Yes , Codes: 2011140C0",No,10/1/2020,10/12/2020 - 12/16/2020_10/11/2021 - 12/15/2021,9/1/2021,10/1/2021,No,143,No,No,3,No,Yes,200_200__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,68,1,34,0,102,1,26.4,1.0 to 1,60,14,1.5,Yes,,60.4,2.5,37.0,35.2,64.7,N/A,0,N/A,0,N/A,Not Available,7,10%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$56,659.00",20,15,"$58,219.00",20,15,"$59,675.00",20,15,Yes,NGO,NGO,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,"4100 W 3rd St, Dayton, OH 45428","725 S Ludlow St, Dayton, OH 45402",Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800538,,,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.ketteringhealth.org/grandviewmeded/residency/,Not Available,"Greggory S Volk
DO
Grandview Med Ctr
Graduate Med Education
405 W Grand Ave
Dayton, OH 45405
Tel: (937) 723-3721
Fax:
E-mail: breanne.hunley@ketteringhealth.org","Breanne  Hunley
DO
Grandview Med Ctr
Graduate Med Education
405 W Grand Ave
Dayton, OH 45405
Tel: (937) 723-3721
Fax:
E-mail: breanne.hunley@ketteringhealth.org",1403800538,"Grandview Med Ctr, Graduate Med Education, 405 W Grand Ave, Dayton, OH 45405","3535 Southern Blvd, Kettering, OH 45429-1221","405 W Grand Ave, Dayton, OH 45405","3535 Southern Blvd, Kettering, OH 45429-2989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17273 State Rte 104, Chillicothe, OH 45601","1975 Miamisbury Centerville Rd, Washington Township, OH 45459",,,"1050 Innovation Way, Miamisburg, OH 45342","1 Elizabeth Pl, Dayton, OH 45417","3075 Governor's Pl Blvd, Dayton, OH 45409","2510 Commons Blvd, Beavercreek, OH 45431","2510 Commons Blvd, Beavercreek, OH 45431","3533 Southern Blvd, Kettering, OH 45429",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800543,,,3,3,Yes,Yes,July,Yes,No,,Not Available,"Gretchen L Nickell
DO
East Liverpool City Hosp
Internal Medicine Pgm
425 W 5th St
East Liverpool, OH 43920
Tel: (330) 386-2793
Fax: (330) 386-2790
E-mail: dmorgan2@primehealthcare.com","Diane  Morgan
East Liverpool City Hosp
Internal Medicine Pgm
425 W 5th St
East Liverpool, OH 43920
Tel: (330) 386-2793
Fax: (330) 386-2790
E-mail: dmorgan2@primehealthcare.com",1403800543,"East Liverpool City Hosp, Internal Medicine Pgm, 425 W 5th St, East Liverpool, OH 43920","425 W Fifth St, East Liverpool, OH 43920","1044 Belmont Ave, Youngstown, OH 44501-1790","1995 E State St, Salem, OH 44460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983 Niles Cortland Rd SE, Warren, OH 44484","1001 Covington St, Youngstown, OH 44510",,,"3695 Boardman-Canfield Rd, Canfield, OH 44406","3694 Starr Centre Dr, Canfield, OH 44406","235 OH-14, Columbiana, OH 44408","1858 W Grandview Blvd, Erie, PA 16509",,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403812341,Community-based,Mount Carmel Health System,3,3,No,Yes,July,Yes,No,https://gme.mchs.com/,Not Available,"Troy  Edwards
DO
Mount Carmel Health System
Internal Medicine Pgm
5300 N Meadows Dr
Grove City, OH 43123
Tel: (614) 663-4631
Fax: (614) 663-4681
E-mail: ksmiller@mchs.com","Karen  Miller
Mount Carmel Health System
Internal Medicine Pgm
5300 N Meadows Dr
Grove City, OH 43123
Tel:
Fax:
E-mail: ksmiller@mchs.com",1403812341,"Mount Carmel Health System, Internal Medicine Pgm, 5300 N Meadows Dr, Grove City, OH 43123","793 W State St, Columbus, OH 43222-1560",,,"The program provides a wide range of clinical experiences to prepare our residents for their chosen practice environment. The first year emphasizes inpatient management and core subspecialty rotations, while the second and third years focus on progressive experiences in the outpatient and subspecialty settings. We also foster a culture of community engagement here, encouraging our physicians to get involved and make a difference in their communities.",9,8,8,No,No,"Yes , Codes: 1565140C0",No,12/1/2020,10/21/2020 - 12/31/2020_10/1/2021 - 12/31/2021,9/15/2021,12/31/2021,Yes,96,No,No,3,No,Yes,225_225_500_500,Yes,226-235,Yes,Yes,541-600,Required,No,No,No,6,0,0,0,6,0,33.3,0.2 to 1,65,24,1,Yes,,25.0,9.7,65.2,44.4,55.5,Other for 4 week(s),0,Other for 6 week(s),0,Other for 4 week(s),Not Available,8,15%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$60,805.00",10,7,"$62,873.00",15,7,"$66,113.00",15,7,Yes,NGO,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403821347,Community-based university affiliated,Kettering Medical Center,3,3,No,Yes,July,Yes,No,http://www.ketteringhealth.org/ketteringmeded/,Not Available,"Lyndetta R Schwartz
MD
Kettering Med Ctr
Internal Medicine Pgm 6 East
3535 Southern Blvd
Kettering, OH 45429
Tel: (937) 395-8693
Fax: (937) 395-8399
E-mail: lyndi.schwartz@ketteringhealth.org","Kathleen  Mayer
Kettering Med Ctr
Internal Medicine Pgm 6 East
3535 Southern Blvd
Kettering, OH 45429
Tel:
Fax:
E-mail: kathleen.mayer@ketteringhealth.org",1403821347,"Kettering Med Ctr, Internal Medicine Pgm 6 East, 3535 Southern Blvd, Kettering, OH 45429","3535 Southern Blvd, Kettering, OH 45429-1221","3535 Southern Blvd, Kettering, OH 45429-2989",,"Kettering Medical Center (KMC) is a cutting edge, high-tech hospital with expertise in Cardiovascular services, Hematology/Oncology including a Cancer Center, Neurological disorders including NeuroInterventional. KMC is affiliated with Loma Linda Univ. with plans to have a regional campus by 2021. Other affiliations: Wright State Univ. Residents benefit package includes a $6,000 bonus/yr. The program has achieved top quartile board passage rate for the ABIM exam.",11,11,11,No,No,"Yes , Codes: 1576140C0",No,12/31/2020,11/2/2020 - 1/31/2021_10/18/2021 - 1/31/2022,9/15/2021,12/31/2021,Yes,163,No,No,3,No,Yes,225_225_520_540,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,Yes,9,0,10,0,19,0,33.3,0.4 to 1,54,24,1,Yes,,51.0,35.3,13.5,28.2,71.7,N/A,0,Every eighth night for 4 week(s),0,N/A,Not Available,7,23%,8%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,395.00",20,15,"$56,774.00",20,15,"$58,004.00",20,15,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800535,,,3,3,No,Yes,July,Yes,No,http://www.fmchealth.org,Not Available,"Robert L Zee
DO
Fairfield Med Ctr
Internal Medicine Pgm
401 N Ewing St
Lancaster, OH 43130
Tel: (740) 687-8924
Fax: (740) 687-8974
E-mail: drrzee@fmchealth.org","Pamela  Hicks
Fairfield Med Ctr
Internal Medicine Pgm
401 N Ewing St
Lancaster, OH 43130
Tel: (740) 687-8949
Fax: (740) 687-8974
E-mail: pamelah@fmchealth.org",1403800535,"Fairfield Med Ctr, Internal Medicine Pgm, 401 N Ewing St, Lancaster, OH 43130","401 N Ewing St, Lancaster, OH 43130","2405 N Columbus St, Lancaster, OH 43130","1550 Sheridan Dr, Lancaster, OH 43130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110 N Ewing, Lancaster, OH 43130","135 N Ewing St, Lancaster, OH 43130",,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800544,Community-based,Mercy Health-St Rita's Medical Center,3,3,No,Yes,July,Yes,No,http://www.mercy.com/residency,Not Available,"Eric  Kirschner
MD
Mercy Health-St Rita's Med Ctr
Internal Medicine Pgm
730 W Market St
Lima, OH 45801
Tel: (419) 226-9584
Fax: (419) 226-9521
E-mail: eskirschner@mercy.com","Debra  Miller
Mercy Health-St Rita's Med Ctr
Internal Medicine Pgm
730 W Market St
Lima, OH 45801
Tel: (419) 226-9301
Fax:
E-mail: dmmiller@mercy.com",1403800544,"Mercy Health-St Rita's Med Ctr, Internal Medicine Pgm, 730 W Market St, Lima, OH 45801","730 W Market St, Lima, OH 45801",,,"Program provides annual education stipend, annual meal stipend, Part 3 boards reimbursement, DEA license reimbursement, two lab coats, cell phone stipend, free parking, fitness center, employee assistance program.",12,12,12,No,No,"Yes , Codes: 2203140C0",No,12/28/2020,10/30/2020 - 1/22/2021_10/4/2021 - 1/28/2022,9/17/2021,12/31/2021,Yes,101,No,No,3,No,No,___,No,226-235,No,No,450-500,"Desired, with some exceptions",No,No,No,174,104,12,8,186,112,48.8,5.0 to 1,65,16,1,No,,,,,,,N/A,0,N/A,0,N/A,Not Available,6,NGO,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$50,000.00",19,Not Available,"$52,000.00",19,Not Available,"$53,500.00",23,Not Available,Yes,19,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Not available,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800542,,,3,3,No,Yes,July,Yes,No,http://uhhospitals.org,Not Available,"Michael E Debs
MD
UH Parma Med Ctr
Graduate Med Education
7007 Powers Blvd
Parma, OH 44129
Tel: (440) 743-2133
Fax: (440) 743-2131
E-mail: tameisha.pollard@uhhospitals.org","Sarah  Majkrzak
UH Parma Med Ctr
Ste 285
7007 Powers Blvd
Parma, OH 44129
Tel: (440) 743-3007
Fax: (440) 743-2131
E-mail: sarah.majkrzak@uhhospitals.org",1403800542,"UH Parma Med Ctr, Graduate Med Education, 7007 Powers Blvd, Parma, OH 44129","29000 Center Ridge Rd, Westlake, OH 44145","7007 Powers Blvd, Parma, OH 44129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800541,,,3,3,Yes,No,July,Yes,No,http://www.uhhospitals.org/richmond/education/osteopathic-training-programs,Not Available,"Tamar  Bejanishvili
MD
UH Richmond Med Ctr
Internal Medicine Pgm
27100 Chardon Rd
Richmond Heights, OH 44143
Tel:
Fax:
E-mail: tamar.bejanishvili@uhhospitals.org","Brian  Malby
UH Richmond Med Ctr
Internal Medicine Pgm
27100 Chardon Rd
Richmond Heights, OH 44143
Tel: (440) 585-7125
Fax: (216) 201-6755
E-mail: brian.malby2@uhhospitals.org",1403800541,"UH Richmond Med Ctr, Internal Medicine Pgm, 27100 Chardon Rd, Richmond Heights, OH 44143","29000 Center Ridge Rd, Westlake, OH 44145","27100 Chardon Rd, Richmond Heights, OH 44143","11100 Euclid Ave, Cleveland, OH 44106-2602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 E 185th St, Cleveland, OH 44119","158 W Main Rd, Conneaut, OH 44030",,,"44 Blaine Ave, Bedford, OH 44146","23250 Chagrin Blvd, Beachwood, OH 44122",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800545,,,3,3,No,Yes,July,Yes,No,http://trinityhealth.com,Not Available,"Rick A Greco
DO
Trinity Health System
Internal Medicine Pgm
380 Summit Ave
Steubenville, OH 43952
Tel: (740) 283-7681
Fax:
E-mail: rickgreco@trinityhealth.com","Trina  Kropka
Trinity Health System
Internal Medicine Pgm
380 Summit Ave
Steubenville, OH 43952
Tel: (740) 283-7681
Fax:
E-mail: trinakropka@trinityhealth.com",1403800545,"Trinity Health System, Internal Medicine Pgm, 380 Summit Ave, Steubenville, OH 43952","400 N Lee St, Lewisburg, WV 24901","4000 Johnson Rd, Steubenville, OH 43952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
