,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Year 4,Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Yes,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Specialty Details
0,https://freida.ama-assn.org/program/1104112054,Community-based university affiliated,Allegheny General Hospital,3,3,No,Yes,July,Yes,No,,Not Available,"Mara  Stankovich
MD
Allegheny General Hosp
Dept of Emergency Medicine
320 E North Ave
Pittsburgh, PA 15212
Tel: (412) 359-4905
Fax: (412) 359-4963
E-mail: aghemres@wpahs.org","Mary Beth  Reddington
Allegheny General Hosp
Dept of Emergency Medicine
320 E North Ave
Pittsburgh, PA 15212-9986
Tel: (412) 359-4905
Fax: (412) 359-4963
E-mail: marybeth.reddington@ahn.org",1104112054,"Allegheny General Hosp, Dept of Emergency Medicine, 320 E North Ave, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212-4772","4800 Friendship Ave, Pittsburgh, PA 15224-1793","45th & Penn Ave, Pittsburgh, PA 15201",,12,12,12,No,No,"Yes , Codes: 1648110C0",No,10/30/2020,10/19/2020 - 1/14/2021_-,,,No,173,No,No,3,No,Yes,200_200_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,14,4,1,1,15,5,14.2,0.4 to 1,50,16,1,Yes,,Every third night for 8 month(s),NGO,Every third night for 8 month(s),NGO,N/A,NGO,5,NGO,N/A,"$53,435.00",15,NGO,"$54,912.00",15,NGO,"$56,410.00",15,NGO,Yes,15,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,"720 Blackburn Rd, Sewickly, PA 15143",,No,85.9,0.0,14.0,34.2,65.7,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104112055,University-based,UPMC Presbyterian Shadyside,3,3,No,Yes,"June,July",Yes,No,https://www.emergencymedicine.health.pitt.edu/emergency-medicine-residency,Not Available,"Michele L Dorfsman
MD
Univ of Pittsburgh Med Ctr
Ste 500
230 McKee Pl
Pittsburgh, PA 15213
Tel: (412) 647-8283
Fax: (412) 647-8225
E-mail: dorfsmanml@upmc.edu","Larissa  Lindquist
MEd
Univ of Pittsburgh Med Ctr
Ste 500
230 McKee Pl
Pittsburgh, PA 15213
Tel: (412) 647-8283
Fax: (412) 647-8225
E-mail: lindquistlc@upmc.edu",1104112055,"Univ of Pittsburgh Med Ctr, Ste 500, 230 McKee Pl, Pittsburgh, PA 15213","3600 Forbes Ave, Pittsburgh, PA 15213","5230 Centre Ave, Pittsburgh, PA 15232","45th & Penn Ave, Pittsburgh, PA 15201","1400 Locust St, Pittsburgh, PA 15219-5166","The University of Pittsburgh emergency medicine residency program has a long-standing history of training leaders in all aspects of the specialty. We seek to provide world-class training in an environment that is both friendly and intellectually rigorous. In addition to a solid core in EM, we provide unmatched exposure to prehospital medicine, toxicology, medical education, and post-cardiac arrest care.",16,16,16,No,No,"Yes , Codes: 1652110C0",No,12/1/2020,11/16/2020 - 1/29/2021_10/25/2021 - 1/30/2022,9/15/2021,12/1/2021,Yes,229,No,No,3,No,Yes,___,No,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,39,6,11,6,50,12,25.6,0.9 to 1,60,16,1,Yes,Yes,N/A,0,Every eleventh night or more for 4 week(s),NGO,Every tenth night for 4 week(s),NGO,5,NGO,N/A,"$59,727.00",21,NGO,"$61,823.00",21,NGO,"$63,672.00",21,NGO,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,No,Yes,"1000 Bower Hill Rd, Pittsburgh, PA 15243",,,100.0,0.0,0.0,22.2,77.7,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100001,,,3,3,Yes,Yes,July,No,No,http://www.towerhealth.org,Not Available,"Ernest H Leber
MD
Pottstown Hosp
Emergency Medicine Pgm
1600 E High St
Pottstown, PA 19464
Tel: (215) 300-7147
Fax:
E-mail: ernest.leber@towerhealth.org","Caroline  Connor
Pottstown Hosp
Emergency Medicine Pgm
1600 E High St
Pottstown, PA 19464
Tel: (484) 628-7015
Fax:
E-mail: caroline.connor@towerhealth.org",1104100001,"Pottstown Hosp, Emergency Medicine Pgm, 1600 E High St, Pottstown, PA 19464","420 S 5th Ave, West Reading, PA 19611","1600 E High St, Pottstown, PA 19464","6th Ave & Spruce St, West Reading, PA 19612-6052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100210,,,3,3,No,Yes,July,Yes,No,https://www.guthrie.org/emergency-medicine-residency-program,Not Available,"Gregory  Christiansen
DO, MEd
Guthrie Robert Packer Hosp
Emergency Medicine Pgm
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-5253
Fax: (570) 887-5569
E-mail: gregory.christiansen@guthrie.org","Emily K Schamel
BS
Guthrie Robert Packer Hosp
Emergency Medicine Pgm
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-5253
Fax:
E-mail: emily.schamel@guthrie.org",1104100210,"Guthrie Robert Packer Hosp, Emergency Medicine Pgm, 1 Guthrie Sq, Sayre, PA 18840","One Guthrie Sq, Sayre, PA 18840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100201,,,3,3,No,Yes,June,Yes,No,http://www.crozerkeystone.org/healthcare-professionals/residency-fellowship,Not Available,"Mark A Saks
MD, MPH
Crozer-Chester Med Ctr
Emergency Medicine Pgm
1 Medical Center Blvd
Upland, PA 19013
Tel: (610) 447-6307
Fax: (610) 447-6276
E-mail: mark.saks@crozer.org","Kiarra  Cannon
BS
Crozer-Chester Med Ctr
Emergency Medicine Pgm
1 Medical Center Blvd
Upland, PA 19013
Tel: (610) 447-6307
Fax:
E-mail: kiarra.cannon@crozer.org",1104100201,"Crozer-Chester Med Ctr, Emergency Medicine Pgm, 1 Medical Center Blvd, Upland, PA 19013","1 Medical Center Blvd, Upland, PA 19013-3995","1600 Rockland Rd, Wilmington, DE 19899-0269","190 W Sproul Rd, Springfield, PA 19064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100200,,,3,3,Yes,Yes,June,Yes,No,,Not Available,"Hannah  Mishkin
MD
Reading Hosp
Dept of Emergency Medicine
6th Ave and Spruce St
West Reading, PA 19612-6052
Tel: (484) 628-7489
Fax: (484) 628-5252
E-mail: emresidency@readinghealth.org","Leah  Stephens
Reading Hosp
Dept of Emergency Medicine
PO Box 16052
Reading, PA 19612
Tel: (484) 628-7489
Fax:
E-mail: emresidency@readinghealth.org",1104100200,"Reading Hosp, Dept of Emergency Medicine, 6th Ave and Spruce St, West Reading, PA 19612-6052","420 S 5th Ave, West Reading, PA 19611","6th Ave & Spruce St, West Reading, PA 19612-6052","8835 Germantown Ave, Philadelphia, PA 19118-2767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104121089,,,3,3,No,Yes,June,Yes,No,http://www.wellspanmedicaleducation.org,Not Available,"Amber  Billet
MD
York Hosp
Dept of Emergency Medicine
1001 S George St
York, PA 17405
Tel: (717) 851-3070
Fax: (717) 851-3469
E-mail: wtucker@wellspan.org","Wende  Tucker
York Hosp
Dept of Emergency Medicine
1001 S George St
York, PA 17405
Tel: (717) 851-5064
Fax: (717) 851-3469
E-mail: wtucker@wellspan.org",1104121089,"York Hosp, Dept of Emergency Medicine, 1001 S George St, York, PA 17405","45 Monument Rd, York, PA 17403","1001 S George St, York, PA 17405","34th St & Civic Center Blvd, Philadelphia, PA 19104","112 N 7th St, Chambersburg, PA 17201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104212187,,,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.ssepr.org,Not Available,"Carlos F Garcia-Gubern
MD
Hosp Episcopal San Lucas
PO Box 332027
917 Tito Castro Ave
Ponce, PR 00716
Tel: (787) 844-5918
Fax:
E-mail: ponce.emergencymedicine@gmail.com","Evelyn  Rodriguez
BBA
Hosp Episcopal San Lucas
PO Box 336810
917 Tito Castro Ave
Ponce, PR 00716
Tel: (787) 844-2080
Fax:
E-mail: ty.em.hesl@gmail.com",1104212187,"Hosp Episcopal San Lucas, PO Box 332027, 917 Tito Castro Ave, Ponce, PR 00716","917 Tito Castro Ave, Ponce, PR 00733-6810","PO Box 2116, San Juan, PR 00922","PO Box 2129, Rio Piedras, PR 00927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104212046,,,3,3,No,Yes,July,Yes,No,http://www.md.rcm.upr.edu/emp/,Not Available,"Maria R Ramos-Fernandez
MD
Hosp de la Univ de Puerto Rico
Emergency Medicine Pgm
PO Box 29207
San Juan, PR 00929
Tel: (787) 757-1800
Fax:
E-mail: maria.ramos5@upr.edu","Berlina  Robles
BA
Hosp de la Univ de Puerto Rico
Emergency Medicine Pgm
PO Box 29207
San Juan, PR 00929
Tel: (787) 757-1800
Fax: (787) 750-0930
E-mail:",1104212046,"Hosp de la Univ de Puerto Rico, Emergency Medicine Pgm, PO Box 29207, San Juan, PR 00929","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","10 Casia St, San Juan, PR 00921-3201","PO Box 191079, San Juan, PR 00919-1079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104321114,University-based,Brown University/Rhode Island Hospital-Lifespan,4,4,No,Yes,"June,July",Yes,No,http://www.brownemresidency.org/,Not Available,"Jessica L Smith
MD
Rhode Island Hosp
Claverick 1st Fl
593 Eddy St
Providence, RI 02903
Tel: (401) 444-6489
Fax: (401) 444-6662
E-mail: jsmith2@lifespan.org","Laura  Berluti
BS
Rhode Island Hosp
Claverick 1st Fl
593 Eddy St
Providence, RI 02903
Tel: (401) 444-6489
Fax: (401) 444-6662
E-mail: laura.berluti@brownphysicians.org",1104321114,"Rhode Island Hosp, Claverick 1st Fl, 593 Eddy St, Providence, RI 02903","593 Eddy St, Providence, RI 02903","164 Summit Ave, Providence, RI 02906","101 Dudley St, Providence, RI 02905-2401",,"We have an accredited Sim center, procedure labs, opportunities to explore niches such as US, Critical Care, Global Health, EMS, Research, and Sex & Gender in EM. We focus on professional development, leadership, mentorship, and are well funded for research, international medicine, and wellness. Interns start with orientation & we are mindful of the balance between a rigorous clinical training schedule & life outside of medicine, with abundant resources and support for our residents to succeed.",14,14,13,No,No,"Yes , Codes: 1677110C0",No,12/4/2020,11/10/2020 - 1/20/2021_11/2/2021 - 1/19/2022,9/1/2021,12/3/2021,Yes,144,No,No,3,No,Yes,225___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,93,0,29,0,122,0,48.3,1.9 to 1,45,16,2,Yes,,N/A,1,Every fourth night for 3 week(s),2,N/A,2,5,NGO,N/A,"$61,270.00",21,NGO,"$63,640.00",21,NGO,"$66,290.00",21,NGO,Yes,30,61,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,Yes,Yes,,13,Yes,98.0,1.9,0.0,39.8,60.1,N/A,2,"$69,410.00",28,NGO,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104300115,Community-based university affiliated,Kent Hospital,4,4,No,Yes,"June,July",Yes,No,http://www.kenthospital.org/graduate-medical-education/,Not Available,"Katy  DeBlois
DO
Kent Hosp
Emergency Medicine Pgm
455 Toll Gate Rd
Warwick, RI 02886
Tel: (401) 737-7010
Fax: (401) 736-1975
E-mail: kdeblois@kentri.org","Lynn  Pereira
Kent Hosp
Emergency Medicine Pgm
455 Toll Gate Rd
Warwick, RI 02886
Tel: (401) 737-7010
Fax: (401) 736-1975
E-mail: lypereira@kentri.org",1104300115,"Kent Hosp, Emergency Medicine Pgm, 455 Toll Gate Rd, Warwick, RI 02886","455 Tollgate Rd, Warwick, RI 02886","300 Longwood Ave, Boston, MA 02115-5737","101 Dudley St, Providence, RI 02905-2401","593 Eddy St, Providence, RI 02903","Kent Hospital is the second largest single-site hospital in Rhode Island, second busiest ED in Rhode Island with over 70,000 annual visits. Our ED has 43 beds plus CPR/trauma/behavioral health units. We are both ACGME and AOA accredited, 32 blocks of EM, dedicated pediatric EM, 2 blocks trauma (in Maryland), MICU, NICU and ortho rotations, ob/gyn emergencies, toxicology (in Boston) rotation. We offer 2 blocks of electives including overseas and wilderness medicine opportunities.",8,8,8,No,No,"Yes , Codes: 1936110C0",No,1/1/2021,10/15/2020 - 2/4/2021_10/13/2021 - 2/3/2022,8/1/2021,1/1/2022,Yes,120,No,No,3,Yes,Yes,225_225_550_550,Yes,No Answer,Yes,Yes,No Answer,Required,Yes,No,No,29,0,8,0,37,0,48.2,1.0 to 1,45,24,2.5,Yes,,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,0%,0%,"$52,625.00",21,5,"$54,625.00",21,5,"$57,328.00",21,5,Yes,Not Available,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,8,No,11.6,5.7,82.6,31.8,68.1,N/A,Not Available,"$58,500.00",21,5,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104512183,University-based,MUSC Medical Center,3,3,No,Yes,July,Yes,No,https://education.musc.edu/colleges/medicine/departments/emergency-medicine,Not Available,"Jeffrey S Bush
MD
Med Univ of South Carolina
MSC 300 NT265
169 Ashley Ave
Charleston, SC 29425
Tel:
Fax:
E-mail: bushjs@musc.edu","Melanie  Pigott
BA
Med Univ of South Carolina
MSC 300 Rm 265
169 Ashley Ave
Charleston, SC 29425
Tel: (843) 876-8023
Fax: (843) 792-9706
E-mail: pigott@musc.edu",1104512183,"Med Univ of South Carolina, MSC 300 NT265, 169 Ashley Ave, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425","171 Ashley Ave, Charleston, SC 29425-0950",,,"EMS helicopter experience is optional. Extensive ultrasound in ED. Large-scale, high fidelity simulator center. Level I trauma center with over 90,000 combined annual visits. Free-standing pediatric ED, with new Children's Hospital opening soon. EM resident work area, lounge, and locker room. We recommend 2 SLOEs & 1-2 LoR for ERAS applicants (4 total). There is a salary advance for moving or other expenses option, which is available through our GME office, for incoming Interns.",10,10,10,No,No,"Yes , Codes: 1680110C0",No,10/30/2020,11/2/2020 - 12/18/2020_11/1/2021 - 12/17/2021,9/1/2021,10/30/2021,No,150,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,27,0,5,0,32,0,25.9,0.9 to 1,50,16,1.8,Yes,,Every fourth night for 2 month(s),0,Other for 1 month(s),0,N/A,Not Available,5,NGO,N/A,"$52,778.00",15,21,"$54,463.00",15,21,"$56,164.00",15,21,No answer,21,NGO,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,No,100.0,0.0,0.0,36.8,63.1,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104500186,Community-based university affiliated,HCA Healthcare/Mercer University School of Medicine,3,3,No,Yes,July,Yes,No,,Not Available,"Nicholas  Connors
MD
Trident Health
Emergency Medicine Pgm
9330 Medical Plaza Dr
Charleston, SC 29406
Tel: (483) 856-7956
Fax:
E-mail: lori.mcmann@hcahealthcare.com","Agness  Gregg
Trident Health
Emergency Medicine Pgm
9228 Medical Plaza Dr
Charleston, SC 29492
Tel: (843) 847-5620
Fax:
E-mail: trid.meprog@hcahealthcare.com",1104500186,"Trident Health, Emergency Medicine Pgm, 9330 Medical Plaza Dr, Charleston, SC 29406","PO Box 23089, Savannah, GA 31404","9330 Medical Plaza Dr, Charleston, SC 29406-9195",,,,10,0,,No,No,Yes,No,11/1/2020,11/2/2020 - 1/25/2021_11/8/2021 - 1/24/2022,9/15/2021,11/1/2021,Yes,0,No,No,3,No,Yes,_220__,Yes,210-225,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,8,0,0,0,8,0,0.0,0.8 to 1,Not Available,Not Available,Not Available,No,,N/A,Not Available,N/A,Not Available,N/A,Not Available,8,0%,0%,,,,,,,,,,No,30,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104512047,Community-based university affiliated,Prisma Health Richland Hospital,3,3,No,Yes,"July,Negotiable",Yes,No,http://emergencyresident.com/,Not Available,"Thomas P Cook
MD
Prisma Health-Midlands
Dept of Emergency Medicine Ste 350
14 Richland Medical Park
Columbia, SC 29203
Tel: (803) 434-3790
Fax: (803) 434-3946
E-mail: tpcookmd@hotmail.com","Sherry  Allen
Prisma Health-Midlands
Dept of Emergency Medicine Ste 350
14 Richland Medical Park
Columbia, SC 29203
Tel: (803) 434-3790
Fax: (803) 434-3946
E-mail: sherry.allen@prismahealth.org",1104512047,"Prisma Health-Midlands, Dept of Emergency Medicine Ste 350, 14 Richland Medical Park, Columbia, SC 29203","PO Box 2266, Columbia, SC 29202-2266","5 Richland Medical Pk, Columbia, SC 29203","Taylor at Marion St, Columbia, SC 29220",,"Established residency with experienced faculty. Offers specialized training in ultrasound, EMS, global health, wilderness medicine, toxicology, pediatric EM, and HBO. Fellowship training in emergency ultrasound, simulation medicine, global health, and EMS.",13,13,13,No,No,"Yes , Codes: 1681110C0",No,1/10/2021,11/2/2020 - 1/22/2021_11/1/2021 - 1/21/2022,9/1/2021,1/10/2022,Yes,170,No,No,3,No,Yes,200_200_500_500,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,25,0,0,0,25,0,16.0,0.6 to 1,50,24,2,Yes,Yes,Every fourth night for 1 month(s),0,Every fourth night for 4 month(s),0,N/A,Not Available,4,NGO,N/A,"$53,123.00",12,Not Available,"$54,288.00",12,Not Available,"$55,390.00",15,Not Available,Yes,12,NGO,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,87.3,0.7,11.8,18.0,81.9,,,,,,,,,,,,,,,,,,,
