,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Asian,Two or more races,African American,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/tuscaloosa-county-al/,A,B,B,A minus,A minus,A minus,B,B,B+,B,B+,B,"Tuscaloosa County is located in Alabama with a population of 207,305. In Tuscaloosa County, most residents own their homes. Many young professionals live in Tuscaloosa County and residents tend to be conservative.",207305,170400,846,53326,-0.216551724137931,-0.2033898305084746,-0.15144089238260428,0.36,0.64,219.1,-0.22497347010965685,7.6,0.24590163934426235,49.5,0.21621621621621623,138.5,0.022140221402213944,725.1,0.4499100179964006,2908.1,0.4235852751125906,177.3,-0.3757042253521127,0.12,0.09,0.17,0.15,0.12,0.11,0.12,0.13,0.12,0.0,0.18,-0.10000000000000009,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.12,0.0,4.25,68,28,29,11,0,0,0.033,0.177,0.026000000000000002,0.62,0.04,0.02,0.01,0.32,0.0,0.0,0.0,0.52,0.48,0.24,0.18,0.22,0.26,0.09,0.34,0.29,0.23,0.15
0,https://www.niche.com/places-to-live/c/tarrant-county-tx/,A,B minus,C+,A,A,A+,B+,B+,B minus,A,B minus,C+,"Tarrant County is located in Texas with a population of 2,049,770. In Tarrant County, most residents own their homes. Many families and young professionals live in Tarrant County and residents tend to lean conservative.",2049770,188500,1095,67700,-0.1333333333333333,0.031073446327683607,0.07728784431042435,0.39,0.61,247,-0.12628227803325076,5.2,-0.14754098360655732,53.3,0.30958230958230937,114.2,-0.15719557195571954,464.6,-0.07098580283943212,2090.1,0.023154493831995193,262.8,-0.07464788732394367,0.14,0.12,0.09,0.15,0.14,0.13,0.11,0.11,0.11,-0.08333333333333326,0.22,0.09999999999999987,0.3,0.034482758620689724,0.24,-0.11111111111111116,0.14,0.16666666666666674,4.03,73,26,26,18,3,0,0.032,0.11800000000000001,0.096,0.47,0.29,0.05,0.02,0.16,0.0,0.0,0.0,0.51,0.49,0.15,0.17,0.22,0.3,0.15,0.24,0.28,0.26,0.22
0,https://www.niche.com/places-to-live/c/iredell-county-nc/,A,A minus,B+,B,A,B+,A minus,B,B,A minus,B+,C+,"Iredell County is located in North Carolina with a population of 175,538. In Iredell County, most residents own their homes. Many families and young professionals live in Iredell County and residents tend to be conservative.",175538,190300,868,60955,-0.12505747126436784,-0.18267419962335218,-0.030043123339114963,0.28,0.72,116,-0.5896710293597454,0,-1.0,0,-1.0,40.3,-0.7025830258302583,224.4,-0.5512897420515896,2408,0.17877423144703353,93.3,-0.6714788732394366,0.12,0.12,0.08,0.12,0.13,0.15,0.13,0.16,0.08,-0.33333333333333326,0.2,0.0,0.33,0.13793103448275867,0.28,0.03703703703703698,0.11,-0.08333333333333326,5,3,3,0,0,0,0,0.032,0.10800000000000001,0.04,0.76,0.08,0.02,0.02,0.12,0.0,0.0,0.0,0.51,0.49,0.18,0.19,0.23,0.27,0.13,0.26,0.3,0.24,0.19
0,https://www.niche.com/places-to-live/c/harris-county-ga/,A,A,A minus,C,A,B+,A,B+,B,B,B+,C minus,"Harris County is located in Georgia with a population of 34,105. In Harris County, most residents own their homes. Many families live in Harris County and residents tend to be conservative.",34105,217000,863,76319,-0.0022988505747126853,-0.18738229755178903,0.21443915790143686,0.12,0.88,191.6,-0.3222497347010965,0,-1.0,38.3,-0.05896805896805912,76.6,-0.43468634686346863,383.1,-0.23395320935812836,1226.1,-0.3997943998433523,153.3,-0.4602112676056338,0.11,0.11,0.08,0.1,0.12,0.15,0.15,0.18,0.14,0.16666666666666674,0.17,-0.15000000000000002,0.37,0.27586206896551735,0.24,-0.11111111111111116,0.08,-0.33333333333333326,3.17,6,0,3,1,2,0,0.043,0.062,0.006999999999999999,0.77,0.04,0.01,0.02,0.16,0.0,0.0,0.0,0.5,0.5,0.14,0.14,0.21,0.34,0.17,0.26,0.26,0.25,0.23
0,https://www.niche.com/places-to-live/c/ada-county-id/,A,B+,B,A,A minus,B,A minus,B,C minus,A+,A,A minus,"Ada County is located in Idaho with a population of 456,849. In Ada County, most residents own their homes. Many families and young professionals live in Ada County and residents tend to lean conservative.",456849,270800,995,66293,0.24505747126436783,-0.0630885122410546,0.054898715847429225,0.31,0.69,171.4,-0.3937035726918995,0.6,-0.9016393442622951,58.5,0.4373464373464373,20.5,-0.8487084870848709,300.9,-0.39832033593281346,1758,-0.13941648717446642,125.4,-0.5584507042253521,0.12,0.12,0.09,0.14,0.14,0.13,0.12,0.14,0.13,0.08333333333333348,0.26,0.30000000000000004,0.34,0.1724137931034484,0.22,-0.18518518518518523,0.05,-0.5833333333333333,4,48,12,24,12,0,0,0.026000000000000002,0.10800000000000001,0.027999999999999997,0.85,0.08,0.02,0.03,0.01,0.0,0.0,0.0,0.5,0.5,0.17,0.16,0.23,0.31,0.13,0.24,0.28,0.26,0.22
0,https://www.niche.com/places-to-live/c/davis-county-ut/,A,B+,B,B+,A,B minus,A,B minus,C minus,A+,A,B+,"Davis County is located in Utah with a population of 345,767. In Davis County, most residents own their homes. Many families and young professionals live in Davis County and residents tend to be conservative.",345767,290300,1105,83310,0.3347126436781609,0.04048964218455753,0.32568464268096675,0.23,0.77,49.6,-0.824548991864167,0.9,-0.8524590163934426,39.3,-0.03439803439803457,12.2,-0.9099630996309963,222.5,-0.5550889822035593,1397.8,-0.31574309770902687,124.8,-0.5605633802816902,0.18,0.15,0.09,0.14,0.15,0.1,0.09,0.1,0.12,0.0,0.26,0.30000000000000004,0.37,0.27586206896551735,0.21,-0.22222222222222232,0.04,-0.6666666666666666,4.36,11,5,5,1,0,0,0.019,0.054000000000000006,0.021,0.84,0.1,0.02,0.02,0.01,0.0,0.0,0.01,0.5,0.5,0.09,0.12,0.23,0.4,0.16,0.26,0.25,0.25,0.24
0,https://www.niche.com/places-to-live/c/salt-lake-county-ut/,A,B+,C+,A,A,A minus,A minus,B minus,C minus,A+,A,A minus,"Salt Lake County is located in Utah with a population of 1,133,646. In Salt Lake County, most residents own their homes. Many families and young professionals live in Salt Lake County and residents tend to lean liberal.",1133646,305700,1118,74865,0.40551724137931044,0.052730696798493515,0.19130213388921602,0.33,0.67,255,-0.09798372833392288,3.7,-0.39344262295081955,95.4,1.343980343980344,116.3,-0.1416974169741697,650.3,0.3003399320135971,3547.1,0.7363912277266498,639.6,1.252112676056338,0.15,0.12,0.09,0.17,0.15,0.11,0.1,0.11,0.13,0.08333333333333348,0.23,0.1499999999999999,0.33,0.13793103448275867,0.23,-0.14814814814814814,0.09,-0.25,4.22,89,36,40,10,3,0,0.025,0.091,0.079,0.71,0.18,0.04,0.02,0.02,0.01,0.0,0.01,0.5,0.5,0.12,0.15,0.23,0.34,0.16,0.24,0.28,0.26,0.22
0,https://www.niche.com/places-to-live/c/scott-county-ia/,A,B+,B+,A minus,A,B,B,C+,B,A minus,B+,A minus,"Scott County is located in Iowa with a population of 172,446. In Scott County, most residents own their homes. Many families and young professionals live in Scott County and residents tend to have moderate political views.",172446,163200,793,61183,-0.2496551724137931,-0.2532956685499058,-0.026415034291806583,0.31,0.69,330.1,0.167668906968518,8.5,0.39344262295081966,62.7,0.5405405405405406,139.2,0.02730627306273048,830.7,0.6610677864427115,2680.5,0.3121695711768162,404.6,0.42464788732394365,0.13,0.11,0.08,0.13,0.13,0.13,0.13,0.16,0.12,0.0,0.2,0.0,0.31,0.06896551724137945,0.3,0.11111111111111094,0.07,-0.41666666666666663,4,1,0,1,0,0,0,0.025,0.11900000000000001,0.022000000000000002,0.8,0.07,0.03,0.03,0.07,0.0,0.0,0.0,0.51,0.49,0.19,0.18,0.23,0.29,0.12,0.23,0.29,0.27,0.21
0,https://www.niche.com/places-to-live/c/warrick-county-in/,A,A,A,B+,A minus,C+,A minus,B minus,A minus,B,C+,B minus,"Warrick County is located in Indiana with a population of 62,280. In Warrick County, most residents own their homes. Many families and young professionals live in Warrick County and residents tend to be conservative.",62280,168200,865,73482,-0.22666666666666668,-0.18549905838041436,0.16929490953646398,0.21,0.79,421,0.4892111779271313,0,-1.0,97.2,1.3882063882063882,48.6,-0.6413284132841328,372.4,-0.2553489302139573,2428.8,0.1889563344429217,194.3,-0.3158450704225352,0.13,0.11,0.07,0.11,0.13,0.14,0.14,0.17,0.11,-0.08333333333333326,0.19,-0.050000000000000044,0.32,0.10344827586206917,0.31,0.14814814814814814,0.07,-0.41666666666666663,,,,,,,,0.022000000000000002,0.069,0.019,0.92,0.02,0.03,0.01,0.02,0.0,0.0,0.0,0.51,0.49,0.14,0.17,0.21,0.36,0.13,0.23,0.26,0.28,0.23
0,https://www.niche.com/places-to-live/c/peoria-county-il/,A,A minus,B,A,A,A minus,B minus,C+,B,A minus,B+,A minus,"Peoria County is located in Illinois with a population of 182,770. In Peoria County, most residents own their homes. Many families and young professionals live in Peoria County and residents tend to have moderate political views.",182770,129800,798,55842,-0.40321839080459765,-0.24858757062146897,-0.11140461149213121,0.35,0.65,407.6,0.4418111071807571,9.6,0.5737704918032787,58.2,0.4299754299754299,211.5,0.5608856088560885,885.2,0.7700459908018396,2763.3,0.3527021734873703,274.2,-0.03450704225352119,0.13,0.1,0.09,0.14,0.12,0.12,0.13,0.16,0.12,0.0,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.28,0.03703703703703698,0.09,-0.25,3.43,47,8,13,18,7,1,0.047,0.155,0.03,0.7,0.05,0.04,0.03,0.18,0.0,0.0,0.0,0.52,0.48,0.23,0.18,0.22,0.26,0.11,0.27,0.28,0.25,0.2
0,https://www.niche.com/places-to-live/c/contra-costa-county-ca/,A,A,D+,A,A,A+,B minus,A+,D minus,A+,A+,C+,"Contra Costa County is located in California with a population of 1,142,251. In Contra Costa County, most residents own their homes. Many families and young professionals live in Contra Costa County and residents tend to be liberal.",1142251,625800,1819,99716,1.8772413793103446,0.7128060263653484,0.5867479273745684,0.34,0.66,181.4,-0.35833038556773966,3.8,-0.3770491803278688,27.1,-0.33415233415233414,138.2,0.019926199261992572,373.6,-0.25294941011797645,1804.6,-0.11660466027021732,520,0.8309859154929577,0.12,0.11,0.08,0.13,0.13,0.14,0.13,0.15,0.16,0.3333333333333335,0.26,0.30000000000000004,0.3,0.034482758620689724,0.17,-0.37037037037037035,0.11,-0.08333333333333326,4.09,45,15,20,9,1,0,0.035,0.086,0.115,0.44,0.26,0.16,0.05,0.08,0.0,0.0,0.0,0.51,0.49,0.11,0.11,0.16,0.31,0.31,0.22,0.22,0.22,0.35
0,https://www.niche.com/places-to-live/c/onondaga-county-ny/,A,A minus,B minus,A,A,B+,B,D+,B minus,A,A,A minus,"Onondaga County is located in New York with a population of 462,872. In Onondaga County, most residents own their homes. Many young professionals live in Onondaga County and residents tend to lean liberal.",462872,145400,872,61359,-0.33149425287356327,-0.17890772128060262,-0.023614404150024693,0.35,0.65,242.5,-0.14220021223912271,7.3,0.19672131147540983,40.2,-0.012285012285012331,109.2,-0.19409594095940952,488.8,-0.022595480903819243,1815,-0.11151360877227334,154,-0.4577464788732394,0.12,0.1,0.1,0.13,0.11,0.13,0.14,0.17,0.16,0.3333333333333335,0.2,0.0,0.3,0.034482758620689724,0.25,-0.07407407407407418,0.09,-0.25,4.25,4,2,1,1,0,0,0.033,0.14,0.037000000000000005,0.77,0.05,0.04,0.03,0.11,0.0,0.0,0.0,0.52,0.48,0.2,0.17,0.22,0.29,0.12,0.25,0.27,0.26,0.22
0,https://www.niche.com/places-to-live/c/pennington-county-sd/,A,B+,B,A minus,A minus,B,B+,B minus,B,A,A minus,A minus,"Pennington County is located in South Dakota with a population of 110,685. In Pennington County, most residents own their homes. Many families and young professionals live in Pennington County and residents tend to be conservative.",110685,187800,842,57039,-0.13655172413793104,-0.20715630885122416,-0.09235714399376227,0.31,0.69,385.3,0.36292889989388044,7.1,0.16393442622950816,131.2,2.223587223587223,81.6,-0.39778597785977865,596.9,0.19356128774245152,2643.9,0.2942529860975134,382.9,0.3482394366197181,0.13,0.1,0.08,0.14,0.12,0.11,0.14,0.17,0.11,-0.08333333333333326,0.21,0.04999999999999982,0.35,0.2068965517241379,0.28,0.03703703703703698,0.06,-0.5,4.04,27,5,18,4,0,0,0.03,0.13699999999999998,0.013000000000000001,0.8,0.05,0.01,0.04,0.01,0.08,0.0,0.0,0.5,0.5,0.2,0.19,0.25,0.27,0.09,0.26,0.32,0.26,0.16
0,https://www.niche.com/places-to-live/c/harford-county-md/,A,A,B,B+,A,B+,B,C+,B minus,A minus,A,C,"Harford County is located in Maryland with a population of 252,222. In Harford County, most residents own their homes. Many families and young professionals live in Harford County and residents tend to be conservative.",252222,293400,1257,89147,0.34896551724137925,0.18361581920903958,0.4185669048263132,0.21,0.79,218.1,-0.22851078882207287,5.1,-0.16393442622950816,33,-0.18918918918918926,101.4,-0.251660516605166,245.9,-0.5082983403319337,1445.3,-0.2924906990405326,27.9,-0.9017605633802817,0.12,0.11,0.08,0.12,0.12,0.15,0.14,0.16,0.15,0.25,0.21,0.04999999999999982,0.3,0.034482758620689724,0.26,-0.03703703703703709,0.07,-0.41666666666666663,3.54,285,31,104,140,9,1,0.028999999999999998,0.071,0.015,0.76,0.05,0.03,0.03,0.13,0.0,0.0,0.0,0.51,0.49,0.12,0.12,0.18,0.35,0.23,0.21,0.22,0.26,0.31
0,https://www.niche.com/places-to-live/c/utah-county-ut/,A,B,B minus,B+,A,B,A,B minus,C minus,A+,A,A minus,"Utah County is located in Utah with a population of 605,490. In Utah County, most residents own their homes. Many families and young professionals live in Utah County and residents tend to be conservative.",605490,305500,1060,74665,0.4045977011494253,-0.0018832391713747842,0.18811959963719116,0.32,0.68,35.7,-0.8737177219667491,1.1,-0.819672131147541,24.8,-0.39066339066339073,16.1,-0.881180811808118,162.9,-0.6742651469706058,1326.7,-0.3505482670843939,86.4,-0.6957746478873239,0.19,0.15,0.17,0.14,0.13,0.08,0.07,0.08,0.13,0.08333333333333348,0.28,0.40000000000000013,0.37,0.27586206896551735,0.16,-0.40740740740740744,0.05,-0.5833333333333333,4.34,44,21,17,6,0,0,0.025,0.106,0.046,0.82,0.12,0.01,0.03,0.01,0.0,0.0,0.01,0.49,0.51,0.12,0.15,0.23,0.36,0.14,0.35,0.25,0.21,0.2
0,https://www.niche.com/places-to-live/c/pickens-county-sc/,A,B+,B+,A minus,A minus,B minus,B+,B,B+,A minus,A,B,"Pickens County is located in South Carolina with a population of 124,029. In Pickens County, most residents own their homes. Many young professionals live in Pickens County and residents tend to be conservative.",124029,147700,768,49573,-0.320919540229885,-0.2768361581920904,-0.21116114762185123,0.33,0.67,292.5,0.03466572338167673,2,-0.6721311475409836,36.6,-0.10073710073710074,40.6,-0.700369003690037,503.7,0.007198560287942302,3714.6,0.8183865282944978,257.9,-0.09190140845070427,0.1,0.09,0.18,0.12,0.11,0.12,0.12,0.16,0.11,-0.08333333333333326,0.15,-0.2500000000000001,0.3,0.034482758620689724,0.29,0.07407407407407396,0.15,0.25,4.33,9,4,4,1,0,0,0.03,0.16699999999999998,0.022000000000000002,0.86,0.04,0.02,0.01,0.07,0.0,0.0,0.0,0.5,0.5,0.25,0.2,0.24,0.24,0.07,0.34,0.31,0.22,0.13
0,https://www.niche.com/places-to-live/c/eau-claire-county-wi/,A,A minus,B+,A,A minus,B minus,B+,C minus,B,A minus,A minus,A,"Eau Claire County is located in Wisconsin with a population of 103,514. In Eau Claire County, most residents own their homes. Many families and young professionals live in Eau Claire County and residents tend to lean liberal.",103514,169400,823,59476,-0.22114942528735637,-0.2250470809792844,-0.053577964132838996,0.36,0.64,112.1,-0.6034665723381677,1.3,-0.7868852459016393,42.5,0.04422604422604426,58,-0.5719557195571956,515.4,0.03059388122375517,2056.3,0.006608576463677407,116,-0.5915492957746479,0.12,0.09,0.16,0.14,0.11,0.11,0.12,0.15,0.11,-0.08333333333333326,0.21,0.04999999999999982,0.37,0.27586206896551735,0.25,-0.07407407407407418,0.06,-0.5,4.4,25,13,9,3,0,0,0.023,0.138,0.016,0.9,0.02,0.04,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.19,0.19,0.24,0.3,0.08,0.3,0.28,0.27,0.16
0,https://www.niche.com/places-to-live/c/douglas-county-ga/,A,B+,B,B+,A,A,B+,B,B,A minus,A minus,C minus,"Douglas County is located in Georgia with a population of 143,316. In Douglas County, most residents own their homes. Many families and young professionals live in Douglas County and residents tend to lean liberal.",143316,161600,1087,63835,-0.2570114942528736,0.02354048964218447,0.01578536989004342,0.36,0.64,532.1,0.8822072868765478,0,-1.0,41.6,0.02211302211302213,151.6,0.11881918819188186,630.2,0.26014797040591886,5356.7,1.6222341883689055,252.7,-0.11021126760563382,0.13,0.13,0.09,0.13,0.14,0.15,0.12,0.11,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.29,0.0,0.3,0.11111111111111094,0.12,0.0,3.81,84,20,37,20,5,2,0.045,0.127,0.043,0.41,0.1,0.02,0.02,0.46,0.0,0.0,0.0,0.52,0.48,0.17,0.18,0.24,0.31,0.1,0.27,0.28,0.27,0.18
0,https://www.niche.com/places-to-live/c/will-county-il/,A,A minus,C+,A,A+,A,B+,C+,C+,A,A,C,"Will County is located in Illinois with a population of 689,315. In Will County, most residents own their homes. Many families and young professionals live in Will County and residents tend to have moderate political views.",689315,232000,1176,86961,0.06666666666666665,0.10734463276836159,0.3837818054516813,0.19,0.81,103.7,-0.633180049522462,3.9,-0.360655737704918,36.2,-0.11056511056511054,50.1,-0.6302583025830258,158.8,-0.6824635072985403,970.5,-0.5249167808889759,75.3,-0.7348591549295775,0.13,0.13,0.09,0.12,0.14,0.15,0.12,0.13,0.12,0.0,0.22,0.09999999999999987,0.3,0.034482758620689724,0.27,0.0,0.09,-0.25,3.4,5,0,2,3,0,0,0.033,0.067,0.055,0.64,0.17,0.05,0.02,0.11,0.0,0.0,0.0,0.5,0.5,0.11,0.13,0.19,0.36,0.21,0.23,0.25,0.24,0.28
0,https://www.niche.com/places-to-live/c/linn-county-ia/,A,A minus,B+,A,A minus,B minus,B+,C+,B+,A minus,B minus,A minus,"Linn County is located in Iowa with a population of 223,861. In Linn County, most residents own their homes. Many families and young professionals live in Linn County and residents tend to lean liberal.",223861,157000,761,64903,-0.2781609195402299,-0.28342749529190203,0.0327801027958563,0.26,0.74,147,-0.48001414927484964,3.9,-0.360655737704918,27,-0.3366093366093367,75.5,-0.44280442804428044,616.6,0.23295340931813646,2344.3,0.14759154102212668,214,-0.24647887323943662,0.13,0.11,0.09,0.14,0.13,0.13,0.13,0.16,0.1,-0.16666666666666663,0.23,0.1499999999999999,0.34,0.1724137931034484,0.27,0.0,0.06,-0.5,4,1,0,1,0,0,0,0.026000000000000002,0.10099999999999999,0.026000000000000002,0.86,0.03,0.02,0.03,0.05,0.0,0.0,0.0,0.51,0.49,0.15,0.18,0.23,0.31,0.12,0.23,0.28,0.29,0.21
0,https://www.niche.com/places-to-live/c/bell-county-tx/,A,B+,C+,A,A,A+,B,B+,B minus,A minus,B+,B+,"Bell County is located in Texas with a population of 348,574. In Bell County, most residents own their homes. Many families and young professionals live in Bell County and residents tend to lean conservative.",348574,147700,927,54884,-0.320919540229885,-0.1271186440677966,-0.12664895055933034,0.46,0.54,283.4,0.002476123098691163,10.7,0.7540983606557377,87.3,1.1449631449631448,148.1,0.09298892988929874,645.4,0.29054189162167554,1874.1,-0.08258272958684165,310.2,0.09225352112676055,0.16,0.12,0.12,0.17,0.13,0.11,0.1,0.11,0.09,-0.25,0.16,-0.20000000000000007,0.4,0.3793103448275863,0.26,-0.03703703703703709,0.09,-0.25,3.78,18,7,1,9,1,0,0.049,0.138,0.040999999999999995,0.46,0.25,0.03,0.04,0.22,0.0,0.0,0.01,0.5,0.5,0.2,0.2,0.25,0.27,0.07,0.26,0.31,0.26,0.16
0,https://www.niche.com/places-to-live/c/sterling-county-tx/,B minus,B,B,D minus,B,B+,A+,A minus,A,C+,D+,B minus,"Sterling County is located in Texas with a population of 1,231. In Sterling County, most residents own their homes. Many young professionals live in Sterling County and residents tend to be conservative.",1231,59000,850,59868,-0.728735632183908,-0.19962335216572502,-0.047340196998870154,0.14,0.86,,,,,,,,,,,,,,,0.19,0.16,0.03,0.1,0.1,0.18,0.13,0.13,0.04,-0.6666666666666666,0.05,-0.75,0.28,-0.0344827586206895,0.52,0.9259259259259258,0.11,-0.08333333333333326,,,,,,,,0.013999999999999999,0.024,0.045,0.47,0.52,0.0,0.01,0.0,0.0,0.0,0.0,0.45,0.55,0.07,0.23,0.4,0.2,0.1,0.24,0.24,0.28,0.25
0,https://www.niche.com/places-to-live/c/traverse-county-mn/,B minus,B,A minus,B minus,B minus,C+,B,C minus,A,C,C minus,A minus,"Traverse County is located in Minnesota with a population of 3,311. In Traverse County, most residents own their homes. Many retirees live in Traverse County and residents tend to lean conservative.",3311,81400,620,51957,-0.6257471264367815,-0.416195856873823,-0.17322533933771467,0.2,0.8,75.1,-0.7343473646975592,0,-1.0,75.1,0.8452088452088449,0,-1.0,676.2,0.3521295740851831,676.2,-0.6689837477971412,75.1,-0.7355633802816901,0.11,0.09,0.04,0.13,0.1,0.12,0.16,0.25,0.05,-0.5833333333333333,0.12,-0.4,0.4,0.3793103448275863,0.35,0.29629629629629606,0.07,-0.41666666666666663,,,,,,,,0.027000000000000003,0.1,0.008,0.89,0.03,0.0,0.03,0.01,0.05,0.0,0.0,0.5,0.5,0.17,0.27,0.22,0.28,0.06,0.23,0.3,0.32,0.15
0,https://www.niche.com/places-to-live/c/wheeler-county-ne/,B minus,B,A minus,C minus,C+,C minus,A+,unavailable,A,C minus,C,B+,"Wheeler County is located in Nebraska with a population of 783. In Wheeler County, most residents own their homes. Many retirees live in Wheeler County and residents tend to be conservative.",783,97800,508,51591,-0.5503448275862068,-0.5216572504708098,-0.1790493770189202,0.33,0.67,,,,,,,,,,,,,,,0.14,0.06,0.02,0.11,0.11,0.15,0.17,0.24,0.07,-0.41666666666666663,0.13,-0.35,0.44,0.517241379310345,0.32,0.18518518518518512,0.04,-0.6666666666666666,,,,,,,,0.0,0.135,0.005,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.16,0.25,0.36,0.17,0.07,0.28,0.27,0.31,0.14
0,https://www.niche.com/places-to-live/c/gosper-county-ne/,B minus,C,B+,C,C minus,C,A,unavailable,A minus,B+,D minus,B+,"Gosper County is located in Nebraska with a population of 2,013. In Gosper County, most residents own their homes. Many retirees live in Gosper County and residents tend to be conservative.",2013,127000,639,64053,-0.4160919540229885,-0.39830508474576276,0.01925433222475048,0.3,0.7,,,,,,,,,,,,,,,0.07,0.1,0.04,0.1,0.09,0.14,0.2,0.26,0.08,-0.33333333333333326,0.21,0.04999999999999982,0.36,0.24137931034482762,0.28,0.03703703703703698,0.07,-0.41666666666666663,,,,,,,,0.013000000000000001,0.055,0.013000000000000001,0.93,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.52,0.15,0.18,0.26,0.3,0.11,0.22,0.29,0.31,0.17
0,https://www.niche.com/places-to-live/c/renville-county-nd/,B minus,B+,A,B+,B minus,C+,B+,C,A,C minus,D,C+,"Renville County is located in North Dakota with a population of 2,442. In Renville County, most residents own their homes. Many families live in Renville County and residents tend to be conservative.",2442,134700,731,73182,-0.3806896551724138,-0.3116760828625236,0.16452110815842658,0.17,0.83,0,-1.0,0,-1.0,0,-1.0,0,-1.0,2400,3.7990401919616072,800,-0.6083806540043077,0,-1.0,0.16,0.09,0.06,0.13,0.1,0.14,0.14,0.17,0.04,-0.6666666666666666,0.16,-0.20000000000000007,0.41,0.4137931034482758,0.34,0.2592592592592593,0.05,-0.5833333333333333,,,,,,,,0.015,0.037000000000000005,0.005,0.91,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.1,0.16,0.24,0.4,0.1,0.21,0.24,0.28,0.26
0,https://www.niche.com/places-to-live/c/upton-county-tx/,B minus,C+,B+,C minus,C+,A,A,A,A,B minus,D minus,B minus,"Upton County is located in Texas with a population of 3,659. In Upton County, most residents own their homes. Many families live in Upton County and residents tend to be conservative.",3659,66900,717,52171,-0.6924137931034482,-0.32485875706214684,-0.16982002768804805,0.27,0.73,,,,,,,,,,,,,,,0.12,0.14,0.07,0.09,0.14,0.12,0.14,0.17,0.03,-0.75,0.06,-0.7,0.25,-0.13793103448275856,0.41,0.5185185185185184,0.24,1.0,,,,,,,,0.027999999999999997,0.139,0.084,0.39,0.54,0.01,0.0,0.06,0.01,0.0,0.0,0.48,0.52,0.24,0.21,0.22,0.26,0.07,0.24,0.37,0.25,0.14
0,https://www.niche.com/places-to-live/c/griggs-county-nd/,B minus,C+,B+,B+,C+,C,B minus,C,A,B minus,C minus,B+,"Griggs County is located in North Dakota with a population of 2,409. In Griggs County, most residents own their homes. Many retirees live in Griggs County and residents tend to be conservative.",2409,97600,447,53565,-0.551264367816092,-0.57909604519774,-0.14763776395143458,0.24,0.76,,,,,,,,,,,,,,,0.11,0.1,0.06,0.09,0.09,0.1,0.15,0.3,0.06,-0.5,0.2,0.0,0.3,0.034482758620689724,0.33,0.2222222222222221,0.11,-0.08333333333333326,,,,,,,,0.012,0.07400000000000001,0.0,0.95,0.01,0.0,0.02,0.0,0.02,0.0,0.0,0.49,0.51,0.18,0.23,0.24,0.27,0.08,0.22,0.32,0.27,0.19
0,https://www.niche.com/places-to-live/c/hayes-county-ne/,B minus,C+,A,D,C+,C+,C+,A+,A,C+,C minus,B minus,"Hayes County is located in Nebraska with a population of 893. In Hayes County, most residents own their homes. Many young professionals and retirees live in Hayes County and residents tend to be conservative.",893,80900,478,51726,-0.6280459770114942,-0.5499058380414312,-0.17690116639880338,0.25,0.75,,,,,,,,,,,,,,,0.14,0.07,0.05,0.11,0.12,0.09,0.23,0.19,0.02,-0.8333333333333333,0.16,-0.20000000000000007,0.46,0.5862068965517244,0.26,-0.03703703703703709,0.1,-0.16666666666666663,5,1,1,0,0,0,0,0.01,0.113,0.036000000000000004,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.21,0.23,0.28,0.19,0.09,0.27,0.29,0.31,0.13
