,Field,Program,Link,Rank,Sort type
6901,Physical Medicine & Rehabilitation,SUNY Health Science Center at Brooklyn,https://www.doximity.com/residency/programs/a9dd8477-a6fc-411d-9245-8a7d5c2065f8-suny-health-science-center-at-brooklyn-physical-medicine-rehabilitation,2,Research Output
6902,Physical Medicine & Rehabilitation,Stanford Health Care-Sponsored Stanford University,https://www.doximity.com/residency/programs/3a6fc306-527d-4661-8871-99f853d01eec-stanford-health-care-sponsored-stanford-university-physical-medicine-rehabilitation,3,Research Output
6903,Physical Medicine & Rehabilitation,NYU Grossman School of Medicine,https://www.doximity.com/residency/programs/f1e224f5-d386-4a1c-b22d-7dfaf8febd8b-nyu-grossman-school-of-medicine-physical-medicine-rehabilitation,4,Research Output
6904,Physical Medicine & Rehabilitation,Temple University Hospital/Moss Rehabilitation,https://www.doximity.com/residency/programs/b9d8133f-8819-475a-a199-c213daa8f63b-temple-university-hospital-moss-rehabilitation-physical-medicine-rehabilitation,5,Research Output
6905,Physical Medicine & Rehabilitation,Mayo Clinic College of Medicine and Science (Rochester),https://www.doximity.com/residency/programs/ab501791-f170-41da-9678-72c6b844a08e-mayo-clinic-college-of-medicine-and-science-rochester-physical-medicine-rehabilitation,6,Research Output
6906,Physical Medicine & Rehabilitation,University of Washington,https://www.doximity.com/residency/programs/c7386bea-d879-47f1-8c52-47afa83cfddb-university-of-washington-physical-medicine-rehabilitation,7,Research Output
6907,Physical Medicine & Rehabilitation,Spaulding Rehabilitation Hospital/Harvard Medical School,https://www.doximity.com/residency/programs/a64a9947-bd9b-4087-933f-08ded59006da-spaulding-rehabilitation-hospital-harvard-medical-school-physical-medicine-rehabilitation,8,Research Output
6908,Physical Medicine & Rehabilitation,University of Virginia Medical Center,https://www.doximity.com/residency/programs/2473dab4-d65c-45f1-9484-c3ad608e8079-university-of-virginia-medical-center-physical-medicine-rehabilitation,9,Research Output
6909,Physical Medicine & Rehabilitation,Baylor College of Medicine,https://www.doximity.com/residency/programs/3d5d10a4-04b7-465c-b1d7-36b1b7e6c223-baylor-college-of-medicine-physical-medicine-rehabilitation,10,Research Output
6910,Physical Medicine & Rehabilitation,Icahn School of Medicine at Mount Sinai,https://www.doximity.com/residency/programs/9d91e5ee-df57-4228-b066-7d4741f36f1e-icahn-school-of-medicine-at-mount-sinai-physical-medicine-rehabilitation,11,Research Output
6911,Physical Medicine & Rehabilitation,Johns Hopkins University,https://www.doximity.com/residency/programs/2a1cffd4-c7b8-4c20-abb5-743d2ece3656-johns-hopkins-university-physical-medicine-rehabilitation,12,Research Output
6912,Physical Medicine & Rehabilitation,Rutgers New Jersey Medical School,https://www.doximity.com/residency/programs/0bf36b59-1d7d-47b6-ad2a-57dc9139c422-rutgers-new-jersey-medical-school-physical-medicine-rehabilitation,13,Research Output
6913,Physical Medicine & Rehabilitation,University of Texas Southwestern Medical Center,https://www.doximity.com/residency/programs/118f4008-d317-4dec-ae3a-e240d317c332-university-of-texas-southwestern-medical-center-physical-medicine-rehabilitation,14,Research Output
6914,Physical Medicine & Rehabilitation,UPMC Medical Education,https://www.doximity.com/residency/programs/4ada4a34-b9c0-4c4c-9f1b-bf5eead9395a-upmc-medical-education-physical-medicine-rehabilitation,15,Research Output
6915,Physical Medicine & Rehabilitation,Albany Medical Center,https://www.doximity.com/residency/programs/4c71cee6-040b-4fdd-aebe-e2f870e333ea-albany-medical-center-physical-medicine-rehabilitation,16,Research Output
6916,Physical Medicine & Rehabilitation,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,https://www.doximity.com/residency/programs/39b3ecde-3f99-4819-b340-0639b14f17e5-sidney-kimmel-medical-college-at-thomas-jefferson-university-tjuh-physical-medicine-rehabilitation,17,Research Output
6917,Physical Medicine & Rehabilitation,VA Greater Los Angeles Healthcare System,https://www.doximity.com/residency/programs/f36dc4e6-7882-4432-a598-12406b576ef3-va-greater-los-angeles-healthcare-system-physical-medicine-rehabilitation,18,Research Output
6918,Physical Medicine & Rehabilitation,University of California (Irvine),https://www.doximity.com/residency/programs/07d92e31-d174-4625-86f2-b3be77898d80-university-of-california-irvine-physical-medicine-rehabilitation,19,Research Output
6919,Physical Medicine & Rehabilitation,Ohio State University Hospital,https://www.doximity.com/residency/programs/233e6cd1-2292-4065-8926-377aec8b4b6d-ohio-state-university-hospital-physical-medicine-rehabilitation,20,Research Output
6920,Physical Medicine & Rehabilitation,New York Presbyterian Hospital (Columbia and Cornell Campus),https://www.doximity.com/residency/programs/3870b551-dfb3-4a1b-8c84-c7fdf282c272-new-york-presbyterian-hospital-columbia-and-cornell-campus-physical-medicine-rehabilitation,21,Research Output
6921,Physical Medicine & Rehabilitation,Sinai Hospital of Baltimore,https://www.doximity.com/residency/programs/e5dd6a13-279a-4395-8044-485a13e393b1-sinai-hospital-of-baltimore-physical-medicine-rehabilitation,22,Research Output
6922,Physical Medicine & Rehabilitation,University of Utah Health,https://www.doximity.com/residency/programs/052cf37d-b0be-493b-a7b4-fa334afc645a-university-of-utah-health-physical-medicine-rehabilitation,23,Research Output
6923,Physical Medicine & Rehabilitation,Virginia Commonwealth University Health System,https://www.doximity.com/residency/programs/d45344d8-8d6b-4b1e-91c7-286f087339ca-virginia-commonwealth-university-health-system-physical-medicine-rehabilitation,24,Research Output
6924,Physical Medicine & Rehabilitation,Stony Brook Medicine/University Hospital,https://www.doximity.com/residency/programs/a978d368-488d-4e74-b39d-a708578f8bae-stony-brook-medicine-university-hospital-physical-medicine-rehabilitation,25,Research Output
6925,Physical Medicine & Rehabilitation,New York Medical College (Metropolitan),https://www.doximity.com/residency/programs/88fbfe96-d6b4-455b-afe6-1a31605e0a00-new-york-medical-college-metropolitan-physical-medicine-rehabilitation,26,Research Output
6926,Physical Medicine & Rehabilitation,University of Michigan Health System,https://www.doximity.com/residency/programs/e3b748af-25e2-4ad1-9af3-5faf83424a26-university-of-michigan-health-system-physical-medicine-rehabilitation,27,Research Output
6927,Physical Medicine & Rehabilitation,Case Western Reserve University (MetroHealth),https://www.doximity.com/residency/programs/2732c44e-7603-44d9-8ecf-e918ca99836b-case-western-reserve-university-metrohealth-physical-medicine-rehabilitation,28,Research Output
6928,Physical Medicine & Rehabilitation,Montefiore Medical Center/Albert Einstein College of Medicine,https://www.doximity.com/residency/programs/0fea9c1e-8175-4e78-a01b-1e521d18258b-montefiore-medical-center-albert-einstein-college-of-medicine-physical-medicine-rehabilitation,29,Research Output
6929,Physical Medicine & Rehabilitation,University of California Davis Health,https://www.doximity.com/residency/programs/551973db-d7a6-44ca-bb02-afac7bda4b59-university-of-california-davis-health-physical-medicine-rehabilitation,30,Research Output
6930,Physical Medicine & Rehabilitation,National Capital Consortium,https://www.doximity.com/residency/programs/bce53e80-ed38-4f48-bf95-a29315820820-national-capital-consortium-physical-medicine-rehabilitation,31,Research Output
6931,Physical Medicine & Rehabilitation,University of Texas Health Science Center at Houston,https://www.doximity.com/residency/programs/9e84a6c9-d7c7-4d92-80c9-a5613e82fd56-university-of-texas-health-science-center-at-houston-physical-medicine-rehabilitation,32,Research Output
6932,Physical Medicine & Rehabilitation,Indiana University School of Medicine,https://www.doximity.com/residency/programs/766f91b6-a205-43b4-84c2-65a723c7d3cc-indiana-university-school-of-medicine-physical-medicine-rehabilitation,33,Research Output
6933,Physical Medicine & Rehabilitation,MedStar Health/Georgetown-National Rehabilitation Hospital,https://www.doximity.com/residency/programs/a2c86b73-9585-4468-bf71-a1c0d83248f9-medstar-health-georgetown-national-rehabilitation-hospital-physical-medicine-rehabilitation,34,Research Output
6934,Physical Medicine & Rehabilitation,Loma Linda University Health Education Consortium,https://www.doximity.com/residency/programs/57faf6af-2d0c-450b-b620-c547b69229dd-loma-linda-university-health-education-consortium-physical-medicine-rehabilitation,35,Research Output
6935,Physical Medicine & Rehabilitation,JFK Medical Center,https://www.doximity.com/residency/programs/453e1497-c93c-4a88-865d-07a11ac65b71-jfk-medical-center-physical-medicine-rehabilitation,36,Research Output
6936,Physical Medicine & Rehabilitation,Beaumont Health (Taylor),https://www.doximity.com/residency/programs/345aae7d-1f96-4457-9a11-a72e821900e0-beaumont-health-taylor-physical-medicine-rehabilitation,37,Research Output
6937,Physical Medicine & Rehabilitation,Emory University School of Medicine,https://www.doximity.com/residency/programs/ae790a3f-3d68-4f47-a3a5-fe424c07a3b0-emory-university-school-of-medicine-physical-medicine-rehabilitation,38,Research Output
6938,Physical Medicine & Rehabilitation,SUNY Upstate Medical University,https://www.doximity.com/residency/programs/464252a0-607f-4e6e-9dbf-7c66c09b416a-suny-upstate-medical-university-physical-medicine-rehabilitation,39,Research Output
6939,Physical Medicine & Rehabilitation,Medical College of Wisconsin Affiliated Hospitals,https://www.doximity.com/residency/programs/bdc9636e-93d6-4901-8618-01b01a074559-medical-college-of-wisconsin-affiliated-hospitals-physical-medicine-rehabilitation,40,Research Output
6940,Physical Medicine & Rehabilitation,VA Caribbean Healthcare System,https://www.doximity.com/residency/programs/2a66935d-1564-4789-b1ac-3123aded3a40-va-caribbean-healthcare-system-physical-medicine-rehabilitation,41,Research Output
6941,Physical Medicine & Rehabilitation,University of Colorado,https://www.doximity.com/residency/programs/1c8e3c33-4441-4a2d-b9e9-f34a8e877c68-university-of-colorado-physical-medicine-rehabilitation,42,Research Output
6942,Physical Medicine & Rehabilitation,University of Pennsylvania Health System,https://www.doximity.com/residency/programs/b124056a-41d3-4b3e-a273-f14d00002b0d-university-of-pennsylvania-health-system-physical-medicine-rehabilitation,43,Research Output
6943,Physical Medicine & Rehabilitation,Beaumont Health (Royal Oak),https://www.doximity.com/residency/programs/f8b76c35-7777-49fe-82ab-9ca3a56fe54b-beaumont-health-royal-oak-physical-medicine-rehabilitation,44,Research Output
6944,Physical Medicine & Rehabilitation,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,https://www.doximity.com/residency/programs/301c810f-b835-44eb-b954-2917203db81c-university-of-texas-health-science-center-san-antonio-joe-and-teresa-lozano-long-school-of-medicine-physical-medicine-rehabilitation,45,Research Output
6945,Physical Medicine & Rehabilitation,University of Rochester,https://www.doximity.com/residency/programs/44650b15-5eed-427d-82e0-d33a00dc14cc-university-of-rochester-physical-medicine-rehabilitation,46,Research Output
6946,Physical Medicine & Rehabilitation,University of Alabama Medical Center,https://www.doximity.com/residency/programs/903e3c64-00bb-4120-b000-dc23b51da5fd-university-of-alabama-medical-center-physical-medicine-rehabilitation,47,Research Output
6947,Physical Medicine & Rehabilitation,University of Kansas School of Medicine,https://www.doximity.com/residency/programs/7cf90a14-59df-45e9-973f-166a76e3dec2-university-of-kansas-school-of-medicine-physical-medicine-rehabilitation,48,Research Output
6948,Physical Medicine & Rehabilitation,Carolinas Medical Center,https://www.doximity.com/residency/programs/776a29e9-57bb-4570-b5a3-d4a4fd452e37-carolinas-medical-center-physical-medicine-rehabilitation,49,Research Output
6949,Physical Medicine & Rehabilitation,University of Minnesota,https://www.doximity.com/residency/programs/17e5345d-18c4-4dd7-a804-e315bccef4b4-university-of-minnesota-physical-medicine-rehabilitation,50,Research Output
6950,Physical Medicine & Rehabilitation,Tufts Medical Center,https://www.doximity.com/residency/programs/d4ac5d32-9ae6-4512-9a32-2c33db39c016-tufts-medical-center-physical-medicine-rehabilitation,51,Research Output
6951,Physical Medicine & Rehabilitation,Zucker School of Medicine at Hofstra/Northwell,https://www.doximity.com/residency/programs/807aadfc-6158-469f-9ecb-49c197248e9e-zucker-school-of-medicine-at-hofstra-northwell-physical-medicine-rehabilitation,52,Research Output
6952,Physical Medicine & Rehabilitation,Schwab Rehabilitation Hospital and Care Network/University of Chicago,https://www.doximity.com/residency/programs/61b583f1-b9b0-42fd-99af-519e839dc549-schwab-rehabilitation-hospital-and-care-network-university-of-chicago-physical-medicine-rehabilitation,53,Research Output
6953,Physical Medicine & Rehabilitation,University of Kentucky College of Medicine,https://www.doximity.com/residency/programs/f31d4181-8644-46c1-a1be-1962ed20c7cc-university-of-kentucky-college-of-medicine-physical-medicine-rehabilitation,54,Research Output
6954,Physical Medicine & Rehabilitation,Eastern Virginia Medical School,https://www.doximity.com/residency/programs/fa4ea145-c8fa-4e19-9873-0bc7a71985df-eastern-virginia-medical-school-physical-medicine-rehabilitation,55,Research Output
6955,Physical Medicine & Rehabilitation,Louisiana State University,https://www.doximity.com/residency/programs/10da4093-5077-4128-aad9-668d8607864f-louisiana-state-university-physical-medicine-rehabilitation,56,Research Output
6956,Physical Medicine & Rehabilitation,University of North Carolina Hospitals,https://www.doximity.com/residency/programs/ba77b64a-d6c6-4e3e-92dd-f280a40dfe36-university-of-north-carolina-hospitals-physical-medicine-rehabilitation,57,Research Output
6957,Physical Medicine & Rehabilitation,Rush University Medical Center,https://www.doximity.com/residency/programs/a73deb67-6c68-4e51-bdb3-d5ce5986b8ea-rush-university-medical-center-physical-medicine-rehabilitation,58,Research Output
6958,Physical Medicine & Rehabilitation,Baylor University Medical Center,https://www.doximity.com/residency/programs/a336c231-0900-41d3-970e-32429940a860-baylor-university-medical-center-physical-medicine-rehabilitation,59,Research Output
6959,Physical Medicine & Rehabilitation,University of Louisville School of Medicine,https://www.doximity.com/residency/programs/bfbef997-5b56-47f6-b1b1-12180193e54b-university-of-louisville-school-of-medicine-physical-medicine-rehabilitation,60,Research Output
6960,Physical Medicine & Rehabilitation,University of Miami/Jackson Health System,https://www.doximity.com/residency/programs/6ef6482d-4569-4db4-bf69-88b704e22e08-university-of-miami-jackson-health-system-physical-medicine-rehabilitation,61,Research Output
6961,Physical Medicine & Rehabilitation,University of Toledo,https://www.doximity.com/residency/programs/3be5e040-bde8-4a4a-9f1a-55b2c593730d-university-of-toledo-physical-medicine-rehabilitation,62,Research Output
6962,Physical Medicine & Rehabilitation,University of South Florida Morsani (James A Haley Veterans Hospital),https://www.doximity.com/residency/programs/acf4ba43-cc76-4e20-b988-dc46c2d576c9-university-of-south-florida-morsani-james-a-haley-veterans-hospital-physical-medicine-rehabilitation,63,Research Output
6963,Physical Medicine & Rehabilitation,Kingsbrook Jewish Medical Center,https://www.doximity.com/residency/programs/2daa4ef7-9830-46aa-a3a3-24585d28825e-kingsbrook-jewish-medical-center-physical-medicine-rehabilitation,64,Research Output
6964,Physical Medicine & Rehabilitation,Nassau University Medical Center,https://www.doximity.com/residency/programs/3c141da4-f5be-4df6-92e5-91da0703f461-nassau-university-medical-center-physical-medicine-rehabilitation,65,Research Output
6965,Physical Medicine & Rehabilitation,University of Missouri-Columbia,https://www.doximity.com/residency/programs/8dca0626-f925-47a5-88e6-73579f78ca45-university-of-missouri-columbia-physical-medicine-rehabilitation,66,Research Output
6966,Physical Medicine & Rehabilitation,Washington University/B-JH/SLCH Consortium,https://www.doximity.com/residency/programs/de0f99e4-220c-4028-b6e1-d1a2f2b39e87-washington-university-b-jh-slch-consortium-physical-medicine-rehabilitation,67,Research Output
6967,Physical Medicine & Rehabilitation,University of Arkansas for Medical Sciences,https://www.doximity.com/residency/programs/7cac6988-c38d-46d7-8fa6-f970c6045c47-university-of-arkansas-for-medical-sciences-physical-medicine-rehabilitation,68,Research Output
6968,Physical Medicine & Rehabilitation,Vidant Medical Center/East Carolina University,https://www.doximity.com/residency/programs/52c6481c-459a-4a9b-a956-b6318895c3bf-vidant-medical-center-east-carolina-university-physical-medicine-rehabilitation,69,Research Output
6969,Physical Medicine & Rehabilitation,University of Cincinnati Medical Center/College of Medicine,https://www.doximity.com/residency/programs/64b94790-91f9-4b31-af06-c3e964711ec9-university-of-cincinnati-medical-center-college-of-medicine-physical-medicine-rehabilitation,70,Research Output
6970,Physical Medicine & Rehabilitation,Marianjoy Rehabilitation Hospital,https://www.doximity.com/residency/programs/deb2d6de-e364-4036-9608-39261b6ad746-marianjoy-rehabilitation-hospital-physical-medicine-rehabilitation,71,Research Output
6971,Physical Medicine & Rehabilitation,University of Wisconsin Hospitals and Clinics,https://www.doximity.com/residency/programs/adcfc9b0-6fb5-4dc5-9527-dedc2dfd727a-university-of-wisconsin-hospitals-and-clinics-physical-medicine-rehabilitation,72,Research Output
6972,Physical Medicine & Rehabilitation,Detroit Medical Center/Wayne State University,https://www.doximity.com/residency/programs/4aef8cb5-64fe-4b18-ab91-de67ed7bd7bb-detroit-medical-center-wayne-state-university-physical-medicine-rehabilitation,73,Research Output
6973,Physical Medicine & Rehabilitation,University of Puerto Rico,https://www.doximity.com/residency/programs/896d5ccf-49d7-478f-9d02-ef889c17e47a-university-of-puerto-rico-physical-medicine-rehabilitation,74,Research Output
6974,Physical Medicine & Rehabilitation,Sparrow Hospital,https://www.doximity.com/residency/programs/42000616-55d3-4c81-8ad9-8bc19949c09c-sparrow-hospital-physical-medicine-rehabilitation,75,Research Output
6975,Physical Medicine & Rehabilitation,Burke Rehabilitation Hospital,https://www.doximity.com/residency/programs/9b7e8c9f-9851-4b6c-9922-7571e4b4a6a4-burke-rehabilitation-hospital-physical-medicine-rehabilitation,76,Research Output
6976,Physical Medicine & Rehabilitation,Cleveland Clinic Foundation,https://www.doximity.com/residency/programs/7ec3da69-dae2-4a84-9d63-779344fb3e91-cleveland-clinic-foundation-physical-medicine-rehabilitation,77,Research Output
6977,Physical Medicine & Rehabilitation,Geisinger Health System,https://www.doximity.com/residency/programs/9c0cc985-2bc0-408b-859e-4ec3606febb4-geisinger-health-system-physical-medicine-rehabilitation,78,Research Output
6978,Physical Medicine & Rehabilitation,Good Samaritan Hospital Medical Center,https://www.doximity.com/residency/programs/75b7d929-65c3-4f17-9220-996fd2ac8e34-good-samaritan-hospital-medical-center-physical-medicine-rehabilitation,79,Research Output
6979,Physical Medicine & Rehabilitation,HCA Healthcare Sunrise Health Graduate Medical Education,https://www.doximity.com/residency/programs/55b46cd5-e654-431a-be05-8a1831cefd34-hca-healthcare-sunrise-health-graduate-medical-education-physical-medicine-rehabilitation,80,Research Output
6980,Physical Medicine & Rehabilitation,Larkin Community Hospital,https://www.doximity.com/residency/programs/fa2b2bff-11b7-4f87-aac6-346232832c4b-larkin-community-hospital-physical-medicine-rehabilitation,81,Research Output
6981,Physical Medicine & Rehabilitation,Mary Free Bed Hospital,https://www.doximity.com/residency/programs/4182644f-e11c-4016-b731-e0479bb62efb-mary-free-bed-hospital-physical-medicine-rehabilitation,82,Research Output
6982,Physical Medicine & Rehabilitation,"Memorial Healthcare System (Hollywood, Florida)",https://www.doximity.com/residency/programs/85d077fa-d504-4e8b-a995-0763eedd3b17-memorial-healthcare-system-hollywood-florida-physical-medicine-rehabilitation,83,Research Output
6983,Physical Medicine & Rehabilitation,OPTI West,https://www.doximity.com/residency/programs/eff74d5b-c700-4447-96e0-42be841b1c75-opti-west-physical-medicine-rehabilitation,84,Research Output
6984,Physical Medicine & Rehabilitation,Penn State Milton S Hershey Medical Center,https://www.doximity.com/residency/programs/b6c46d9c-462d-41f5-aaa3-23ca564ee10d-penn-state-milton-s-hershey-medical-center-physical-medicine-rehabilitation,85,Research Output
6985,Physical Medicine & Rehabilitation,Tower Health,https://www.doximity.com/residency/programs/dd95f9e2-2c58-4684-b19e-895e475a3e64-tower-health-physical-medicine-rehabilitation,86,Research Output
6986,Physical Medicine & Rehabilitation,University Hospitals Osteopathic Consortium (UHOC),https://www.doximity.com/residency/programs/2a7897c6-b423-4be8-95a9-8d2da3249a05-university-hospitals-osteopathic-consortium-uhoc-physical-medicine-rehabilitation,87,Research Output
6987,Physical Medicine & Rehabilitation,University of Central Florida/HCA Healthcare GME (Pensacola),https://www.doximity.com/residency/programs/fe98b486-e4c5-409f-8ffb-a43e959e9483-university-of-central-florida-hca-healthcare-gme-pensacola-physical-medicine-rehabilitation,88,Research Output
6988,Physical Medicine & Rehabilitation,University of Florida College of Medicine,https://www.doximity.com/residency/programs/47f8b4d8-ddbd-48d5-8540-ce6f73fc2761-university-of-florida-college-of-medicine-physical-medicine-rehabilitation,89,Research Output
6989,Physical Medicine & Rehabilitation,University of Nebraska Medical Center College of Medicine,https://www.doximity.com/residency/programs/accb88a2-42c8-4d6a-81d7-6e9a5b3e2f97-university-of-nebraska-medical-center-college-of-medicine-physical-medicine-rehabilitation,90,Research Output
6990,Physical Medicine & Rehabilitation,University of New Mexico School of Medicine,https://www.doximity.com/residency/programs/75ea567f-7240-4eb7-b5c8-ee5e5189a7c8-university-of-new-mexico-school-of-medicine-physical-medicine-rehabilitation,91,Research Output
6991,Physical Medicine & Rehabilitation,University of Texas at Austin Dell Medical School,https://www.doximity.com/residency/programs/5d8cc027-a0cd-48f1-9c68-1e95849c8fc1-university-of-texas-at-austin-dell-medical-school-physical-medicine-rehabilitation,92,Research Output
6992,Physical Medicine & Rehabilitation,Vanderbilt University Medical Center,https://www.doximity.com/residency/programs/8c3ffd2b-d81e-4aaf-bf66-91d3ec845d41-vanderbilt-university-medical-center-physical-medicine-rehabilitation,93,Research Output
6993,Physical Medicine & Rehabilitation,McGaw Medical Center of Northwestern University,https://www.doximity.com/residency/programs/0f5b65cd-d722-4447-987e-5a320280c62b-mcgaw-medical-center-of-northwestern-university-physical-medicine-rehabilitation,1,Size of Program
6994,Physical Medicine & Rehabilitation,Baylor College of Medicine,https://www.doximity.com/residency/programs/3d5d10a4-04b7-465c-b1d7-36b1b7e6c223-baylor-college-of-medicine-physical-medicine-rehabilitation,2,Size of Program
6995,Physical Medicine & Rehabilitation,NYU Grossman School of Medicine,https://www.doximity.com/residency/programs/f1e224f5-d386-4a1c-b22d-7dfaf8febd8b-nyu-grossman-school-of-medicine-physical-medicine-rehabilitation,3,Size of Program
6996,Physical Medicine & Rehabilitation,UPMC Medical Education,https://www.doximity.com/residency/programs/4ada4a34-b9c0-4c4c-9f1b-bf5eead9395a-upmc-medical-education-physical-medicine-rehabilitation,4,Size of Program
6997,Physical Medicine & Rehabilitation,University of Texas Southwestern Medical Center,https://www.doximity.com/residency/programs/118f4008-d317-4dec-ae3a-e240d317c332-university-of-texas-southwestern-medical-center-physical-medicine-rehabilitation,5,Size of Program
6998,Physical Medicine & Rehabilitation,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,https://www.doximity.com/residency/programs/301c810f-b835-44eb-b954-2917203db81c-university-of-texas-health-science-center-san-antonio-joe-and-teresa-lozano-long-school-of-medicine-physical-medicine-rehabilitation,6,Size of Program
6999,Physical Medicine & Rehabilitation,University of Washington,https://www.doximity.com/residency/programs/c7386bea-d879-47f1-8c52-47afa83cfddb-university-of-washington-physical-medicine-rehabilitation,7,Size of Program
7000,Physical Medicine & Rehabilitation,Temple University Hospital/Moss Rehabilitation,https://www.doximity.com/residency/programs/b9d8133f-8819-475a-a199-c213daa8f63b-temple-university-hospital-moss-rehabilitation-physical-medicine-rehabilitation,8,Size of Program
7001,Physical Medicine & Rehabilitation,Icahn School of Medicine at Mount Sinai,https://www.doximity.com/residency/programs/9d91e5ee-df57-4228-b066-7d4741f36f1e-icahn-school-of-medicine-at-mount-sinai-physical-medicine-rehabilitation,9,Size of Program
7002,Physical Medicine & Rehabilitation,Montefiore Medical Center/Albert Einstein College of Medicine,https://www.doximity.com/residency/programs/0fea9c1e-8175-4e78-a01b-1e521d18258b-montefiore-medical-center-albert-einstein-college-of-medicine-physical-medicine-rehabilitation,10,Size of Program
7003,Physical Medicine & Rehabilitation,Rutgers New Jersey Medical School,https://www.doximity.com/residency/programs/0bf36b59-1d7d-47b6-ad2a-57dc9139c422-rutgers-new-jersey-medical-school-physical-medicine-rehabilitation,11,Size of Program
7004,Physical Medicine & Rehabilitation,University of Utah Health,https://www.doximity.com/residency/programs/052cf37d-b0be-493b-a7b4-fa334afc645a-university-of-utah-health-physical-medicine-rehabilitation,12,Size of Program
7005,Physical Medicine & Rehabilitation,VA Greater Los Angeles Healthcare System,https://www.doximity.com/residency/programs/f36dc4e6-7882-4432-a598-12406b576ef3-va-greater-los-angeles-healthcare-system-physical-medicine-rehabilitation,13,Size of Program
7006,Physical Medicine & Rehabilitation,Johns Hopkins University,https://www.doximity.com/residency/programs/2a1cffd4-c7b8-4c20-abb5-743d2ece3656-johns-hopkins-university-physical-medicine-rehabilitation,14,Size of Program
7007,Physical Medicine & Rehabilitation,Larkin Community Hospital,https://www.doximity.com/residency/programs/fa2b2bff-11b7-4f87-aac6-346232832c4b-larkin-community-hospital-physical-medicine-rehabilitation,15,Size of Program
7008,Physical Medicine & Rehabilitation,Loma Linda University Health Education Consortium,https://www.doximity.com/residency/programs/57faf6af-2d0c-450b-b620-c547b69229dd-loma-linda-university-health-education-consortium-physical-medicine-rehabilitation,16,Size of Program
7009,Physical Medicine & Rehabilitation,Louisiana State University,https://www.doximity.com/residency/programs/10da4093-5077-4128-aad9-668d8607864f-louisiana-state-university-physical-medicine-rehabilitation,17,Size of Program
7010,Physical Medicine & Rehabilitation,Mayo Clinic College of Medicine and Science (Rochester),https://www.doximity.com/residency/programs/ab501791-f170-41da-9678-72c6b844a08e-mayo-clinic-college-of-medicine-and-science-rochester-physical-medicine-rehabilitation,18,Size of Program
7011,Physical Medicine & Rehabilitation,MedStar Health/Georgetown-National Rehabilitation Hospital,https://www.doximity.com/residency/programs/a2c86b73-9585-4468-bf71-a1c0d83248f9-medstar-health-georgetown-national-rehabilitation-hospital-physical-medicine-rehabilitation,19,Size of Program
7012,Physical Medicine & Rehabilitation,New York Presbyterian Hospital (Columbia and Cornell Campus),https://www.doximity.com/residency/programs/3870b551-dfb3-4a1b-8c84-c7fdf282c272-new-york-presbyterian-hospital-columbia-and-cornell-campus-physical-medicine-rehabilitation,20,Size of Program
7013,Physical Medicine & Rehabilitation,Ohio State University Hospital,https://www.doximity.com/residency/programs/233e6cd1-2292-4065-8926-377aec8b4b6d-ohio-state-university-hospital-physical-medicine-rehabilitation,21,Size of Program
7014,Physical Medicine & Rehabilitation,Spaulding Rehabilitation Hospital/Harvard Medical School,https://www.doximity.com/residency/programs/a64a9947-bd9b-4087-933f-08ded59006da-spaulding-rehabilitation-hospital-harvard-medical-school-physical-medicine-rehabilitation,22,Size of Program
7015,Physical Medicine & Rehabilitation,SUNY Health Science Center at Brooklyn,https://www.doximity.com/residency/programs/a9dd8477-a6fc-411d-9245-8a7d5c2065f8-suny-health-science-center-at-brooklyn-physical-medicine-rehabilitation,23,Size of Program
7016,Physical Medicine & Rehabilitation,University of Miami/Jackson Health System,https://www.doximity.com/residency/programs/6ef6482d-4569-4db4-bf69-88b704e22e08-university-of-miami-jackson-health-system-physical-medicine-rehabilitation,24,Size of Program
7017,Physical Medicine & Rehabilitation,University of Pennsylvania Health System,https://www.doximity.com/residency/programs/b124056a-41d3-4b3e-a273-f14d00002b0d-university-of-pennsylvania-health-system-physical-medicine-rehabilitation,25,Size of Program
7018,Physical Medicine & Rehabilitation,Case Western Reserve University (MetroHealth),https://www.doximity.com/residency/programs/2732c44e-7603-44d9-8ecf-e918ca99836b-case-western-reserve-university-metrohealth-physical-medicine-rehabilitation,26,Size of Program
7019,Physical Medicine & Rehabilitation,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,https://www.doximity.com/residency/programs/39b3ecde-3f99-4819-b340-0639b14f17e5-sidney-kimmel-medical-college-at-thomas-jefferson-university-tjuh-physical-medicine-rehabilitation,27,Size of Program
7020,Physical Medicine & Rehabilitation,Stanford Health Care-Sponsored Stanford University,https://www.doximity.com/residency/programs/3a6fc306-527d-4661-8871-99f853d01eec-stanford-health-care-sponsored-stanford-university-physical-medicine-rehabilitation,28,Size of Program
7021,Physical Medicine & Rehabilitation,Beaumont Health (Taylor),https://www.doximity.com/residency/programs/345aae7d-1f96-4457-9a11-a72e821900e0-beaumont-health-taylor-physical-medicine-rehabilitation,29,Size of Program
