,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/moniteau-county-mo/,B+,A,C,B+,C+,B+,B minus,A,C,C+,C+,"Moniteau County is located in Missouri with a population of 16,046. In Moniteau County, most residents own their homes. Many families live in Moniteau County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.13,0.11,0.08,0.13,0.13,0.13,0.12,0.16,0.06,-0.5,0.15,-0.2500000000000001,0.25,-0.13793103448275856,0.4,0.4814814814814814,0.15,0.25,,,1,0,0,0,0,0.027999999999999997,0.121,0.004,0.05,0.92,0.01,0.03,0.0,0.0,0.0,0.0,0.53,0.47,0.2,0.2,0.23,0.31,0.06,0.27,0.32,0.29,0.12
0,https://www.niche.com/places-to-live/c/suwannee-county-fl/,B minus,B+,B minus,B,B+,B,B+,A minus,C+,B+,C,"Suwannee County is located in Florida with a population of 44,046. In Suwannee County, most residents own their homes. Many retirees live in Suwannee County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.1,0.08,0.11,0.12,0.13,0.14,0.21,0.05,-0.5833333333333333,0.1,-0.5,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.18,0.5,,,,,,,,0.031,0.15,0.033,0.09,0.76,0.02,0.13,0.0,0.0,0.0,0.0,0.51,0.49,0.24,0.24,0.27,0.21,0.04,0.32,0.37,0.21,0.09
0,https://www.niche.com/places-to-live/c/oneida-county-wi/,B minus,B,A minus,B minus,C,B+,C minus,B+,B+,A minus,B+,"Oneida County is located in Wisconsin with a population of 35,381. In Oneida County, most residents own their homes. Many retirees live in Oneida County and residents tend to lean conservative.",,,,,,,,0.17,0.83,,,,,,,,,,,,,,,0.09,0.09,0.06,0.1,0.1,0.13,0.19,0.26,0.1,-0.16666666666666663,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,,,,,,0.013999999999999999,0.079,0.004,0.02,0.95,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.19,0.21,0.24,0.26,0.1,0.25,0.34,0.26,0.16
0,https://www.niche.com/places-to-live/c/sheridan-county-ne/,B minus,B,B minus,B minus,B,B,unavailable,A,C,C,A,"Sheridan County is located in Nebraska with a population of 5,231. In Sheridan County, most residents own their homes. Many retirees live in Sheridan County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.11,0.11,0.07,0.1,0.09,0.12,0.15,0.25,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.35,0.2068965517241379,0.33,0.2222222222222221,0.09,-0.25,,,1,0,4,0,0,0.011000000000000001,0.171,0.006,0.06,0.81,0.04,0.02,0.01,0.07,0.0,0.0,0.48,0.52,0.27,0.22,0.22,0.23,0.06,0.34,0.28,0.26,0.12
0,https://www.niche.com/places-to-live/c/dodge-county-mn/,B,A minus,B+,B+,C+,A minus,C,B+,C,B minus,B minus,"Dodge County is located in Minnesota with a population of 20,669. In Dodge County, most residents own their homes. Many families and young professionals live in Dodge County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,,,,,,,,0.14,0.13,0.08,0.11,0.13,0.14,0.13,0.14,0.07,-0.41666666666666663,0.19,-0.050000000000000044,0.36,0.24137931034482762,0.33,0.2222222222222221,0.05,-0.5833333333333333,,,,,,,,0.019,0.05,0.018000000000000002,0.05,0.92,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.11,0.15,0.25,0.36,0.13,0.21,0.24,0.34,0.21
0,https://www.niche.com/places-to-live/c/benson-county-nd/,B,A,B minus,B,A minus,B minus,C,A+,D+,D minus,A minus,"Benson County is located in North Dakota with a population of 6,873. In Benson County, most residents own their homes. Residents of Benson County tend to have moderate political views.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.2,0.15,0.08,0.12,0.09,0.1,0.12,0.13,0.04,-0.6666666666666666,0.12,-0.4,0.41,0.4137931034482758,0.29,0.07407407407407396,0.14,0.16666666666666674,,,,,,,,0.033,0.316,0.001,0.01,0.4,0.03,0.0,0.0,0.55,0.0,0.0,0.51,0.49,0.29,0.18,0.23,0.23,0.06,0.33,0.28,0.26,0.13
0,https://www.niche.com/places-to-live/c/putnam-county-ga/,B,B minus,B,B minus,A minus,B+,B+,B+,B minus,C+,C,"Putnam County is located in Georgia with a population of 21,691. In Putnam County, most residents own their homes. Many retirees live in Putnam County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.11,0.09,0.07,0.11,0.1,0.13,0.15,0.24,0.09,-0.25,0.14,-0.29999999999999993,0.27,-0.06896551724137923,0.38,0.40740740740740744,0.12,0.0,,,,,,,,0.023,0.158,0.021,0.06,0.66,0.01,0.26,0.01,0.0,0.0,0.0,0.48,0.52,0.19,0.24,0.24,0.23,0.1,0.26,0.34,0.24,0.15
0,https://www.niche.com/places-to-live/c/pawnee-county-ks/,B,A minus,C,B minus,B minus,B,B+,A,C,C,A minus,"Pawnee County is located in Kansas with a population of 6,629. In Pawnee County, most residents own their homes. Many young professionals and retirees live in Pawnee County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.11,0.08,0.07,0.13,0.12,0.13,0.16,0.2,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.38,0.3103448275862071,0.33,0.2222222222222221,0.09,-0.25,,,,,,,,0.015,0.064,0.008,0.08,0.84,0.03,0.04,0.0,0.01,0.0,0.0,0.55,0.45,0.15,0.31,0.27,0.21,0.06,0.35,0.31,0.23,0.11
0,https://www.niche.com/places-to-live/c/pettis-county-mo/,B+,B,B+,B+,B minus,C+,B minus,A minus,B,B,B+,"Pettis County is located in Missouri with a population of 42,355. In Pettis County, most residents own their homes. Many families live in Pettis County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.12,0.09,0.13,0.12,0.12,0.13,0.16,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.34,0.1724137931034484,0.35,0.29629629629629606,0.14,0.16666666666666674,,,,,,,,0.037000000000000005,0.16399999999999998,0.039,0.09,0.85,0.02,0.04,0.01,0.0,0.0,0.0,0.5,0.5,0.25,0.23,0.25,0.22,0.04,0.31,0.35,0.24,0.1
0,https://www.niche.com/places-to-live/c/maury-county-tn/,B minus,B,B+,B+,B,B+,B minus,B,B,B+,C minus,"Maury County is located in Tennessee with a population of 91,976. In Maury County, most residents own their homes. Many families live in Maury County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.13,0.11,0.07,0.13,0.13,0.13,0.14,0.16,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.31,0.06896551724137945,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,0,20,18,3,2,0.026000000000000002,0.099,0.019,0.06,0.79,0.02,0.11,0.01,0.0,0.0,0.0,0.48,0.52,0.18,0.2,0.24,0.28,0.09,0.26,0.32,0.27,0.15
0,https://www.niche.com/places-to-live/c/stephens-county-tx/,C+,B+,B,B,B+,B minus,A minus,A minus,C,C+,B+,"Stephens County is located in Texas with a population of 9,364. In Stephens County, most residents own their homes. Many families and retirees live in Stephens County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.12,0.11,0.1,0.11,0.11,0.11,0.14,0.19,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.34,0.1724137931034484,0.29,0.07407407407407396,0.21,0.75,,,,,,,,0.037000000000000005,0.204,0.031,0.24,0.71,0.02,0.03,0.0,0.0,0.0,0.0,0.52,0.48,0.26,0.22,0.23,0.22,0.07,0.37,0.27,0.23,0.14
0,https://www.niche.com/places-to-live/c/cascade-county-mt/,A minus,C+,B+,B+,B minus,B,C+,C,A minus,A,A,"Cascade County is located in Montana with a population of 81,625. In Cascade County, most residents own their homes. Many families and young professionals live in Cascade County and residents tend to be conservative.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.13,0.1,0.1,0.14,0.11,0.11,0.13,0.18,0.08,-0.33333333333333326,0.18,-0.10000000000000009,0.33,0.13793103448275867,0.33,0.2222222222222221,0.08,-0.33333333333333326,,,0,1,0,0,0,0.024,0.131,0.006999999999999999,0.05,0.85,0.04,0.01,0.01,0.04,0.0,0.0,0.51,0.49,0.23,0.22,0.24,0.23,0.08,0.26,0.33,0.26,0.15
0,https://www.niche.com/places-to-live/c/cape-may-county-nj/,B,D+,A,B,B minus,B minus,B minus,C minus,A minus,A,A minus,"Cape May County is located in New Jersey with a population of 93,086. In Cape May County, most residents own their homes. Many young professionals and retirees live in Cape May County and residents tend to lean conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.09,0.08,0.07,0.1,0.1,0.13,0.17,0.26,0.12,0.0,0.21,0.04999999999999982,0.28,-0.0344827586206895,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,2,3,1,0,0,0.04,0.098,0.024,0.08,0.85,0.02,0.04,0.01,0.0,0.0,0.0,0.49,0.51,0.16,0.17,0.22,0.29,0.16,0.25,0.27,0.25,0.23
0,https://www.niche.com/places-to-live/c/harrison-county-tx/,B minus,B,C+,B+,A,B minus,B+,B+,C+,B,B minus,"Harrison County is located in Texas with a population of 66,580. In Harrison County, most residents own their homes. Many families live in Harrison County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.12,0.09,0.12,0.12,0.12,0.13,0.16,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.34,0.2592592592592593,0.15,0.25,,,0,2,1,1,0,0.031,0.172,0.033,0.13,0.64,0.02,0.21,0.01,0.0,0.0,0.0,0.49,0.51,0.23,0.21,0.21,0.27,0.08,0.3,0.32,0.22,0.16
0,https://www.niche.com/places-to-live/c/orange-county-va/,B minus,B minus,C+,B,B,B,A minus,B,B+,B+,C minus,"Orange County is located in Virginia with a population of 36,010. In Orange County, most residents own their homes. Many families, young professionals, and retirees live in Orange County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.12,0.1,0.08,0.11,0.12,0.13,0.14,0.2,0.09,-0.25,0.16,-0.20000000000000007,0.29,0.0,0.35,0.29629629629629606,0.11,-0.08333333333333326,,,11,23,32,4,0,0.036000000000000004,0.08199999999999999,0.027999999999999997,0.05,0.78,0.03,0.13,0.01,0.0,0.0,0.0,0.49,0.51,0.15,0.15,0.22,0.37,0.1,0.24,0.28,0.27,0.21
0,https://www.niche.com/places-to-live/c/lake-county-mt/,B minus,C,B+,B+,A minus,B minus,B minus,C minus,B+,A,A minus,"Lake County is located in Montana with a population of 30,013. In Lake County, most residents own their homes. Many young professionals and retirees live in Lake County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.11,0.07,0.11,0.1,0.11,0.15,0.21,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,1,0,0,0,0,0.04,0.193,0.01,0.05,0.65,0.07,0.0,0.0,0.23,0.0,0.0,0.5,0.5,0.25,0.22,0.24,0.22,0.07,0.34,0.32,0.22,0.12
0,https://www.niche.com/places-to-live/c/jefferson-county-mt/,B,B minus,B,B,C+,A minus,C+,C,B+,A minus,B,"Jefferson County is located in Montana with a population of 11,917. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,,,,,,,,0.09,0.13,0.06,0.08,0.1,0.14,0.19,0.21,0.1,-0.16666666666666663,0.25,0.25,0.33,0.13793103448275867,0.27,0.0,0.06,-0.5,,,,,,,,0.023,0.079,0.004,0.03,0.93,0.03,0.0,0.0,0.01,0.0,0.0,0.51,0.49,0.16,0.16,0.22,0.34,0.12,0.26,0.28,0.27,0.19
0,https://www.niche.com/places-to-live/c/scotland-county-nc/,B minus,C+,C+,B+,A,C minus,B+,A minus,B,B+,B minus,"Scotland County is located in North Carolina with a population of 35,076. In Scotland County, most residents own their homes. Many families live in Scotland County and residents tend to lean liberal.",,,,,,,,0.4,0.6,,,,,,,,,,,,,,,0.13,0.1,0.1,0.12,0.12,0.12,0.13,0.17,0.06,-0.5,0.1,-0.5,0.31,0.06896551724137945,0.34,0.2592592592592593,0.2,0.6666666666666667,,,,,,,,0.063,0.26899999999999996,0.013999999999999999,0.03,0.43,0.02,0.39,0.01,0.12,0.0,0.0,0.49,0.51,0.38,0.2,0.21,0.19,0.03,0.36,0.34,0.22,0.08
0,https://www.niche.com/places-to-live/c/hart-county-ga/,A minus,B+,C+,B,B+,B minus,B+,B+,B,B minus,B,"Hart County is located in Georgia with a population of 25,773. In Hart County, most residents own their homes. Many retirees live in Hart County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.1,0.07,0.12,0.11,0.13,0.14,0.22,0.06,-0.5,0.1,-0.5,0.29,0.0,0.37,0.37037037037037024,0.19,0.5833333333333335,,,1,0,2,0,0,0.028999999999999998,0.149,0.006999999999999999,0.04,0.75,0.01,0.19,0.01,0.0,0.0,0.0,0.49,0.51,0.28,0.25,0.21,0.21,0.06,0.33,0.35,0.22,0.1
0,https://www.niche.com/places-to-live/c/wise-county-va/,A,A minus,C+,B+,C+,D+,B,A,C+,B,B,"Wise County is located in Virginia with a population of 38,486. In Wise County, most residents own their homes. Residents of Wise County tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.11,0.09,0.09,0.14,0.12,0.13,0.15,0.18,0.06,-0.5,0.09,-0.55,0.31,0.06896551724137945,0.3,0.11111111111111094,0.24,1.0,,,2,4,8,1,2,0.045,0.22,0.005,0.01,0.91,0.01,0.05,0.0,0.0,0.0,0.0,0.52,0.48,0.34,0.21,0.24,0.17,0.04,0.39,0.32,0.19,0.09
0,https://www.niche.com/places-to-live/c/cloud-county-ks/,B,B+,B,B minus,C+,B+,B minus,A minus,C+,C,A minus,"Cloud County is located in Kansas with a population of 8,938. In Cloud County, most residents own their homes. Many retirees live in Cloud County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.14,0.1,0.09,0.11,0.1,0.12,0.13,0.21,0.1,-0.16666666666666663,0.14,-0.29999999999999993,0.37,0.27586206896551735,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,,,,,,0.027000000000000003,0.114,0.01,0.03,0.93,0.02,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.22,0.28,0.24,0.22,0.05,0.27,0.35,0.26,0.11
0,https://www.niche.com/places-to-live/c/prince-edward-county-va/,D+,C,A minus,C+,A minus,C+,B,B+,B+,B+,B+,"Prince Edward County is located in Virginia with a population of 22,905. In Prince Edward County, most residents own their homes. Many young professionals live in Prince Edward County and residents tend to lean liberal.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.09,0.08,0.27,0.1,0.1,0.1,0.12,0.16,0.12,0.0,0.15,-0.2500000000000001,0.25,-0.13793103448275856,0.34,0.2592592592592593,0.14,0.16666666666666674,,,4,8,19,4,0,0.039,0.183,0.042,0.04,0.61,0.02,0.31,0.01,0.0,0.0,0.0,0.49,0.51,0.27,0.22,0.22,0.23,0.05,0.45,0.25,0.2,0.1
0,https://www.niche.com/places-to-live/c/bastrop-county-tx/,C,C+,B,B,A,A minus,B+,B,B,B+,C minus,"Bastrop County is located in Texas with a population of 84,522. In Bastrop County, most residents own their homes. Many families live in Bastrop County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.13,0.12,0.09,0.11,0.12,0.13,0.14,0.15,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.31,0.06896551724137945,0.3,0.11111111111111094,0.18,0.5,,,8,14,12,4,0,0.037000000000000005,0.111,0.085,0.38,0.52,0.01,0.07,0.01,0.0,0.0,0.0,0.51,0.49,0.18,0.16,0.22,0.31,0.13,0.26,0.31,0.25,0.18
0,https://www.niche.com/places-to-live/c/sequoyah-county-ok/,B,B,B,B,A minus,B minus,B,A minus,C,C+,B minus,"Sequoyah County is located in Oklahoma with a population of 41,709. In Sequoyah County, most residents own their homes. Many families live in Sequoyah County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.11,0.08,0.12,0.11,0.14,0.13,0.18,0.04,-0.6666666666666666,0.1,-0.5,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.19,0.5833333333333335,,,,,,,,0.038,0.213,0.01,0.04,0.62,0.11,0.02,0.01,0.2,0.0,0.0,0.49,0.51,0.31,0.24,0.21,0.2,0.03,0.37,0.34,0.21,0.08
0,https://www.niche.com/places-to-live/c/harnett-county-nc/,C+,C+,B,B+,A,B minus,B,B,B+,B+,C minus,"Harnett County is located in North Carolina with a population of 132,283. In Harnett County, most residents own their homes. Many families live in Harnett County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.15,0.12,0.09,0.16,0.14,0.12,0.11,0.12,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.3,0.11111111111111094,0.13,0.08333333333333348,,,0,2,2,0,0,0.042,0.157,0.038,0.13,0.61,0.03,0.2,0.01,0.01,0.0,0.0,0.5,0.5,0.23,0.2,0.24,0.28,0.06,0.29,0.3,0.26,0.14
0,https://www.niche.com/places-to-live/c/muscatine-county-ia/,C+,B minus,A minus,B,B+,B,C+,B+,B minus,B minus,A minus,"Muscatine County is located in Iowa with a population of 42,889. In Muscatine County, most residents own their homes. Many families live in Muscatine County and residents tend to have moderate political views.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.14,0.11,0.08,0.13,0.12,0.13,0.13,0.16,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.32,0.10344827586206917,0.35,0.29629629629629606,0.11,-0.08333333333333326,,,0,3,2,0,0,0.02,0.096,0.033,0.18,0.77,0.02,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.17,0.2,0.24,0.3,0.08,0.23,0.31,0.3,0.15
0,https://www.niche.com/places-to-live/c/kankakee-county-il/,B,C,A minus,B+,A minus,C+,C+,B,B minus,A minus,B+,"Kankakee County is located in Illinois with a population of 110,637. In Kankakee County, most residents own their homes. Many families live in Kankakee County and residents tend to lean conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.16,0.08,-0.33333333333333326,0.13,-0.35,0.33,0.13793103448275867,0.34,0.2592592592592593,0.12,0.0,,,3,1,9,0,0,0.033,0.141,0.027999999999999997,0.1,0.72,0.01,0.15,0.01,0.0,0.0,0.0,0.49,0.51,0.21,0.17,0.23,0.3,0.09,0.3,0.29,0.24,0.18
0,https://www.niche.com/places-to-live/c/tangipahoa-parish-la/,B minus,B minus,A minus,B,A minus,C+,B,B,B minus,B,C+,"Tangipahoa Parish is a County in Louisiana with a population of 132,057. In Tangipahoa Parish, most residents own their homes. Many families live in Tangipahoa Parish and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.14,0.11,0.1,0.14,0.12,0.12,0.13,0.14,0.06,-0.5,0.14,-0.29999999999999993,0.27,-0.06896551724137923,0.37,0.37037037037037024,0.16,0.3333333333333335,,,5,30,37,1,1,0.044000000000000004,0.213,0.012,0.04,0.63,0.02,0.29,0.01,0.0,0.0,0.0,0.48,0.52,0.3,0.19,0.2,0.24,0.08,0.35,0.28,0.22,0.15
0,https://www.niche.com/places-to-live/c/mississippi-county-ar/,C+,B minus,B,B,A,B minus,B+,A,C,B,B+,"Mississippi County is located in Arkansas with a population of 42,126. In Mississippi County, most residents own their homes. Many families live in Mississippi County and residents tend to lean conservative.",,,,,,,,0.44,0.56,,,,,,,,,,,,,,,0.14,0.12,0.09,0.13,0.12,0.12,0.13,0.14,0.05,-0.5833333333333333,0.09,-0.55,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.19,0.5833333333333335,,,0,1,0,0,0,0.055999999999999994,0.242,0.012,0.04,0.58,0.03,0.34,0.01,0.0,0.0,0.0,0.49,0.51,0.33,0.22,0.2,0.19,0.06,0.35,0.31,0.22,0.11
0,https://www.niche.com/places-to-live/c/wyandotte-county-ks/,C,C,A,B,A+,B minus,B minus,B,B minus,B,B,"Wyandotte County is located in Kansas with a population of 164,861. In Wyandotte County, most residents own their homes. Many families live in Wyandotte County and residents tend to be liberal.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.16,0.12,0.09,0.15,0.13,0.12,0.12,0.12,0.06,-0.5,0.12,-0.4,0.29,0.0,0.32,0.18518518518518512,0.21,0.75,,,5,3,9,3,1,0.044000000000000004,0.18899999999999997,0.133,0.29,0.41,0.03,0.22,0.05,0.0,0.0,0.0,0.5,0.5,0.25,0.23,0.24,0.23,0.04,0.28,0.35,0.27,0.11
0,https://www.niche.com/places-to-live/c/washington-county-ut/,B,C minus,B,B,B minus,A minus,B+,C minus,A+,A minus,A minus,"Washington County is located in Utah with a population of 165,811. In Washington County, most residents own their homes. Many families, young professionals, and retirees live in Washington County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.14,0.12,0.09,0.12,0.11,0.09,0.11,0.21,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.41,0.4137931034482758,0.23,-0.14814814814814814,0.07,-0.41666666666666663,,,3,5,0,0,0,0.02,0.11599999999999999,0.032,0.1,0.84,0.02,0.01,0.01,0.01,0.0,0.01,0.49,0.51,0.16,0.2,0.26,0.28,0.1,0.28,0.32,0.24,0.16
0,https://www.niche.com/places-to-live/c/lac-qui-parle-county-mn/,B+,A,B,B minus,C,B,C minus,A,C,C,A minus,"Lac qui Parle County is located in Minnesota with a population of 6,719. In Lac qui Parle County, most residents own their homes. Many retirees live in Lac qui Parle County and residents tend to lean conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.1,0.09,0.07,0.08,0.1,0.12,0.17,0.27,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.37,0.27586206896551735,0.37,0.37037037037037024,0.07,-0.41666666666666663,,,0,0,1,0,0,0.015,0.083,0.015,0.02,0.95,0.01,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.21,0.2,0.26,0.27,0.07,0.26,0.33,0.27,0.15
0,https://www.niche.com/places-to-live/c/andrew-county-mo/,B minus,A minus,C,B,C,A minus,B minus,A minus,B,B,C+,"Andrew County is located in Missouri with a population of 17,503. In Andrew County, most residents own their homes. Many young professionals live in Andrew County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.12,0.07,0.11,0.12,0.13,0.15,0.19,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.29,0.0,0.37,0.37037037037037024,0.08,-0.33333333333333326,,,,,,,,0.019,0.079,0.003,0.03,0.94,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.23,0.31,0.07,0.25,0.32,0.27,0.16
0,https://www.niche.com/places-to-live/c/sumter-county-sc/,C minus,C,B+,B minus,A,C+,B+,B+,B,A minus,B,"Sumter County is located in South Carolina with a population of 106,757. In Sumter County, most residents own their homes. Many families live in Sumter County and residents tend to lean liberal.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.13,0.11,0.1,0.14,0.11,0.12,0.13,0.16,0.07,-0.41666666666666663,0.12,-0.4,0.35,0.2068965517241379,0.31,0.14814814814814814,0.15,0.25,,,13,10,19,5,1,0.055999999999999994,0.184,0.013999999999999999,0.04,0.45,0.03,0.47,0.01,0.0,0.0,0.0,0.48,0.52,0.27,0.23,0.25,0.21,0.05,0.32,0.33,0.24,0.12
0,https://www.niche.com/places-to-live/c/northumberland-county-va/,B+,B minus,C,B minus,B,C+,B,B,B,B minus,C,"Northumberland County is located in Virginia with a population of 12,190. In Northumberland County, most residents own their homes. Many retirees live in Northumberland County and residents tend to be conservative.",,,,,,,,0.11,0.89,,,,,,,,,,,,,,,0.09,0.06,0.05,0.07,0.07,0.12,0.17,0.37,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.29,0.0,0.33,0.2222222222222221,0.09,-0.25,,,3,1,1,0,0,0.022000000000000002,0.147,0.008,0.01,0.7,0.02,0.27,0.0,0.0,0.0,0.0,0.49,0.51,0.2,0.16,0.24,0.28,0.12,0.22,0.31,0.27,0.19
0,https://www.niche.com/places-to-live/c/white-county-in/,B+,B+,B+,B,C+,B,C+,A,B minus,B,B minus,"White County is located in Indiana with a population of 24,149. In White County, most residents own their homes. Many retirees live in White County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.13,0.1,0.08,0.11,0.11,0.13,0.15,0.2,0.06,-0.5,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.42,0.5555555555555554,0.11,-0.08333333333333326,,,,,,,,0.025,0.092,0.03,0.08,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.19,0.21,0.28,0.26,0.06,0.24,0.34,0.29,0.13
0,https://www.niche.com/places-to-live/c/shelby-county-in/,B+,B+,B+,B,C+,B+,C+,A minus,B,B,B minus,"Shelby County is located in Indiana with a population of 44,438. In Shelby County, most residents own their homes. Many families live in Shelby County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.11,0.12,0.08,0.12,0.12,0.14,0.15,0.17,0.06,-0.5,0.13,-0.35,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.13,0.08333333333333348,,,2,0,3,0,0,0.024,0.111,0.019,0.04,0.92,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.17,0.19,0.25,0.3,0.08,0.24,0.3,0.3,0.15
0,https://www.niche.com/places-to-live/c/monroe-county-tn/,B minus,B,B,B minus,C+,B minus,B minus,A minus,B,B+,C,"Monroe County is located in Tennessee with a population of 46,064. In Monroe County, most residents own their homes. Many retirees live in Monroe County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.12,0.1,0.08,0.11,0.11,0.13,0.14,0.21,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.42,0.5555555555555554,0.18,0.5,,,2,3,9,0,0,0.04,0.18,0.009000000000000001,0.04,0.91,0.02,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.28,0.24,0.23,0.21,0.04,0.35,0.35,0.21,0.09
