,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Participant 3,Night float system,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,,Participant 9,Participant 10
0,https://freida.ama-assn.org/program/2200721051,Community-based,St Joseph Hospital Inc,4,4,No,Yes,June,Yes,No,http://www.saintjosephdenver.org/for-medical-professionals/,Not Available,"Robin MacColl Fennimore
MD
St Joseph Hosp
Ob/Gyn Pgm #360
1960 Ogden St
Denver, CO 80218
Tel: (303) 318-3270
Fax: (303) 318-3274
E-mail: robin.fennimore@sclhealth.org","Jennifer  Libra
St Joseph Hosp
Ob/Gyn Pgm #360
1960 Ogden St
Denver, CO 80218-1191
Tel: (303) 318-3270
Fax: (303) 318-3274
E-mail: jennifer.libra@sclhealth.org",2200721051,"St Joseph Hosp, Ob/Gyn Pgm #360, 1960 Ogden St, Denver, CO 80218","1835 Franklin St, Denver, CO 80218-3798",,,"Yearly oral exams given by faculty, Fall resident retreat free from duties for 24 hours, Spring Fling event in June free from duties for 24 hours, free Kaiser Healthcare for residents and their families.",5,5,5,No,No,"Yes , Codes: 1074220C0",No,11/1/2020,11/17/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,11/1/2021,Yes,72,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,6,1,1,0,7,1,83.3,0.3 to 1,70,18,1.8,No,Yes,83.3,0.0,16.6,98.3,1.6,Every eighth night for 30 week(s),0,Every eighth night for 30 week(s),0,Every tenth night for 45 week(s),0,5,30%,0%,"$60,413.00",15,10,"$63,285.00",15,10,"$65,024.00",15,10,Yes,40,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,No,,5,Every tenth night for 45 week(s),Not Available,"$58,216.00",15,10,,,,,,,,(5 wks ),,
0,https://freida.ama-assn.org/program/2200811054,Community-based university affiliated,Bridgeport Hospital,4,4,No,Yes,"June,July",Yes,No,https://www.bridgeporthospital.org/medical-professionals/gme.aspx,Not Available,"Jean M Tornatore
MD
Bridgeport Hosp
Dept of Ob/Gyn
267 Grant St
Bridgeport, CT 06610
Tel:
Fax:
E-mail: jean.tornatore@bpthosp.org","Lynn-Marie  Wright
Bridgeport Hosp
Dept of Ob/Gyn
267 Grant St
Bridgeport, CT 06610
Tel: (203) 384-3990
Fax: (203) 384-3264
E-mail: lynn-marie.wright@bpthosp.org",2200811054,"Bridgeport Hosp, Dept of Ob/Gyn, 267 Grant St, Bridgeport, CT 06610","267 Grant St, Bridgeport, CT 06610-2870","20 York St, New Haven, CT 06504-3316",,"Highly evidence-based curriculum in community hospital, high volume of obstetrics and gynecologic procedures. MIS fellowship. Diverse patient population. Unique rotations including first year ATU rotation and two potential elective rotations in third and fourth years.",4,4,4,No,No,"Yes , Codes: 1079220C0",No,1/29/2021,11/1/2020 - 12/31/2020_11/1/2021 - 12/31/2021,8/2/2021,12/31/2021,Yes,47,No,No,3,No,Yes,198_200_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,Yes,9,1,2,4,11,5,55.5,0.6 to 1,72,24,1,No,Yes,21.2,74.5,4.1,70.1,29.8,Two times per week for 6 month(s),0,Two times per week for 6 month(s),0,Two times per week for 6 month(s),0,5,10%,N/A,"$68,848.00",20,12,"$72,291.00",20,12,"$75,905.00",20,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,4,Two times per week for 6 month(s),Not Available,"$65,570.00",20,12,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200821055,Community-based university affiliated,Danbury Hospital,4,4,No,Yes,July,Yes,No,http://www.danburyhospital.org,Not Available,"Erin M Panarelli
MD
Danbury Hosp
Dept of Ob/Gyn
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-6378
Fax: (203) 739-1522
E-mail: erin.panarelli@wchn.org","Jennifer  Franke
Danbury Hosp
Dept of Ob/Gyn
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-6378
Fax: (203) 739-1522
E-mail: jennifer.franke@wchn.org",2200821055,"Danbury Hosp, Dept of Ob/Gyn, 24 Hospital Ave, Danbury, CT 06810","24 Hospital Ave, Danbury, CT 06810-0729","20 York St, New Haven, CT 06504-3316",,"Our collaborative multidisciplinary faculty ensure our residents receive an evidence based education, receiving didactic and clinical teaching activities in all subspecialties. We are fortunate to train in the hospital's simulation center, which creates virtual clinical scenarios for our residents and ob/gyn team. Residents can participate in an international health block. All residents are involved in research and can present at local, regional or national levels.",3,3,3,No,No,"Yes , Codes: 1081220C0",No,11/1/2020,11/17/2020 - 1/8/2021_11/17/2021 - 1/7/2022,9/1/2021,11/1/2021,No,60,No,No,3,No,Yes,225_225_575_575,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,5,0,20,0,25,0,40.0,1.2 to 1,62,12,1,No,Yes,44.6,16.7,38.6,86.2,13.7,Every eighth night for 2 month(s),0,Every fifth night for 2 month(s),0,Every fifth night for 2 month(s),0,9,20%,20%,"$65,847.00",20,12,"$68,289.00",20,12,"$71,754.00",20,12,No answer,32,0,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,3,Every fifth night for 2 month(s),Not Available,"$63,560.00",20,12,,,,,,,,(4 wks ),,
0,https://freida.ama-assn.org/program/2200821355,Community-based university affiliated,Hartford Hospital,4,4,No,Yes,July,Yes,No,https://health.uconn.edu/graduate-medical-education/,Not Available,"Amy M Johnson
MD
Univ of Connecticut Health Ctr
Dept of Ob/Gyn
263 Farmington Ave
Farmington, CT 06030-8071
Tel: (860) 679-2853
Fax: (860) 679-1228
E-mail: amy.johnson@hhchealth.org","Christine E Robertson
BS
Univ of Connecticut Health Ctr
Dept of Ob/Gyn
263 Farmington Ave
Farmington, CT 06030-8071
Tel: (860) 679-2853
Fax: (860) 679-1228
E-mail: robertson@uchc.edu",2200821355,"Univ of Connecticut Health Ctr, Dept of Ob/Gyn, 263 Farmington Ave, Farmington, CT 06030-8071","263 Farmington Ave, Farmington, CT 06030-1925","80 Seymour St, Hartford, CT 06102","100 Grand St, New Britain, CT 06050-0100","Program provides free parking, meal allowance, free lunch Fridays at Hartford Hospital, education allowance, conference allowance, fitness centers at hospitals, Fall and Winter retreats, holiday party, resident/faculty mixers, one afternoon off each block for research.",10,10,10,No,No,"Yes , Codes: 1094220C0",No,11/1/2020,11/10/2020 - 1/31/2021_11/10/2021 - 1/31/2022,9/15/2021,11/1/2021,Yes,96,No,No,3,No,Yes,220_220_550_550,Yes,226-235,Yes,Yes,Greater than 600,Required,Yes,No,No,39,0,5,0,44,0,51.2,1.0 to 1,70,24,1,No,Yes,85.6,0.0,14.3,91.5,8.4,Every third night for week(s),0,Every fourth night for week(s),0,Every fifth night for week(s),0,6,20%,10%,"$62,200.00",15,15,"$64,600.00",15,15,"$67,900.00",15,15,Yes,180,Not Available,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,Yes,"263 Farmington Ave, Farmington, CT 06030-3802",10,Every fifth night for week(s),Not Available,"$60,490.00",15,15,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200811059,Community-based university affiliated,St Francis Hospital and Medical Center,4,4,No,Yes,June,Yes,No,https://www.trinityhealthofne.org/clinical-education-and-research/,Not Available,"Brian J Riley
DO, MPH
St Francis Hosp and Med Ctr
Dept of Ob/Gyn
114 Woodland St
Hartford, CT 06105
Tel: (860) 714-5170
Fax: (860) 714-8008
E-mail: kcosker@trinityhealthofne.org","Kris  Cosker
St Francis Hosp and Med Ctr
Dept of Ob/Gyn
114 Woodland St
Hartford, CT 06105
Tel: (860) 714-5170
Fax: (860) 714-8008
E-mail: kcosker@trinityhealthofne.org",2200811059,"St Francis Hosp and Med Ctr, Dept of Ob/Gyn, 114 Woodland St, Hartford, CT 06105","114 Woodland St, Hartford, CT 06105-9317","263 Farmington Ave, Farmington, CT 06030-3802",,"As an independent academic medical center, we provide residents with quality academics and excellent research opportunities. We are a unique program that combines the high clinical volume of a community-based hospital with the high academic standards of a university-based program. With 12 academic generalists and 9 additional employed subspecialists, we strive to foster a supportive environment where our residents can learn state-of-the-art techniques for the practice of Ob/Gyn.",5,5,5,No,No,"Yes , Codes: 1085220C0",No,11/15/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/14/2022,9/15/2021,11/15/2021,Yes,60,No,No,3,No,Yes,200_200_500_500,Yes,210-225,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,21,1,1,0,22,1,71.4,1.0 to 1,70,16,1.5,Yes,Yes,61.5,17.2,21.1,79.1,20.8,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,7,20%,10%,"$62,200.00",20,12,"$64,600.00",20,12,"$67,900.00",20,12,Yes,32,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,No,,5,Two times per week for 12 month(s),Not Available,"$60,490.00",20,12,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200821060,University-based,Yale-New Haven Hospital,4,4,No,No,June,Yes,No,http://www.info.med.yale.edu/,Not Available,"Julia  Cron
MD
Yale-New Haven Med Ctr
PO Box 208063
333 Cedar St
New Haven, CT 06520
Tel: (203) 785-4825
Fax: (203) 785-6586
E-mail: julia.cron@yale.edu","Chelsea  Gomez
BA
Yale-New Haven Med Ctr
Dept of Ob/Gyn PO Box 208063
333 Cedar St
New Haven, CT 06520-8063
Tel: (203) 785-4004
Fax: (203) 785-6586
E-mail: chelsea.gomez@yale.edu",2200821060,"Yale-New Haven Med Ctr, PO Box 208063, 333 Cedar St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316",,,"Formulized simulation curriculum including robotic surgery training, several international experiences offered, wellness curriculum, research curriculum, and low resource surgical experience.",9,8,8,No,Yes,"Yes , Codes: 1089220C0,1089220P1",No,11/1/2020,12/10/2020 - 1/28/2021_-,,,Yes,96,No,No,3,No,Yes,220___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,Yes,42,12,0,0,42,12,54.7,1.2 to 1,65,24,1.5,No,Yes,92.8,7.1,0.0,78.3,21.6,Every third night for 1 month(s),0,Every sixth night for 2 month(s),0,Every sixth night for 2 month(s),0,5,10%,N/A,"$72,670.00",20,NGO,"$76,303.00",20,NGO,"$80,118.00",20,NGO,No answer,80,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,,8,Every sixth night for 2 month(s),Not Available,"$69,209.00",20,NGO,,,,,,,,NGO (wks),,
0,https://freida.ama-assn.org/program/2200811061,Community-based university affiliated,Stamford Hospital,4,4,No,Yes,"June,July",Yes,No,http://www.stamfordhospital.org,Not Available,"Setul R Pardanani
MD
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7581
Fax: (203) 276-7908
E-mail: spardanani@stamhealth.org","Michelle  Tomczyk
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7581
Fax: (203) 276-7908
E-mail: mtomczyk@stamhealth.org",2200811061,"Stamford Hosp, PO Box 9317, 1 Hospital Plaza, Stamford, CT 06904","1 Hospital Plaza, Stamford, CT 06902","2800 Main St, Bridgeport, CT 06606-0729","1275 York Ave, New York, NY 10021","Stamford's department of obgyn offers an academic community hospital experience with enthusiastic, dedicated faculty. All subspecialties fully staffed with board certified faculty. State of the art operating rooms and labor & delivery facilities. Launched a family planning division through the Ryan Residency Training Program & MIGS Fellowship in the 2019 academic year. Medical students from Columbia University. We are in a culturally diverse community, the Connecticut coast, 45 minutes from NYC.",4,4,3,No,No,"Yes , Codes: 1095220C0",No,12/23/2020,11/17/2020 - 1/22/2021_11/1/2021 - 1/22/2022,11/1/2021,12/23/2021,Yes,65,No,No,3,No,Yes,210_210_500_500,Yes,210-225,Yes,Yes,Greater than 600,Required,No,No,No,12,1,10,0,22,1,75.0,1.2 to 1,70,24,1.5,No,Yes,83.3,8.3,8.3,97.2,2.7,Two times per week for 10 month(s),0,Two times per week for 10 month(s),0,Two times per week for 8 month(s),0,7,20%,5%,"$65,785.00",21,NGO,"$68,977.00",21,NGO,"$71,863.00",21,NGO,No answer,21,80,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,3,Two times per week for 10 month(s),Not Available,"$63,395.00",21,NGO,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201021064,,,4,4,No,Yes,June,Yes,No,https://smhs.gwu.edu/obgyn/applicants,Not Available,"Kathryn I Marko
MD
George Washington Univ Med Ctr
Dept of Ob/Gyn Ste 6A429
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2532
Fax: (202) 741-2550
E-mail: kmarko@mfa.gwu.edu","John  Shafer
BA
George Washington Univ Med Ctr
Dept of Ob/Gyn Ste 6A429
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2532
Fax: (202) 741-2550
E-mail: jshafer@mfa.gwu.edu",2201021064,"George Washington Univ Med Ctr, Dept of Ob/Gyn Ste 6A429, 2150 Pennsylvania Ave NW, Washington, DC 20037","2300 Eye St NW, Washington, DC 20037-4799","900 23rd St NW, Washington, DC 20037","1500 Forest Glen Rd, Silver Spring, MD 20910-1484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300 Gallows Rd, Falls Church, VA 22042-3300",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201021065,University-based,Howard University Hospital,4,4,No,Yes,June,Yes,No,https://medicine.howard.edu/education/graduate-medical-education-gme,Not Available,"Kristin  Atkins
MD
Howard Univ Hosp
Dept of Ob/Gyn Ste 3C25
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-1164
Fax:
E-mail: kristin.atkins@howard.edu","Marissa  Richardson
Howard Univ Hosp
Ste 3C34
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-4177
Fax: (202) 865-4165
E-mail: marichardson@huhosp.org",2201021065,"Howard Univ Hosp, Dept of Ob/Gyn Ste 3C25, 2041 Georgia Ave NW, Washington, DC 20060","2041 Georgia Ave NW, Washington, DC 20060-6000","1150 Varnum St NE, Washington, DC 20017","10 Center Dr, Bethesda, MD 20892","We are a long standing residency program who has a history of serving the underserved in the District of Columbia. We have exposure to all the aspects of general obstetrics and gynecology as well as all the major subspecialties. There are opportunities for electives, which people have participated in local, regional, national and international opportunities. We welcome all to apply.",4,4,4,No,No,"Yes , Codes: 2193220C0",No,,-_-,,,No,70,No,No,3,No,Yes,194_209_430_430,Yes,210-225,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,7,1,4,0,11,1,57.1,0.5 to 1,80,24,1,No,Yes,86.3,6.8,6.8,83.8,16.1,Once per week for 3 month(s),NGO,Once per week for 3 month(s),NGO,Once per week for 3 month(s),NGO,5,10%,0%,"$53,194.00",15,15,"$55,429.00",15,15,"$58,167.00",15,15,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,"1500 Forest Glen Rd, Silver Spring, MD 20910-1484",4,Once per week for 2 month(s),NGO,"$51,894.00",15,15,"9250 Bendix Rd, Columbia, MD 20145",,,,,,,(4 wks ),,
0,https://freida.ama-assn.org/program/2201031067,Community-based university affiliated,MedStar Washington Hospital Center,4,4,No,Yes,June,Yes,No,http://www.whcenter.org/body.cfm?id=989,Not Available,"Felicia  Hamilton
MD
MedStar Washington Hosp Ctr
Ste 5B-45
110 Irving St NW
Washington, DC 20010
Tel: (202) 877-8176
Fax: (202) 877-7029
E-mail: felicia.l.hamilton@medstar.net","Mary  Nguyen
MPH
MedStar Washington Hosp Ctr
Ste 5B-45
110 Irving St NW
Washington, DC 20010-2975
Tel: (202) 877-8035
Fax: (202) 877-7029
E-mail: mxn9@gunet.georgetown.edu",2201031067,"MedStar Washington Hosp Ctr, Ste 5B-45, 110 Irving St NW, Washington, DC 20010","10980 Grantchester Way, Columbia, MD 21044","110 Irving St NW, Washington, DC 20010","3800 Reservoir Rd NW, Washington, DC 20007",High clinical volume program with great dedicated full-time faculty and outstanding resident support.,10,10,10,No,No,"Yes , Codes: 1800220C0",No,10/31/2020,10/28/2020 - 1/31/2021_10/22/2021 - 1/31/2022,9/15/2021,10/15/2021,Yes,120,No,No,3,No,Yes,200_200__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,55,4,35,5,90,9,63.6,1.8 to 1,60,16,1.5,No,Yes,87.2,2.5,10.1,92.2,7.7,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,5,25%,10%,"$62,300.00",15,NGO,"$65,500.00",15,NGO,"$69,000.00",15,NGO,Yes,NGO,0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,"1500 Forest Glen Rd, Silver Spring, MD 20910-1484",10,Every fourth night for 1 month(s),Not Available,"$62,250.00",15,NGO,"720 Aliceanna St, Baltimore, MD 21202",,"1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,
0,https://freida.ama-assn.org/program/2200911062,Community-based university affiliated,Christiana Care Health Services Inc,4,4,No,Yes,July,Yes,No,http://www.christianacare.org,Not Available,"Anthony  Sciscione
DO, PhD
Christiana Care Health Services
PO Box 6001
4755 Ogletown-Stanton Rd
Newark, DE 19718
Tel: (302) 301-6565
Fax: (302) 301-2330
E-mail: asciscione@christianacare.org","Sandra L Kardos
BS
Christiana Care Health Services
Ste 1905
4755 Ogletown-Stanton Rd
Newark, DE 19713
Tel: (302) 301-6565
Fax: (302) 301-2330
E-mail: skardos@christianacare.org",2200911062,"Christiana Care Health Services, PO Box 6001, 4755 Ogletown-Stanton Rd, Newark, DE 19718","501 W 14th St, Wilmington, DE 19899-1668","424 Savannah Rd, Lewes, DE 19958","140 E Delaware Ave, Newark, DE 19711",Over 7000 babies are delivered each year and over 5000 surgeries are performed by the OBG department. The large number of deliveries and the extensive and varied volume of gynecologic surgery assure residents exposure to the entire spectrum of OBG processes and pathology.,7,7,7,No,No,"Yes , Codes: 1099220C0",No,12/1/2020,11/6/2020 - 1/8/2021_11/5/2021 - 1/14/2022,9/15/2021,12/1/2021,Yes,92,No,No,3,No,Yes,210_210_600_600,Yes,210-225,Yes,Yes,501-540,Required,Yes,No,No,35,14,6,0,41,14,68.5,1.3 to 1,65,16,2,No,Yes,100.0,0.0,0.0,95.9,4.0,N/A,0,Once per week for 4 week(s),0,Once per week for 4 week(s),0,6,20%,20%,"$65,665.00",15,15,"$68,827.00",15,15,"$72,238.00",15,15,No answer,NGO,NGO,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,7,Once per week for 4 week(s),Not Available,"$63,876.00",15,15,,,,,,,,NGO (wks),,
0,https://freida.ama-assn.org/program/2201100080,,,4,4,No,No,July,Yes,No,https://brandonhospital.com/gme/,Not Available,"James E Baron
MD
Brandon Regional Hosp
Ob/Gyn Pgm
119 Oakfield Dr
Brandon, FL 33511
Tel: (813) 916-2344
Fax:
E-mail: james.baron@hcahealthcare.com","Sharon E Staine
MS
Brandon Regional Hosp
Ob/Gyn Pgm
119 Oakfield Dr
Brandon, FL 33511
Tel: (813) 916-2344
Fax:
E-mail: sharon.staine@hcahealthcare.com",2201100080,"Brandon Regional Hosp, Ob/Gyn Pgm, 119 Oakfield Dr, Brandon, FL 33511","3031 Rocky Dr W, Tampa, FL 33607","119 Oakfield Dr, Brandon, FL 33511","6500 38th Ave N, St Petersburg, FL 33710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4726 N Habana Ave, Tampa, FL 33614",,,,,,,,,,,,,,,,
