,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Participant 4,Night float system,,Participant 5,Participant 6,Participant 7,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5
0,https://freida.ama-assn.org/program/1102621161,Community-based university affiliated,Mayo Clinic College of Medicine and Science,3,3,No,Yes,"June,July,August,Negotiable",Yes,No,https://college.mayo.edu/academics/residencies-and-fellowships,Not Available,"James  Homme
MD
Mayo Clinic Rochester
Emergency Medicine Pgm
200 First St SW
Rochester, MN 55905
Tel: (507) 255-2192
Fax: (507) 293-6087
E-mail: emres@mayo.edu","Darcie M Skoda
Mayo Clinic
Emergency Medicine Pgm
200 First St SW
Rochester, MN 55905
Tel: (507) 255-2192
Fax: (507) 293-6087
E-mail: emres@mayo.edu",1102621161,"Mayo Clinic Rochester, Emergency Medicine Pgm, 200 First St SW, Rochester, MN 55905","200 First St SW, Rochester, MN 55905","1216 Second St SW, Rochester, MN 55902-1970",,,"Mayo offers a patient population that manifests the breadth of pathology necessary for comprehensive EM training, a diverse faculty with a commitment towards education, and support to allow residents to excel in any aspect of EM they choose to pursue.",9,9,9,,No,No,"Yes , Codes: 1328110C0",No,12/30/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/15/2022,9/15/2021,12/30/2021,Yes,160,No,No,3,No,Yes,194_209_400_400,Yes,226-235,Yes,Yes,No Answer,Not required,Yes,Yes,Yes,41,0,17,0,58,0,36.5,1.8 to 1,50,28,1,Yes,,94.8,5.1,0.0,35.9,64.0,Every third night for 3 month(s),0,Every third night for 3 month(s),4,N/A,Not Available,,,6,NGO,N/A,"$57,653.00",15,91,"$59,662.00",15,91,"$62,130.00",15,91,,,,No answer,84,NGO,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Required,Yes,No,Yes,,,No,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102621144,Community-based university affiliated,HealthPartners Institute,3,3,No,Yes,July,Yes,No,http://www.regionsem.org,Not Available,"Cullen B Hegarty
MD
Regions Hosp
Emergency Ctr 11102F
640 Jackson St
St Paul, MN 55101
Tel: (651) 254-3666
Fax: (651) 254-5216
E-mail: cullen.b.hegarty@healthpartners.com","Amy E Koonce
Regions Hosp
Emergency Ctr 11102F
640 Jackson St
St Paul, MN 55101-2595
Tel: (651) 254-5091
Fax: (651) 254-5216
E-mail: amy.e.koonce@healthpartners.com",1102621144,"Regions Hosp, Emergency Ctr 11102F, 640 Jackson St, St Paul, MN 55101","640 Jackson St, St Paul, MN 55101-2595","640 Jackson St, St Paul, MN 55101-2595","345 N Smith Ave, St Paul, MN 55102","2525 Chicago Ave S, Minneapolis, MN 55404-9976","Our goal is to train leaders interested in a career combining outstanding clinical practice with activities such as EMS, teaching, administration, research, involvement in EM organizations, or one of the subspecialty areas of EM.",11,11,11,,No,No,"Yes , Codes: 1335110C0",No,11/1/2020,11/1/2020 - 2/28/2021_10/25/2021 - 1/14/2022,9/13/2021,11/1/2021,Yes,135,No,No,3,No,Yes,210___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",541-600,Required,Yes,No,No,32,0,0,0,32,0,37.5,0.9 to 1,55,16,1,Yes,,100.0,0.0,0.0,55.9,44.0,N/A,3,Two times per week for 5 week(s),4,Two times per week for 5 week(s),Not Available,,,5,NGO,N/A,"$58,967.00",21,21,"$60,927.00",21,21,"$62,886.00",21,21,,,,No answer,42,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,"405 Stageline Rd, Hudson, WI 54016",,Yes,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102800202,,,3,3,No,Yes,July,Yes,No,http://medicine.missouri.edu/emergency/,Not Available,"Jacob  Kesterson
MD
Univ of Missouri-Columbia
Ste M562
1 Hospital Dr
Columbia, MO 65212
Tel:
Fax:
E-mail: kestersonjp@health.missouri.edu","Lindsey  Turner
BS
Univ of Missouri-Columbia
Ste M562
1 Hospital Dr
Columbia, MO 65212
Tel: (573) 884-3233
Fax: (573) 884-5994
E-mail: umhsemermedrescoor1@health.missouri.edu",1102800202,"Univ of Missouri-Columbia, Ste M562, 1 Hospital Dr, Columbia, MO 65212","One Hospital Dr, Columbia, MO 65212","One Hospital Dr, Columbia, MO 65212","404 N Keene St, Columbia, MO 65201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102800203,Community-based university affiliated,Freeman Hospital West,3,3,No,Yes,July,Yes,No,https://www.freemanhealth.com/graduate-medical-education/,Not Available,"Alisha  Wright
DO
Freeman Hosp West
Emergency Medicine Pgm
1102 W 32nd St
Joplin, MO 64804
Tel: (417) 347-3377
Fax:
E-mail: bkbarger-saunders@freemanhealth.com","Brenda  Barger-Saunders
BA
Freeman Hosp West
Emergency Medicine Pgm
1102 W 32nd St
Joplin, MO 64804
Tel: (417) 347-5610
Fax:
E-mail: bkbarger-saunders@freemanhealth.com",1102800203,"Freeman Hosp West, Emergency Medicine Pgm, 1102 W 32nd St, Joplin, MO 64804","1750 Independence Ave, Kansas City, MO 64106","1102 W 32nd St, Joplin, MO 64801","2401 Gillham Rd, Kansas City, MO 64108-9898","625 Virginia Ave, Joplin, MO 64801",One additional week of PTO for conferences. Audition rotation required.,6,6,6,,No,No,"Yes , Codes: 1987110C0",No,1/15/2021,7/1/2020 - 1/15/2021_7/1/2021 - 1/15/2022,7/1/2021,1/15/2022,No,38,No,No,3,Yes,Yes,220_220__,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,6,0,40,6,46,6,16.6,1.4 to 1,60,16,1,Yes,Yes,,,,,,N/A,0,N/A,0,N/A,Not Available,,,6,5%,10%,"$50,725.00",15,Not Available,"$52,320.00",15,Not Available,"$56,330.00",15,Not Available,,,,Yes,20,20,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102812029,University-based,Truman Medical Center Hospital Hill,3,3,No,Yes,July,Yes,No,http://med.umkc.edu/em/,Not Available,"Amy  Stubbs
MD
Truman Med Ctr
Dept of Emergency Med
2301 Holmes St
Kansas City, MO 64108
Tel: (816) 404-5075
Fax: (816) 404-5094
E-mail: amy.stubbs@tmcmed.org","Christina  Mayne
BS
Truman Med Ctr
Dept of Emergency Med
2301 Holmes St
Kansas City, MO 64108
Tel: (816) 404-5075
Fax: (816) 404-5094
E-mail: christina.mayne@tmcmed.org",1102812029,"Truman Med Ctr, Dept of Emergency Med, 2301 Holmes St, Kansas City, MO 64108","2411 Holmes St, Kansas City, MO 64108-2792","2301 Holmes St, Kansas City, MO 64108-2640","4401 Wornall Rd, Kansas City, MO 64111","2401 Gillham Rd, Kansas City, MO 64108-9898","Our program is clinically focused and strives to cultivate compassionate, competent EM physicians. Truman Med Center, a high-volume trauma center, is our primary teaching site exposing residents to a diverse patient population with a wide range of acuity and pathology. Residents gain outstanding pediatric experience at nationally renowned Children's Mercy Hospital. We have multiple fellowship-trained faculty members.",11,11,11,,No,No,"Yes , Codes: 1343110C0",No,11/15/2020,11/9/2020 - 1/15/2021_-,9/1/2021,11/15/2021,No,136,No,No,3,No,Yes,210___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,21,1,11,0,32,1,42.8,0.8 to 1,63,24,1.5,Yes,,68.6,0.0,31.3,20.2,79.7,Two times per week for 2 month(s),2,Two times per week for 4 week(s),NGO,N/A,NGO,,,5,NGO,N/A,"$53,596.00",21,NGO,"$55,552.00",21,NGO,"$57,363.00",21,NGO,,,,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,,,No,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102821154,University-based,Barnes-Jewish Hospital,4,4,No,Yes,"June,July",Yes,No,https://emergencymedicine.wustl.edu/,Not Available,"Jason C Wagner
MD
Washington Univ Med Ctr
Campus Box 8072
660 S Euclid Ave
St Louis, MO 63110
Tel: (314) 362-9177
Fax: (314) 362-0478
E-mail: jwagner@wustl.edu","Lindsey  Wasser
Washington Univ Med Ctr
Campus Box 8072
660 S Euclid Ave
St Louis, MO 63110-1093
Tel: (314) 362-9177
Fax: (314) 362-0478
E-mail: wasserl@wustl.edu",1102821154,"Washington Univ Med Ctr, Campus Box 8072, 660 S Euclid Ave, St Louis, MO 63110","660 S Euclid Ave, St Louis, MO 63110-1093","One Barnes-Jewish Hospital Plaza, St Louis, MO 63110","One Children's Pl, St Louis, MO 63110-1077",,"This program provides the knowledge and clinical skills to become outstanding physicians through a high-acuity clinical setting, state-of-the-art facilities, and innovative curriculum. Our 3 core principles are: Inspire a passion for Emergency Medicine; Provide opportunities to explore/excel in EM; Make an impact, in the lives of our patients, the health of our communities, or on the specialty. This intersection of passion, opportunity and impact, is where we endeavor to train future leaders.",14,14,14,14,No,No,"Yes , Codes: 1353110C0",No,11/2/2020,11/6/2020 - 1/18/2021_10/18/2021 - 12/17/2021,9/27/2021,11/8/2021,Yes,174,No,No,2,No,Yes,_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,57,26,16,23,73,49,24.5,1.1 to 1,55,16,1.7,Yes,,94.2,5.0,0.6,41.2,58.7,N/A,0,N/A,2,Every third night for 1 month(s),2,N/A,Not Available,5,NGO,N/A,"$59,063.00",20,10,"$61,413.00",20,10,"$64,179.00",20,10,"$67,069.00",20,10,Yes,42,42,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,No,,,No,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102831201,University-based,SSM Health Saint Louis University Hospital,3,3,No,Yes,July,Yes,No,http://surgery.slu.edu/er/,Not Available,"Craig E Krausz
MD
St Louis Univ Hosp
1st Fl EM Admin Office
3691 Rutger St
St Louis, MO 63110
Tel: (314) 977-1928
Fax: (314) 977-1628
E-mail: craig.krausz@health.slu.edu","Wanda D Bailey-Gregory
BA
St Louis Univ Hosp
1st Fl EM Admin Office
3691 Rutger St
St Louis, MO 63110
Tel: (314) 977-1914
Fax: (314) 977-1628
E-mail: wanda.baileygregory@health.slu.edu",1102831201,"St Louis Univ Hosp, 1st Fl EM Admin Office, 3691 Rutger St, St Louis, MO 63110","1402 S Grand Blvd, St Louis, MO 63104","3635 Vista Ave, St Louis, MO 63110","615 S New Ballas Rd, St Louis, MO 63141-8221","6420 Clayton Rd, St Louis, MO 63117",We offer international electives as a senior resident. There are opportunities to teach medical students and undergraduates in formal courses. We also help staff mass gathering events and other community outreach services.,7,7,7,,No,No,"Yes , Codes: 1365110C0",No,12/31/2020,10/7/2020 - 1/20/2021_10/6/2021 - 1/26/2022,9/1/2021,12/31/2021,Yes,88,No,No,3,No,Yes,220_225_500_525,Yes,236-245,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,Yes,13,0,14,0,27,0,46.1,0.9 to 1,50,16,1,Yes,Yes,81.3,4.3,14.3,21.4,78.5,N/A,0,N/A,0,N/A,Not Available,,,5,NGO,N/A,"$54,361.00",15,30,"$55,361.00",15,30,"$57,097.00",15,30,,,,Yes,21,0,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"1465 S Grand Blvd, St Louis, MO 63104-1095",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102700075,,,3,3,No,Yes,July,Yes,No,http://www.mrhc.org,Not Available,"Frederick B Carlton
MD
Magnolia Regional Health Ctr
GME Bldg G
611 Alcorn Dr
Corinth, MS 38834
Tel: (662) 293-7686
Fax:
E-mail: glindsey@mrhc.org","Jamie  Anderson
Magnolia Regional Health Ctr
GME Bldg G
611 Alcorn Dr
Corinth, MS 38834
Tel: (662) 293-7218
Fax: (662) 293-4347
E-mail: janderson2@mrhc.org",1102700075,"Magnolia Regional Health Ctr, GME Bldg G, 611 Alcorn Dr, Corinth, MS 38834","611 Alcorn Dr, Corinth, MS 38834","2500 N State St, Jackson, MS 39216-4505","5001 Hardy St, Hattiesburg, MS 39402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102700074,Community-based university affiliated,Merit Health Wesley,4,4,Yes,Yes,July,Yes,No,http://www.merithealthwesley.com/emergency-medicine-residency,Not Available,"Emily  Nix
MD
Merit Health Wesley
Graduate Medical Education
5001 Hardy St
Hattiesburg, MS 39402
Tel: (601) 296-3680
Fax:
E-mail: courtney.watts@merithealthwesley.com","Courtney  Watts
Merit Health Wesley
Graduate Med Education
5001 Hardy St
Hattiesburg, MS 39402
Tel: (601) 296-3680
Fax: (601) 268-8399
E-mail: courtney.watts@merithealthwesley.com",1102700074,"Merit Health Wesley, Graduate Medical Education, 5001 Hardy St, Hattiesburg, MS 39402","5001 Hardy St, Hattiesburg, MS 39402","2500 N State St, Jackson, MS 39216-4505",,,"The residency program strives to continuously improve upon its program, training facilities and academic curriculum to achieve the ultimate goal of the department of emergency medicine: ""Excellence in patient care.""",6,6,6,6,No,No,"Yes , Codes: 2174110C0",No,,-_-,,,Yes,60,No,No,2,Yes,Yes,200_200_400_400,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,8,0,0,0,8,0,25.0,0.3 to 1,50,12,1,Yes,,0.0,0.0,100.0,20.4,79.5,N/A,1,N/A,1,N/A,0,N/A,Not Available,5,17%,0%,"$45,000.00",Not Available,Not Available,"$45,500.00",Not Available,Not Available,"$46,000.00",Not Available,Not Available,"$46,500.00",Not Available,Not Available,No,28,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Required,No,No,Yes,,,No,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1102721073,,,3,3,No,Yes,July,Yes,No,https://www.umc.edu/emergencymedicine,Not Available,"Sarah Abston Sterling
MD
Univ of Mississippi Med Ctr
Dept of Emergency Medicine
2500 N State St
Jackson, MS 39216-4505
Tel: (601) 984-5582
Fax: (601) 984-5583
E-mail: sasterling@umc.edu","Christi A Terrell
MD, MEd
Univ of Mississippi Med Ctr
Dept of Emergency Medicine
2500 N State St
Jackson, MS 39216-4505
Tel: (601) 984-5582
Fax: (601) 984-5583
E-mail: emresidency@umc.edu",1102721073,"Univ of Mississippi Med Ctr, Dept of Emergency Medicine, 2500 N State St, Jackson, MS 39216-4505","2500 N State St, Jackson, MS 39216-4505","2500 N State St, Jackson, MS 39216-4505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1103621130,University-based,University of North Carolina Hospitals,3,3,No,Yes,June,Yes,No,http://www.med.unc.edu/emergmed,Not Available,"Nikki M Binz
MD
Univ of North Carolina Hosps
Dept of Emergency Med CB#7594
170 Manning Dr
Chapel Hill, NC 27599
Tel: (919) 966-6440
Fax: (919) 966-3049
E-mail: nbinz@med.unc.edu","Felicia  Sawyer
Univ of North Carolina Hosps
Dept of Emergency Med CB#7594
170 Manning Dr
Chapel Hill, NC 27599-7594
Tel: (919) 966-6440
Fax: (919) 966-3049
E-mail: felicia_sawyer@med.unc.edu",1103621130,"Univ of North Carolina Hosps, Dept of Emergency Med CB#7594, 170 Manning Dr, Chapel Hill, NC 27599","101 Manning Dr, Chapel Hill, NC 27514","3000 New Bern Ave, Raleigh, NC 27610",,,"In addition to UNC hospitals, program has extensive, integrated clinical experience in community trauma center. WakeMed is 130,000 visit teaching facility, which includes a 45,000 visit pediatric emergency department.",14,14,14,,No,No,"Yes , Codes: 1900110C0",No,10/21/2020,11/2/2020 - 1/29/2021_-,,,Yes,180,No,No,2,No,Yes,200___,No,226-235,Yes,No,541-600,"Desired, with some exceptions",Yes,No,No,34,5,2,0,36,5,41.1,0.8 to 1,60,16,1.5,Yes,,93.0,4.1,2.8,23.9,76.0,Every fourth night for 3 month(s),0,Every fourth night for 2 month(s),0,N/A,Not Available,,,5,NGO,N/A,"$54,662.00",21,NGO,"$56,618.00",21,NGO,"$58,656.00",21,NGO,,,,Yes,42,42,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,No,,,No,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1103612032,Community-based university affiliated,Carolinas Medical Center,3,3,Yes,Yes,"June,July",Yes,No,http://www.atriumhealth.org/,Not Available,"Sean M Fox
MD
Carolinas Med Ctr
PO Box 32861
1000 Blythe Blvd
Charlotte, NC 28232
Tel: (704) 355-3181
Fax: (704) 355-7047
E-mail: emresidency@atriumhealth.org","Mary A Fiorillo
Carolinas Med Ctr
PO Box 32861
1000 Blythe Blvd
Charlotte, NC 28232-2861
Tel: (704) 355-3658
Fax: (704) 355-8356
E-mail: mary.fiorillo@atriumhealth.org",1103612032,"Carolinas Med Ctr, PO Box 32861, 1000 Blythe Blvd, Charlotte, NC 28232","1000 Blythe Blvd, Charlotte, NC 28232-2861",,,,"CHS only accepts applications through ERAS. Due to the pandemic, all interviews  will be conducted virtually. Application deadline and dates of interviews are TBD at this time.  Three letters of recommendation required--one should be from an EM physician. USMLE Step 1 (min 230) score must be reported. COMLEX not accepted in lieu of USMLE. We accept a max 2 year graduation date from medical school. We accept IMGs. We sponsor J1, F1, H-1B, TN, EAC, Green Cards. Current work authorization required.",14,14,14,,No,No,"Yes , Codes: 1527110C0",No,,-_-,,,Yes,113,No,No,3,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,36,0,2,0,38,0,47.2,0.8 to 1,50,16,1.5,Yes,,97.6,2.3,0.0,42.5,57.4,Every third night for 2 month(s),NGO,Every third night for 2 month(s),NGO,Every third night for 1 month(s),NGO,,,5,15%,N/A,"$56,761.00",10,5,"$58,567.00",10,5,"$60,473.00",15,5,,,,No answer,42,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,No,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1103613166,,,3,3,No,Yes,"June,July,August,January",Yes,No,http://emergencymedicine.surgery.duke.edu/education-and-training,Not Available,"Joshua S Broder
MD
Duke Univ Med Ctr
Emergency Med Pgm
Box 3935
Durham, NC 27710
Tel: (919) 681-2247
Fax: (919) 668-6115
E-mail: joshua.broder@duke.edu","Kimberly S Brown
BS
Duke Univ Med Ctr
Emergency Med Pgm
Box 3935
Durham, NC 27710
Tel: (919) 681-2274
Fax: (919) 668-6115
E-mail: brown318@mc.duke.edu",1103613166,"Duke Univ Med Ctr, Emergency Med Pgm, Box 3935, Durham, NC 27710","2301 Erwin Rd, Durham, NC 27710","3643 N Roxboro St, Durham, NC 27704-2763","508 Fulton St, Durham, NC 27705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
