,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3404231062,4,4,Yes,Yes,July,Yes,No,,Not Available,"Carmen E Lopez-Acevedo
MD
Univ of Puerto Rico Sch of Med
Office A-204
PO Box 365067
San Juan, PR 00936
Tel: (787) 751-9625
Fax: (787) 754-1478
E-mail: carmen.lopez13@upr.edu","Keren  Munoz-Rios
BA
Univ of Puerto Rico Sch of Med
Office A-204
PO Box 365067
San Juan, PR 00936-5067
Tel: (787) 758-2525
Fax: (787) 754-1478
E-mail: keren.munoz@upr.edu",3404231062,"Univ of Puerto Rico Sch of Med, Office A-204, PO Box 365067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","Puerto Rico Med Ctr, San Juan, PR 00919","10 Casia St, San Juan, PR 00921-3201",,,,,"PO Box 191079, San Juan, PR 00919-1079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PMB 340 PO Box 70344, San Juan, PR 00936-0344","PO Box 366528, San Juan, PR 00936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404231063,4,4,No,Yes,July,Yes,Yes,http://www.caribbean.va.gov/edprograms/index.asp,Not Available,"David A Soto-Quijano
MD
VA Caribbean Healthcare System
PM&R Service (117)
10 Casia St
San Juan, PR 00921
Tel: (787) 641-7582
Fax: (787) 641-5716
E-mail: david.soto-quijano@va.gov","Carlos E Calvo-Silva
MD
VA Caribbean Healthcare System
PM&R Service (117)
10 Casia St
San Juan, PR 00921-3201
Tel: (787) 641-7582
Fax: (787) 641-9359
E-mail: carlos.calvo-silva@va.gov",3404231063,"VA Caribbean Healthcare System, PM&R Service (117), 10 Casia St, San Juan, PR 00921","10 Casia St, San Juan, PR 00921-3201","PO Box 191079, San Juan, PR 00919-1079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404700100,4,4,No,Yes,July,Yes,No,https://medschool.vanderbilt.edu/pmr/,Not Available,"William M Sullivan
MD
Vanderbilt Univ Med Ctr
Ste 1318
2201 Children's Way
Nashville, TN 37212
Tel: (615) 936-5502
Fax:
E-mail: kara.dyer@vumc.org","Kara  Dyer
BS
Vanderbilt Univ Med Ctr
Ste 1318
2201 Children's Way
Nashville, TN 37212
Tel:
Fax:
E-mail: kara.dyer@vumc.org",3404700100,"Vanderbilt Univ Med Ctr, Ste 1318, 2201 Children's Way, Nashville, TN 37212","1161 21st Ave S, Nashville, TN 37232-2104","2201 Childrens Way, Nashville, TN 37212-3165","1310 24th Ave S, Nashville, TN 37212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404800109,3,3,No,No,July,Yes,No,https://dellmed.utexas.edu/education/academics/graduate-medical-education,Not Available,"Christopher J Garrison
MD, MBA
Univ of Texas Austin Dell Med Sch
Physical Medicine and Rehab Ste 2230
1400 N IH-35
Austin, TX 78701
Tel: (512) 324-8235
Fax: (512) 324-8223
E-mail: dkleblanc@ascension.org","Deborah  LeBlanc
BS
Univ of Texas Austin Dell Med Sch
Physical Medicine and Rehab Ste 2230
1400 N IH-35
Austin, TX 78701
Tel: (512) 324-8235
Fax: (512) 324-8223
E-mail: dkleblanc@ascension.org",3404800109,"Univ of Texas Austin Dell Med Sch, Physical Medicine and Rehab Ste 2230, 1400 N IH-35, Austin, TX 78701","2400 Inner Campus Dr, Austin, TX 78712","1500 Red River Rd, Austin, TX 78701","1201 W 38th St, Austin, TX 78705-1056","4900 Mueller Blvd, Austin, TX 78723",,,,,"11113 Research Blvd, Austin, TX 78759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700 W 45th St, Austin, TX 78751","3755 S Capital of Texas Hwy, Austin, TX 78704","11111 Research Blvd, Austin, TX 78759","1600 W 35th St, Austin, TX 78731","2714 Bee Cave Rd, Austin, TX 78746","3001 Bee Cave Rd, Rollingwood, TX 78746",,,,,,,,,"3901 Medical Pkwy, Austin, TX 78756",,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404821065,4,4,No,Yes,July,Yes,No,http://www.utsouthwestern.edu/education/medical-school/,Not Available,"Kim  Barker
MD
Univ of Texas Southwestern Med Ctr
Dept of PM&R
5323 Harry Hines Blvd
Dallas, TX 75390-9055
Tel: (214) 648-8826
Fax: (214) 648-9207
E-mail: terri.isbell@utsouthwestern.edu","Terri L Isbell
Univ of Texas Southwestern Med Ctr
Dept of PM&R
5323 Harry Hines Blvd
Dallas, TX 75390-9055
Tel: (214) 648-8826
Fax: (214) 648-9207
E-mail: terri.isbell@utsouthwestern.edu",3404821065,"Univ of Texas Southwestern Med Ctr, Dept of PM&R, 5323 Harry Hines Blvd, Dallas, TX 75390-9055","5323 Harry Hines Blvd, Dallas, TX 75390-9002","5201 Harry Hines Blvd, Dallas, TX 75235","6201 Harry Hines Blvd, Dallas, TX 75235-0001","4500 S Lancaster Rd, Dallas, TX 75216","In addition to the six PGY1 categorical positions offered, we are a hands-on residency with varied patient population that provides numerous EMG's, injections, ultrasound, MSK and sports medicine experiences, as well as research and selective months.",,Community-based university affiliated,Parkland Health and Hospital System-Parkland Memorial Hospital,"1935 Medical District Dr, Dallas, TX 75235",6,9,9,9,"No, with exceptions",Yes,"Yes , Codes: 2835340C0","Yes , Codes: 2835340A0",12/15/2020,12/1/2020 - 2/19/2021_11/5/2021 - 1/21/2022,9/1/2021,11/30/2021,Yes,79,No,No,3,No,Yes,190__450_,No,226-235,Yes,No,541-600,Not required,No,No,No,42,9,3,0,45,9,61.9,1.3 to 1,45,24,2,Yes,Yes,74.4,4.4,21,35.9,64,N/A,0,Every eleventh night or more for 3 week(s),3,Every eleventh night or more for 3 week(s),3,N/A,Not Available,3,25%,N/A,"$58,199.00",15,10,"$60,122.00",15,10,"$62,570.00",15,10,"$65,070.00",15,10,No,25,30,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,"8200 Walnut Hill Ln, Dallas, TX 75231-4496","5323 Harry Hines Blvd, Dallas, TX 75390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404831064,3,3,No,Yes,July,Yes,No,http://www.baylorhealth.edu/Education/,Not Available,"Rita G Hamilton
DO
Baylor Univ Med Ctr
Dept of PM&R
909 N Washington Ave
Dallas, TX 75246
Tel: (214) 820-7192
Fax: (214) 820-8892
E-mail: stephanie.rodriguez@bswhealth.org","Rachel  Daigle
Baylor Univ Med Ctr
Dept of PM&R
909 N Washington Ave
Dallas, TX 75246
Tel: (214) 820-7192
Fax: (214) 820-8892
E-mail: rachel.daigle@bswhealth.org",3404831064,"Baylor Univ Med Ctr, Dept of PM&R, 909 N Washington Ave, Dallas, TX 75246","3500 Gaston Ave, Dallas, TX 75246","3505 Gaston Ave, Dallas, TX 75246","5323 Harry Hines Blvd, Dallas, TX 75390-9002","1935 Medical District Dr, Dallas, TX 75235","Comprehensive training experience, home call, conference budget and book allowance, education friendly environment, selective rotations.",NGO (wks),Community-based university affiliated,Baylor Institute for Rehabilitation,"3301 Swiss Ave, Dallas, TX 75204",3,3,3,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1706340A0",,-_-,,,No,48,No,No,3,No,No,_230_500_545,Yes,No Answer,Yes,Yes,No Answer,Not required,Yes,No,No,1,0,0,0,1,0,100,0.1 to 1,45,14,2,Yes,No,33.3,0,66.6,53.7,46.2,N/A,9,N/A,6,N/A,3,,,5,30%,1%,,,,"$57,512.00",15,3,"$59,700.00",15,3,"$63,336.00",15,3,Yes,15,15,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,No,"1400 S 8th Ave, Fort Worth, TX 76104","1405 W Jefferson, Waxahachie, TX 75165","1650 W College, Grapevine, TX 76051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404821066,3,3,No,Yes,July,Yes,No,https://www.bcm.edu/departments/physical-medicine-and-rehabilitation/,Not Available,"Rochelle T Dy
MD
Baylor Coll of Med
Dept of PM&R Ste 10C
7200 Cambridge St
Houston, TX 77030
Tel: (832) 826-6123
Fax:
E-mail: monica.johnson@bcm.edu","Monica R Johnson
MBA
Baylor Coll of Med
PM&R Education Office 10th Fl
7200 Cambridge St
Houston, TX 77030-3405
Tel: (713) 798-3518
Fax: (713) 798-4688
E-mail: monica.johnson@bcm.edu",3404821066,"Baylor Coll of Med, Dept of PM&R Ste 10C, 7200 Cambridge St, Houston, TX 77030","One Baylor Plaza, Houston, TX 77030","2002 Holcombe Blvd, Houston, TX 77030-4298","1504 Ben Taub Loop, Houston, TX 77030","6720 Bertner Ave, Houston, TX 77030","Annual courses and workshops: PM&R review course, life after residency, research, critical review of literature, anatomy, cadaver, EMG, interventional pain and spasticity, osteo manual medicine, orthotic and ROCA, as well as residency research director.",,University-based,Michael E DeBakey VA Medical Center (Houston),"6621 Fannin St, Houston, TX 77030-2399",8,8,8,,"Yes  , 1 year(s)",No,No,No,,-_10/15/2021 - 12/17/2021,9/15/2021,,No,85,No,No,3,No,Yes,210___,No,236-245,No,No,No Answer,Not known,Yes,No,No,35,15,4,7,39,22,71.4,1.5 to 1,52,30,1.8,Yes,No,81.2,10.4,8.3,48.6,51.3,Once per week for 3 month(s),NGO,Once per week for 4 month(s),NGO,Once per week for 1 month(s),NGO,,,3,12%,N/A,,,,"$62,271.00",21,14,"$63,955.00",21,14,"$66,538.00",21,14,No answer,44,Not Available,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Not available,Yes,Yes,No,"1333 Moursund, Houston, TX 77030","2525-A Holly Hall, Houston, TX 77054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404821101,4,4,No,Yes,July,Yes,No,https://med.uth.edu/pmr/,Not Available,"Nikola  Dragojlovic
DO
McGovern Med Sch at UTHealth
JJL 285A
1133 John Freeman Blvd
Houston, TX 77030
Tel: (713) 797-7429
Fax:
E-mail: kathy.brown@uth.tmc.edu","Kathy J Brown
Univ of Texas Health Science Ctr Houston
MSB G550A
6431 Fannin St
Houston, TX 77030
Tel: (713) 797-7429
Fax: (713) 486-0966
E-mail: kathy.brown@uth.tmc.edu",3404821101,"McGovern Med Sch at UTHealth, JJL 285A, 1133 John Freeman Blvd, Houston, TX 77030","7000 Fannin St, Houston, TX 77030","1333 Moursund, Houston, TX 77030","2002 Holcombe Blvd, Houston, TX 77030-4298","6411 Fannin St, Houston, TX 77030-1501","Annual courses and workshops: PM&R review course, life after residency, research, critical review of literature, anatomy, cadaver, EMG, interventional pain and spasticity, osteo manual medicine, orthotic and RO&CA, as well as residency research director course.",NGO (wks),University-based,The Institute for Rehabilitation and Research,"5656 Kelley St, Houston, TX 77026",4,4,4,4,No,No,"Yes , Codes: 2923340C0",No,10/31/2020,11/2/2020 - 2/1/2021_11/1/2021 - 2/1/2022,9/1/2021,10/30/2021,Yes,80,No,No,3,No,Yes,220_230_560_550,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,15,7,4,7,19,14,40,1.0 to 1,54,24,1.6,Yes,No,37.5,20.8,41.6,29.1,70.8,Once per week for 3 month(s),NGO,Once per week for 4 month(s),NGO,Once per week for 1 month(s),NGO,N/A,Not Available,3,30%,15%,"$62,269.00",21,12,"$63,953.00",21,12,"$66,536.00",21,12,"$68,435.00",21,12,No answer,NGO,NGO,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,"1515 Holcombe Blvd, Houston, TX 77030","6977 Main St, Houston, TX 77030-1695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404821067,4,4,No,Yes,July,Yes,No,http://uthscsa.edu/rehab,Not Available,"Derrick B Allred
MD
Univ of Texas HSC San Antonio
MC  7798
7703 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 567-5359
Fax: (210) 567-5354
E-mail: garzak@uthscsa.edu","Kim M Garza
BA
Univ of Texas HSC San Antonio
Dept of Rehab Med MSC 7798
7703 Floyd Curl Dr
San Antonio, TX 78229-3900
Tel: (210) 567-5359
Fax: (210) 567-5354
E-mail: garzak@uthscsa.edu",3404821067,"Univ of Texas HSC San Antonio, MC  7798, 7703 Floyd Curl Dr, San Antonio, TX 78229","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","4502 Medical Dr, San Antonio, TX 78229-4493","333 N Santa Rosa Blvd, San Antonio, TX 78207-3198","7400 Merton Minter Blvd, San Antonio, TX 78284-5799",,,,,"5101 Medical Dr, San Antonio, TX 78229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3404921068,4,4,No,No,July,Yes,No,http://medicine.utah.edu/pmr/,Not Available,"Pamela  Hansen
MD
Univ of Utah Med Ctr
Rm 2122
85 N Medical Dr
Salt Lake City, UT 84132
Tel: (801) 585-2589
Fax: (801) 585-5757
E-mail: pamela.hansen@hsc.utah.edu","Adriana  Garcia
Univ of Utah Med Ctr
Rm 2122
85 N Medical Dr
Salt Lake City, UT 84132-2119
Tel: (801) 585-2589
Fax: (801) 585-5757
E-mail: adriana.garcia@hsc.utah.edu",3404921068,"Univ of Utah Med Ctr, Rm 2122, 85 N Medical Dr, Salt Lake City, UT 84132","50 N Medical Dr, Salt Lake City, UT 84132","500 Foothill Dr, Salt Lake City, UT 84148-0001","1050 E South Temple, Salt Lake City, UT 84102","5121 S Cottonwood St, Murray, UT 84107","We welcome applicants with diverse backgrounds and experiences. Our supportive, collaborative culture help us all maintain a great quality of life. New Neilsen Rehabilitation Hospital which is truly state of the art. We offer great training across the rehabilitation spectrum. We provide great procedural training as well as abundant opportunities for event coverage. We have a wonderful research infrastructure with great mentorship and lots of support. Outdoors here are amazing!",,University-based,University of Utah Health,,7,7,6,6,No,No,"Yes , Codes: 1732340C0",No,11/20/2020,11/1/2020 - 1/15/2021_-,,,Yes,52,No,No,3,No,Yes,215_215__,Yes,226-235,No,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,32,2,0,0,32,2,34.3,1.2 to 1,58,16,1.2,Yes,,62.1,0,37.8,39,60.9,N/A,0,Other for 4 week(s),3,Other for 4 week(s),4,Other for 2 week(s),4,6,10%,10%,"$61,061.00",15,10,"$63,315.00",15,10,"$65,697.00",15,10,"$68,627.00",15,10,Yes,NGO,NGO,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405121089,4,4,No,Yes,"June,July,Negotiable",Yes,No,https://med.virginia.edu/pmr/pmr-residency-training-program/,Not Available,"Jeffrey G Jenkins
MD
Univ of Virginia Health System
Box 801004 Ste 240
545 Ray C Hunt Dr
Charlottesville, VA 22908
Tel: (434) 243-5631
Fax: (434) 243-5639
E-mail: jj5u@virginia.edu","Joanne  Palmer
Univ of Virginia Health System
Box 801004 Ste 240
545 Ray C Hunt Dr
Charlottesville, VA 22908-1004
Tel: (434) 243-5631
Fax: (434) 243-5639
E-mail: jp7b@virginia.edu",3405121089,"Univ of Virginia Health System, Box 801004 Ste 240, 545 Ray C Hunt Dr, Charlottesville, VA 22908","4012 McKim Hall, Charlottesville, VA 22908","515 Ray C Hunt Dr, Charlottesville, VA 22908",,,"UVA PM&R is a small-to-medium sized residency training program in a clinically oriented department featuring an optimal faculty-to-learner ratio. We provide a well-rounded education in all aspects of PM&R with particularly extensive experience in Sports Medicine and electromyography. Our curriculum also features a generous amount elective time, enabling self-directed learners to tailor their training experience.",,University-based,University of Virginia Medical Center,,2,4,4,4,No,No,"Yes , Codes: 1737340C0","Yes , Codes: 1737340A0",11/15/2020,11/12/2020 - 1/28/2021_11/12/2021 - 1/28/2022,10/21/2021,11/15/2021,Yes,70,No,No,3,No,Yes,175_175__,Yes,210-225,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,12,0,1,1,13,1,25,0.8 to 1,45,16,1.7,Yes,No,83.3,2.3,14.2,33.3,66.6,N/A,0,N/A,NGO,N/A,NGO,N/A,NGO,5,NGO,N/A,"$56,075.00",15,14,"$58,150.00",15,14,"$60,375.00",15,14,"$62,925.00",15,14,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405121081,3,3,Yes,Yes,"July,Negotiable",Yes,No,http://www.evms.edu,Not Available,"Sun  Kwon
MD
Eastern Virginia Med Sch
Dept of PM&R 3rd Fl
721 Fairfax Ave
Norfolk, VA 23507
Tel: (757) 446-5915
Fax:
E-mail: kwons@evms.edu","Mykala  Sobieck
Eastern Virginia Med Sch
Dept of Phys Med & Rehab
721 Fairfax Ave
Norfolk, VA 23507-1912
Tel: (757) 446-5915
Fax: (757) 446-5969
E-mail: sobiecmb@evms.edu",3405121081,"Eastern Virginia Med Sch, Dept of PM&R 3rd Fl, 721 Fairfax Ave, Norfolk, VA 23507","358 Mowbray Arch, Norfolk, VA 23501","600 Gresham Dr, Norfolk, VA 23507","800 W Olney Rd, Norfolk, VA 23507","100 Emancipation Dr, Hampton, VA 23667","At EVMS, a population of 1.5 million in Tidewater VA assures excellent patient diversity. PM&R residency training occurs in an academic setting, a VA hospital and in private practice. Business aspects are taught. Program promotes a family atmosphere.",,University-based,Eastern Virginia Medical School,,4,3,3,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 2980340A0",,-_-,,,Yes,35,No,No,3,No,Yes,227_227_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,5,0,0,0,5,0,60,0.5 to 1,48,12,2,Yes,No,33.3,36.6,30,33.3,66.6,N/A,8,N/A,6,N/A,4,,,4,50%,50%,,,,"$55,917.00",15,20,"$57,415.00",15,20,"$58,913.00",15,20,Yes,20,120,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405121069,3,3,No,No,July,Yes,No,http://www.pmr.vcu.edu,Not Available,"Katherine L Dec
MD
VCU Health System
Box 980677
1223 E Marshall St
Richmond, VA 23298
Tel: (804) 828-5002
Fax: (804) 828-6340
E-mail: katherine.dec@vcuhealth.org","Jenny  Salomonsky
BS
VCU Health System
4th Fl
1223 E Marshall St
Richmond, VA 23298
Tel: (804) 828-2017
Fax:
E-mail: jennifer.salomonsky@vcuhealth.org",3405121069,"VCU Health System, Box 980677, 1223 E Marshall St, Richmond, VA 23298","PO Box 980549, Richmond, VA 23298-0549","1201 Broad Rock Rd, Richmond, VA 23249","2924 Brook Rd, Richmond, VA 23220-1298","PO Box 980510, Richmond, VA 23298",,,,,"8254 Atlee Rd, Mechanicsville, VA 23116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
