,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4401621395,5,5,No,Yes,June,Yes,No,http://www.uic.edu/com/surgery/residency_program.htm,Not Available,"George E Havelka
MD
Univ of Illinois Hosp
Dept of Surgery MC 958 Ste 376-CSN
840 S Wood St
Chicago, IL 60612
Tel: (312) 996-6765
Fax: (312) 355-3722
E-mail: havelka.geo@gmail.com","Hemali J Shah
BS
Univ of Illinois Hosp
Dept of Surgery MC 958 Ste 376-CSN
840 S Wood St
Chicago, IL 60612-7322
Tel: (312) 996-6765
Fax: (312) 355-3722
E-mail: shah34@uic.edu",4401621395,"Univ of Illinois Hosp, Dept of Surgery MC 958 Ste 376-CSN, 840 S Wood St, Chicago, IL 60612","1853 W Polk St, Chicago, IL 60612","1740 W Taylor St, Chicago, IL 60612","4646 N Marine Dr, Chicago, IL 60640","900 W Polk St, Chicago, IL 60612",,University-based,University of Illinois Hospital and Clinics,10,9,7,7,No,Yes,"Yes , Codes: 1150440C0,1150440P1",No,2/1/2021,12/1/2020 - 2/15/2021_12/1/2021 - 2/15/2022,9/15/2021,2/5/2022,No,100,No,No,3,No,Yes,235___,Yes,No Answer,Yes,Yes,No Answer,Not known,Yes,No,No,31,0,8,0,39,0,12.9,0.8 to 1,80,30,1,No,,71.2,28.7,0,23.8,76.1,N/A,0,Every third night for 12 month(s),0,Every third night for 12 month(s),0,Every third night for 12 month(s),12,5,20%,N/A,"$58,716.00",20,24,"$60,780.00",20,24,"$62,856.00",20,24,"$65,280.00",20,24,No answer,48,60,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,"Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Optional,No,No,Yes,Yes,"820 S Damen Ave, Chicago, IL 60680","4440 W 95th St, Oak Lawn, IL 60453-4213",,,,,,,,,7,Every third night for 12 month(s),12,"$67,872.00",20,24,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401631086,5,5,No,Yes,June,Yes,No,http://www.amitahealth.org,Not Available,"Mark M Connolly
MD
Amita Health St Joseph Hosp
Dept of Surgery
2900 N Lake Shore Dr
Chicago, IL 60657
Tel: (773) 665-6237
Fax:
E-mail: kathryn.mcgaghie@amitahealth.org","Kathy  McGaghie
BS
Amita Health St Joseph Hosp
Dept of Surgery
2900 N Lake Shore Dr
Chicago, IL 60657
Tel: (773) 665-6237
Fax:
E-mail: kathryn.mcgaghie@amitahealth.org",4401631086,"Amita Health St Joseph Hosp, Dept of Surgery, 2900 N Lake Shore Dr, Chicago, IL 60657","200 S Wacker Dr, Chicago, IL 60606","2900 N Lake Shore Dr, Chicago, IL 60657","251 E Huron, Chicago, IL 60611","California Ave at 15th St, Chicago, IL 60608-1797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5145 N California Ave, Chicago, IL 60625","2233 W Division St, Chicago, IL 60622","800 Biesterfield Rd, Elk Grove Village, IL 60007","1555 Barrington Rd, Hoffman Estates, IL 60169",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401631096,5,5,No,Yes,July,Yes,No,http://www.uicmgh.org/,Not Available,"Vijay  Maker
MD
Advocate Illinois Masonic Med Ctr
Surgery Pgm
836 W Wellington Ave
Chicago, IL 60657
Tel: (773) 296-5347
Fax: (773) 296-5570
E-mail: vijay.maker@aah.org","Pamela  Willis
Advocate Illinois Masonic Med Ctr
Rm 4807
836 W Wellington Ave
Chicago, IL 60657
Tel: (773) 296-7093
Fax:
E-mail: pam.willis@aah.org",4401631096,"Advocate Illinois Masonic Med Ctr, Surgery Pgm, 836 W Wellington Ave, Chicago, IL 60657","1853 W Polk St, Chicago, IL 60612","836 W Wellington Ave, Chicago, IL 60657-5193","900 W Polk St, Chicago, IL 60612","355 Ridge Ave, Evanston, IL 60202-3399",UIC-MGH program is committed to daily didactic and bedside education including monthly mock orals. Interns up are allowed to perform surgery under supervision. PGY3 research year for one resident is funded for Bench research at a UIC program.,Community-based university affiliated,Advocate Illinois Masonic Medical Center,13,10,6,6,No,Yes,"Yes , Codes: 2920440C0,2920440P0",No,2/6/2021,11/14/2020 - 2/6/2021_10/16/2021 - 2/5/2022,9/1/2021,2/5/2022,Yes,145,No,No,3,No,Yes,227_227__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,9,0,16,2,25,2,33.3,0.4 to 1,75,28,1,No,No,61.7,38.2,0,35.3,64.6,Every fourth night for 6 month(s),NGO,Every third night for 6 month(s),NGO,Every third night for 4 month(s),NGO,Every third night for 8 month(s),NGO,7,5%,0%,"$59,720.00",28,NGO,"$61,700.00",28,NGO,"$64,665.00",28,NGO,"$67,382.00",28,NGO,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Optional,No,No,Yes,,"2525 S Michigan Ave, Chicago, IL 60616-2477","1740 W Taylor St, Chicago, IL 60612","1775 W Dempster St, Park Ridge, IL 60068-1174",,,,,,,,6,Every fourth night for 1 month(s),NGO,"$70,384.00",28,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401611094,5,5,No,Yes,June,Yes,No,http://surgery.uchicago.edu/specialties/general/education/residency/,Not Available,"Kevin K Roggin
MD
Univ of Chicago Med Ctr
MC-5031
5841 S Maryland Ave
Chicago, IL 60637
Tel: (773) 702-6337
Fax: (773) 702-2140
E-mail: cbarr@surgery.bsd.uchicago.edu","Carmen M Barr
Univ of Chicago Hosps
MC-6040
5841 S Maryland Ave
Chicago, IL 60637-1470
Tel: (773) 702-6337
Fax: (773) 702-2140
E-mail: cbarr@surgery.bsd.uchicago.edu",4401611094,"Univ of Chicago Med Ctr, MC-5031, 5841 S Maryland Ave, Chicago, IL 60637","5841 S Maryland Ave, Chicago, IL 60637","2650 Ridge Ave, Evanston, IL 60201-1781",,,,University-based,University of Chicago Medical Center,9,9,7,7,No,Yes,"Yes , Codes: 1160440P2,1160440C0",No,10/15/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,10/15/2021,No,99,No,No,3,No,No,___,No,226-235,No,No,No Answer,Not required,Yes,No,No,64,0,0,0,64,0,32.8,1.6 to 1,60,10,2,No,,97.8,2.1,0,38.3,61.6,Every tenth night for 11 month(s),0,Every tenth night for 11 month(s),0,Every sixth night for 11 month(s),0,Every sixth night for 11 month(s),0,5,40%,N/A,"$60,000.00",20,5,"$63,800.00",20,5,"$66,000.00",20,5,"$69,000.00",20,5,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,7,Every sixth night for 11 month(s),Not Available,"$72,000.00",20,5,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401621091,5,5,No,Yes,June,Yes,No,http://www.surgery.northwestern.edu,Not Available,"Amy  Halverson
MD
McGaw Med Ctr Northwestern Univ
Arkes Pavilion
676 N St Clair St
Chicago, IL 60611
Tel:
Fax:
E-mail: amy.halverson@nm.org","Jaclyn  McMillin
MS
McGaw Med Ctr Northwestern Univ
Arkes Pavilion 2320
676 N St Clair St
Chicago, IL 60611-2950
Tel: (312) 926-9404
Fax:
E-mail: jaclyn.mcmillin@nm.org",4401621091,"McGaw Med Ctr Northwestern Univ, Arkes Pavilion, 676 N St Clair St, Chicago, IL 60611","420 E Superior St, Chicago, IL 60611","820 S Damen Ave, Chicago, IL 60680","225 E Chicago Ave, Chicago, IL 60611","251 E Huron, Chicago, IL 60611",,University-based,McGaw Medical Center of Northwestern University,6,6,6,6,No,Yes,"Yes , Codes: 2247440C0,2247440P0",No,10/1/2020,11/6/2020 - 1/15/2021_-,9/1/2021,10/1/2021,Yes,90,No,No,3,No,Yes,___,No,No Answer,"No, require USMLE scores for all applicants",No Answer,No Answer,Not known,Yes,No,No,70,0,0,0,70,0,28.5,2.3 to 1,80,24,1,No,,98.4,1.5,0,44.9,55,Once per week for 10 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),4,Once per week for 9 month(s),0,6,20%,0%,Not Available,15,10,Not Available,20,10,Not Available,20,10,Not Available,20,10,Yes,42,84,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,No,No,No,Yes,"3249 S Oak Park Ave, Berwyn, IL 60402",,,,,,,,,,6,Once per week for 9 month(s),10,Not Available,20,10,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401621092,5,5,No,Yes,"June,July",Yes,No,http://www.rushu.rush.edu/education-and-training/graduate-medical-education,Not Available,"Edie Y Chan
MD
Rush Univ Med Ctr
Ste 785
1750 W Harrison St
Chicago, IL 60612
Tel: (312) 942-3074
Fax: (312) 942-2867
E-mail: edie_y_chan@rush.edu","Davena L Moore
MS
Rush Univ Med Ctr
775 Jelke
1750 W Harrison St
Chicago, IL 60612
Tel:
Fax:
E-mail: davena_moore@rush.edu",4401621092,"Rush Univ Med Ctr, Ste 785, 1750 W Harrison St, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612","900 W Polk St, Chicago, IL 60612","9600 Gross Point Rd, Skokie, IL 60076","1969 Ogden Ave, Chicago, IL 60616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401621099,5,5,No,Yes,June,Yes,No,https://www.loyolamedicine.org/gme/general-surgery-residency,Not Available,"Seven A De Jong
MD
Loyola Univ Med Ctr
Dept of Surgery
2160 S First Ave
Maywood, IL 60153
Tel:
Fax:
E-mail: sdejong@lumc.edu","Lynn  Thompson
MA
Loyola Univ Med Ctr
Dept of Surgery EMS-3210
2160 S First Ave
Maywood, IL 60153
Tel: (708) 327-3436
Fax: (708) 327-3489
E-mail: lynn.thompson@luhs.org",4401621099,"Loyola Univ Med Ctr, Dept of Surgery, 2160 S First Ave, Maywood, IL 60153","2160 S First Ave, Maywood, IL 60153-5585","7435 W Talcott Ave, Chicago, IL 60016","5th Ave & Roosevelt Rd, Hines, IL 60141",,"Loyola's general surgery residency program offers a unique training experience through a variety of rotations at a premier academic medical center, a community hospital, and the VA. The curriculum prepares residents to provide excellent patient care through lectures, interactive discussions and skills sessions. As residents progress through their training, dedicated faculty focus on creating opportunities to help residents hone their operative skills and develop into safe, independent surgeons.",University-based,Loyola University Medical Center,22,9,6,6,No,Yes,"Yes , Codes: 1170440C0,1170440P2,1170440P0",No,10/30/2020,11/1/2020 - 1/15/2021_-,,,Yes,110,No,No,3,No,Yes,220___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",501-540,"Desired, with some exceptions",Yes,No,No,36,9,1,0,37,9,27.7,0.7 to 1,72,24,1,Yes,,94.1,1.4,4.4,55.1,44.8,Other for 4 month(s),0,Other for 7 month(s),0,Other for 4 month(s),17,Once per week for 4 month(s),17,5,20%,N/A,"$59,862.00",20,12,"$63,731.00",20,12,"$65,728.00",20,12,"$69,062.00",20,12,Yes,32,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Optional,No,No,Yes,Yes,,,,,,,,,,,6,Once per week for 2 month(s),44,"$72,280.00",20,12,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401600079,5,5,Yes,Yes,July,Yes,No,http://www.franciscansurgery.com,Not Available,"Daniel  Vera
MD
Franciscan Health-Olympia Fields
GME Office
20201 S Crawford Ave
Olympia Fields, IL 60461-1010
Tel: (708) 747-4000
Fax: (708) 503-3241
E-mail: daniel.vera@franciscanalliance.org","Deborah  Mussman
Franciscan Health-Olympia Fields
GME Office
20201 S Crawford Ave
Olympia Fields, IL 60461-1010
Tel: (708) 747-4000
Fax: (708) 503-3241
E-mail: deborah.mussman@franciscanalliance.org",4401600079,"Franciscan Health-Olympia Fields, GME Office, 20201 S Crawford Ave, Olympia Fields, IL 60461-1010","20201 S Crawford Ave, Olympia Fields, IL 60461","7435 W Talcott Ave, Chicago, IL 60016","225 E Chicago Ave, Chicago, IL 60611","4440 W 95th St, Oak Lawn, IL 60453-4213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2800 95th St, Evergreen Park, IL 60805","1969 Ogden Ave, Chicago, IL 60616","24 Joliet St, Dyer, IN 46311",,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401621101,5,5,No,Yes,July,Yes,No,,Not Available,"Steven S Tsoraides
MD, MPH
Univ of Illinois Coll of Med Peoria
Dept of Surgery 2nd Fl
624 NE Glen Oak Ave
Peoria, IL 61603
Tel:
Fax:
E-mail: stsora1@uic.edu","Marnie K Koeppel
Univ of Illinois Coll of Med Peoria
Dept of Surgery 2nd Fl
624 NE Glen Oak Ave
Peoria, IL 61603
Tel: (309) 655-3971
Fax: (309) 655-3630
E-mail: marnie@uic.edu",4401621101,"Univ of Illinois Coll of Med Peoria, Dept of Surgery 2nd Fl, 624 NE Glen Oak Ave, Peoria, IL 61603","One Illini Dr, Peoria, IL 61656","530 NE Glen Oak Ave, Peoria, IL 61637","221 NE Glen Oak Ave, Peoria, IL 61636","210 W Walnut St, Canton, IL 61520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401621102,5,5,No,Yes,"June,July",Yes,No,https://www.siumed.edu/surgery/general/general-surgery-residency.html,Not Available,"Prasad  Poola
MD
Southern Illinois Univ Sch of Med
Ste D308 PO Box 19638
701 N First St
Springfield, IL 62794-9638
Tel: (217) 545-4401
Fax: (217) 545-1793
E-mail: msmock@siumed.edu","Melissa  Smock
Southern Illinois Univ Sch of Med
PO Box 19638 Ste D308
701 N First St
Springfield, IL 62794-9638
Tel: (217) 545-4401
Fax: (217) 545-1793
E-mail: msmock@siumed.edu",4401621102,"Southern Illinois Univ Sch of Med, Ste D308 PO Box 19638, 701 N First St, Springfield, IL 62794-9638","801 N Rutledge, Springfield, IL 62794-9620","701 N 1st St, Springfield, IL 62781-0001","800 E Carpenter St, Springfield, IL 62769","404 W Main St, Carbondale, IL 62901","Program offers advanced skills lab, mock oral exam, residents as teachers course, FLS, FES, Selected Readings in General Surgery, SCORE, ACS membership.",Community-based university affiliated,Memorial Medical Center,4,4,4,4,No,No,"Yes , Codes: 2922440C0",No,10/15/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,10/15/2021,Yes,62,No,No,3,No,Yes,220___,No,226-235,"No, require USMLE scores for all applicants",No,Greater than 600,"Desired, with some exceptions",Yes,No,Yes,10,0,0,0,10,0,20,0.5 to 1,65,24,1,No,,75,16,8.8,44.5,55.4,Every sixth night for 10 month(s),0,Every seventh night for 10 month(s),NGO,Every fifth night for 12 month(s),NGO,Every seventh night for 9 month(s),NGO,4,15%,N/A,"$57,352.00",21,14,"$57,909.00",21,14,"$59,045.00",21,14,"$60,060.00",21,14,Yes,35,84,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,4,Every seventh night for 10 month(s),NGO,"$61,261.00",21,14,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401612430,5,5,No,Yes,"July,Negotiable",Yes,No,https://carle.org/for-providers/residencies/general-surgery,Not Available,"John H S Kim
DO, MPH
Carle Foundation Hosp
Graduate Med Education
611 W Park St
Urbana, IL 61801
Tel:
Fax:
E-mail: gsrp@carle.com","Jillian  Reynolds
Carle Foundation Hosp
Graduate Med Education
611 W Park St
Urbana, IL 61801
Tel: (217) 326-1293
Fax: (217) 326-1300
E-mail: jillian.reynolds@carle.com",4401612430,"Carle Foundation Hosp, Graduate Med Education, 611 W Park St, Urbana, IL 61801","611 W Park St, Urbana, IL 61801-2595","221 NE Glen Oak Ave, Peoria, IL 61636","530 NE Glen Oak Ave, Peoria, IL 61637","701 E Orange St, Hoopeston, IL 60942","The Carle Foundation Hospital general surgery residency is a university-affiliated, large community hospital training program, working in concert with the ground-breaking Carle-Illinois College of Medicine. Our residents enjoy an atmosphere of camaraderie, as well as establish early professional relationships with attending faculty that permits for early autonomy. Carle is dedicated to equipping its graduates with the skills and knowledge that will position them well to be leaders in surgery.",Community-based university affiliated,Carle Foundation Hospital,8,4,4,4,No,Yes,"Yes , Codes: 1226440P0,1226440C0",No,11/30/2020,11/11/2020 - 12/16/2020_11/3/2021 - 12/15/2021,6/1/2021,11/30/2021,Yes,60,No,No,3,No,Yes,230_240__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,16,0,0,0,16,0,31.2,0.6 to 1,70,28,1,No,,37.7,49.6,12.6,31.8,68.1,Every fifth night for 4 month(s),0,Every fifth night for 4 month(s),8,Every fifth night for 4 month(s),0,Every fifth night for 4 month(s),16,5,10%,10%,"$57,621.00",20,NGO,"$59,556.00",20,NGO,"$61,808.00",20,NGO,"$64,414.00",20,NGO,Yes,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Not available,Yes,Yes,Yes,Yes,"200 E Fairman Ave, Watseka, IL 60970",,,,,,,,,,4,Every fifth night for 4 month(s),Not Available,"$66,788.00",20,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401700437,5,5,Yes,Yes,July,Yes,No,https://www.stvincent.org/Medical-Education/General-Surgery-Residency,Not Available,"Jonathan M Saxe
MD
St Vincent Hosp and Health Care Ctr
General Surgery Pgm
2001 W 86th St
Indianapolis, IN 46260
Tel:
Fax:
E-mail: jonathan.saxe@ascension.org","Lisa D Stuart
BA
St Vincent Hosp and Health Care Ctr
General Surgery Pgm
2001 W 86th St
Indianapolis, IN 46260
Tel: (317) 338-6811
Fax:
E-mail: lisa.stuart@ascension.org",4401700437,"St Vincent Hosp and Health Care Ctr, General Surgery Pgm, 2001 W 86th St, Indianapolis, IN 46260","2001 W 86th St, Indianapolis, IN 46240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
