,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2400521032,,,3,3,No,Yes,July,No,No,http://ophthalmology.ucsf.edu/ophthalmology-residency-program/,Not Available,"Saras  Ramanathan
MD
UCSF Med Ctr
Dept of Ophthalmology K301
10 Koret Way
San Francisco, CA 94143-0730
Tel: (415) 476-2896
Fax:
E-mail: Saras.Ramanathan@ucsf.edu","Regina  Akhmadullina
BA
UCSF Med Ctr
Dept of Ophthalmology K301
10 Koret Way
San Francisco, CA 94143
Tel: (415) 476-2896
Fax: (415) 476-0336
E-mail: Regina.Akhmadullina@ucsf.edu",2400521032,"UCSF Med Ctr, Dept of Ophthalmology K301, 10 Koret Way, San Francisco, CA 94143-0730","500 Parnassus Ave, San Francisco, CA 94143-0474","500 Parnassus Ave, San Francisco, CA 94143-0296","4150 Clement St, San Francisco, CA 94121-1598","1001 Potrero Ave, San Francisco, CA 94110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2400522031,,,3,3,Yes,Yes,"July,Negotiable",No,No,,Not Available,"Kasra  Eliasieh
MD
California Pacific Med Ctr
#250
711 Van Ness Ave
San Francisco, CA 94102
Tel: (415) 600-3438
Fax:
E-mail: eliasik@sutterhealth.org","Clara  Rubin-Smith McKie
California Pacific Med Ctr
#250
711 Van Ness Ave
San Francisco, CA 94102
Tel: (415) 600-3438
Fax:
E-mail: rubinc@sutterhealth.org",2400522031,"California Pacific Med Ctr, #250, 711 Van Ness Ave, San Francisco, CA 94102","2333 Buchanan St, San Francisco, CA 94115","2425 Geary Blvd, San Francisco, CA 94115-3395","1411 E 31st St, Oakland, CA 94602-2180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2400721035,,,3,3,No,No,July,No,No,http://www.eyeinstitute.org,Not Available,"Jeffrey R SooHoo
MD
Univ of Colorado Denver Sch of Med
MS F731
1675 Aurora Ct
Aurora, CO 80045
Tel: (720) 848-5029
Fax: (720) 848-4043
E-mail: ophthalmology.residency@cuanschutz.edu","Gaylian  Howard
Univ of Colorado Denver Sch of Med
MS F731
1675 Aurora Ct
Aurora, CO 80045
Tel:
Fax: (720) 848-4043
E-mail: ophthalmology.residency@cuanschutz.edu",2400721035,"Univ of Colorado Denver Sch of Med, MS F731, 1675 Aurora Ct, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13123 E 16th Ave, Aurora, CO 80045",,,,,,,,,,
0,https://freida.ama-assn.org/program/2400821036,,,3,3,No,Yes,July,No,No,http://www.eyes.yale.edu,Not Available,"Jessica  Chow
MD
Yale Eye Ctr
Ste 3D
40 Temple St
New Haven, CT 06510
Tel: (203) 737-2830
Fax: (203) 785-6123
E-mail: jessica.chow@yale.edu","Karen  Spitzer
Yale Eye Ctr
Ste 1B
40 Temple St
New Haven, CT 06510
Tel: (203) 737-2830
Fax:
E-mail: karen.spitzer@yale.edu",2400821036,"Yale Eye Ctr, Ste 3D, 40 Temple St, New Haven, CT 06510","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700","400 Columbus Ave, New Haven, CT 06519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401021039,University-based,George Washington University School of Medicine,3,3,No,No,July,Yes,No,http://www.gwumc.edu/ophth/,Not Available,"David  Belyea
MD
George Washington Univ Med Ctr
Fl 2A
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2827
Fax: (202) 741-2805
E-mail: dbelyea@mfa.gwu.edu","Darcelle  Pinckens
George Washington Univ Med Ctr
Dept of Ophthalmology Fl 2A
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2814
Fax: (202) 741-2805
E-mail: dpinckens@mfa.gwu.edu",2401021039,"George Washington Univ Med Ctr, Fl 2A, 2150 Pennsylvania Ave NW, Washington, DC 20037","2300 Eye St NW, Washington, DC 20037-4799","900 23rd St NW, Washington, DC 20037","50 Irving St NW, Washington, DC 20422-0269","111 Michigan Ave NW, Washington, DC 20010","Excellent, top notch and highly (resident and faculty) rated ophthalmology program in our Nation's Capital.",4,4,4,,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1802140P0",No,,-_11/20/2020 - 11/21/2020,7/1/2020,9/5/2020,Yes,40,Yes,No,4,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,"Desired, with some exceptions",Yes,No,No,8,1,5,0,13,1,62.5,0.8 to 1,48,24,2,No,,80.5,2.7,16.6,13.8,86.1,Every fourth night for 12 month(s),13,Every fourth night for 12 month(s),13,Every fourth night for 12 month(s),13,,,4,100%,N/A,,,,Not Available,10,12,Not Available,10,12,Not Available,10,12,Yes,NGO,112,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Not available,Yes,Yes,Yes,No,,"1 VA  Center, Togus, ME 04330",,,,,,,,,,
0,https://freida.ama-assn.org/program/2401021040,University-based,Howard University Hospital,3,3,No,Yes,July,No,No,http://huhealthcare.com/healthcare/hospital,Not Available,"Katrina C Chin Loy
MD
Howard Univ Hosp
Ophthalmology Dept
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-6425
Fax: (202) 865-4259
E-mail: katrina.chinloy@howard.edu","Michael  Crutchfield
BA
Howard Univ Hosp
Ophthalmology Dept
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-6425
Fax: (202) 865-4259
E-mail: mcrutchfield@huhosp.org",2401021040,"Howard Univ Hosp, Ophthalmology Dept, 2041 Georgia Ave NW, Washington, DC 20060","2041 Georgia Ave NW, Washington, DC 20060-6000","50 Irving St NW, Washington, DC 20422-0269","5201 Raymond St, Orlando, FL 32806","1 VA  Center, Togus, ME 04330",,3,3,3,,"Yes  , 1 year(s)",No,No,No,9/15/2020,10/12/2020 - 12/18/2020_10/15/2021 - 12/15/2021,7/1/2021,10/15/2021,Yes,45,Yes,No,3,No,Yes,190___,No,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,4,1,6,0,10,1,50,0.7 to 1,60,12,1.5,No,,81.4,11.1,7.4,29.6,70.3,N/A,17,N/A,17,N/A,17,,,12,94%,6%,,,,"$56,434.00",15,14,"$58,805.00",15,14,"$61,709.00",15,14,Yes,40,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,No,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401032041,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401121042,University-based,Shands Hospital at the University of Florida-Gainesville,3,3,No,Yes,July,Yes,No,http://www.eye.ufl.edu,Not Available,"Casey J Beal
MD
Univ of Florida Miller Health Ctr
Dept of Ophthalmology Box 100284
1600 SW Archer Rd
Gainesville, FL 32610
Tel: (352) 273-8778
Fax: (352) 273-7402
E-mail: cjbeal@ufl.edu","Christine  Kuruppacherry
Univ of Florida Miller Health Ctr
Dept of Ophthalmology Box 100284
1600 SW Archer Rd
Gainesville, FL 32610-0284
Tel: (352) 273-8776
Fax: (352) 273-7402
E-mail: kuruppcl@ufl.edu",2401121042,"Univ of Florida Miller Health Ctr, Dept of Ophthalmology Box 100284, 1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610-0326","2080 Child St, Jacksonville, FL 32214-5000","619 S Marion St, Lake City, FL 32025-5898",The University of Florida ophthalmology residency program provides the best clinical ophthalmology residency experience in the nation. Our residents are very experienced and graduate at the top 1% of the nation in cataract surgery numbers. Our research division solves important clinical problems including creating viral vectors and studying diabetic retinopathy. Our residents are exceptionally well trained and match in prestigious fellowship programs if they decide to pursue further training.,5,5,5,,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1824140P0",No,10/2/2020,11/2/2020 - 12/21/2020_11/1/2021 - 12/20/2021,8/2/2021,10/8/2021,Yes,48,Yes,No,3,No,Yes,235___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,20,2,2,0,22,2,25,1.4 to 1,50,24,1.5,Yes,,91.1,4.4,4.4,28.8,71.1,N/A,10,N/A,7,N/A,3,,,6,85%,N/A,,,,"$56,604.00",15,10,"$58,424.00",15,10,"$60,914.00",15,10,Yes,21,63,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Not available,Yes,Yes,Yes,No,,"1601 Archer Rd, Gainesville, FL 32602",,,,,,,,,,
0,https://freida.ama-assn.org/program/2401100184,Community-based,Bayonet Point/Perich Eye Center,3,3,No,No,July,No,No,https://bayonetpointhospital.com,Not Available,"Grace  Levy-Clarke
MD
Regional Med Ctr Bayonet Point
Ophthalmology Pgm
14000 Fivay Rd
Hudson, FL 34667
Tel: (727) 819-2966
Fax: (727) 819-2928
E-mail: grace.levyclarke@hcahealthcare.com","Patricia  Carey
Regional Med Ctr Bayonet Point
Ophthalmology Pgm
14000 Fivay Rd
Hudson, FL 34667
Tel: (727) 861-4451
Fax: (727) 819-2928
E-mail: patricia.carey@hcahealthcare.com",2401100184,"Regional Med Ctr Bayonet Point, Ophthalmology Pgm, 14000 Fivay Rd, Hudson, FL 34667","3031 Rocky Dr W, Tampa, FL 33607","2020 Seven Springs Blvd, New Port Richey, FL 34655","4129 N Armenia Ave, Tampa, FL 33607","3001 Eastland Blvd, Clearwater, FL 33761",,2,2,2,,"Yes  , 1 year(s)",Yes,No,Yes,,-_10/15/2020 - 11/13/2020,7/1/2020,9/15/2020,No,25,Yes,No,3,Yes,Yes,231_240_603_585,Yes,No Answer,Yes,Yes,No Answer,Required,No,No,No,0,0,0,0,0,0,,0.0 to 1,Not Available,Not Available,Not Available,No,,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,,,NGO,NGO,N/A,,,,"$54,506.00",15,Not Available,"$56,212.00",15,Not Available,"$58,282.00",15,Not Available,No answer,Not Available,Not Available,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,No,No,No,No,,"1250 S Belcher Rd, Largo, FL 33771","21275 Olean Blvd, Port Charlotte, FL 33952","18999 Biscayne Blvd, Aventura, FL 33180","128 W 12th St, Erie, PA 16501",,,,,,,
0,https://freida.ama-assn.org/program/2401100185,Community-based university affiliated,University of Florida College of Medicine Jacksonville,3,3,No,No,July,No,No,https://hscj.ufl.edu/ophthalmology/Residency/,Not Available,"Darrell  WuDunn
MD, PhD
Univ of Florida Coll of Med-Jacksonville
Ophthalmology Pgm
580 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-9394
Fax: (904) 244-9391
E-mail: darrell.wudunn@jax.ufl.edu","Starleatha  Pollard
BS
Univ of Florida Coll of Med-Jacksonville
Tower II 3rd Fl
580 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-9394
Fax: (904) 244-1221
E-mail: starleatha.pollard@jax.ufl.edu",2401100185,"Univ of Florida Coll of Med-Jacksonville, Ophthalmology Pgm, 580 W 8th St, Jacksonville, FL 32209","655 W 8th St, Jacksonville, FL 32209","2080 Child St, Jacksonville, FL 32214-5000","807 Childrens Way, Jacksonville, FL 32247-5720","655 W 8th St, Jacksonville, FL 32209-6597",,2,2,2,,"Yes  , 1 year(s)",Yes,Yes,No,,-_12/1/2020 - 1/15/2021,7/1/2020,9/30/2020,Yes,10,Yes,No,3,No,Yes,235_240__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,3,0,4,1,7,1,0,0.8 to 1,60,16,1.5,No,,,,,,,N/A,13,N/A,13,N/A,NGO,,,4,100%,0%,,,,"$56,604.00",15,10,"$58,424.00",15,10,"$58,766.00",15,10,Yes,NGO,180,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Optional,Yes,Yes,Yes,No,,"800 Prudential Dr, Jacksonville, FL 32207","3599 University Blvd S, Jacksonville, FL 32216",,,,,,,,,
0,https://freida.ama-assn.org/program/2401111043,,,3,3,Yes,Yes,July,No,No,,Not Available,"Steven J Gedde
MD
Bascom Palmer Eye Inst
PO Box 016880
900 NW 17th St
Miami, FL 33136
Tel: (800) 329-7000
Fax: (305) 326-6474
E-mail: sgedde@med.miami.edu","Kathy  Corser
Bascom Palmer Eye Inst
PO Box 016880
900 NW 17th St
Miami, FL 33101-6880
Tel: (305) 326-6391
Fax: (305) 326-6580
E-mail: kcorser@med.miami.edu",2401111043,"Bascom Palmer Eye Inst, PO Box 016880, 900 NW 17th St, Miami, FL 33136","1611 NW 12th Ave, Miami, FL 33136","900 NW 17th St, Miami, FL 33136","3100 SW 62nd Ave, Miami, FL 33155","1201 NW 16th St, Miami, FL 33125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401100183,,,3,3,No,No,July,No,No,http://www.graduatemedicaleducation.org/ophthalmology-home/,Not Available,"Matthew D Kay
MD
Larkin Community Hosp
Ophthalmology Pgm
7031 SW 62nd Ave
South Miami, FL 33143
Tel: (305) 284-7779
Fax:
E-mail: karellano@larkinhospital.com","Matthew D Kay
MD
Larkin Community Hosp
Ophthalmology Pgm
7031 SW 62nd Ave
South Miami, FL 33143
Tel: (305) 284-7779
Fax:
E-mail: karellano@larkinhospital.com",2401100183,"Larkin Community Hosp, Ophthalmology Pgm, 7031 SW 62nd Ave, South Miami, FL 33143","7031 SW 62nd St, South Miami, FL 33143","3100 SW 62nd Ave, Miami, FL 33155","8645 W Boynton Beach Blvd, Boynton Beach, FL 33472","3850 Hollywood Blvd, Hollywood, FL 33021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184 NE 168th St, North Miami Beach, FL 33162","8940 N Kendall Dr, Miami, FL 33176","601 University Blvd, Jupiter, FL 33458","1030 W Bay Dr, Largo, FL 33770",,,"18999 Biscayne Blvd, Aventura, FL 33180",,,,
0,https://freida.ama-assn.org/program/2401121044,,,3,3,No,No,July,No,No,https://health.usf.edu/medicine/eye/residency,Not Available,"Mitchell D Drucker
MD
USF Health Morsani Coll of Med
Dept of Ophthalmology Box 21
12901 Bruce B Downs Blvd
Tampa, FL 33612
Tel: (813) 974-8927
Fax: (813) 974-5621
E-mail: mdrucker@usf.edu","Raymond N Budd
MA
USF Health Morsani Coll of Med
Dept of Ophthalmology
12901 Bruce B Downs Blvd
Tampa, FL 33612
Tel: (813) 974-4835
Fax: (813) 974-5621
E-mail: rnbudd@usf.edu",2401121044,"USF Health Morsani Coll of Med, Dept of Ophthalmology Box 21, 12901 Bruce B Downs Blvd, Tampa, FL 33612","12901 N Bruce B Downs Blvd, Tampa, FL 33612","13127 Magnolia Dr, Tampa, FL 33612","501 Sixth Ave S, St Petersburg, FL 33701","13000 Bruce B Downs Blvd, Tampa, FL 33612-4798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Tampa General Circle, Tampa, FL 33601",,,,,,,,,,
0,https://freida.ama-assn.org/program/2401221045,,,3,3,No,No,July,No,No,http://www.eyecenter.emory.edu/,Not Available,"Jeremy K Jones
MD
Emory Eye Ctr
Ste BT401A
1365B Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-5416
Fax:
E-mail: jjones2@emory.edu","Terri  Trotter
Emory Eye Ctr
Ste BT401A
1365B Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-4530
Fax:
E-mail: ttrotte@emory.edu",2401221045,"Emory Eye Ctr, Ste BT401A, 1365B Clifton Rd NE, Atlanta, GA 30322","1440 Clifton Rd NE, Atlanta, GA 30322","1364 Clifton Rd NE, Atlanta, GA 30322","1670 Clairmont Rd, Decatur, GA 30033","1405 Clifton Rd NE, Atlanta, GA 30322-1101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80 Butler St SE, Atlanta, GA 30335",,,,,,,,,,
0,https://freida.ama-assn.org/program/2401221046,,,3,3,No,Yes,July,No,No,https://www.augusta.edu/mcg/ophthalmology/,Not Available,"Amy J Estes
MD
Med Coll of Georgia Augusta Univ
BA 2720
1120 15th St
Augusta, GA 30912
Tel: (706) 721-1160
Fax: (706) 721-1158
E-mail: aestes@augusta.edu","Audrey N Forbes
Med Coll of Georgia Augusta Univ
BA 2720
1120 15th St
Augusta, GA 30912-3400
Tel: (706) 721-1160
Fax: (706) 721-1158
E-mail: aforbes@augusta.edu",2401221046,"Med Coll of Georgia Augusta Univ, BA 2720, 1120 15th St, Augusta, GA 30912","1120 15th St, Augusta, GA 30912-5000","1 Freedom Way, Augusta, GA 30904-6285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401811056,,,3,3,No,No,July,No,No,http://webeye.ophth.uiowa.edu,Not Available,"Thomas A Oetting
MD, MS
Univ of Iowa Hosps and Clinics
Dept of Ophthalmology & Visual Sciences
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 384-9958
Fax: (319) 353-7699
E-mail: thomas-oetting@uiowa.edu","Laura  Pitlick
Univ of Iowa Hosps and Clinics
Dept of Ophthalmology & Visual Sciences
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 353-8585
Fax: (319) 353-7699
E-mail: laura-pitlick@uiowa.edu",2401811056,"Univ of Iowa Hosps and Clinics, Dept of Ophthalmology & Visual Sciences, 200 Hawkins Dr, Iowa City, IA 52242","200 Hawkins Dr, Iowa City, IA 52242-1009","Hwy 6 West, Iowa City, IA 52240","1415 Woodland Ave, Des Moines, IA 50309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2401611050,,,3,3,No,No,July,No,No,http://rush.edu,Not Available,"Anjali  Tannan
MD
Rush Univ Med Ctr
Dept of Ophthalmology
1653 W Congress Pkwy
Chicago, IL 60612
Tel:
Fax: (312) 942-3969
E-mail: anjali_tannan@rush.edu","Clovina  Walker-Knox
BBA
Rush Univ Med Ctr
Ste 945 Professional Bldg
1725 W Harrison St
Chicago, IL 60612-3864
Tel: (312) 563-2302
Fax: (312) 942-3969
E-mail: clovina_walker-knox@rush.edu",2401611050,"Rush Univ Med Ctr, Dept of Ophthalmology, 1653 W Congress Pkwy, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
