,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Year 4,,Night float system (Residents participate during first year)
0,https://freida.ama-assn.org/program/2200821060,4,4,No,No,June,Yes,No,http://www.info.med.yale.edu/,Not Available,"Julia  Cron
MD
Yale-New Haven Med Ctr
PO Box 208063
333 Cedar St
New Haven, CT 06520
Tel: (203) 785-4825
Fax: (203) 785-6586
E-mail: julia.cron@yale.edu","Chelsea  Gomez
BA
Yale-New Haven Med Ctr
Dept of Ob/Gyn PO Box 208063
333 Cedar St
New Haven, CT 06520-8063
Tel: (203) 785-4004
Fax: (203) 785-6586
E-mail: chelsea.gomez@yale.edu",2200821060,"Yale-New Haven Med Ctr, PO Box 208063, 333 Cedar St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316",,,,,,"Formulized simulation curriculum including robotic surgery training, several international experiences offered, wellness curriculum, research curriculum, and low resource surgical experience.",,,,,,,University-based,Yale-New Haven Hospital,9,8,8,No,Yes,"Yes , Codes: 1089220C0,1089220P1",No,11/1/2020,12/10/2020 - 1/28/2021_-,,,Yes,96,No,No,3,No,Yes,220___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,Yes,42,12,0,0,42,12,54.7,1.2 to 1,65,24,1.5,No,,92.8,7.1,0.0,78.3,21.6,Every third night for 1 month(s),0,Every sixth night for 2 month(s),0,Every sixth night for 2 month(s),0,Every sixth night for 2 month(s),Not Available,5,10%,N/A,"$69,209.00",20,NGO,"$72,670.00",20,NGO,"$76,303.00",20,NGO,"$80,118.00",20,NGO,No answer,80,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,8,NGO (wks),Yes
0,https://freida.ama-assn.org/program/2200811061,4,4,No,Yes,"June,July",Yes,No,http://www.stamfordhospital.org,Not Available,"Setul R Pardanani
MD
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7581
Fax: (203) 276-7908
E-mail: spardanani@stamhealth.org","Michelle  Tomczyk
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7581
Fax: (203) 276-7908
E-mail: mtomczyk@stamhealth.org",2200811061,"Stamford Hosp, PO Box 9317, 1 Hospital Plaza, Stamford, CT 06904","1 Hospital Plaza, Stamford, CT 06902","2800 Main St, Bridgeport, CT 06606-0729","1275 York Ave, New York, NY 10021",,,,"Stamford's department of obgyn offers an academic community hospital experience with enthusiastic, dedicated faculty. All subspecialties fully staffed with board certified faculty. State of the art operating rooms and labor & delivery facilities. Launched a family planning division through the Ryan Residency Training Program & MIGS Fellowship in the 2019 academic year. Medical students from Columbia University. We are in a culturally diverse community, the Connecticut coast, 45 minutes from NYC.",,,,,,,Community-based university affiliated,Stamford Hospital,4,4,3,No,No,"Yes , Codes: 1095220C0",No,12/23/2020,11/17/2020 - 1/22/2021_11/1/2021 - 1/22/2022,11/1/2021,12/23/2021,Yes,65,No,No,3,No,Yes,210_210_500_500,Yes,210-225,Yes,Yes,Greater than 600,Required,No,No,No,12,1,10,0,22,1,75.0,1.2 to 1,70,24,1.5,No,,83.3,8.3,8.3,97.2,2.7,Two times per week for 10 month(s),0,Two times per week for 10 month(s),0,Two times per week for 8 month(s),0,Two times per week for 10 month(s),Not Available,7,20%,5%,"$63,395.00",21,NGO,"$65,785.00",21,NGO,"$68,977.00",21,NGO,"$71,863.00",21,NGO,No answer,21,80,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,3,,Yes
0,https://freida.ama-assn.org/program/2201021064,4,4,No,Yes,June,Yes,No,https://smhs.gwu.edu/obgyn/applicants,Not Available,"Kathryn I Marko
MD
George Washington Univ Med Ctr
Dept of Ob/Gyn Ste 6A429
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2532
Fax: (202) 741-2550
E-mail: kmarko@mfa.gwu.edu","John  Shafer
BA
George Washington Univ Med Ctr
Dept of Ob/Gyn Ste 6A429
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-2532
Fax: (202) 741-2550
E-mail: jshafer@mfa.gwu.edu",2201021064,"George Washington Univ Med Ctr, Dept of Ob/Gyn Ste 6A429, 2150 Pennsylvania Ave NW, Washington, DC 20037","2300 Eye St NW, Washington, DC 20037-4799","900 23rd St NW, Washington, DC 20037","1500 Forest Glen Rd, Silver Spring, MD 20910-1484","3300 Gallows Rd, Falls Church, VA 22042-3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201021065,4,4,No,Yes,June,Yes,No,https://medicine.howard.edu/education/graduate-medical-education-gme,Not Available,"Kristin  Atkins
MD
Howard Univ Hosp
Dept of Ob/Gyn Ste 3C25
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-1164
Fax:
E-mail: kristin.atkins@howard.edu","Marissa  Richardson
Howard Univ Hosp
Ste 3C34
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-4177
Fax: (202) 865-4165
E-mail: marichardson@huhosp.org",2201021065,"Howard Univ Hosp, Dept of Ob/Gyn Ste 3C25, 2041 Georgia Ave NW, Washington, DC 20060","2041 Georgia Ave NW, Washington, DC 20060-6000","1150 Varnum St NE, Washington, DC 20017","10 Center Dr, Bethesda, MD 20892","1500 Forest Glen Rd, Silver Spring, MD 20910-1484","9250 Bendix Rd, Columbia, MD 20145",,"We are a long standing residency program who has a history of serving the underserved in the District of Columbia. We have exposure to all the aspects of general obstetrics and gynecology as well as all the major subspecialties. There are opportunities for electives, which people have participated in local, regional, national and international opportunities. We welcome all to apply.",,,,,,,University-based,Howard University Hospital,4,4,4,No,No,"Yes , Codes: 2193220C0",No,,-_-,,,No,70,No,No,3,No,Yes,194_209_430_430,Yes,210-225,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,7,1,4,0,11,1,57.1,0.5 to 1,80,24,1,No,,86.3,6.8,6.8,83.8,16.1,Once per week for 3 month(s),NGO,Once per week for 3 month(s),NGO,Once per week for 3 month(s),NGO,Once per week for 2 month(s),NGO,5,10%,0%,"$51,894.00",15,15,"$53,194.00",15,15,"$55,429.00",15,15,"$58,167.00",15,15,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,4,(4 wks ),Yes
0,https://freida.ama-assn.org/program/2201031067,4,4,No,Yes,June,Yes,No,http://www.whcenter.org/body.cfm?id=989,Not Available,"Felicia  Hamilton
MD
MedStar Washington Hosp Ctr
Ste 5B-45
110 Irving St NW
Washington, DC 20010
Tel: (202) 877-8176
Fax: (202) 877-7029
E-mail: felicia.l.hamilton@medstar.net","Mary  Nguyen
MPH
MedStar Washington Hosp Ctr
Ste 5B-45
110 Irving St NW
Washington, DC 20010-2975
Tel: (202) 877-8035
Fax: (202) 877-7029
E-mail: mxn9@gunet.georgetown.edu",2201031067,"MedStar Washington Hosp Ctr, Ste 5B-45, 110 Irving St NW, Washington, DC 20010","10980 Grantchester Way, Columbia, MD 21044","110 Irving St NW, Washington, DC 20010","3800 Reservoir Rd NW, Washington, DC 20007","1500 Forest Glen Rd, Silver Spring, MD 20910-1484","720 Aliceanna St, Baltimore, MD 21202","1701 N George Mason Dr, Arlington, VA 22205-3698",High clinical volume program with great dedicated full-time faculty and outstanding resident support.,,,,,,,Community-based university affiliated,MedStar Washington Hospital Center,10,10,10,No,No,"Yes , Codes: 1800220C0",No,10/31/2020,10/28/2020 - 1/31/2021_10/22/2021 - 1/31/2022,9/15/2021,10/15/2021,Yes,120,No,No,3,No,Yes,200_200__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,55,4,35,5,90,9,63.6,1.8 to 1,60,16,1.5,No,,87.2,2.5,10.1,92.2,7.7,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),Not Available,5,25%,10%,"$62,250.00",15,NGO,"$62,300.00",15,NGO,"$65,500.00",15,NGO,"$69,000.00",15,NGO,Yes,NGO,0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,10,,Yes
0,https://freida.ama-assn.org/program/2200911062,4,4,No,Yes,July,Yes,No,http://www.christianacare.org,Not Available,"Anthony  Sciscione
DO, PhD
Christiana Care Health Services
PO Box 6001
4755 Ogletown-Stanton Rd
Newark, DE 19718
Tel: (302) 301-6565
Fax: (302) 301-2330
E-mail: asciscione@christianacare.org","Sandra L Kardos
BS
Christiana Care Health Services
Ste 1905
4755 Ogletown-Stanton Rd
Newark, DE 19713
Tel: (302) 301-6565
Fax: (302) 301-2330
E-mail: skardos@christianacare.org",2200911062,"Christiana Care Health Services, PO Box 6001, 4755 Ogletown-Stanton Rd, Newark, DE 19718","501 W 14th St, Wilmington, DE 19899-1668","424 Savannah Rd, Lewes, DE 19958","140 E Delaware Ave, Newark, DE 19711",,,,Over 7000 babies are delivered each year and over 5000 surgeries are performed by the OBG department. The large number of deliveries and the extensive and varied volume of gynecologic surgery assure residents exposure to the entire spectrum of OBG processes and pathology.,,,,,,,Community-based university affiliated,Christiana Care Health Services Inc,7,7,7,No,No,"Yes , Codes: 1099220C0",No,12/1/2020,11/6/2020 - 1/8/2021_11/5/2021 - 1/14/2022,9/15/2021,12/1/2021,Yes,92,No,No,3,No,Yes,210_210_600_600,Yes,210-225,Yes,Yes,501-540,Required,Yes,No,No,35,14,6,0,41,14,68.5,1.3 to 1,65,16,2,No,,100.0,0.0,0.0,95.9,4.0,N/A,0,Once per week for 4 week(s),0,Once per week for 4 week(s),0,Once per week for 4 week(s),Not Available,6,20%,20%,"$63,876.00",15,15,"$65,665.00",15,15,"$68,827.00",15,15,"$72,238.00",15,15,No answer,NGO,NGO,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,7,NGO (wks),Yes
0,https://freida.ama-assn.org/program/2201100080,4,4,No,No,July,Yes,No,https://brandonhospital.com/gme/,Not Available,"James E Baron
MD
Brandon Regional Hosp
Ob/Gyn Pgm
119 Oakfield Dr
Brandon, FL 33511
Tel: (813) 916-2344
Fax:
E-mail: james.baron@hcahealthcare.com","Sharon E Staine
MS
Brandon Regional Hosp
Ob/Gyn Pgm
119 Oakfield Dr
Brandon, FL 33511
Tel: (813) 916-2344
Fax:
E-mail: sharon.staine@hcahealthcare.com",2201100080,"Brandon Regional Hosp, Ob/Gyn Pgm, 119 Oakfield Dr, Brandon, FL 33511","3031 Rocky Dr W, Tampa, FL 33607","119 Oakfield Dr, Brandon, FL 33511","6500 38th Ave N, St Petersburg, FL 33710","4726 N Habana Ave, Tampa, FL 33614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201100078,4,4,No,Yes,July,Yes,No,http://northfloridagme.com/obstetrics-gynecology/,Not Available,"Karen E Harris
MD, MPH
North Florida Regional Med Ctr
Ob/Gyn Pgm
6500 W Newberry Rd
Gainesville, FL 32605
Tel:
Fax:
E-mail: tracy.foote@hcahealthcare.com","Tracy D Foote
BS
North Florida Regional Med Ctr
Ob/Gyn Pgm
6500 W Newberry Rd
Gainesville, FL 32605
Tel: (352) 333-5984
Fax:
E-mail: tracy.foote@hcahealthcare.com",2201100078,"North Florida Regional Med Ctr, Ob/Gyn Pgm, 6500 W Newberry Rd, Gainesville, FL 32605","6850 Lake Nona Blvd, Orlando, FL 32827-7408","6500 Newberry Rd, Gainesville, FL 32605",,,,,,,,,,,,Community-based university affiliated,North Florida Regional Medical Center,4,4,4,No,No,"Yes , Codes: 1587220C1",No,10/21/2020,11/17/2020 - 2/5/2021_10/1/2021 - 1/15/2022,9/15/2021,10/1/2021,Yes,56,No,No,3,No,Yes,200_215_450_450,Yes,210-225,Yes,Yes,450-500,Required,Yes,No,No,8,0,10,0,18,0,25.0,0.8 to 1,70,24,1.5,No,,,,,,,Once per week for 52 week(s),NGO,Once per week for 52 week(s),NGO,Every eleventh night or more for 52 week(s),NGO,Every eleventh night or more for 52 week(s),NGO,4,NGO,30%,"$53,884.00",15,10,"$55,456.00",20,10,"$58,590.00",20,10,"$60,630.00",20,10,Yes,10,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Not available,Yes,No,No,4,,Yes
0,https://freida.ama-assn.org/program/2201111068,4,4,No,Yes,June,Yes,No,http://obgyn.ufl.edu/education/residency/,Not Available,"Sharon Young Byun
MD
Univ of Florida Coll of Med
PO Box 100294
1600 SW Archer Rd
Gainesville, FL 32610
Tel: (352) 273-7554
Fax: (352) 294-5096
E-mail: sbyun@ufl.edu","Nicole D Drake
BS
Univ of Florida Coll of Med
PO Box 100294
1600 SW Archer Rd
Gainesville, FL 32610-0294
Tel: (352) 273-7943
Fax: (352) 294-5096
E-mail: drakend@ufl.edu",2201111068,"Univ of Florida Coll of Med, PO Box 100294, 1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610-0326",,,,,"One week of orientation prior to start date. We offer 12 weeks in REI, 36 weeks in oncology, 48 weeks each in obstetrics and gynecology, and SONO training in PGY1 and PGY3. DOs must complete rotating internship--our program will not fill that requirement for Florida licensure.",,,,,,,University-based,Shands Hospital at the University of Florida-Gainesville,4,4,4,No,No,"Yes , Codes: 1824220C0",No,,-_-,,,Yes,56,No,No,2,No,Yes,225_225__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,Yes,26,2,2,0,28,2,46.1,1.6 to 1,72,24,1,No,,100.0,0.0,0.0,85.4,14.5,Every sixth night for 36 week(s),0,Every sixth night for 36 week(s),0,Every sixth night for 48 week(s),0,Every sixth night for 36 week(s),Not Available,6,50%,N/A,"$54,811.00",15,10,"$56,604.00",15,10,"$58,424.00",15,10,"$60,914.00",15,10,No answer,30,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,Yes,4,,Yes
0,https://freida.ama-assn.org/program/2201121069,4,4,No,Yes,July,Yes,No,http://www.hscj.ufl.edu/obgyn/residency/,Not Available,"Kelly A Best
MD
Univ of Florida Coll of Med Jacksonville
Dept of Ob/Gyn LRC 3rd Fl Box L17
653-1 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-3112
Fax: (904) 244-3658
E-mail: kelly.best@jax.ufl.edu","Kathryn  MacKenzie
MS
Univ of Florida Coll of Med Jacksonville
Dept of Ob/Gyn LRC 3rd Fl Box L17
653-1 W 8th St
Jacksonville, FL 32209
Tel: (904) 244-3112
Fax: (904) 244-3658
E-mail: kathryn.mackenzie@jax.ufl.edu",2201121069,"Univ of Florida Coll of Med Jacksonville, Dept of Ob/Gyn LRC 3rd Fl Box L17, 653-1 W 8th St, Jacksonville, FL 32209","655 W 8th St, Jacksonville, FL 32209","655 W 8th St, Jacksonville, FL 32209-6597","2627 Riverside Ave, Jacksonville, FL 32204","3625 University Blvd S, Jacksonville, FL 32216","14550 Old St Augustine Rd, Jacksonville, FL 32258",,"Program provides high surgical volumes in collegial environment. Ten miles from beautiful beaches, call schedule that lets you enjoy it! Largest city in the continental US, close to water sports, major professional sports, history, and nature.",,,,,,,Community-based university affiliated,UF Health Jacksonville,6,6,6,No,No,"Yes , Codes: 1101220C0",No,10/21/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,10/21/2021,Yes,70,No,No,3,No,Yes,200_205__,Yes,210-225,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,32,0,2,0,34,0,62.5,1.3 to 1,70,24,1,No,,98.6,0.0,1.3,87.5,12.5,Once per week for 52 week(s),0,Two times per week for 52 week(s),4,Two times per week for 52 week(s),4,Once per week for 52 week(s),Not Available,4,35%,1%,"$54,811.00",15,10,"$56,604.00",15,10,"$58,424.00",15,10,"$58,766.00",15,10,Yes,NGO,180,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Required,No,Yes,Yes,6,NGO (wks),Yes
0,https://freida.ama-assn.org/program/2201100077,4,4,No,Yes,July,Yes,No,http://osceolaregional.com/gme/obstetrics-and-gynecology/,Not Available,"Michelle  Ozcan
MD
Osceola Regional Med Ctr
Ob/Gyn Pgm
700 W Oak St
Kissimmee, FL 34741
Tel: (321) 697-1736
Fax: (407) 518-3923
E-mail: ann.bravogarcia@hcahealthcare.com","Ann  Bravo-Garcia
Osceola Regional Med Ctr
Ob/Gyn Pgm
700 W Oak St
Kissimmee, FL 34741
Tel: (321) 697-1736
Fax: (407) 518-3923
E-mail: ann.bravogarcia@hcahealthcare.com",2201100077,"Osceola Regional Med Ctr, Ob/Gyn Pgm, 700 W Oak St, Kissimmee, FL 34741","6850 Lake Nona Blvd, Orlando, FL 32827-7408","700 W Oak St, Kissimmee, FL 34741","5201 Raymond St, Orlando, FL 32806",,,,,,,,,,,Community-based university affiliated,Osceola Regional Medical Center,3,3,3,No,No,"Yes , Codes: 1587220C0",No,11/10/2020,11/17/2020 - 2/5/2021_10/15/2021 - 2/1/2022,9/1/2021,10/15/2021,Yes,48,No,No,3,Yes,Yes,210_230_490_520,Yes,No Answer,Yes,Yes,No Answer,Required,No,No,No,0,0,23,2,23,2,,0.9 to 1,65,24,1.5,Yes,,0.0,22.7,77.2,65.6,34.3,N/A,0,N/A,0,N/A,0,N/A,Not Available,5,NGO,10%,"$53,884.00",15,10,"$55,456.00",20,10,"$58,590.00",20,10,"$60,630.00",20,10,No answer,Not Available,60,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Within 30 days of starting program,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,3,,Yes
0,https://freida.ama-assn.org/program/2201121070,4,4,No,Yes,June,Yes,No,http://obgyn.med.miami.edu/education/residency,Not Available,"Carlos A Medina
MD
Jackson Memorial Hosp
Holtz Ctr Rm 4070
1161 NW 12th Ave
Miami, FL 33136
Tel: (305) 585-3771
Fax: (305) 325-1282
E-mail: emonas@med.miami.edu","Eleni  Monas
MA
Jackson Memorial Hosp
Holtz Ctr Rm 4070
1161 NW 12th Ave
Miami, FL 33136
Tel: (305) 585-3771
Fax: (305) 325-1282
E-mail: emonas@med.miami.edu",2201121070,"Jackson Memorial Hosp, Holtz Ctr Rm 4070, 1161 NW 12th Ave, Miami, FL 33136","1611 NW 12th Ave, Miami, FL 33136","1400 NW 12th Ave, Miami, FL 33136","1120 NW 14th St, Miami, FL 33136","2950 Cleveland Clinic Blvd, Weston, FL 33331","8260 NE 2nd Ave, Miami, FL 33138","9065 Dadeland Blvd, Miami, FL 33156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
