,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2203512206,Community-based university affiliated,Richmond University Medical Center,4,4,No,Yes,July,Yes,No,http://rumcsi.org/Main/residentsInterns.aspx,Not Available,"Marino  Poliseno
DO
Richmond Univ Med Ctr
Ob/Gyn Dept
355 Bard Ave
Staten Island, NY 10310
Tel:
Fax:
E-mail: mpoliseno@rumcsi.org","Jonathan  Pessolano
Richmond Univ Med Ctr
Office of GME
355 Bard Ave
Staten Island, NY 10310
Tel: (718) 818-4273
Fax: (718) 818-1618
E-mail: jopessolano@rumcsi.org",2203512206,"Richmond Univ Med Ctr, Ob/Gyn Dept, 355 Bard Ave, Staten Island, NY 10310","355 Bard Ave, Staten Island, NY 10310","1275 York Ave, New York, NY 10021","237 Richmond Rd, Staten Island, NY 10309",,,4,4,4,4,No,No,"Yes , Codes: 1514220C0",No,12/31/2020,11/6/2020 - 2/5/2021_11/5/2021 - 2/4/2022,10/1/2021,12/31/2021,Yes,96,No,No,3,No,No,___,No,226-235,No,No,541-600,"Desired, with some exceptions",No,No,No,11,0,5,0,16,0,27.2,0.8 to 1,80,24,1,No,,47.9,10.8,41.2,69.4,30.5,Two times per week for 32 week(s),0,Two times per week for 32 week(s),0,Two times per week for 32 week(s),0,Two times per week for 26 week(s),Not Available,10,40%,N/A,"$64,902.00",20,NGO,"$70,148.00",20,NGO,"$76,148.00",20,NGO,"$80,731.00",20,NGO,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,No,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203521316,University-based,Stony Brook Medicine,4,4,No,Yes,July,Yes,No,https://medicine.stonybrookmedicine.edu/obgyn/residency,Not Available,"Elizabeth R Garduno
MD, MPH
Stony Brook Med
HSC Level 9 Rm 090
101 Nicolls Rd
Stony Brook, NY 11779-8091
Tel: (631) 444-2739
Fax: (631) 444-8954
E-mail: elizabeth.garduno@stonybrookmedicine.edu","Dianne  Hummel
SUNY Stony Brook Med
Dept of Ob/Gyn
Health Science Ctr T-9
Stony Brook, NY 11794-8091
Tel: (631) 444-2739
Fax: (631) 444-8954
E-mail: dianne.hummel@stonybrookmedicine.edu",2203521316,"Stony Brook Med, HSC Level 9 Rm 090, 101 Nicolls Rd, Stony Brook, NY 11779-8091","101 Nichols Rd, Stony Brook, NY 11794","240 Meeting House Ln, Southampton, NY 11968",,,"Our residency is an academic training program within a university teaching hospital, offering an environment for residents to complete their training with the highest levels of personal and professional growth. The strengths of our Program are not only academic and clinical, but also the collegial working environment fostered among our faculty and residents. Our program provides a solid foundation in general obstetrics/gynecology, as well as subspecialty training.",5,5,5,5,No,No,"Yes , Codes: 2919220C0",No,11/1/2020,12/2/2020 - 1/29/2021_12/1/2021 - 1/31/2022,9/1/2021,11/1/2021,Yes,80,No,No,3,No,Yes,210_210__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,30,12,1,2,31,14,70.0,1.5 to 1,80,16,1,No,Yes,100.0,0.0,0.0,100.0,0.0,Other for week(s),0,Other for week(s),0,Other for week(s),0,Other for week(s),Not Available,5,25%,5%,"$67,833.00",15,15,"$72,205.00",16,16,"$76,203.00",18,18,"$80,203.00",18,18,No,NGO,NGO,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203521215,University-based,SUNY Upstate Medical University,4,4,No,Yes,July,Yes,No,http://www.upstate.edu/obgyn/,Not Available,"Leah A Kaufman
MD
SUNY Upstate Med Ctr
Rm 2603-C
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-5692
Fax:
E-mail: kaufmale@upstate.edu","Amanda M McCoy
BS
SUNY Upstate Med Ctr
Rm 2602-3
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-4006
Fax: (315) 464-4737
E-mail: mccoya@upstate.edu",2203521215,"SUNY Upstate Med Ctr, Rm 2603-C, 750 E Adams St, Syracuse, NY 13210","750 E Adams St, Syracuse, NY 13210","736 Irving Ave, Syracuse, NY 13210",,,"The SUNY Upstate Medical University is in the city of Syracuse, in central New York State. Syracuse has a metropolitan area population of approximately 750,000. The program serves a diverse patient population as a regional perinatal center. Surgical and obstetric simulation is incorporated at all levels including FLS, robotic and sonography training.",5,5,5,5,No,No,"Yes , Codes: 1516220C0",No,11/15/2020,11/17/2020 - 1/29/2021_11/17/2021 - 1/29/2022,8/15/2021,11/15/2021,Yes,69,No,No,3,No,Yes,230_230__,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,No,18,5,2,1,20,6,38.8,0.9 to 1,75,12,1,No,Yes,98.3,0.0,1.6,88.2,11.7,Two times per week for 10 month(s),0,Two times per week for 10 month(s),0,Two times per week for 10 month(s),0,Two times per week for 10 month(s),Not Available,5,10%,N/A,"$55,177.00",15,15,"$59,329.00",16,16,"$62,086.00",18,18,"$64,630.00",18,18,No,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,More than 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Required,Yes,Yes,Yes,,(5 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203521199,University-based,Westchester Medical Center,4,4,No,Yes,July,Yes,No,http://www.nymc.edu,Not Available,"Julia  Keltz
MD
Westchester Med Ctr
Dept of Ob/Gyn
100 Woods Rd
Valhalla, NY 10595
Tel: (914) 594-2112
Fax:
E-mail: beverly_fishburne@nymc.edu","Beverly Y Fishburne
NYC Health+Hosps/Metropolitan
Dept of Ob/Gyn Rm 4B5
1901 First Ave
New York, NY 10029
Tel: (212) 423-6796
Fax: (212) 423-8121
E-mail: beverly_fishburne@nymc.edu",2203521199,"Westchester Med Ctr, Dept of Ob/Gyn, 100 Woods Rd, Valhalla, NY 10595","40 Sunshine Cottage Rd, Valhalla, NY 10595","100 Woods Rd, Valhalla, NY 10595","1901 First Ave, New York, NY 10029",,"This is a well-balanced program with two clinical sites: WMC, a regional perinatal center, and Quarterney Care Center. MHC serves the urban poor in NYC. Residents are exposed to the full range of clinical training in obstetrics and gynecology.",5,4,4,4,No,Yes,"Yes , Codes: 1443220P0,1443220C0",No,12/31/2020,11/17/2020 - 1/29/2021_11/1/2021 - 1/31/2022,9/15/2021,12/31/2021,Yes,80,No,No,3,No,Yes,200__450_,No,226-235,Yes,No,541-600,Required,No,No,No,31,11,4,0,35,11,51.6,1.9 to 1,80,24,1.5,No,Yes,87.8,8.2,3.9,83.4,16.5,N/A,0,N/A,0,N/A,0,N/A,Not Available,7,25%,N/A,"$64,260.00",20,NGO,"$67,626.00",20,NGO,"$70,747.00",20,NGO,"$72,828.00",20,NGO,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Required,Yes,Yes,Yes,,NGO (wks),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203500371,,,4,4,No,Yes,July,Yes,No,http://goodsamaritan.chsli.org/obgyn-residency-program,Not Available,"Anthony F Sampino
DO
Good Samaritan Hosp Med Ctr
Ob/Gyn Pgm
1000 Montauk Hwy
West Islip, NY 11795
Tel: (631) 376-4163
Fax:
E-mail: anthony.sampino@chsli.org","Hillary  Lessing
MA
Good Samaritan Hosp Med Ctr
Ob/Gyn Pgm
1000 Montauk Hwy
West Islip, NY 11795
Tel: (631) 376-4163
Fax: (631) 376-3046
E-mail: hillary.lessing@chsli.org",2203500371,"Good Samaritan Hosp Med Ctr, Ob/Gyn Pgm, 1000 Montauk Hwy, West Islip, NY 11795","1000 Montauk Hwy, West Islip, NY 11795","1275 York Ave, New York, NY 10021","2445 Oceanside Rd, Oceanside, NY 11572","1556 Straight Path, Wyandanch, NY 11798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080 Sunrise Hwy, Amityville, NY 11701","1111 Montauk Hwy, West Islip, NY 11795",,,,,,,,,
0,https://freida.ama-assn.org/program/2203811224,Community-based university affiliated,Cleveland Clinic Akron General,4,4,No,Yes,July,Yes,No,http://www.akrongeneral.org/obstetricsandgynecologyresidency,Not Available,"Natalie A Bowersox
MD
Akron General Med Ctr
Dept of Ob/Gyn
1 Akron General Ave
Akron, OH 44307
Tel: (330) 344-1422
Fax: (330) 344-2912
E-mail: bowersn@ccf.org","Lauren  Urycki Harhager
Akron General Med Ctr
Dept of Ob/Gyn
1 Akron General Ave
Akron, OH 44307
Tel: (330) 344-1422
Fax: (330) 344-2912
E-mail: uryckil@ccf.org",2203811224,"Akron General Med Ctr, Dept of Ob/Gyn, 1 Akron General Ave, Akron, OH 44307","400 Wabash Ave, Akron, OH 44307",,,,"In addition to the excellent educational experience and camaraderie, our program holds several resident wellness events including yoga, chair massages, personal wellness on 5th Fridays and the annual wellness week and retreat! Akron General also offers an onsite exercise facility available to the residents 24/7.",5,5,5,5,No,No,"Yes , Codes: 1542220C0",No,11/1/2020,11/16/2020 - 12/21/2020_10/25/2021 - 12/20/2021,9/15/2021,10/8/2021,Yes,72,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,Yes,Yes,21,2,12,0,33,2,47.6,1.3 to 1,80,24,1,No,Yes,34.5,0.0,65.4,89.5,10.4,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),3,8,5%,N/A,"$58,642.00",15,NGO,"$60,618.00",15,NGO,"$62,577.00",15,NGO,"$65,025.00",15,NGO,Yes,60,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,(5 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203821223,Community-based university affiliated,Summa Akron City Hospital,4,4,No,Yes,July,Yes,No,http://meded.summahealth.org/index_article.asp?,Not Available,"Thomas  Mendise
MD
Summa Health System
Med II
525 E Market St
Akron, OH 44304
Tel: (330) 375-7459
Fax: (330) 375-7813
E-mail: mendiset@summahealth.org","Gretchen A Himes
MBA
Summa Health System
PO Box 2090 Med 2
525 E Market St
Akron, OH 44304
Tel: (330) 375-7459
Fax: (330) 375-7813
E-mail: himesg@summahealth.org",2203821223,"Summa Health System, Med II, 525 E Market St, Akron, OH 44304","525 E Market St, Akron, OH 44309-2090","525 E Market St, Akron, OH 44309-2090","155 Fifth St NE, Barberton, OH 44203",,Protected education time is scheduled each weekday.  CREOG scores are consistently above the national mean & the 3 year written and oral board passage rate is 100%.  All sub-specialists are in-house and there are no fellows.  GYN numbers are good which leads to all graduates' ACGME case log numbers exceeding the minimum requirements.  Residents work with an Addiction Medicine specialist who works directly with OB patients.,6,6,6,6,No,No,"Yes , Codes: 1541220C0",No,11/1/2020,11/20/2020 - 1/8/2021_10/22/2021 - 1/7/2022,9/15/2021,11/1/2021,Yes,42,No,No,3,No,Yes,200_215_575_575,Yes,226-235,Yes,Yes,Greater than 600,Required,Yes,No,No,13,0,8,0,21,0,38.4,0.7 to 1,65,24,1.5,Yes,Yes,58.3,6.3,35.3,76.0,23.9,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),NGO,Every tenth night for 12 month(s),NGO,6,15%,2%,"$57,952.00",15,NGO,"$59,820.00",15,NGO,"$61,081.00",15,NGO,"$63,045.00",15,NGO,Yes,42,NGO,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203821226,Community-based university affiliated,Aultman Hospital/NEOMED,4,4,No,Yes,July,Yes,No,http://www.aultmanobgyn.com/index.html,Not Available,"Prab  Gill
MD
Aultman Hosp
Dept of Ob/Gyn
2600 Sixth St SW
Canton, OH 44710
Tel: (330) 363-6214
Fax:
E-mail: prab.gill@aultman.com","Bethany A Kautz
Aultman Hosp
Dept of Ob/Gyn
2600 Sixth St SW
Canton, OH 44710-1799
Tel: (330) 363-6214
Fax:
E-mail: beth.kautz@aultman.com",2203821226,"Aultman Hosp, Dept of Ob/Gyn, 2600 Sixth St SW, Canton, OH 44710","2600 6th St SW, Canton, OH 44710",,,,"We have uninterrupted accreditation for 70 years! We have approximately 2,700 births annually, many are classified as high risk. We are designated by the State of Ohio as a Level III Perinatal Center. We have approximately 1,200 major gyn operations annually, and a busy resident clinic with more than 10,000 outpatient visits. Our active outpatient clinic is responsible for about 70 births per month plus a large volume of operative gyn. All patients on the ob/gyn service are teaching patients.",5,5,5,5,No,No,"Yes , Codes: 1544220C0",No,12/1/2020,10/28/2020 - 1/8/2021_10/27/2021 - 1/7/2022,10/27/2021,12/1/2021,Yes,60,No,No,3,No,Yes,200_220_500_500,Yes,210-225,Yes,Yes,Below 450,Not required,Yes,No,No,3,0,4,1,7,1,33.3,0.2 to 1,65,24,1,Yes,Yes,22.2,13.4,64.2,58.0,41.9,Other for week(s),0,Other for week(s),0,Other for week(s),0,Other for week(s),Not Available,7,20%,5%,"$56,598.00",15,28,"$58,523.00",15,28,"$60,499.00",15,28,"$63,257.00",15,28,Yes,28,56,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,,,,,Aggregate resident Milestone achievements,,,,,,"Graduates’ board certification pass rates_Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",,,,,
0,https://freida.ama-assn.org/program/2203811228,Community-based,TriHealth-Good Samaritan Hospital,4,4,No,Yes,"June,July",Yes,No,http://www.trihealth.com,Not Available,"Nima R Patel
MD
Good Samaritan Hosp
Ob/Gyn Dept
375 Dixmyth Ave
Cincinnati, OH 45220
Tel: (513) 862-3400
Fax: (513) 221-5865
E-mail: nima_patel@trihealth.com","Anne  Ulmer
Good Samaritan Hosp
Ob/Gyn Dept
375 Dixmyth Ave
Cincinnati, OH 45220
Tel: (513) 862-3400
Fax: (513) 221-5865
E-mail: anne_ulmer@trihealth.com",2203811228,"Good Samaritan Hosp, Ob/Gyn Dept, 375 Dixmyth Ave, Cincinnati, OH 45220","375 Dixmyth Ave, Cincinnati, OH 45220-2489","375 Dixmyth Ave, Cincinnati, OH 45220-2489","3333 Burnet Ave, Cincinnati, OH 45229-3039","10500 Montgomery Rd, Cincinnati, OH 45242",Program offers robotic training; web-based testing system for didactics.,8,8,8,8,No,No,"Yes , Codes: 1550220C0",No,10/31/2020,10/15/2020 - 12/3/2020_10/14/2021 - 12/2/2021,9/1/2021,10/31/2021,Yes,80,No,No,3,No,Yes,229_229_588_588,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",No,No,No,39,5,20,0,59,5,48.7,1.5 to 1,80,16,2,No,Yes,56.3,2.1,41.5,91.5,8.4,Negotiable for 12 week(s),0,Every fourth night for 12 week(s),0,Every third night for 12 week(s),8,Every third night for 12 week(s),8,3,50%,20%,"$57,771.00",20,2,"$59,510.00",20,2,"$61,377.00",20,2,"$63,181.00",20,2,Yes,30,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Required,No,Yes,No,,(1 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203821229,University-based,University of Cincinnati Medical Center Inc,4,4,No,Yes,"June,July",Yes,No,https://med.uc.edu/obgyn,Not Available,"Michael  Boldt
MD
Univ of Cincinnati Med Ctr
ML 0526
231 Albert Sabin Way
Cincinnati, OH 45267
Tel: (513) 558-7651
Fax: (513) 558-7622
E-mail: boldtml@ucmail.uc.edu","Michael  Boland
Univ of Cincinnati Med Ctr
MSB-4408 ML 0526
231 Albert Sabin Way
Cincinnati, OH 45267-0526
Tel: (513) 558-7651
Fax: (513) 558-7622
E-mail: bolandmh@ucmail.uc.edu",2203821229,"Univ of Cincinnati Med Ctr, ML 0526, 231 Albert Sabin Way, Cincinnati, OH 45267","234 Goodman St, Cincinnati, OH 45219","3333 Burnet Ave, Cincinnati, OH 45229-3039","3200 Vine St, Cincinnati, OH 45220-2213","2139 Auburn Ave, Cincinnati, OH 45219","Our mission as a residency program is: Residents prepared to pursue an academic practice in ob/gyn that is defined as active participation in service, education or research as part of a clinical practice. Residents with a passion for evidenced-based and high-value care to improve individual and population health.",7,7,7,7,No,No,"Yes , Codes: 1548220C0",No,11/30/2020,10/30/2020 - 1/29/2021_10/1/2021 - 1/31/2022,9/1/2021,11/30/2021,Yes,80,No,No,3,No,Yes,235_240_670_670,Yes,236-245,Yes,Yes,Greater than 600,Required,Yes,No,No,26,0,0,0,26,0,61.5,0.9 to 1,75,28,1,No,Yes,96.4,3.5,0.0,78.5,21.4,Once per week for 7 month(s),0,Once per week for 7 month(s),0,Once per week for 7 month(s),0,Once per week for 7 month(s),Not Available,3,20%,20%,"$59,812.00",20,5,"$61,746.00",20,5,"$63,239.00",20,5,"$65,567.00",20,5,Yes,NGO,NGO,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203821230,,,4,4,No,Yes,"June,July",Yes,No,https://www.uhhospitals.org/medical-education/,Not Available,"Kim  Puterbaugh
MD
Univ Hosps Cleveland Med Ctr
Ob/Gyn Pgm
11100 Euclid Ave
Cleveland, OH 44106
Tel:
Fax:
E-mail: kim.puterbaugh@uhhospitals.org","Martha  Weber
Univ MacDonald Women's Hosp
MAC 7007
11100 Euclid Ave
Cleveland, OH 44106
Tel: (216) 844-8551
Fax: (216) 201-4239
E-mail: martha.weber@uhhospitals.org",2203821230,"Univ Hosps Cleveland Med Ctr, Ob/Gyn Pgm, 11100 Euclid Ave, Cleveland, OH 44106","11100 Euclid Ave, Cleveland, OH 44106-2602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203821327,Community-based university affiliated,The MetroHealth System,4,4,No,Yes,"June,July",Yes,No,http://www.metrohealth.org,Not Available,"Thomas M Frank
MD
MetroHealth Med Ctr
Ob/Gyn Pgm
2500 MetroHealth Dr
Cleveland, OH 44109
Tel: (216) 778-5539
Fax: (216) 778-8642
E-mail: skircher@metrohealth.org","Samantha M Kircher
MetroHealth Med Ctr
Ob/Gyn Pgm
2500 MetroHealth Dr
Cleveland, OH 44109-1998
Tel: (216) 778-5539
Fax: (216) 778-2453
E-mail: skircher@metrohealth.org",2203821327,"MetroHealth Med Ctr, Ob/Gyn Pgm, 2500 MetroHealth Dr, Cleveland, OH 44109","2500 MetroHealth Dr, Cleveland, OH 44109-1998","10701 East Blvd, Cleveland, OH 44106",,,"Our excellent learning environment and dedicated faculty allows residents to profit from exposure to accomplished academicians and researchers whose expertise spans the full breadth of our specialty. Graduates of this program are qualified to practice independently as obstetricians and gynecologists, and many recent graduates have successfully obtained positions in highly selective subspecialty fellowships.",5,5,5,5,No,No,"Yes , Codes: 1553220C0",No,10/31/2020,10/21/2020 - 12/31/2020_10/21/2021 - 12/31/2021,9/1/2021,10/31/2021,No,90,No,No,3,No,No,___,No,226-235,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,Yes,Yes,34,4,0,0,34,4,52.9,1.7 to 1,65,24,1,Yes,Yes,83.5,14.7,1.7,94.4,5.5,Every eleventh night or more for 9 month(s),0,Every eleventh night or more for 10 month(s),4,Every eleventh night or more for 10 month(s),4,Every eleventh night or more for 10 month(s),4,4,50%,N/A,"$57,663.00",20,NGO,"$59,082.00",20,NGO,"$60,847.00",20,NGO,"$62,979.00",20,NGO,Yes,60,NGO,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,
