,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Participant 3,Participant 4,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,Participant 5,,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Yes
0,https://freida.ama-assn.org/program/4001100316,4,4,No,Yes,July,Yes,No,,Not Available,"Ethan B Kass
DO
Univ Hosp and Med Ctr
Psychiatry Pgm
7201 N University Dr
Tamarac, FL 33321
Tel: (954) 724-6564
Fax: (954) 597-4430
E-mail: joanne.fama@hcahealthcare.com","Joanne  Fama
Univ Hosp and Med Ctr
Psychiatry Pgm
7201 N University Dr
Tamarac, FL 33321
Tel: (954) 724-6540
Fax: (954) 597-4430
E-mail: joanne.fama@hcahealthcare.com",4001100316,"Univ Hosp and Med Ctr, Psychiatry Pgm, 7201 N University Dr, Tamarac, FL 33321","450 E Las Olas Rd, Fort Lauderdale, FL 33301","7201 N University Dr, Tamarac, FL 33321","1201 NW 16th St, Miami, FL 33125","2950 Cleveland Clinic Blvd, Weston, FL 33331",,Community-based university affiliated,University Hospital and Medical Center,,,9,8,8,5,,No,No,"Yes , Codes: 2042400C0",No,1/8/2021,7/1/2020 - 1/8/2021_7/1/2021 - 1/8/2022,7/1/2021,1/8/2022,Yes,65,No,No,3,Yes,Yes,210_210_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,4,0,0,0,4,0,25,0.1 to 1,80,14,1,Yes,Yes,0,0,100,50.2,49.7,N/A,0,N/A,3,N/A,2,N/A,2,,,7,NGO,N/A,"$52,934.00",20,Not Available,"$54,506.00",20,Not Available,"$56,212.00",20,Not Available,"$58,282.00",20,Not Available,,,,No,20,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001121052,4,4,No,Yes,July,Yes,No,http://www.health.usf.edu/PSYCH/,Not Available,"Daniel  Fallon
MD
USF Health Morsani Coll of Med
Dept of Psychiatry
3515 E Fletcher Ave
Tampa, FL 33613
Tel:
Fax:
E-mail: kisaac@usf.edu","Kay  Isaac
USF Health Morsani Coll of Med
Dept of Psychiatry
3515 E Fletcher Ave
Tampa, FL 33613
Tel: (813) 974-2805
Fax: (813) 974-2478
E-mail: kisaac@usf.edu",4001121052,"USF Health Morsani Coll of Med, Dept of Psychiatry, 3515 E Fletcher Ave, Tampa, FL 33613","12901 N Bruce B Downs Blvd, Tampa, FL 33612","3515 E Fletcher Ave, Tampa, FL 33613","1000 Bay Pines Blvd, Bay Pines, FL 33744","13000 Bruce B Downs Blvd, Tampa, FL 33612-4798",,University-based,University Psychiatry Center,"1 Tampa General Circle, Tampa, FL 33601","4422 E Columbus Dr, Tampa, FL 33605",10,10,10,10,,No,No,"Yes , Codes: 1109400C0",No,1/1/2021,10/14/2020 - 1/29/2021_10/1/2021 - 1/31/2022,9/1/2021,1/1/2022,Yes,125,No,No,3,No,No,___,No,210-225,No,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,56,4,0,0,56,4,48.2,1.4 to 1,45,16,1.5,Yes,,87.5,2.1,10.2,47.1,52.8,N/A,NGO,Every sixth night for 26 week(s),NGO,Every sixth night for 10 week(s),NGO,N/A,NGO,,,5,NGO,N/A,"$52,500.00",15,9,"$53,763.00",15,9,"$55,716.00",15,9,"$57,953.00",15,9,,,,Yes,34,90,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001221053,4,4,No,Yes,"July,Negotiable",Yes,No,http://psychiatry.emory.edu/education/index.html,Not Available,"Ann C Schwartz
MD
Emory Univ Sch of Med
Dept of Psychiatry Ste 142
12 Executive Park Dr NE
Atlanta, GA 30329
Tel: (404) 727-5157
Fax: (404) 727-4746
E-mail: aschwa2@emory.edu","Sandra  Saltibus
Emory Univ Sch of Med
Dept of Psychiatry
12 Executive Park Dr NE
Atlanta, GA 30329
Tel: (404) 727-5157
Fax:
E-mail: ssaltib@emory.edu",4001221053,"Emory Univ Sch of Med, Dept of Psychiatry Ste 142, 12 Executive Park Dr NE, Atlanta, GA 30329","1440 Clifton Rd NE, Atlanta, GA 30322","80 Butler St SE, Atlanta, GA 30335","1364 Clifton Rd NE, Atlanta, GA 30322","1670 Clairmont Rd, Decatur, GA 30033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001221262,4,4,No,Yes,July,Yes,No,http://www.msm.edu/Education/GME/PyschResidencyProgram/index.php,Not Available,"Deirdre  Cosby
MD
Morehouse Sch of Med
Psychiatry Pgm
720 Westview Dr SW
Atlanta, GA 30310-1495
Tel:
Fax: (404) 756-1459
E-mail: decosby@msm.edu","Tiffany L Burns
Morehouse Sch of Med
Dept of Psych/Behavioral Sciences
720 Westview Dr SW
Atlanta, GA 30310-1495
Tel: (404) 756-1440
Fax: (404) 756-1459
E-mail: tburns@msm.edu",4001221262,"Morehouse Sch of Med, Psychiatry Pgm, 720 Westview Dr SW, Atlanta, GA 30310-1495","720 Westview Dr SW, Atlanta, GA 30310-1495","80 Butler St SE, Atlanta, GA 30335","1670 Clairmont Rd, Decatur, GA 30033","3073 Panthersville Rd, Decatur, GA 30037-0407","Program provides individual access to Beat the Boards beginning in the PGY3. Program will also cover travel to a structured Board Review for those who register. Program also pays for several travel opportunities to attend special conferences, workshops as well as offers a book stipend and covering the annual APA membership. We plan two retreats a year, a day retreat in the fall and a weekend retreat in the spring where residents can bring their family and significant others.",University-based,Grady Health System,,,4,4,4,4,,No,No,"Yes , Codes: 2099400C0",No,12/1/2020,10/21/2020 - 1/20/2021_10/20/2021 - 1/19/2022,9/15/2021,12/1/2021,Yes,39,No,No,3,No,Yes,200___450,No,210-225,No,Yes,450-500,Required,Yes,No,No,5,2,6,1,11,3,60,0.5 to 1,50,16,1.4,Yes,,67.2,26.2,6.5,50.1,49.8,Every fourth night for 2 month(s),0,Every tenth night for 12 month(s),0,Every eleventh night or more for 2 month(s),0,N/A,Not Available,,,8,25%,25%,"$60,884.00",15,15,"$64,421.00",15,15,"$66,523.00",15,15,"$69,143.00",15,15,,,,Yes,30,60,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001221054,4,4,No,Yes,"July,Negotiable",Yes,No,https://www.augusta.edu/mcg/psychiatry/general/index.php,Not Available,"Richard F Camino-Gaztambide
MD, MA
Med Coll of Georgia/Augusta Univ
Dept of Psychiatry and Health Behavior
997 St Sebastian Way
Augusta, GA 30912
Tel: (706) 721-6715
Fax: (706) 721-1793
E-mail: rcamino@augusta.edu","Edith  Towns
Med Coll of Georgia/Augusta Univ
Dept of Psychiatry and Health Behavior
997 St Sebastian Way
Augusta, GA 30912-3800
Tel: (706) 721-6715
Fax: (706) 721-1793
E-mail: etowns@augusta.edu",4001221054,"Med Coll of Georgia/Augusta Univ, Dept of Psychiatry and Health Behavior, 997 St Sebastian Way, Augusta, GA 30912","1120 15th St, Augusta, GA 30912-5000","1 Freedom Way, Augusta, GA 30904-6285","3405 Mike Padgett Hwy, Augusta, GA 30906",,"At AU we offer a vibrant, revitalized, and successful department of psychiatry where academic rigor and excellence are fostered in a caring and supportive learning environment. Our values include integrity, collegiality, and mutual respect. There are varied clinical experiences affording the trainees exposure to a diverse patient population.",University-based,Medical College of Georgia,,,7,7,7,7,,No,No,"Yes , Codes: 1985400C0",No,12/18/2020,10/23/2020 - 1/22/2021_10/22/2021 - 1/21/2022,9/15/2021,12/22/2021,Yes,71,No,No,3,No,Yes,196_210_450_450,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,14,4,1,1,15,5,28.5,0.5 to 1,50,16,1,Yes,,51.2,26,22.7,38.6,61.3,N/A,NGO,Other for 52 week(s),NGO,Other for 52 week(s),NGO,Other for 52 week(s),NGO,,,6,8%,N/A,"$53,586.00",21,14,"$55,403.00",21,14,"$57,273.00",21,14,"$59,704.00",21,14,,,,Yes,35,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001200263,4,4,No,Yes,July,Yes,No,https://coliseumhealthsystem.com/gme/index.dot,Not Available,"Leslie K Tomek
MD
Coliseum Med Ctrs
Bldg A Ste 430
380 Hospital Dr
Macon, GA 31217
Tel: (585) 737-3082
Fax:
E-mail: leslie.tomek@hcahealthcare.com","Emory  Dunn
MBA
Coliseum Med Ctrs
Bldg A Ste 430
380 Hospital Dr
Macon, GA 31217
Tel: (478) 751-0366
Fax:
E-mail: emory.dunn@hcahealthcare.com",4001200263,"Coliseum Med Ctrs, Bldg A Ste 430, 380 Hospital Dr, Macon, GA 31217","PO Box 23089, Savannah, GA 31404","380 Hospital Dr, Macon, GA 31217","402 Osigian Blvd, Warner Robins, GA 31088","620 Broad St, Milledgeville, GA 31062",,,,"1550 College St, Macon, GA 31207","110 Russell Dr, Dublin, GA 31021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Water Tower Ct, Macon, GA 31210",,"304 Pierce Ave, Macon, GA 31204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001200264,4,4,No,Yes,July,Yes,No,http://gatewaypsychiatry.org/,Not Available,"Krystle  Graham
MD
Gateway Behavioral Health Community Service
Psychiatry Pgm
601 E 66th St
Savannah, GA 31405
Tel: (912) 790-6239
Fax: (912) 527-6072
E-mail: krystle.graham@gatewaybhs.org","Antia  Adams
MA
Gateway Behavioral Health Community Service
Psychiatry Pgm
601 E 66th St
Savannah, GA 31405
Tel: (912) 503-9539
Fax: (912) 527-6072
E-mail: antia.adams@gatewaybhs.org",4001200264,"Gateway Behavioral Health Community Service, Psychiatry Pgm, 601 E 66th St, Savannah, GA 31405","800 70th St, Savannah, GA 31405","800 E 70th St, Savannah, GA 31405","835 E 65th St, Savannah, GA 31405","6602 Waters Ave, Savannah, GA 31406",,,,"4700 Waters Ave, Savannah, GA 31404","6602 Waters Ave, Savannah, GA 31406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PO Box 23089, Savannah, GA 31404",,"1915 Eisenhower Dr, Savannah, GA 31406","125 Fahm St, Savannah, GA 31401","106 E Broad St, Savannah, GA 31401","600 Coastal Village Dr, Brunswick, GA 31523","800 E 70th St, Savannah, GA 31405",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001431055,4,4,Yes,Yes,"July,Negotiable",Yes,No,http://www.hawaiiresidency.org,Not Available,"Mary D Eckert
MD
Univ of Hawaii John A Burns Sch of Med
Dept of Psychiatry 4th Fl
1356 Lusitana St
Honolulu, HI 96813
Tel: (808) 586-7428
Fax: (808) 586-2940
E-mail: ctonai@hawaiiresidency.org","Celeste  Tonai
BA
Univ of Hawaii John A Burns Sch of Med
Dept of Psychiatry 4th Fl
1356 Lusitana St
Honolulu, HI 96813
Tel: (808) 586-7428
Fax: (808) 586-2940
E-mail: ctonai@hawaiiresidency.org",4001431055,"Univ of Hawaii John A Burns Sch of Med, Dept of Psychiatry 4th Fl, 1356 Lusitana St, Honolulu, HI 96813","1356 Lusitana St, Honolulu, HI 96813","1301 Punchbowl St, Honolulu, HI 96813","1319 Punahou St, Honolulu, HI 96826-1032","347 N Kuakini St, Honolulu, HI 96817-9980","The UH department of psychiatry is committed to expanding knowledge within a cross cultural, biological, psychological and social framework. Residents are offered various opportunities to explore the dynamics of these factors in a cultural melting pot, because our location in the middle of the pacific brings together a rich tapestry of cultural diversity. We also offer opportunities in fellowship training in the specialty areas of addiction, child and adolescent and geriatric psychiatry.",Community-based university affiliated,Queen's Medical Center,"1 Jarrett White Rd, Honolulu, HI 96859-5000","888 S King St, Honolulu, HI 96813",8,7,8,5,,No,No,"Yes , Codes: 3350400C0",No,6/30/2021,7/1/2020 - 6/30/2021_10/18/2021 - 1/30/2022,9/15/2021,1/10/2022,Yes,80,No,No,3,No,Yes,200__400_400,No,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,21,3,3,1,24,4,42.8,0.8 to 1,60,24,1,No,Yes,58.7,19,22.1,42.1,57.8,N/A,NGO,Every eleventh night or more for 52 week(s),NGO,Every eleventh night or more for 52 week(s),NGO,Every eleventh night or more for 52 week(s),NGO,,,7,15%,N/A,"$61,133.00",15,12,"$62,463.00",15,12,"$63,868.00",15,12,"$69,418.00",15,12,,,,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,"PO Box 50188, Honolulu, HI 96850-0002",NGO (wks),"128 Lehua St, Wahiawa, HI 96786","3675 Kilauea Ave, Honolulu, HI 96816","95-390 Kauhelani Ave, Mililani, HI 96789","3627 Kilauea Ave, Honolulu, HI 96813","919 Ala Moana Blvd, Honolulu, HI 96814",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001411233,4,4,Yes,Yes,July,Yes,Yes,,Not Available,"Judy  Kovell
MD
Tripler Army Med Ctr
Dept of Behavioral Health MCHK-BH
1 Jarrett White Rd
Tripler AMC, HI 96859-5000
Tel: (808) 433-6426
Fax: (808) 433-6429
E-mail: judy.kovell.mil@mail.mil","Andreas W Mizushima
Tripler Army Med Ctr
Dept of Behavioral Health MCHK-BH
1 Jarrett White Rd
Tripler AMC, HI 96859-5000
Tel: (808) 433-7469
Fax: (808) 433-6429
E-mail: andreas.w.mizushima.civ@mail.mil",4001411233,"Tripler Army Med Ctr, Dept of Behavioral Health MCHK-BH, 1 Jarrett White Rd, Tripler AMC, HI 96859-5000","1 Jarrett White Rd, Honolulu, HI 96859-5000","PO Box 50188, Honolulu, HI 96850-0002","1250 Punchbowl St, Honolulu, HI 96813","640 Ulukahiki St, Kailua, HI 96734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001800070,4,4,No,Yes,July,Yes,No,http://www.mercydesmoines.org/Residency,Not Available,"Sasha  Khosravi
DO
Iowa Med Education Collaborative
Psychiatry Pgm
1111 6th Ave
Des Moines, IA 50314
Tel: (515) 271-6300
Fax: (515) 643-5802
E-mail: skhosravi@mercydesmoines.org","Fay  Jakymec
BA
Iowa Med Education Collaborative
Psychiatry Pgm
1111 6th Ave
Des Moines, IA 50314
Tel:
Fax:
E-mail: fjakymec@mercydesmoines.org",4001800070,"Iowa Med Education Collaborative, Psychiatry Pgm, 1111 6th Ave, Des Moines, IA 50314","1111 6th Avenue, Des Moines, IA 50314","1111 6h Ave, Des Moines, IA 50314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001800071,4,4,No,Yes,July,Yes,No,https://www.dmpsychres.org,Not Available,"Rebecca  Lundquist
MD
Broadlawns Med Ctr
Psychiatry Pgm
1801 Hickman Rd
Des Moines, IA 50314
Tel:
Fax:
E-mail: rlundquist@broadlawns.org","Becca  Kritenbrink
MPA
Broadlawns Med Ctr
Psychiatry Pgm
1801 Hickman Rd
Des Moines, IA 50314
Tel: (515) 282-8549
Fax: (515) 282-8539
E-mail: rkritenbrink@broadlawns.org",4001800071,"Broadlawns Med Ctr, Psychiatry Pgm, 1801 Hickman Rd, Des Moines, IA 50314","1415 Woodland Ave, Des Moines, IA 50309","1801 Hickman Rd, Des Moines, IA 50314-1597","1200 Pleasant St, Des Moines, IA 50309","3600 30th St, Des Moines, IA 50310-5774",,Community-based university affiliated,Broadlawns Medical Center,,,4,4,4,4,,"No, with exceptions",Yes,"Yes , Codes: 2184400C0",No,10/15/2020,10/19/2020 - 12/31/2020_10/1/2021 - 12/15/2021,9/15/2021,12/1/2021,Yes,45,No,No,3,No,Yes,195_210_400_400,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,18,11,0,0,18,11,44.4,1.1 to 1,60,24,1.5,Yes,,,,,,,Other for week(s),NGO,Other for week(s),NGO,Other for week(s),NGO,Other for week(s),NGO,,,4,7%,0%,"$58,660.00",15,12,"$59,922.00",15,12,"$62,623.00",15,12,"$63,562.00",15,12,,,,Yes,12,NGO,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001821069,4,4,No,Yes,June,Yes,No,https://gme.medicine.uiowa.edu/psychiatry-residency,Not Available,"Erin  Crocker
MD
Univ of Iowa Hosps and Clinics
Dept of Psychiatry 8915 JPP
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 356-1373
Fax: (319) 356-2587
E-mail: erin-crocker@uiowa.edu","Stephanie  Wainwright
Univ of Iowa Hosps and Clinics
Dept of Psychiatry 8915 JPP
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 356-1373
Fax: (319) 356-2587
E-mail: stephanie-wainwright@uiowa.edu",4001821069,"Univ of Iowa Hosps and Clinics, Dept of Psychiatry 8915 JPP, 200 Hawkins Dr, Iowa City, IA 52242","200 Hawkins Dr, Iowa City, IA 52242-1009","Hwy 6 West, Iowa City, IA 52240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001500001,4,4,No,Yes,July,Yes,No,https://www.advancedclinicianpsychiatry.info/,Not Available,"Kirsten R Aaland
MD
VA Hosp Boise
Psychiary Pgm B116
500 W Fort St
Boise, ID 83702
Tel: (208) 422-1163
Fax:
E-mail: boipsychresidency@va.gov","Kirsten R Aaland
MD
VA Hosp Boise
Psychiary Pgm B116
500 W Fort St
Boise, ID 83702
Tel: (208) 422-1163
Fax:
E-mail: boipsychresidency@va.gov",4001500001,"VA Hosp Boise, Psychiary Pgm B116, 500 W Fort St, Boise, ID 83702","850 Republican St, Seattle, WA 98109","500 W Fort St, Boise, ID 83702-4598","13500 Pleasant Valley Rd, Kuna, ID 83634","700 E Alice St, Blackfoot, ID 83221","The UW Boise Psychiatry Residency Program strives to create a supportive, diverse, and inclusive environment dedicated to preparing graduates to be leaders and expert consultants in rural and underserved areas in Idaho and the surrounding region. Training occurs in the intimate, community setting of Boise, Idaho, through outstanding clinical education imbedded in unique clinical settings. With small class sizes, trainees develop close, meaningful relationships with fellow residents and faculty.",Community-based university affiliated,Veterans Affairs Medical Center (Boise),"190 E Bannock St, Boise, ID 83712","1055 N Curtis Rd, Boise, ID 83706",6,6,6,6,,No,No,"Yes , Codes: 1172400C0",No,11/1/2020,11/2/2020 - 1/29/2021_10/29/2021 - 1/28/2022,9/15/2021,10/29/2021,Yes,45,No,No,3,No,Yes,198_198_400_400,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,0,0,15,9,15,9,,0.3 to 1,65,24,1.5,Yes,,,,,,,Every eleventh night or more for 3 month(s),0,Every eleventh night or more for 12 month(s),6,Every eleventh night or more for 12 month(s),4,Every eleventh night or more for 12 month(s),3,,,6,15%,N/A,"$61,800.00",28,17,"$64,200.00",28,17,"$66,852.00",28,17,"$69,708.00",28,17,,,,Yes,NGO,NGO,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
