,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,African American,Hispanic,Asian,Two or more races,Other race,American Indian or Alaska native,Hawaiian or other Pacific Islander,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/bosque-county-tx/,B+,A minus,B minus,B,B,C+,B,A minus,C,C+,C,"Bosque County is located in Texas with a population of 18,296. In Bosque County, most residents own their homes. Many retirees live in Bosque County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.11,0.07,0.1,0.1,0.12,0.15,0.25,0.06,-0.5,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.34,0.2592592592592593,0.13,0.08333333333333348,,,,,,,,0.023,0.156,0.042,0.78,0.02,0.18,0.01,0.01,0.0,0.0,0.0,0.51,0.49,0.2,0.23,0.24,0.26,0.07,0.28,0.34,0.25,0.12
0,https://www.niche.com/places-to-live/c/dewitt-county-tx/,B minus,B+,B,B minus,A,B+,B+,A minus,C+,C minus,B,"DeWitt County is located in Texas with a population of 20,340. In DeWitt County, most residents own their homes. Many families and retirees live in DeWitt County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.13,0.1,0.07,0.12,0.13,0.12,0.14,0.19,0.03,-0.75,0.09,-0.55,0.29,0.0,0.39,0.4444444444444444,0.19,0.5833333333333335,,,,,,,,0.042,0.16,0.027999999999999997,0.55,0.09,0.35,0.0,0.01,0.0,0.0,0.0,0.48,0.52,0.24,0.2,0.18,0.27,0.1,0.29,0.32,0.21,0.18
0,https://www.niche.com/places-to-live/c/rappahannock-county-va/,B+,C+,C+,B,C+,B,A minus,C+,B,B minus,C minus,"Rappahannock County is located in Virginia with a population of 7,378. In Rappahannock County, most residents own their homes. Many retirees live in Rappahannock County and residents tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.09,0.09,0.08,0.1,0.09,0.13,0.17,0.26,0.17,0.41666666666666674,0.18,-0.10000000000000009,0.25,-0.13793103448275856,0.28,0.03703703703703698,0.12,0.0,,,6,7,3,3,0,0.026000000000000002,0.08800000000000001,0.026000000000000002,0.88,0.05,0.04,0.01,0.01,0.0,0.01,0.0,0.49,0.51,0.17,0.11,0.24,0.29,0.2,0.24,0.24,0.26,0.26
0,https://www.niche.com/places-to-live/c/culpeper-county-va/,B+,C+,C+,B+,A minus,B,B minus,B minus,B+,B minus,C,"Culpeper County is located in Virginia with a population of 51,101. In Culpeper County, most residents own their homes. Many families and young professionals live in Culpeper County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.13,0.12,0.08,0.11,0.14,0.14,0.13,0.15,0.1,-0.16666666666666663,0.16,-0.20000000000000007,0.29,0.0,0.31,0.14814814814814814,0.14,0.16666666666666674,,,10,40,32,6,0,0.034,0.078,0.05,0.7,0.14,0.11,0.02,0.03,0.0,0.0,0.0,0.5,0.5,0.14,0.14,0.21,0.36,0.16,0.28,0.24,0.26,0.22
0,https://www.niche.com/places-to-live/c/lincoln-county-tn/,B+,A minus,C+,B+,B minus,A minus,B minus,A minus,C+,B,C,"Lincoln County is located in Tennessee with a population of 33,924. In Lincoln County, most residents own their homes. Many retirees live in Lincoln County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.12,0.08,0.11,0.12,0.14,0.15,0.19,0.06,-0.5,0.12,-0.4,0.25,-0.13793103448275856,0.41,0.5185185185185184,0.17,0.41666666666666674,,,3,4,8,0,0,0.023,0.147,0.015,0.87,0.07,0.04,0.01,0.02,0.0,0.0,0.0,0.51,0.49,0.22,0.24,0.22,0.25,0.07,0.28,0.34,0.24,0.13
0,https://www.niche.com/places-to-live/c/okeechobee-county-fl/,B minus,B,B,B,A minus,B minus,A,B+,C+,B+,B,"Okeechobee County is located in Florida with a population of 41,144. In Okeechobee County, most residents own their homes. Many families live in Okeechobee County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.1,0.08,0.13,0.12,0.13,0.13,0.2,0.03,-0.75,0.08,-0.6000000000000001,0.26,-0.10344827586206884,0.39,0.4444444444444444,0.23,0.9166666666666667,,,4,5,5,1,3,0.036000000000000004,0.20800000000000002,0.081,0.63,0.08,0.26,0.01,0.02,0.0,0.0,0.0,0.46,0.54,0.27,0.26,0.23,0.2,0.04,0.32,0.38,0.22,0.09
0,https://www.niche.com/places-to-live/c/douglas-county-nv/,A,C minus,B+,B,B,B,A,D,A,A+,B,"Douglas County is located in Nevada with a population of 48,132. In Douglas County, most residents own their homes. Many retirees live in Douglas County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.09,0.08,0.06,0.1,0.1,0.12,0.18,0.27,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.39,0.3448275862068968,0.24,-0.11111111111111116,0.07,-0.41666666666666663,,,,,,,,0.023,0.087,0.031,0.81,0.01,0.13,0.02,0.02,0.0,0.02,0.0,0.5,0.5,0.14,0.16,0.26,0.31,0.13,0.23,0.29,0.28,0.21
0,https://www.niche.com/places-to-live/c/wythe-county-va/,B+,A minus,C+,B,C,B minus,B,A minus,B minus,B minus,C+,"Wythe County is located in Virginia with a population of 28,844. In Wythe County, most residents own their homes. Many retirees live in Wythe County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.1,0.09,0.07,0.11,0.12,0.15,0.15,0.21,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.29,0.0,0.38,0.40740740740740744,0.14,0.16666666666666674,,,3,5,5,4,0,0.033,0.147,0.002,0.94,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.25,0.21,0.23,0.26,0.05,0.31,0.31,0.27,0.1
0,https://www.niche.com/places-to-live/c/licking-county-oh/,B minus,B minus,A minus,B,B minus,B+,C+,B,B+,B+,C+,"Licking County is located in Ohio with a population of 173,750. In Licking County, most residents own their homes. Many families and young professionals live in Licking County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.12,0.11,0.09,0.12,0.12,0.14,0.14,0.16,0.09,-0.25,0.17,-0.15000000000000002,0.31,0.06896551724137945,0.34,0.2592592592592593,0.08,-0.33333333333333326,,,0,6,5,4,0,0.027999999999999997,0.105,0.009000000000000001,0.9,0.04,0.02,0.01,0.03,0.0,0.0,0.0,0.51,0.49,0.17,0.17,0.23,0.32,0.11,0.26,0.29,0.26,0.19
0,https://www.niche.com/places-to-live/c/lavaca-county-tx/,B+,B+,B minus,B+,B+,B+,B+,B+,C+,B minus,C+,"Lavaca County is located in Texas with a population of 20,021. In Lavaca County, most residents own their homes. Many retirees live in Lavaca County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.1,0.07,0.1,0.1,0.11,0.14,0.23,0.04,-0.6666666666666666,0.13,-0.35,0.28,-0.0344827586206895,0.41,0.5185185185185184,0.14,0.16666666666666674,,,,,,,,0.019,0.105,0.04,0.74,0.06,0.19,0.0,0.01,0.0,0.0,0.0,0.52,0.48,0.2,0.19,0.24,0.26,0.11,0.26,0.32,0.26,0.17
0,https://www.niche.com/places-to-live/c/seneca-county-oh/,B minus,B+,A minus,B,C+,B minus,C,A minus,B,A minus,B+,"Seneca County is located in Ohio with a population of 55,351. In Seneca County, most residents own their homes. Many families live in Seneca County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.11,0.11,0.11,0.11,0.12,0.12,0.14,0.17,0.06,-0.5,0.1,-0.5,0.3,0.034482758620689724,0.45,0.6666666666666665,0.08,-0.33333333333333326,,,0,1,1,0,0,0.027000000000000003,0.126,0.011000000000000001,0.9,0.03,0.05,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.19,0.23,0.26,0.27,0.05,0.29,0.33,0.27,0.11
0,https://www.niche.com/places-to-live/c/calhoun-county-fl/,A minus,A,C,B+,B,B minus,A minus,A,D+,B,C minus,"Calhoun County is located in Florida with a population of 14,362. In Calhoun County, most residents own their homes. Many families live in Calhoun County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.1,0.1,0.07,0.15,0.13,0.14,0.13,0.19,0.02,-0.8333333333333333,0.07,-0.6499999999999999,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.23,0.9166666666666667,,,0,1,0,0,0,0.031,0.147,0.013000000000000001,0.77,0.13,0.06,0.0,0.03,0.0,0.01,0.0,0.45,0.55,0.32,0.23,0.23,0.19,0.03,0.31,0.38,0.23,0.08
0,https://www.niche.com/places-to-live/c/clark-county-wa/,B,C minus,A,B+,B+,B+,B minus,D+,A,A+,B minus,"Clark County is located in Washington with a population of 473,252. In Clark County, most residents own their homes. Many families and young professionals live in Clark County and residents tend to have moderate political views.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.13,0.11,0.08,0.13,0.13,0.13,0.13,0.15,0.11,-0.08333333333333326,0.2,0.0,0.38,0.3103448275862071,0.24,-0.11111111111111116,0.07,-0.41666666666666663,,,4,10,5,0,0,0.031,0.092,0.046,0.78,0.02,0.1,0.05,0.04,0.0,0.0,0.01,0.51,0.49,0.13,0.15,0.22,0.35,0.16,0.23,0.26,0.26,0.25
0,https://www.niche.com/places-to-live/c/wadena-county-mn/,B,B minus,B,B minus,C,B minus,C minus,B+,C,B,B+,"Wadena County is located in Minnesota with a population of 13,654. In Wadena County, most residents own their homes. Many retirees live in Wadena County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.14,0.11,0.07,0.11,0.11,0.11,0.14,0.21,0.03,-0.75,0.1,-0.5,0.4,0.3793103448275863,0.37,0.37037037037037024,0.09,-0.25,,,,,,,,0.037000000000000005,0.142,0.01,0.94,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.51,0.49,0.24,0.24,0.26,0.22,0.05,0.32,0.33,0.24,0.1
0,https://www.niche.com/places-to-live/c/pleasants-county-wv/,C,A minus,C,C,C,B,unavailable,A,C+,C+,C,"Pleasants County is located in West Virginia with a population of 7,482. In Pleasants County, most residents own their homes. Many retirees live in Pleasants County and residents tend to be conservative.",,,,,,,,0.17,0.83,,,,,,,,,,,,,,,0.09,0.1,0.08,0.11,0.13,0.15,0.15,0.19,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.27,-0.06896551724137923,0.51,0.8888888888888888,0.11,-0.08333333333333326,,,0,0,2,0,0,0.057,0.124,0.0,0.96,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.46,0.54,0.21,0.22,0.2,0.3,0.07,0.34,0.29,0.18,0.19
0,https://www.niche.com/places-to-live/c/bear-lake-county-id/,B minus,B minus,B minus,B minus,C+,B,C minus,B minus,A minus,B,B+,"Bear Lake County is located in Idaho with a population of 6,000. In Bear Lake County, most residents own their homes. Many retirees live in Bear Lake County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.16,0.11,0.07,0.11,0.12,0.1,0.13,0.21,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.38,0.40740740740740744,0.06,-0.5,,,,,,,,0.017,0.168,0.012,0.93,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.22,0.19,0.24,0.31,0.05,0.32,0.28,0.22,0.18
0,https://www.niche.com/places-to-live/c/lander-county-nv/,B minus,B minus,B minus,C+,A minus,C+,B,B minus,B minus,C minus,A,"Lander County is located in Nevada with a population of 5,643. In Lander County, most residents own their homes. Residents of Lander County tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.15,0.12,0.04,0.15,0.12,0.13,0.15,0.14,0.07,-0.41666666666666663,0.05,-0.75,0.38,0.3103448275862071,0.38,0.40740740740740744,0.12,0.0,,,,,,,,0.055,0.095,0.06,0.64,0.0,0.31,0.0,0.01,0.0,0.03,0.0,0.45,0.55,0.22,0.12,0.14,0.4,0.13,0.22,0.25,0.2,0.33
0,https://www.niche.com/places-to-live/c/hawkins-county-tn/,C+,B minus,B minus,C,C,C+,B,A minus,C+,C+,C+,"Hawkins County is located in Tennessee with a population of 56,611. In Hawkins County, most residents own their homes. Many retirees live in Hawkins County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.1,0.1,0.07,0.11,0.11,0.15,0.15,0.21,0.04,-0.6666666666666666,0.09,-0.55,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.16,0.3333333333333335,,,0,6,14,4,0,0.034,0.188,0.006,0.95,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.51,0.49,0.3,0.24,0.23,0.2,0.04,0.34,0.34,0.22,0.1
0,https://www.niche.com/places-to-live/c/warren-county-pa/,C minus,B minus,B+,C,C,B minus,C minus,B+,B minus,B minus,B+,"Warren County is located in Pennsylvania with a population of 39,756. In Warren County, most residents own their homes. Many retirees live in Warren County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.09,0.07,0.1,0.1,0.14,0.17,0.22,0.07,-0.41666666666666663,0.13,-0.35,0.28,-0.0344827586206895,0.45,0.6666666666666665,0.07,-0.41666666666666663,,,1,2,3,1,0,0.027000000000000003,0.125,0.005,0.97,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.22,0.24,0.25,0.25,0.05,0.28,0.35,0.25,0.12
0,https://www.niche.com/places-to-live/c/montgomery-county-mo/,C+,B minus,B minus,C+,C,B minus,B minus,A minus,B minus,B,C+,"Montgomery County is located in Missouri with a population of 11,487. In Montgomery County, most residents own their homes. Many retirees live in Montgomery County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.12,0.1,0.06,0.11,0.11,0.13,0.16,0.2,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.45,0.6666666666666665,0.15,0.25,,,,,,,,0.023,0.159,0.005,0.94,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.5,0.5,0.26,0.22,0.25,0.23,0.03,0.28,0.34,0.28,0.11
0,https://www.niche.com/places-to-live/c/duval-county-tx/,C minus,B minus,B minus,C,C+,B,A,A+,B minus,C,C+,"Duval County is located in Texas with a population of 11,268. In Duval County, most residents own their homes. Many families and retirees live in Duval County and residents tend to be liberal.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.13,0.13,0.11,0.12,0.11,0.11,0.11,0.18,0.03,-0.75,0.06,-0.7,0.29,0.0,0.31,0.14814814814814814,0.31,1.5833333333333335,,,,,,,,0.057,0.22699999999999998,0.026000000000000002,0.09,0.01,0.89,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.35,0.16,0.3,0.15,0.03,0.39,0.32,0.23,0.06
0,https://www.niche.com/places-to-live/c/elbert-county-co/,B minus,C,B minus,C,C+,A,B,D+,B+,C+,D minus,"Elbert County is located in Colorado with a population of 25,717. In Elbert County, most residents own their homes. Residents of Elbert County tend to be conservative.",,,,,,,,0.1,0.9,,,,,,,,,,,,,,,0.1,0.11,0.07,0.09,0.11,0.17,0.19,0.15,0.11,-0.08333333333333326,0.24,0.19999999999999996,0.37,0.27586206896551735,0.24,-0.11111111111111116,0.03,-0.75,,,9,18,17,3,2,0.013999999999999999,0.049,0.013999999999999999,0.89,0.0,0.07,0.01,0.03,0.0,0.01,0.0,0.49,0.51,0.1,0.09,0.16,0.36,0.29,0.2,0.23,0.23,0.34
0,https://www.niche.com/places-to-live/c/ohio-county-ky/,B minus,B,C+,C+,C,B+,B minus,A,C,C,C,"Ohio County is located in Kentucky with a population of 24,071. In Ohio County, most residents own their homes. Many families live in Ohio County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.13,0.12,0.07,0.12,0.12,0.13,0.13,0.18,0.07,-0.41666666666666663,0.07,-0.6499999999999999,0.27,-0.06896551724137923,0.43,0.5925925925925926,0.17,0.41666666666666674,,,2,3,3,3,0,0.046,0.18899999999999997,0.013000000000000001,0.94,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.25,0.24,0.25,0.22,0.04,0.33,0.35,0.23,0.09
0,https://www.niche.com/places-to-live/c/stone-county-ar/,B+,B+,C,C+,C,C,B,A minus,C+,C+,B minus,"Stone County is located in Arkansas with a population of 12,475. In Stone County, most residents own their homes. Many retirees live in Stone County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.09,0.1,0.07,0.09,0.1,0.11,0.17,0.27,0.04,-0.6666666666666666,0.1,-0.5,0.32,0.10344827586206917,0.35,0.29629629629629606,0.19,0.5833333333333335,,,,,,,,0.03,0.195,0.001,0.95,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.5,0.5,0.37,0.23,0.21,0.16,0.03,0.41,0.34,0.18,0.07
0,https://www.niche.com/places-to-live/c/rusk-county-wi/,C+,B minus,B,C+,C,B,C minus,A minus,C,B+,B,"Rusk County is located in Wisconsin with a population of 14,132. In Rusk County, most residents own their homes. Many retirees live in Rusk County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.11,0.1,0.07,0.08,0.1,0.13,0.18,0.24,0.05,-0.5833333333333333,0.12,-0.4,0.3,0.034482758620689724,0.42,0.5555555555555554,0.12,0.0,,,,,,,,0.021,0.12,0.006,0.95,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.5,0.5,0.24,0.24,0.27,0.21,0.03,0.3,0.33,0.28,0.09
0,https://www.niche.com/places-to-live/c/jefferson-county-pa/,C+,B minus,B+,C+,C,B,C minus,B+,B,B,B+,"Jefferson County is located in Pennsylvania with a population of 43,846. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.1,0.08,0.12,0.11,0.13,0.15,0.21,0.06,-0.5,0.1,-0.5,0.22,-0.2413793103448275,0.51,0.8888888888888888,0.11,-0.08333333333333326,,,,,,,,0.024,0.15,0.002,0.97,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.25,0.22,0.24,0.24,0.05,0.29,0.34,0.25,0.11
0,https://www.niche.com/places-to-live/c/clinch-county-ga/,C+,B minus,C minus,C+,B+,B minus,B+,A minus,C minus,C+,B minus,"Clinch County is located in Georgia with a population of 6,686. In Clinch County, most residents own their homes. Many families live in Clinch County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.14,0.12,0.08,0.11,0.14,0.13,0.13,0.16,0.04,-0.6666666666666666,0.06,-0.7,0.25,-0.13793103448275856,0.34,0.2592592592592593,0.31,1.5833333333333335,,,,,,,,0.027999999999999997,0.40399999999999997,0.023,0.65,0.28,0.04,0.0,0.02,0.0,0.0,0.0,0.49,0.51,0.48,0.17,0.21,0.14,0.01,0.34,0.37,0.23,0.06
0,https://www.niche.com/places-to-live/c/ashtabula-county-oh/,C+,C+,B+,B minus,C+,C,D+,B+,B minus,B+,B minus,"Ashtabula County is located in Ohio with a population of 97,830. In Ashtabula County, most residents own their homes. Many families live in Ashtabula County and residents tend to lean conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.1,0.08,0.12,0.11,0.14,0.15,0.19,0.05,-0.5833333333333333,0.1,-0.5,0.27,-0.06896551724137923,0.45,0.6666666666666665,0.14,0.16666666666666674,,,3,7,11,0,0,0.039,0.198,0.005,0.89,0.03,0.04,0.01,0.02,0.0,0.0,0.0,0.5,0.5,0.28,0.21,0.25,0.22,0.05,0.31,0.34,0.23,0.12
0,https://www.niche.com/places-to-live/c/zapata-county-tx/,C,B+,C,B minus,C,D,A,A,B minus,C+,B,"Zapata County is located in Texas with a population of 14,304. In Zapata County, most residents own their homes. Many families live in Zapata County and residents tend to be liberal.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.21,0.12,0.1,0.12,0.12,0.1,0.08,0.14,0.01,-0.9166666666666666,0.1,-0.5,0.2,-0.31034482758620685,0.31,0.14814814814814814,0.38,2.166666666666667,,,1,2,0,0,0,0.061,0.345,0.18899999999999997,0.05,0.0,0.94,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.37,0.23,0.19,0.13,0.08,0.46,0.28,0.17,0.09
0,https://www.niche.com/places-to-live/c/jackson-county-oh/,B minus,B,B,B minus,C,C,C+,A minus,C,B,B minus,"Jackson County is located in Ohio with a population of 32,450. In Jackson County, most residents own their homes. Many families live in Jackson County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.11,0.07,0.13,0.12,0.13,0.14,0.17,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.42,0.5555555555555554,0.17,0.41666666666666674,,,0,1,2,1,0,0.046,0.188,0.004,0.96,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.52,0.48,0.27,0.19,0.29,0.22,0.04,0.3,0.35,0.25,0.1
0,https://www.niche.com/places-to-live/c/yazoo-county-ms/,C,B minus,B,C+,A minus,C minus,B,A minus,C minus,C+,C,"Yazoo County is located in Mississippi with a population of 28,565. In Yazoo County, most residents own their homes. Many families live in Yazoo County and residents tend to lean liberal.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.12,0.1,0.09,0.17,0.16,0.12,0.11,0.13,0.04,-0.6666666666666666,0.1,-0.5,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.21,0.75,,,1,1,10,3,0,0.085,0.318,0.031,0.35,0.59,0.05,0.0,0.01,0.0,0.0,0.0,0.42,0.58,0.41,0.21,0.16,0.19,0.03,0.4,0.31,0.2,0.09
0,https://www.niche.com/places-to-live/c/cumberland-county-ky/,B minus,B,C,C,C,B minus,B minus,A,C+,C+,B,"Cumberland County is located in Kentucky with a population of 6,697. In Cumberland County, most residents own their homes. Many retirees live in Cumberland County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.13,0.09,0.05,0.12,0.1,0.13,0.16,0.22,0.05,-0.5833333333333333,0.09,-0.55,0.25,-0.13793103448275856,0.43,0.5925925925925926,0.18,0.5,,,,,,,,0.023,0.215,0.009000000000000001,0.92,0.02,0.01,0.01,0.02,0.01,0.0,0.0,0.51,0.49,0.37,0.26,0.2,0.15,0.02,0.41,0.33,0.21,0.06
0,https://www.niche.com/places-to-live/c/navajo-county-az/,C minus,C,B,C+,A,C+,B,C+,B,B minus,A minus,"Navajo County is located in Arizona with a population of 109,270. In Navajo County, most residents own their homes. Residents of Navajo County tend to lean conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.14,0.12,0.09,0.12,0.11,0.11,0.13,0.17,0.06,-0.5,0.09,-0.55,0.38,0.3103448275862071,0.3,0.11111111111111094,0.17,0.41666666666666674,,,1,0,1,0,0,0.06,0.27699999999999997,0.016,0.41,0.01,0.11,0.01,0.02,0.0,0.44,0.0,0.5,0.5,0.33,0.21,0.22,0.19,0.05,0.37,0.32,0.19,0.11
0,https://www.niche.com/places-to-live/c/malheur-county-or/,B minus,C minus,B,C+,A minus,C+,B+,C+,B,B,A minus,"Malheur County is located in Oregon with a population of 30,412. In Malheur County, most residents own their homes. Many families live in Malheur County and residents tend to be conservative.",,,,,,,,0.42,0.58,,,,,,,,,,,,,,,0.14,0.11,0.1,0.14,0.12,0.11,0.12,0.16,0.05,-0.5833333333333333,0.09,-0.55,0.36,0.24137931034482762,0.31,0.14814814814814814,0.19,0.5833333333333335,,,,,,,,0.038,0.215,0.071,0.61,0.01,0.34,0.01,0.02,0.0,0.01,0.0,0.46,0.54,0.29,0.23,0.25,0.2,0.04,0.37,0.32,0.23,0.09
0,https://www.niche.com/places-to-live/c/mercer-county-il/,B minus,B minus,B,C+,C,B minus,C+,A minus,B minus,C+,C,"Mercer County is located in Illinois with a population of 15,589. In Mercer County, most residents own their homes. Many retirees live in Mercer County and residents tend to lean conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.11,0.1,0.07,0.1,0.12,0.14,0.15,0.21,0.06,-0.5,0.11,-0.45000000000000007,0.35,0.2068965517241379,0.4,0.4814814814814814,0.08,-0.33333333333333326,,,,,,,,0.027999999999999997,0.096,0.002,0.95,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.16,0.19,0.29,0.31,0.05,0.24,0.31,0.3,0.15
0,https://www.niche.com/places-to-live/c/stoddard-county-mo/,B minus,B,C+,C+,C,B minus,B,A minus,C+,B,B minus,"Stoddard County is located in Missouri with a population of 29,377. In Stoddard County, most residents own their homes. Many families and retirees live in Stoddard County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.12,0.11,0.08,0.12,0.12,0.13,0.14,0.2,0.04,-0.6666666666666666,0.09,-0.55,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.19,0.5833333333333335,,,,,,,,0.031,0.18100000000000002,0.002,0.95,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.29,0.26,0.22,0.2,0.03,0.34,0.35,0.23,0.08
0,https://www.niche.com/places-to-live/c/oswego-county-ny/,C+,C,A minus,B minus,C+,B minus,D+,B,B,B+,B,"Oswego County is located in New York with a population of 118,339. In Oswego County, most residents own their homes. Residents of Oswego County tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.1,0.11,0.12,0.11,0.14,0.15,0.16,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.37,0.37037037037037024,0.12,0.0,,,1,7,3,1,0,0.04,0.168,0.008,0.94,0.01,0.03,0.01,0.02,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.24,0.29,0.07,0.29,0.31,0.25,0.15
0,https://www.niche.com/places-to-live/c/hampton-county-sc/,C minus,B minus,C,C,A minus,C minus,B+,A,C minus,C+,C,"Hampton County is located in South Carolina with a population of 19,564. In Hampton County, most residents own their homes. Residents of Hampton County tend to lean liberal.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.12,0.1,0.08,0.13,0.13,0.13,0.14,0.18,0.03,-0.75,0.09,-0.55,0.27,-0.06896551724137923,0.43,0.5925925925925926,0.19,0.5833333333333335,,,0,0,1,2,0,0.057,0.204,0.02,0.41,0.53,0.04,0.0,0.01,0.01,0.0,0.0,0.48,0.52,0.33,0.33,0.19,0.14,0.02,0.34,0.43,0.17,0.06
