,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,Asian,Other race,African American,Hawaiian or other Pacific Islander,American Indian or Alaska native,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/seneca-county-ny/,C+,C+,A minus,B minus,B minus,B,C minus,B,C,B,B+,"Seneca County is located in New York with a population of 34,390. In Seneca County, most residents own their homes. Many young professionals live in Seneca County and residents tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.1,0.1,0.08,0.14,0.11,0.13,0.15,0.19,0.09,-0.25,0.12,-0.4,0.29,0.0,0.35,0.29629629629629606,0.15,0.25,,,,,,,,0.022000000000000002,0.122,0.011000000000000001,0.89,0.03,0.01,0.01,0.0,0.05,0.0,0.0,0.52,0.48,0.2,0.2,0.25,0.27,0.08,0.26,0.32,0.27,0.15
0,https://www.niche.com/places-to-live/c/bullitt-county-ky/,C+,B minus,B,C+,C,A minus,B minus,B+,B,B,C minus,"Bullitt County is located in Kentucky with a population of 80,171. In Bullitt County, most residents own their homes. Many families live in Bullitt County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.08,0.13,0.13,0.15,0.14,0.15,0.05,-0.5833333333333333,0.1,-0.5,0.32,0.10344827586206917,0.42,0.5555555555555554,0.12,0.0,,,1,1,1,0,0,0.027000000000000003,0.09,0.008,0.94,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.17,0.16,0.27,0.32,0.09,0.25,0.3,0.29,0.16
0,https://www.niche.com/places-to-live/c/franklin-county-il/,C+,B minus,B+,C,C,C,B minus,A minus,B,C+,B minus,"Franklin County is located in Illinois with a population of 38,923. In Franklin County, most residents own their homes. Many families and retirees live in Franklin County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.1,0.07,0.12,0.12,0.13,0.14,0.2,0.06,-0.5,0.11,-0.45000000000000007,0.39,0.3448275862068968,0.33,0.2222222222222221,0.11,-0.08333333333333326,,,,,,,,0.042,0.195,0.003,0.96,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.3,0.22,0.22,0.21,0.04,0.34,0.31,0.23,0.12
0,https://www.niche.com/places-to-live/c/forest-county-pa/,C minus,B+,B+,C minus,B+,B+,C minus,A minus,C+,B minus,B minus,"Forest County is located in Pennsylvania with a population of 7,313. In Forest County, most residents own their homes. Many retirees live in Forest County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,,,,,,,,0.04,0.07,0.07,0.2,0.14,0.12,0.14,0.22,0.03,-0.75,0.05,-0.75,0.17,-0.4137931034482758,0.57,1.1111111111111107,0.17,0.41666666666666674,,,,,,,,0.015,0.182,0.004,0.67,0.06,0.02,0.0,0.0,0.25,0.0,0.0,0.73,0.27,0.3,0.28,0.22,0.18,0.02,0.44,0.33,0.17,0.05
0,https://www.niche.com/places-to-live/c/johnson-county-ga/,C+,B,C,C+,A minus,C,A minus,A,D minus,C,C,"Johnson County is located in Georgia with a population of 9,691. In Johnson County, most residents own their homes. Residents of Johnson County tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.12,0.07,0.09,0.11,0.16,0.13,0.14,0.18,0.04,-0.6666666666666666,0.06,-0.7,0.2,-0.31034482758620685,0.46,0.7037037037037037,0.25,1.0833333333333335,,,,,,,,0.055,0.22399999999999998,0.001,0.62,0.02,0.02,0.0,0.0,0.33,0.0,0.0,0.57,0.43,0.32,0.19,0.2,0.26,0.02,0.38,0.3,0.22,0.09
0,https://www.niche.com/places-to-live/c/ritchie-county-wv/,C+,A,C,C,C,B+,unavailable,A,C+,C+,C+,"Ritchie County is located in West Virginia with a population of 9,844. In Ritchie County, most residents own their homes. Many retirees live in Ritchie County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.1,0.1,0.07,0.1,0.11,0.14,0.16,0.23,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.22,-0.2413793103448275,0.51,0.8888888888888888,0.15,0.25,,,0,0,1,0,0,0.026000000000000002,0.18100000000000002,0.006,0.97,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.28,0.24,0.23,0.19,0.05,0.34,0.31,0.23,0.11
0,https://www.niche.com/places-to-live/c/cherokee-county-al/,B,B,C,C+,C+,B minus,B,A minus,B,C+,C,"Cherokee County is located in Alabama with a population of 25,903. In Cherokee County, most residents own their homes. Many retirees live in Cherokee County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.1,0.07,0.1,0.11,0.14,0.15,0.22,0.06,-0.5,0.07,-0.6499999999999999,0.29,0.0,0.4,0.4814814814814814,0.18,0.5,,,0,0,0,0,1,0.022000000000000002,0.14,0.003,0.92,0.02,0.01,0.0,0.0,0.05,0.0,0.01,0.49,0.51,0.3,0.22,0.22,0.2,0.05,0.32,0.36,0.23,0.1
0,https://www.niche.com/places-to-live/c/edmonson-county-ky/,B,B+,C,C+,C,B minus,B minus,A,C+,B,C minus,"Edmonson County is located in Kentucky with a population of 12,138. In Edmonson County, most residents own their homes. Many retirees live in Edmonson County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.09,0.1,0.09,0.11,0.13,0.14,0.15,0.2,0.05,-0.5833333333333333,0.06,-0.7,0.29,0.0,0.39,0.4444444444444444,0.22,0.8333333333333335,,,1,2,8,0,0,0.045,0.184,0.001,0.95,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.29,0.23,0.27,0.18,0.03,0.37,0.32,0.23,0.09
0,https://www.niche.com/places-to-live/c/copiah-county-ms/,C minus,C+,C,C+,A minus,C+,A,A minus,C minus,C,C,"Copiah County is located in Mississippi with a population of 28,501. In Copiah County, most residents own their homes. Many families live in Copiah County and residents tend to have moderate political views.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.13,0.1,0.1,0.12,0.11,0.12,0.14,0.17,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.34,0.2592592592592593,0.2,0.6666666666666667,,,3,4,8,1,2,0.039,0.239,0.006999999999999999,0.44,0.03,0.01,0.0,0.0,0.52,0.0,0.0,0.48,0.52,0.33,0.21,0.2,0.22,0.04,0.33,0.38,0.19,0.1
0,https://www.niche.com/places-to-live/c/henry-county-mo/,C+,B,B,C,C+,B,B minus,A minus,B minus,C,B minus,"Henry County is located in Missouri with a population of 21,735. In Henry County, most residents own their homes. Many retirees live in Henry County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.11,0.06,0.11,0.11,0.13,0.15,0.21,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.41,0.5185185185185184,0.12,0.0,,,0,1,0,0,0,0.034,0.20800000000000002,0.009000000000000001,0.94,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.27,0.22,0.24,0.21,0.06,0.32,0.32,0.24,0.12
0,https://www.niche.com/places-to-live/c/lawrence-county-oh/,B minus,B minus,B minus,C+,C,C+,B,A minus,C+,B,B minus,"Lawrence County is located in Ohio with a population of 60,184. In Lawrence County, most residents own their homes. Many families live in Lawrence County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.1,0.08,0.12,0.12,0.14,0.14,0.18,0.05,-0.5833333333333333,0.1,-0.5,0.29,0.0,0.44,0.6296296296296295,0.12,0.0,,,,,,,,0.03,0.18100000000000002,0.004,0.95,0.01,0.02,0.01,0.0,0.02,0.0,0.0,0.49,0.51,0.27,0.23,0.23,0.23,0.04,0.31,0.34,0.23,0.11
0,https://www.niche.com/places-to-live/c/vermillion-county-in/,C,B,B+,C+,C,C,C+,A,B minus,B minus,C+,"Vermillion County is located in Indiana with a population of 15,539. In Vermillion County, most residents own their homes. Many retirees live in Vermillion County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.11,0.11,0.08,0.1,0.12,0.14,0.14,0.19,0.04,-0.6666666666666666,0.1,-0.5,0.33,0.13793103448275867,0.43,0.5925925925925926,0.09,-0.25,,,2,0,0,0,0,0.039,0.146,0.006,0.96,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.23,0.21,0.26,0.25,0.04,0.28,0.32,0.27,0.13
0,https://www.niche.com/places-to-live/c/laclede-county-mo/,B minus,B minus,C+,C+,C+,C+,B minus,A minus,B,C+,B minus,"Laclede County is located in Missouri with a population of 35,531. In Laclede County, most residents own their homes. Many families live in Laclede County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.12,0.07,0.12,0.12,0.14,0.13,0.18,0.04,-0.6666666666666666,0.1,-0.5,0.3,0.034482758620689724,0.41,0.5185185185185184,0.15,0.25,,,0,0,0,0,1,0.039,0.146,0.003,0.93,0.02,0.03,0.0,0.0,0.01,0.0,0.01,0.49,0.51,0.25,0.23,0.26,0.22,0.04,0.3,0.35,0.26,0.1
0,https://www.niche.com/places-to-live/c/koochiching-county-mn/,B,B+,B minus,B minus,C,C+,unavailable,A,B minus,B+,A+,"Koochiching County is located in Minnesota with a population of 12,515. In Koochiching County, most residents own their homes. Many retirees live in Koochiching County and residents tend to lean conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.1,0.09,0.07,0.09,0.1,0.13,0.18,0.24,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.41,0.4137931034482758,0.36,0.33333333333333326,0.08,-0.33333333333333326,,,0,1,0,1,0,0.034,0.136,0.024,0.93,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.5,0.5,0.23,0.22,0.24,0.26,0.05,0.3,0.28,0.28,0.14
0,https://www.niche.com/places-to-live/c/choctaw-county-ms/,B,A minus,C,B,B+,C,unavailable,A,C minus,C,C minus,"Choctaw County is located in Mississippi with a population of 8,277. In Choctaw County, most residents own their homes. Many retirees live in Choctaw County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.12,0.1,0.08,0.1,0.12,0.13,0.14,0.21,0.07,-0.41666666666666663,0.12,-0.4,0.25,-0.13793103448275856,0.36,0.33333333333333326,0.2,0.6666666666666667,,,0,4,1,0,0,0.042,0.195,0.0,0.67,0.01,0.01,0.0,0.0,0.31,0.0,0.0,0.5,0.5,0.38,0.19,0.19,0.21,0.04,0.36,0.36,0.18,0.1
0,https://www.niche.com/places-to-live/c/kodiak-island-borough-ak/,A minus,C minus,B+,B+,A,B,unavailable,D+,B minus,B minus,A+,"Kodiak Island Borough is a County in Alaska with a population of 13,451. In Kodiak Island Borough, most residents own their homes. Many families and young professionals live in Kodiak Island Borough.",,,,,,,,0.45,0.55,,,,,,,,,,,,,,,0.16,0.1,0.08,0.18,0.14,0.11,0.13,0.1,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.3,0.11111111111111094,0.1,-0.16666666666666663,,,1,1,1,1,0,0.040999999999999995,0.079,0.10800000000000001,0.49,0.09,0.06,0.23,0.0,0.0,0.0,0.12,0.54,0.46,0.12,0.1,0.23,0.41,0.14,0.24,0.31,0.22,0.23
0,https://www.niche.com/places-to-live/c/delta-county-mi/,B minus,B,B+,B,C,B minus,C minus,A minus,B+,A minus,A minus,"Delta County is located in Michigan with a population of 36,026. In Delta County, most residents own their homes. Many retirees live in Delta County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.1,0.07,0.1,0.11,0.13,0.17,0.23,0.06,-0.5,0.14,-0.29999999999999993,0.39,0.3448275862068968,0.34,0.2592592592592593,0.06,-0.5,,,0,1,0,0,0,0.027999999999999997,0.129,0.004,0.93,0.01,0.03,0.0,0.0,0.0,0.0,0.02,0.5,0.5,0.25,0.22,0.24,0.25,0.04,0.29,0.34,0.23,0.13
0,https://www.niche.com/places-to-live/c/franklin-county-tn/,C,B,B,B minus,B minus,A minus,B,A minus,B,B+,B minus,"Franklin County is located in Tennessee with a population of 41,725. In Franklin County, most residents own their homes. Many retirees live in Franklin County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.1,0.11,0.11,0.11,0.12,0.14,0.19,0.09,-0.25,0.12,-0.4,0.27,-0.06896551724137923,0.4,0.4814814814814814,0.12,0.0,,,1,5,13,1,0,0.023,0.14400000000000002,0.018000000000000002,0.88,0.03,0.03,0.0,0.0,0.05,0.0,0.0,0.49,0.51,0.24,0.2,0.25,0.23,0.08,0.32,0.31,0.23,0.14
0,https://www.niche.com/places-to-live/c/kiowa-county-ok/,B,A minus,C,B minus,B+,C,B,A,C+,D,C+,"Kiowa County is located in Oklahoma with a population of 8,886. In Kiowa County, most residents own their homes. Many retirees live in Kiowa County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.11,0.07,0.11,0.11,0.12,0.15,0.19,0.05,-0.5833333333333333,0.12,-0.4,0.3,0.034482758620689724,0.37,0.37037037037037024,0.15,0.25,,,,,,,,0.03,0.239,0.013999999999999999,0.74,0.12,0.05,0.01,0.0,0.03,0.0,0.05,0.5,0.5,0.35,0.2,0.23,0.17,0.04,0.34,0.36,0.21,0.09
0,https://www.niche.com/places-to-live/c/columbia-county-pa/,A minus,B minus,A minus,B,C+,B minus,C+,B,B,A minus,B,"Columbia County is located in Pennsylvania with a population of 65,715. In Columbia County, most residents own their homes. Many young professionals live in Columbia County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.09,0.09,0.16,0.1,0.1,0.13,0.14,0.19,0.09,-0.25,0.14,-0.29999999999999993,0.24,-0.1724137931034483,0.43,0.5925925925925926,0.1,-0.16666666666666663,,,,,,,,0.027999999999999997,0.147,0.008,0.93,0.03,0.01,0.01,0.0,0.02,0.0,0.0,0.48,0.52,0.24,0.22,0.23,0.24,0.08,0.29,0.31,0.26,0.14
0,https://www.niche.com/places-to-live/c/knox-county-il/,B minus,B minus,A minus,B minus,B,B minus,C+,A minus,B,B,A minus,"Knox County is located in Illinois with a population of 50,508. In Knox County, most residents own their homes. Many retirees live in Knox County and residents tend to have moderate political views.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.11,0.09,0.11,0.11,0.12,0.12,0.14,0.21,0.06,-0.5,0.12,-0.4,0.34,0.1724137931034484,0.37,0.37037037037037024,0.11,-0.08333333333333326,,,,,,,,0.027999999999999997,0.18,0.027000000000000003,0.83,0.06,0.01,0.01,0.0,0.08,0.0,0.0,0.51,0.49,0.29,0.21,0.23,0.22,0.05,0.31,0.33,0.23,0.12
0,https://www.niche.com/places-to-live/c/burke-county-ga/,C+,B minus,C,B,A,A minus,B+,A,B minus,B,C,"Burke County is located in Georgia with a population of 22,520. In Burke County, most residents own their homes. Many families live in Burke County and residents tend to have moderate political views.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.13,0.13,0.08,0.12,0.11,0.13,0.14,0.15,0.05,-0.5833333333333333,0.09,-0.55,0.29,0.0,0.38,0.40740740740740744,0.2,0.6666666666666667,,,,,,,,0.025,0.21899999999999997,0.013999999999999999,0.47,0.03,0.01,0.0,0.0,0.48,0.0,0.0,0.48,0.52,0.28,0.23,0.19,0.25,0.05,0.33,0.32,0.21,0.15
0,https://www.niche.com/places-to-live/c/mitchell-county-ia/,B+,A minus,B,B,C,B,C,A,B,C+,B+,"Mitchell County is located in Iowa with a population of 10,608. In Mitchell County, most residents own their homes. Many retirees live in Mitchell County and residents tend to lean conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.13,0.11,0.08,0.1,0.1,0.12,0.15,0.22,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.34,0.1724137931034484,0.38,0.40740740740740744,0.08,-0.33333333333333326,,,,,,,,0.015,0.068,0.006,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.18,0.19,0.29,0.27,0.07,0.24,0.31,0.3,0.15
0,https://www.niche.com/places-to-live/c/acadia-parish-la/,B,A minus,C,B+,B+,C,B+,A minus,C+,B,C+,"Acadia Parish is a County in Louisiana with a population of 62,457. In Acadia Parish, most residents own their homes. Many families live in Acadia Parish and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.15,0.12,0.08,0.14,0.12,0.13,0.13,0.15,0.03,-0.75,0.1,-0.5,0.24,-0.1724137931034483,0.41,0.5185185185185184,0.21,0.75,,,0,1,8,0,1,0.047,0.237,0.008,0.77,0.03,0.03,0.0,0.0,0.17,0.0,0.0,0.49,0.51,0.33,0.19,0.17,0.23,0.08,0.37,0.3,0.2,0.14
0,https://www.niche.com/places-to-live/c/burt-county-ne/,B minus,B+,B minus,B,C+,A minus,B minus,A minus,B minus,B minus,B minus,"Burt County is located in Nebraska with a population of 6,510. In Burt County, most residents own their homes. Many retirees live in Burt County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.12,0.1,0.06,0.1,0.1,0.12,0.15,0.24,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.34,0.1724137931034484,0.36,0.33333333333333326,0.09,-0.25,,,0,0,1,0,0,0.024,0.122,0.011000000000000001,0.93,0.03,0.01,0.01,0.0,0.0,0.0,0.02,0.49,0.51,0.21,0.21,0.24,0.28,0.07,0.25,0.31,0.29,0.15
0,https://www.niche.com/places-to-live/c/parmer-county-tx/,C+,B+,C,B,A minus,A minus,B+,A minus,C,C minus,A minus,"Parmer County is located in Texas with a population of 9,718. In Parmer County, most residents own their homes. Many families live in Parmer County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.16,0.14,0.09,0.14,0.12,0.11,0.11,0.14,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.22,-0.2413793103448275,0.31,0.14814814814814814,0.29,1.4166666666666665,,,,,,,,0.012,0.147,0.147,0.34,0.63,0.01,0.0,0.0,0.01,0.0,0.0,0.51,0.49,0.19,0.22,0.24,0.29,0.06,0.24,0.32,0.29,0.14
0,https://www.niche.com/places-to-live/c/ida-county-ia/,B,A,B,B minus,C,A minus,B minus,A,B minus,C minus,B,"Ida County is located in Iowa with a population of 6,901. In Ida County, most residents own their homes. Many retirees live in Ida County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.12,0.12,0.07,0.1,0.11,0.11,0.16,0.22,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.39,0.4444444444444444,0.07,-0.41666666666666663,,,1,2,0,0,0,0.017,0.096,0.006999999999999999,0.95,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.5,0.5,0.2,0.2,0.22,0.27,0.11,0.26,0.27,0.29,0.18
0,https://www.niche.com/places-to-live/c/clackamas-county-or/,B minus,D+,A minus,B+,B,B+,C+,D,A,A+,B minus,"Clackamas County is located in Oregon with a population of 410,463. In Clackamas County, most residents own their homes. Many young professionals live in Clackamas County and residents tend to have moderate political views.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.1,0.08,0.12,0.13,0.14,0.14,0.18,0.13,0.08333333333333348,0.24,0.19999999999999996,0.35,0.2068965517241379,0.21,-0.22222222222222232,0.07,-0.41666666666666663,,,14,17,3,0,0,0.028999999999999998,0.08,0.034,0.82,0.09,0.03,0.04,0.0,0.01,0.0,0.01,0.49,0.51,0.12,0.14,0.21,0.33,0.2,0.22,0.25,0.25,0.28
0,https://www.niche.com/places-to-live/c/tuscarawas-county-oh/,B,B,A minus,B,C,B,B minus,B+,B+,A minus,B,"Tuscarawas County is located in Ohio with a population of 92,335. In Tuscarawas County, most residents own their homes. Many families and retirees live in Tuscarawas County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.11,0.08,0.12,0.12,0.13,0.14,0.19,0.06,-0.5,0.11,-0.45000000000000007,0.24,-0.1724137931034483,0.45,0.6666666666666665,0.14,0.16666666666666674,,,0,0,0,0,1,0.027000000000000003,0.125,0.011000000000000001,0.94,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.21,0.21,0.25,0.27,0.06,0.27,0.34,0.25,0.14
0,https://www.niche.com/places-to-live/c/mccook-county-sd/,B minus,A,B,B minus,C,A,C,A minus,C+,C minus,C+,"McCook County is located in South Dakota with a population of 5,548. In McCook County, most residents own their homes. Many retirees live in McCook County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.16,0.11,0.07,0.1,0.11,0.11,0.14,0.19,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.3,0.034482758620689724,0.35,0.29629629629629606,0.11,-0.08333333333333326,,,,,,,,0.023,0.098,0.01,0.93,0.04,0.01,0.0,0.0,0.01,0.0,0.01,0.5,0.5,0.15,0.2,0.25,0.33,0.07,0.25,0.29,0.32,0.13
0,https://www.niche.com/places-to-live/c/delaware-county-ok/,B minus,B minus,B,B,A minus,C,B,A minus,B minus,B,C+,"Delaware County is located in Oklahoma with a population of 42,433. In Delaware County, most residents own their homes. Many retirees live in Delaware County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.1,0.07,0.1,0.1,0.12,0.15,0.24,0.06,-0.5,0.12,-0.4,0.31,0.06896551724137945,0.36,0.33333333333333326,0.15,0.25,,,,,,,,0.031,0.18,0.011000000000000001,0.64,0.04,0.09,0.01,0.0,0.0,0.0,0.22,0.49,0.51,0.29,0.25,0.22,0.19,0.05,0.35,0.34,0.21,0.1
0,https://www.niche.com/places-to-live/c/reeves-county-tx/,C minus,B+,B,B minus,B+,A,A minus,A,B minus,B,B minus,"Reeves County is located in Texas with a population of 15,492. In Reeves County, most residents own their homes. Many families live in Reeves County and residents tend to lean liberal.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.1,0.1,0.16,0.16,0.12,0.1,0.13,0.04,-0.6666666666666666,0.09,-0.55,0.25,-0.13793103448275856,0.33,0.2222222222222221,0.3,1.5,,,0,0,0,0,1,0.055,0.147,0.154,0.22,0.75,0.0,0.01,0.0,0.01,0.0,0.0,0.56,0.44,0.26,0.18,0.21,0.28,0.07,0.37,0.26,0.24,0.13
0,https://www.niche.com/places-to-live/c/sullivan-county-in/,B+,A minus,B,B+,C+,B minus,B minus,A,C+,B,B minus,"Sullivan County is located in Indiana with a population of 20,730. In Sullivan County, most residents own their homes. Residents of Sullivan County tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.1,0.09,0.08,0.13,0.14,0.14,0.14,0.17,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.32,0.10344827586206917,0.44,0.6296296296296295,0.11,-0.08333333333333326,,,1,2,4,0,0,0.028999999999999998,0.11900000000000001,0.002,0.92,0.02,0.02,0.01,0.0,0.04,0.0,0.0,0.53,0.47,0.25,0.19,0.25,0.25,0.05,0.31,0.32,0.26,0.12
0,https://www.niche.com/places-to-live/c/mclean-county-nd/,B minus,A,B,B minus,C+,A,C,A minus,C minus,B minus,B minus,"McLean County is located in North Dakota with a population of 9,584. In McLean County, most residents own their homes. Many retirees live in McLean County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.12,0.09,0.06,0.1,0.11,0.11,0.17,0.23,0.04,-0.6666666666666666,0.17,-0.15000000000000002,0.38,0.3103448275862071,0.34,0.2592592592592593,0.08,-0.33333333333333326,,,,,,,,0.006999999999999999,0.08,0.006,0.89,0.02,0.01,0.0,0.0,0.01,0.0,0.06,0.52,0.48,0.14,0.19,0.2,0.35,0.11,0.22,0.27,0.28,0.23
0,https://www.niche.com/places-to-live/c/crawford-county-il/,B,B+,B+,B minus,B minus,B minus,B minus,A minus,C+,C+,A minus,"Crawford County is located in Illinois with a population of 18,972. In Crawford County, most residents own their homes. Many retirees live in Crawford County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.11,0.09,0.08,0.14,0.13,0.13,0.14,0.19,0.05,-0.5833333333333333,0.12,-0.4,0.39,0.3448275862068968,0.29,0.07407407407407396,0.15,0.25,,,,,,,,0.032,0.11699999999999999,0.009000000000000001,0.88,0.03,0.02,0.0,0.0,0.06,0.0,0.0,0.52,0.48,0.25,0.19,0.23,0.26,0.07,0.29,0.31,0.25,0.14
0,https://www.niche.com/places-to-live/c/otsego-county-ny/,B minus,C+,A minus,B,C+,B minus,C minus,B minus,B+,A minus,A minus,"Otsego County is located in New York with a population of 59,972. In Otsego County, most residents own their homes. Many young professionals and retirees live in Otsego County and residents tend to lean conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.08,0.08,0.17,0.1,0.09,0.12,0.15,0.21,0.14,0.16666666666666674,0.17,-0.15000000000000002,0.29,0.0,0.31,0.14814814814814814,0.08,-0.33333333333333326,,,1,1,5,1,0,0.034,0.14800000000000002,0.013999999999999999,0.91,0.04,0.02,0.01,0.0,0.02,0.0,0.0,0.48,0.52,0.22,0.19,0.24,0.27,0.07,0.34,0.29,0.24,0.14
0,https://www.niche.com/places-to-live/c/noble-county-in/,B,B+,B+,B,B minus,B,B minus,A minus,C+,B+,B,"Noble County is located in Indiana with a population of 47,506. In Noble County, most residents own their homes. Many families live in Noble County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.13,0.12,0.08,0.12,0.12,0.13,0.14,0.15,0.04,-0.6666666666666666,0.1,-0.5,0.28,-0.0344827586206895,0.42,0.5555555555555554,0.16,0.3333333333333335,,,1,0,0,0,0,0.026000000000000002,0.07400000000000001,0.031,0.87,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.17,0.22,0.27,0.27,0.06,0.22,0.36,0.3,0.12
0,https://www.niche.com/places-to-live/c/grant-county-nm/,C,C,B minus,B minus,A minus,C,A minus,C+,B+,B+,A,"Grant County is located in New Mexico with a population of 27,669. In Grant County, most residents own their homes. Many young professionals and retirees live in Grant County and residents tend to lean liberal.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.11,0.1,0.08,0.1,0.1,0.1,0.15,0.27,0.12,0.0,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.26,-0.03703703703703709,0.13,0.08333333333333348,,,,,,,,0.035,0.24,0.013999999999999999,0.46,0.5,0.0,0.0,0.0,0.01,0.0,0.02,0.49,0.51,0.34,0.23,0.19,0.19,0.05,0.37,0.31,0.19,0.12
