,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Murder,Rape,Robbery,Burglary,Theft,Motor Vehicle Theft,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+,Assault vs. National,Murder vs. National,Rape vs. National,Robbery vs. National,Burglary vs. National,Theft vs. National,Motor Vehicle Theft vs. National
0,https://www.niche.com/places-to-live/c/harrison-county-wv/,B minus,A minus,B+,B,C+,B,B minus,A minus,B+,B,B,"Harrison County is located in West Virginia with a population of 67,908. In Harrison County, most residents own their homes. Many families and young professionals live in Harrison County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.11,0.1,0.07,0.12,0.12,0.13,0.14,0.19,0.09,-0.25,0.14,-0.29999999999999993,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.11,-0.08333333333333326,,,10,17,21,4,0,0.035,0.153,0.004,0.94,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.18,0.22,0.28,0.08,0.29,0.3,0.25,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/ware-county-ga/,A minus,B,B,B+,A minus,B minus,B+,A minus,B minus,B minus,B+,"Ware County is located in Georgia with a population of 35,593. In Ware County, most residents own their homes. Many families live in Ware County and residents tend to be conservative.",,,,,,,,0.36,0.64,,,,,,,,0.14,0.1,0.08,0.14,0.12,0.13,0.13,0.17,0.05,-0.5833333333333333,0.1,-0.5,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.19,0.5833333333333335,,,1,1,1,0,1,0.028999999999999998,0.247,0.008,0.63,0.04,0.01,0.3,0.01,0.01,0.0,0.0,0.5,0.5,0.33,0.24,0.2,0.19,0.04,0.32,0.37,0.21,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/thurston-county-wa/,B,C,A,B+,B+,B,C+,D+,A+,A,B,"Thurston County is located in Washington with a population of 279,711. In Thurston County, most residents own their homes. Many families and young professionals live in Thurston County and residents tend to lean liberal.",,,,,,,,0.35,0.65,,,,,,,,0.12,0.1,0.08,0.14,0.13,0.12,0.13,0.17,0.14,0.16666666666666674,0.22,0.09999999999999987,0.37,0.27586206896551735,0.21,-0.22222222222222232,0.06,-0.5,,,2,3,3,0,0,0.04,0.10300000000000001,0.032,0.75,0.09,0.05,0.03,0.01,0.06,0.01,0.0,0.49,0.51,0.15,0.15,0.22,0.35,0.13,0.23,0.25,0.27,0.25,,,,,,,
0,https://www.niche.com/places-to-live/c/taney-county-mo/,A minus,B,A minus,A minus,B minus,C+,B,B+,B,A minus,B,"Taney County is located in Missouri with a population of 55,114. In Taney County, most residents own their homes. Many retirees live in Taney County and residents tend to be conservative.",,,,,,,,0.38,0.62,,,,,,,,0.12,0.1,0.1,0.11,0.11,0.12,0.13,0.21,0.06,-0.5,0.14,-0.29999999999999993,0.35,0.2068965517241379,0.34,0.2592592592592593,0.11,-0.08333333333333326,,,,,,,,0.028999999999999998,0.146,0.023,0.89,0.06,0.02,0.01,0.01,0.01,0.0,0.0,0.48,0.52,0.24,0.25,0.25,0.22,0.04,0.31,0.38,0.23,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/buchanan-county-mo/,B,B,A minus,B,B,B,B minus,A minus,B,B,A minus,"Buchanan County is located in Missouri with a population of 88,460. In Buchanan County, most residents own their homes. Many families live in Buchanan County and residents tend to be conservative.",,,,,,,,0.38,0.62,,,,,,,,0.12,0.1,0.09,0.14,0.12,0.13,0.13,0.16,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.29,0.0,0.38,0.40740740740740744,0.12,0.0,,,0,0,2,0,0,0.028999999999999998,0.17,0.026000000000000002,0.83,0.07,0.03,0.05,0.0,0.01,0.0,0.0,0.5,0.5,0.23,0.21,0.24,0.25,0.06,0.29,0.33,0.26,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/martin-county-tx/,B minus,A minus,C,B,A minus,A,A,A minus,C,C minus,B,"Martin County is located in Texas with a population of 5,649. In Martin County, most residents own their homes. Many families live in Martin County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.15,0.16,0.1,0.11,0.1,0.15,0.11,0.12,0.08,-0.33333333333333326,0.1,-0.5,0.26,-0.10344827586206884,0.33,0.2222222222222221,0.23,0.9166666666666667,,,,,,,,0.028999999999999998,0.081,0.024,0.54,0.45,0.0,0.01,0.0,0.0,0.0,0.0,0.52,0.48,0.13,0.21,0.22,0.25,0.18,0.24,0.3,0.26,0.21,,,,,,,
0,https://www.niche.com/places-to-live/c/fulton-county-oh/,A,B+,B+,A minus,B minus,B+,C+,A minus,B,B+,B,"Fulton County is located in Ohio with a population of 42,253. In Fulton County, most residents own their homes. Many families live in Fulton County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,0.12,0.12,0.08,0.11,0.12,0.13,0.15,0.17,0.05,-0.5833333333333333,0.12,-0.4,0.32,0.10344827586206917,0.42,0.5555555555555554,0.09,-0.25,,,,,,,,0.027000000000000003,0.077,0.009000000000000001,0.89,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.14,0.2,0.26,0.32,0.08,0.25,0.31,0.27,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/brown-county-ks/,B+,B+,B,B+,B,B minus,B minus,A,C+,C+,B+,"Brown County is located in Kansas with a population of 9,626. In Brown County, most residents own their homes. Many retirees live in Brown County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.13,0.12,0.07,0.11,0.11,0.12,0.16,0.19,0.06,-0.5,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.37,0.37037037037037024,0.07,-0.41666666666666663,,,,,,,,0.022000000000000002,0.132,0.006999999999999999,0.83,0.05,0.04,0.01,0.07,0.01,0.0,0.0,0.49,0.51,0.2,0.26,0.26,0.22,0.05,0.28,0.35,0.25,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/victoria-county-tx/,C,C,A minus,B,A,B+,B+,B,B,B,A minus,"Victoria County is located in Texas with a population of 92,109. In Victoria County, most residents own their homes. Many families live in Victoria County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,0.14,0.11,0.09,0.14,0.12,0.11,0.12,0.16,0.07,-0.41666666666666663,0.13,-0.35,0.33,0.13793103448275867,0.31,0.14814814814814814,0.16,0.3333333333333335,,,9,9,6,0,0,0.036000000000000004,0.14800000000000002,0.042,0.45,0.47,0.01,0.06,0.0,0.01,0.0,0.0,0.49,0.51,0.21,0.2,0.2,0.28,0.11,0.3,0.3,0.23,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/cheyenne-county-ne/,A minus,B,B+,B,B minus,B,unavailable,B+,B minus,C minus,A minus,"Cheyenne County is located in Nebraska with a population of 9,604. In Cheyenne County, most residents own their homes. Many families and young professionals live in Cheyenne County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,0.13,0.1,0.07,0.12,0.12,0.13,0.14,0.19,0.06,-0.5,0.19,-0.050000000000000044,0.41,0.4137931034482758,0.28,0.03703703703703698,0.06,-0.5,,,,,,,,0.016,0.096,0.011000000000000001,0.9,0.07,0.02,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.22,0.25,0.24,0.09,0.23,0.31,0.29,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/fluvanna-county-va/,B,B,C,B,B,B+,B,B minus,B+,B minus,D minus,"Fluvanna County is located in Virginia with a population of 26,594. In Fluvanna County, most residents own their homes. Many young professionals and retirees live in Fluvanna County and residents tend to lean conservative.",,,,,,,,0.15,0.85,,,,,,,,0.1,0.1,0.07,0.11,0.14,0.14,0.14,0.19,0.15,0.25,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.24,-0.11111111111111116,0.09,-0.25,,,5,8,8,1,2,0.015,0.055,0.015,0.78,0.04,0.03,0.14,0.0,0.01,0.0,0.0,0.46,0.54,0.12,0.14,0.22,0.36,0.16,0.2,0.26,0.32,0.23,,,,,,,
0,https://www.niche.com/places-to-live/c/iberia-parish-la/,B+,B+,B,B+,A,C minus,B+,A minus,B,B minus,B minus,"Iberia Parish is a County in Louisiana with a population of 71,887. In Iberia Parish, most residents own their homes. Many families live in Iberia Parish and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,0.14,0.12,0.09,0.13,0.12,0.13,0.13,0.14,0.04,-0.6666666666666666,0.1,-0.5,0.23,-0.2068965517241378,0.44,0.6296296296296295,0.2,0.6666666666666667,,,8,12,15,8,0,0.057,0.21899999999999997,0.023,0.59,0.04,0.03,0.32,0.0,0.03,0.0,0.0,0.49,0.51,0.26,0.22,0.22,0.25,0.05,0.32,0.33,0.22,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/ontario-county-ny/,A minus,B,A minus,A,B minus,B+,C minus,B minus,A minus,A minus,B,"Ontario County is located in New York with a population of 109,511. In Ontario County, most residents own their homes. Many young professionals live in Ontario County and residents tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,0.1,0.1,0.09,0.11,0.11,0.14,0.15,0.19,0.17,0.41666666666666674,0.2,0.0,0.31,0.06896551724137945,0.26,-0.03703703703703709,0.06,-0.5,,,0,2,2,0,0,0.022000000000000002,0.086,0.018000000000000002,0.9,0.05,0.01,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.15,0.18,0.23,0.31,0.13,0.24,0.28,0.27,0.21,,,,,,,
0,https://www.niche.com/places-to-live/c/chatham-county-ga/,C minus,C minus,A,B+,A,B+,B+,B minus,A minus,A minus,A minus,"Chatham County is located in Georgia with a population of 288,496. In Chatham County, most residents own their homes. Many families and young professionals live in Chatham County and residents tend to lean liberal.",,,,,,,,0.45,0.55,,,,,,,,0.12,0.09,0.11,0.17,0.12,0.12,0.12,0.15,0.13,0.08333333333333348,0.21,0.04999999999999982,0.32,0.10344827586206917,0.24,-0.11111111111111116,0.1,-0.16666666666666663,,,7,16,21,5,2,0.048,0.15,0.036000000000000004,0.48,0.06,0.03,0.39,0.0,0.03,0.0,0.0,0.48,0.52,0.21,0.19,0.22,0.27,0.11,0.28,0.3,0.23,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/jefferson-county-tx/,B,B minus,A minus,A minus,A+,B minus,B+,B+,B+,B+,B,"Jefferson County is located in Texas with a population of 254,340. In Jefferson County, most residents own their homes. Many families live in Jefferson County and residents tend to have moderate political views.",,,,,,,,0.39,0.61,,,,,,,,0.14,0.1,0.1,0.15,0.13,0.12,0.13,0.14,0.06,-0.5,0.13,-0.35,0.33,0.13793103448275867,0.32,0.18518518518518512,0.16,0.3333333333333335,,,1,1,1,1,0,0.03,0.175,0.078,0.41,0.21,0.01,0.33,0.0,0.04,0.0,0.0,0.51,0.49,0.25,0.19,0.21,0.24,0.1,0.29,0.29,0.24,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/elmore-county-al/,B+,A minus,B,A minus,B+,B+,B,B+,B,B+,C minus,"Elmore County is located in Alabama with a population of 81,144. In Elmore County, most residents own their homes. Many families and young professionals live in Elmore County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.12,0.11,0.08,0.14,0.13,0.14,0.13,0.15,0.09,-0.25,0.16,-0.20000000000000007,0.29,0.0,0.33,0.2222222222222221,0.13,0.08333333333333348,,,,,,,,0.027000000000000003,0.114,0.013000000000000001,0.73,0.03,0.02,0.21,0.0,0.01,0.0,0.0,0.48,0.52,0.19,0.18,0.23,0.3,0.1,0.29,0.27,0.25,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/winona-county-mn/,B,B+,A,B+,C+,B+,C,B+,B,B+,A,"Winona County is located in Minnesota with a population of 50,725. In Winona County, most residents own their homes. Many young professionals live in Winona County and residents tend to have moderate political views.",,,,,,,,0.3,0.7,,,,,,,,0.1,0.08,0.2,0.12,0.1,0.11,0.13,0.16,0.1,-0.16666666666666663,0.2,0.0,0.36,0.24137931034482762,0.27,0.0,0.07,-0.41666666666666663,,,2,5,3,1,0,0.025,0.129,0.022000000000000002,0.91,0.03,0.02,0.01,0.0,0.03,0.0,0.0,0.5,0.5,0.2,0.19,0.23,0.29,0.08,0.31,0.29,0.26,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/jones-county-ms/,A minus,A minus,C+,A minus,A minus,B minus,B+,A minus,C+,C,B minus,"Jones County is located in Mississippi with a population of 68,352. In Jones County, most residents own their homes. Many families live in Jones County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.14,0.11,0.09,0.13,0.12,0.12,0.13,0.16,0.09,-0.25,0.12,-0.4,0.33,0.13793103448275867,0.3,0.11111111111111094,0.16,0.3333333333333335,,,8,10,14,2,1,0.028999999999999998,0.214,0.022000000000000002,0.65,0.04,0.01,0.29,0.0,0.0,0.0,0.0,0.49,0.51,0.32,0.22,0.21,0.2,0.06,0.32,0.34,0.23,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/kerr-county-tx/,A minus,B,B,B+,B+,B,B+,B,A,B minus,B,"Kerr County is located in Texas with a population of 51,843. In Kerr County, most residents own their homes. Many young professionals and retirees live in Kerr County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.1,0.09,0.08,0.11,0.09,0.11,0.14,0.27,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.34,0.1724137931034484,0.27,0.0,0.11,-0.08333333333333326,,,2,2,2,1,0,0.028999999999999998,0.11599999999999999,0.046,0.69,0.27,0.01,0.01,0.0,0.01,0.0,0.0,0.48,0.52,0.19,0.22,0.24,0.26,0.09,0.27,0.33,0.23,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/custer-county-ok/,A,A minus,B+,B+,A minus,B,B,A minus,B,D+,B,"Custer County is located in Oklahoma with a population of 29,152. In Custer County, most residents own their homes. Many families and young professionals live in Custer County and residents tend to be conservative.",,,,,,,,0.37,0.63,,,,,,,,0.15,0.1,0.17,0.13,0.11,0.1,0.11,0.13,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.31,0.14814814814814814,0.12,0.0,,,1,1,0,0,0,0.019,0.18100000000000002,0.046,0.68,0.18,0.06,0.03,0.03,0.01,0.0,0.0,0.49,0.51,0.28,0.18,0.21,0.25,0.08,0.34,0.25,0.25,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/gregg-county-tx/,B,B minus,A minus,A minus,A,B,B+,B,A minus,B+,B,"Gregg County is located in Texas with a population of 123,443. In Gregg County, most residents own their homes. Many families and young professionals live in Gregg County and residents tend to be conservative.",,,,,,,,0.41,0.59,,,,,,,,0.15,0.11,0.09,0.14,0.12,0.12,0.12,0.15,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.35,0.2068965517241379,0.28,0.03703703703703698,0.16,0.3333333333333335,,,,,,,,0.028999999999999998,0.17800000000000002,0.063,0.58,0.19,0.02,0.2,0.0,0.01,0.0,0.0,0.49,0.51,0.23,0.22,0.24,0.24,0.08,0.3,0.32,0.24,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/morgan-county-ga/,A+,B+,C+,A minus,B+,B+,B,B,B+,B+,B minus,"Morgan County is located in Georgia with a population of 18,507. In Morgan County, most residents own their homes. Many families live in Morgan County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.12,0.11,0.08,0.1,0.1,0.15,0.15,0.2,0.09,-0.25,0.12,-0.4,0.31,0.06896551724137945,0.36,0.33333333333333326,0.12,0.0,,,2,8,6,2,1,0.023,0.092,0.011000000000000001,0.72,0.03,0.02,0.23,0.0,0.0,0.0,0.0,0.49,0.51,0.17,0.16,0.23,0.33,0.12,0.25,0.29,0.26,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/pima-county-az/,B minus,C,B+,B,A,B minus,A+,C minus,A,B+,B+,"Pima County is located in Arizona with a population of 1,027,207. In Pima County, most residents own their homes. Many families and young professionals live in Pima County and residents tend to lean liberal.",,,,,,,,0.37,0.63,,,,,,,,0.12,0.1,0.12,0.13,0.11,0.11,0.13,0.19,0.14,0.16666666666666674,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.22,-0.18518518518518523,0.12,0.0,,,17,43,46,5,0,0.040999999999999995,0.16699999999999998,0.067,0.52,0.37,0.02,0.03,0.02,0.03,0.0,0.0,0.49,0.51,0.23,0.2,0.23,0.25,0.1,0.29,0.31,0.23,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/elkhart-county-in/,B+,B,A minus,A minus,B+,B+,C+,B+,B+,A minus,A minus,"Elkhart County is located in Indiana with a population of 204,558. In Elkhart County, most residents own their homes. Many families live in Elkhart County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.15,0.13,0.09,0.13,0.12,0.12,0.12,0.14,0.07,-0.41666666666666663,0.13,-0.35,0.26,-0.10344827586206884,0.35,0.29629629629629606,0.19,0.5833333333333335,,,11,14,17,7,1,0.03,0.12300000000000001,0.051,0.75,0.16,0.02,0.05,0.0,0.01,0.0,0.0,0.49,0.51,0.19,0.19,0.26,0.28,0.08,0.26,0.33,0.27,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/missoula-county-mt/,A minus,C,A minus,B+,B minus,B,C+,C minus,A,A minus,A+,"Missoula County is located in Montana with a population of 117,309. In Missoula County, most residents own their homes. Many young professionals live in Missoula County and residents tend to lean liberal.",,,,,,,,0.41,0.59,,,,,,,,0.1,0.09,0.14,0.16,0.13,0.11,0.12,0.15,0.16,0.3333333333333335,0.27,0.3500000000000001,0.31,0.06896551724137945,0.22,-0.18518518518518523,0.04,-0.6666666666666666,,,28,18,4,0,2,0.03,0.14300000000000002,0.013999999999999999,0.89,0.03,0.03,0.01,0.02,0.02,0.0,0.0,0.5,0.5,0.23,0.2,0.23,0.25,0.1,0.29,0.33,0.22,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/cherokee-county-ok/,B+,B+,B,A minus,A,B minus,B,A minus,C,C+,B,"Cherokee County is located in Oklahoma with a population of 48,664. In Cherokee County, most residents own their homes. Many families and young professionals live in Cherokee County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,0.12,0.1,0.15,0.12,0.11,0.11,0.12,0.16,0.09,-0.25,0.17,-0.15000000000000002,0.29,0.0,0.31,0.14814814814814814,0.13,0.08333333333333348,,,0,1,0,0,0,0.040999999999999995,0.22,0.027999999999999997,0.48,0.07,0.1,0.01,0.33,0.01,0.0,0.0,0.49,0.51,0.3,0.23,0.24,0.19,0.05,0.36,0.33,0.22,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/union-county-sd/,B+,A minus,B+,B+,C+,A,B minus,B+,A minus,C+,B,"Union County is located in South Dakota with a population of 15,368. In Union County, most residents own their homes. Many families live in Union County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,0.12,0.12,0.07,0.12,0.12,0.13,0.14,0.17,0.12,0.0,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.29,0.07407407407407396,0.07,-0.41666666666666663,,,,,,,,0.013000000000000001,0.086,0.024,0.92,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.13,0.19,0.21,0.31,0.16,0.22,0.23,0.3,0.25,,,,,,,
0,https://www.niche.com/places-to-live/c/hancock-county-oh/,B+,B+,A minus,A minus,B minus,A minus,C+,B+,B+,B+,A minus,"Hancock County is located in Ohio with a population of 75,837. In Hancock County, most residents own their homes. Many families and young professionals live in Hancock County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,0.12,0.1,0.09,0.14,0.12,0.13,0.14,0.17,0.11,-0.08333333333333326,0.16,-0.20000000000000007,0.29,0.0,0.36,0.33333333333333326,0.08,-0.33333333333333326,,,,,,,,0.024,0.10800000000000001,0.021,0.89,0.05,0.02,0.02,0.0,0.02,0.0,0.0,0.49,0.51,0.17,0.2,0.24,0.29,0.1,0.25,0.29,0.28,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/scott-county-ky/,A minus,A minus,B minus,A minus,B minus,A,C+,B+,B+,B,B minus,"Scott County is located in Kentucky with a population of 54,667. In Scott County, most residents own their homes. Many families and young professionals live in Scott County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.14,0.11,0.1,0.13,0.15,0.14,0.12,0.12,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.3,0.11111111111111094,0.09,-0.25,,,,,,,,0.022000000000000002,0.114,0.026000000000000002,0.87,0.04,0.03,0.05,0.0,0.01,0.0,0.0,0.49,0.51,0.14,0.17,0.22,0.34,0.14,0.24,0.28,0.26,0.22,,,,,,,
0,https://www.niche.com/places-to-live/c/transylvania-county-nc/,A minus,B+,B,B+,C+,B,B minus,B,A minus,A,B,"Transylvania County is located in North Carolina with a population of 33,775. In Transylvania County, most residents own their homes. Many retirees live in Transylvania County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,0.09,0.07,0.08,0.1,0.1,0.12,0.15,0.3,0.13,0.08333333333333348,0.2,0.0,0.3,0.034482758620689724,0.27,0.0,0.11,-0.08333333333333326,,,1,0,0,0,1,0.031,0.14,0.019,0.9,0.03,0.01,0.05,0.0,0.0,0.0,0.0,0.48,0.52,0.21,0.25,0.23,0.24,0.07,0.31,0.31,0.24,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/king-george-county-va/,A minus,B,C+,A minus,B+,A,B minus,B minus,B+,B minus,C minus,"King George County is located in Virginia with a population of 26,229. In King George County, most residents own their homes. Many families and young professionals live in King George County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,0.13,0.12,0.08,0.12,0.14,0.15,0.13,0.13,0.14,0.16666666666666674,0.22,0.09999999999999987,0.31,0.06896551724137945,0.27,0.0,0.07,-0.41666666666666663,,,6,21,28,3,5,0.021,0.052000000000000005,0.011000000000000001,0.73,0.05,0.03,0.16,0.0,0.01,0.0,0.0,0.5,0.5,0.08,0.12,0.19,0.38,0.23,0.2,0.25,0.24,0.31,,,,,,,
0,https://www.niche.com/places-to-live/c/jackson-county-il/,B minus,C+,A,B,B+,C+,B minus,B,A minus,B,A,"Jackson County is located in Illinois with a population of 57,977. In Jackson County, most residents own their homes. Many young professionals live in Jackson County and residents tend to have moderate political views.",,,,,,,,0.49,0.51,,,,,,,,0.1,0.09,0.21,0.14,0.1,0.1,0.11,0.15,0.19,0.5833333333333335,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.24,-0.11111111111111116,0.08,-0.33333333333333326,,,,,,,,0.052000000000000005,0.262,0.040999999999999995,0.74,0.04,0.03,0.15,0.0,0.03,0.0,0.0,0.49,0.51,0.38,0.2,0.17,0.18,0.08,0.38,0.28,0.19,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/rogers-county-ok/,B+,B+,B,A minus,B+,A,B,B+,B,B,C,"Rogers County is located in Oklahoma with a population of 91,353. In Rogers County, most residents own their homes. Many families and young professionals live in Rogers County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.12,0.12,0.09,0.12,0.12,0.13,0.14,0.16,0.07,-0.41666666666666663,0.18,-0.10000000000000009,0.35,0.2068965517241379,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,,,,,,0.028999999999999998,0.09699999999999999,0.013000000000000001,0.72,0.05,0.09,0.01,0.12,0.01,0.0,0.0,0.5,0.5,0.16,0.17,0.24,0.31,0.12,0.25,0.28,0.27,0.2,,,,,,,
0,https://www.niche.com/places-to-live/c/houston-county-al/,B+,B,A minus,A minus,A minus,C+,B+,B+,B+,B+,B minus,"Houston County is located in Alabama with a population of 104,702. In Houston County, most residents own their homes. Many families and young professionals live in Houston County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,0.12,0.11,0.08,0.13,0.12,0.13,0.13,0.17,0.08,-0.33333333333333326,0.13,-0.35,0.33,0.13793103448275867,0.31,0.14814814814814814,0.14,0.16666666666666674,,,1,2,0,0,0,0.037000000000000005,0.18,0.013000000000000001,0.66,0.03,0.02,0.27,0.0,0.01,0.0,0.0,0.48,0.52,0.27,0.21,0.22,0.23,0.08,0.31,0.32,0.22,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/karnes-county-tx/,B minus,A,B+,B,A,A+,A minus,A minus,B,C minus,B minus,"Karnes County is located in Texas with a population of 15,545. In Karnes County, most residents own their homes. Residents of Karnes County tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.12,0.09,0.1,0.18,0.14,0.11,0.12,0.14,0.04,-0.6666666666666666,0.12,-0.4,0.24,-0.1724137931034483,0.37,0.37037037037037024,0.24,1.0,,,,,,,,0.028999999999999998,0.175,0.08800000000000001,0.36,0.55,0.02,0.06,0.0,0.01,0.0,0.0,0.59,0.41,0.23,0.19,0.21,0.21,0.16,0.33,0.25,0.22,0.2,,,,,,,
0,https://www.niche.com/places-to-live/c/washington-county-tx/,B+,B,B+,A minus,A,B,B,B,B,B,B,"Washington County is located in Texas with a population of 35,163. In Washington County, most residents own their homes. Many young professionals and retirees live in Washington County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.11,0.11,0.11,0.1,0.11,0.11,0.14,0.21,0.08,-0.33333333333333326,0.19,-0.050000000000000044,0.29,0.0,0.31,0.14814814814814814,0.13,0.08333333333333348,,,,,,,,0.027999999999999997,0.121,0.054000000000000006,0.64,0.16,0.02,0.16,0.0,0.02,0.0,0.0,0.49,0.51,0.21,0.22,0.21,0.25,0.11,0.27,0.33,0.24,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/sumner-county-tn/,A,B+,B+,A minus,B,A minus,B minus,B,B+,B,C,"Sumner County is located in Tennessee with a population of 183,437. In Sumner County, most residents own their homes. Many families and young professionals live in Sumner County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.13,0.11,0.08,0.12,0.13,0.14,0.13,0.16,0.09,-0.25,0.19,-0.050000000000000044,0.31,0.06896551724137945,0.31,0.14814814814814814,0.1,-0.16666666666666663,,,7,29,13,1,1,0.02,0.09,0.025,0.84,0.05,0.02,0.07,0.0,0.01,0.0,0.0,0.49,0.51,0.14,0.18,0.24,0.32,0.12,0.24,0.3,0.27,0.2,,,,,,,
0,https://www.niche.com/places-to-live/c/deschutes-county-or/,B,D+,A minus,B minus,B minus,B+,A,D,A+,A,A minus,"Deschutes County is located in Oregon with a population of 186,251. In Deschutes County, most residents own their homes. Many young professionals live in Deschutes County and residents tend to lean conservative.",,,,,,,,0.33,0.67,,,,,,,,0.11,0.09,0.07,0.13,0.13,0.13,0.14,0.2,0.13,0.08333333333333348,0.22,0.09999999999999987,0.36,0.24137931034482762,0.22,-0.18518518518518523,0.06,-0.5,,,1,0,0,0,0,0.034,0.10800000000000001,0.023,0.87,0.08,0.02,0.01,0.01,0.01,0.0,0.0,0.49,0.51,0.15,0.18,0.23,0.31,0.13,0.24,0.31,0.25,0.2,,,,,,,
