,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,African American,Hispanic,Asian,Two or more races,Other race,American Indian or Alaska native,Hawaiian or other Pacific Islander,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/ponce-municipio-pr/,unavailable,C minus,D,C minus,D minus,D+,A+,B,unavailable,C+,B minus,"Ponce Municipio is a County in Puerto Rico with a population of 139,671. In Ponce Municipio, most residents own their homes. Many young professionals live in Ponce Municipio.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.1,0.1,0.1,0.13,0.11,0.12,0.13,0.21,0.07,-0.41666666666666663,0.2,0.0,0.19,-0.34482758620689646,0.32,0.18518518518518512,0.22,0.8333333333333335,,,2,4,2,0,0,0.047,,,0.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.63,0.2,0.1,0.05,0.02,,,,
0,https://www.niche.com/places-to-live/c/sierra-county-ca/,B+,C,B minus,C,C+,B,B,C minus,C+,B,C+,"Sierra County is located in California with a population of 3,040. In Sierra County, most residents own their homes. Many retirees live in Sierra County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.09,0.07,0.05,0.09,0.11,0.1,0.2,0.29,0.09,-0.25,0.08,-0.6000000000000001,0.43,0.48275862068965525,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,0,0,0,0,1,0.027999999999999997,0.098,0.017,0.88,0.0,0.11,0.0,0.01,0.0,0.01,0.0,0.47,0.53,0.25,0.17,0.17,0.3,0.11,0.28,0.33,0.21,0.18
0,https://www.niche.com/places-to-live/c/santa-isabel-municipio-pr/,unavailable,C+,D,C minus,D,C minus,A+,B,unavailable,C+,B minus,"Santa Isabel Municipio is a County in Puerto Rico with a population of 21,757. In Santa Isabel Municipio, most residents own their homes. Many young professionals live in Santa Isabel Municipio.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.1,0.12,0.1,0.12,0.15,0.13,0.11,0.16,0.08,-0.33333333333333326,0.18,-0.10000000000000009,0.19,-0.34482758620689646,0.4,0.4814814814814814,0.16,0.3333333333333335,,,,,,,,0.034,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.58,0.21,0.15,0.05,0.01,,,,
0,https://www.niche.com/places-to-live/c/san-juan-municipio-pr/,unavailable,D minus,D,C minus,C minus,D minus,A+,C,unavailable,C,B,"San Juan Municipio is a County in Puerto Rico with a population of 335,468. In San Juan Municipio, most residents own their homes. Many young professionals and retirees live in San Juan Municipio.",,,,,,,,0.46,0.54,,,,,,,,,,,,,,,0.09,0.09,0.1,0.13,0.12,0.13,0.13,0.22,0.15,0.25,0.22,0.09999999999999987,0.22,-0.2413793103448275,0.22,-0.18518518518518523,0.19,0.5833333333333335,,,22,19,5,0,1,0.08199999999999999,,,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.54,0.46,0.53,0.19,0.14,0.1,0.04,,,,
0,https://www.niche.com/places-to-live/c/juana-diaz-municipio-pr/,unavailable,C+,D,C minus,D,D minus,A+,B+,unavailable,C+,C+,"Juana Díaz Municipio is a County in Puerto Rico with a population of 46,152. In Juana Díaz Municipio, most residents own their homes. Many families and young professionals live in Juana Díaz Municipio.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.11,0.11,0.1,0.12,0.13,0.13,0.12,0.17,0.05,-0.5833333333333333,0.2,0.0,0.19,-0.34482758620689646,0.33,0.2222222222222221,0.23,0.9166666666666667,,,1,2,0,0,0,0.107,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.58,0.22,0.14,0.05,0.01,,,,
0,https://www.niche.com/places-to-live/c/penuelas-municipio-pr/,unavailable,B minus,D,C minus,D minus,D minus,A+,A minus,unavailable,C+,C,"Peñuelas Municipio is a County in Puerto Rico with a population of 20,383. In Peñuelas Municipio, most residents own their homes. Many families live in Peñuelas Municipio.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.1,0.13,0.12,0.13,0.13,0.16,0.04,-0.6666666666666666,0.18,-0.10000000000000009,0.22,-0.2413793103448275,0.3,0.11111111111111094,0.26,1.166666666666667,,,0,1,0,0,0,0.08900000000000001,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.64,0.23,0.1,0.03,0.01,,,,
0,https://www.niche.com/places-to-live/c/caguas-municipio-pr/,unavailable,C minus,D,C minus,C minus,D minus,A+,B minus,unavailable,C+,C,"Caguas Municipio is a County in Puerto Rico with a population of 128,937. In Caguas Municipio, most residents own their homes. Many young professionals live in Caguas Municipio.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.09,0.1,0.1,0.13,0.13,0.13,0.13,0.2,0.1,-0.16666666666666663,0.22,0.09999999999999987,0.23,-0.2068965517241378,0.27,0.0,0.19,0.5833333333333335,,,2,4,2,0,0,0.066,,,0.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.54,0.46,0.5,0.22,0.16,0.1,0.03,,,,
0,https://www.niche.com/places-to-live/c/washington-county-co/,B minus,B minus,C,C minus,B minus,B+,B minus,C+,C+,C minus,B minus,"Washington County is located in Colorado with a population of 4,868. In Washington County, most residents own their homes. Many retirees live in Washington County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.11,0.12,0.08,0.12,0.11,0.11,0.15,0.2,0.05,-0.5833333333333333,0.1,-0.5,0.42,0.4482758620689655,0.35,0.29629629629629606,0.08,-0.33333333333333326,,,,,,,,0.016,0.11800000000000001,0.017,0.87,0.01,0.1,0.01,0.01,0.0,0.0,0.0,0.48,0.52,0.21,0.23,0.24,0.25,0.07,0.26,0.34,0.27,0.13
0,https://www.niche.com/places-to-live/c/worth-county-ga/,B minus,B,C minus,C+,A minus,C,A minus,A minus,C,C+,C,"Worth County is located in Georgia with a population of 20,494. In Worth County, most residents own their homes. Many families live in Worth County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.13,0.1,0.08,0.13,0.1,0.13,0.15,0.19,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.29,0.0,0.43,0.5925925925925926,0.17,0.41666666666666674,,,0,1,0,0,0,0.040999999999999995,0.18600000000000003,0.006,0.67,0.28,0.02,0.01,0.01,0.0,0.0,0.0,0.52,0.48,0.27,0.22,0.22,0.22,0.06,0.32,0.33,0.23,0.12
0,https://www.niche.com/places-to-live/c/harrison-county-mo/,B,B+,C,C+,C,B minus,B minus,A,C+,D+,B minus,"Harrison County is located in Missouri with a population of 8,491. In Harrison County, most residents own their homes. Many retirees live in Harrison County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.14,0.11,0.07,0.1,0.11,0.11,0.14,0.22,0.06,-0.5,0.1,-0.5,0.26,-0.10344827586206884,0.46,0.7037037037037037,0.12,0.0,,,,,,,,0.024,0.165,0.008,0.95,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.5,0.5,0.31,0.21,0.24,0.22,0.02,0.31,0.35,0.24,0.09
0,https://www.niche.com/places-to-live/c/crisp-county-ga/,C minus,C minus,C+,C+,A minus,C,A minus,A minus,B minus,B,B,"Crisp County is located in Georgia with a population of 22,713. In Crisp County, most residents own their homes. Many families live in Crisp County and residents tend to be conservative.",,,,,,,,0.46,0.54,,,,,,,,,,,,,,,0.14,0.1,0.09,0.11,0.12,0.12,0.14,0.18,0.05,-0.5833333333333333,0.09,-0.55,0.31,0.06896551724137945,0.38,0.40740740740740744,0.17,0.41666666666666674,,,0,1,0,0,0,0.068,0.32,0.017,0.5,0.46,0.03,0.0,0.01,0.0,0.0,0.0,0.52,0.48,0.39,0.23,0.17,0.16,0.05,0.41,0.3,0.19,0.09
0,https://www.niche.com/places-to-live/c/las-animas-county-co/,B,C,B minus,C+,A minus,C minus,C+,C+,B minus,B minus,A minus,"Las Animas County is located in Colorado with a population of 14,266. In Las Animas County, most residents own their homes. Many retirees live in Las Animas County and residents tend to lean conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.1,0.08,0.08,0.12,0.11,0.11,0.16,0.24,0.07,-0.41666666666666663,0.12,-0.4,0.39,0.3448275862068968,0.29,0.07407407407407396,0.12,0.0,,,,,,,,0.046,0.183,0.036000000000000004,0.53,0.01,0.42,0.01,0.02,0.0,0.02,0.0,0.48,0.52,0.3,0.23,0.24,0.17,0.06,0.32,0.32,0.24,0.12
0,https://www.niche.com/places-to-live/c/dekalb-county-mo/,C+,B+,C,C+,B minus,B+,B minus,A minus,D+,C,C+,"DeKalb County is located in Missouri with a population of 12,526. In DeKalb County, most residents own their homes. Residents of DeKalb County tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.09,0.08,0.08,0.16,0.15,0.13,0.14,0.17,0.04,-0.6666666666666666,0.1,-0.5,0.26,-0.10344827586206884,0.47,0.7407407407407405,0.13,0.08333333333333348,,,,,,,,0.013000000000000001,0.121,0.006,0.84,0.09,0.03,0.01,0.03,0.0,0.01,0.0,0.37,0.63,0.23,0.19,0.26,0.28,0.04,0.27,0.33,0.28,0.12
0,https://www.niche.com/places-to-live/c/greene-county-il/,B minus,B,B,C+,C,C+,B minus,A,C+,B,C,"Greene County is located in Illinois with a population of 13,132. In Greene County, most residents own their homes. Many retirees live in Greene County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.09,0.08,0.12,0.12,0.14,0.15,0.19,0.03,-0.75,0.1,-0.5,0.3,0.034482758620689724,0.48,0.7777777777777777,0.09,-0.25,,,,,,,,0.015,0.129,0.003,0.96,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.23,0.22,0.27,0.24,0.04,0.31,0.31,0.27,0.11
0,https://www.niche.com/places-to-live/c/sequatchie-county-tn/,B minus,B minus,C,B minus,C,B,B minus,A minus,B minus,A minus,C minus,"Sequatchie County is located in Tennessee with a population of 14,816. In Sequatchie County, most residents own their homes. Many retirees live in Sequatchie County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.1,0.1,0.07,0.12,0.12,0.13,0.15,0.2,0.06,-0.5,0.1,-0.5,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.18,0.5,,,0,2,3,1,1,0.026000000000000002,0.19699999999999998,0.018000000000000002,0.94,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.5,0.5,0.28,0.2,0.23,0.27,0.03,0.36,0.32,0.21,0.11
0,https://www.niche.com/places-to-live/c/wayne-county-ny/,B minus,C,B+,B minus,C+,B,C minus,B minus,B minus,B+,B minus,"Wayne County is located in New York with a population of 90,519. In Wayne County, most residents own their homes. Many young professionals live in Wayne County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.1,0.08,0.11,0.11,0.15,0.16,0.18,0.1,-0.16666666666666663,0.13,-0.35,0.33,0.13793103448275867,0.34,0.2592592592592593,0.11,-0.08333333333333326,,,0,4,1,0,0,0.033,0.114,0.009000000000000001,0.9,0.03,0.04,0.01,0.02,0.0,0.0,0.0,0.5,0.5,0.18,0.19,0.25,0.3,0.08,0.25,0.32,0.27,0.16
0,https://www.niche.com/places-to-live/c/sublette-county-wy/,A,B,B minus,B,C+,C+,C minus,C,C+,B minus,B+,"Sublette County is located in Wyoming with a population of 9,880. In Sublette County, most residents own their homes. Many families and young professionals live in Sublette County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.12,0.11,0.07,0.11,0.14,0.13,0.14,0.18,0.06,-0.5,0.17,-0.15000000000000002,0.39,0.3448275862068968,0.35,0.29629629629629606,0.04,-0.6666666666666666,,,,,,,,0.028999999999999998,0.102,0.024,0.89,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.45,0.55,0.13,0.11,0.23,0.37,0.16,0.2,0.32,0.24,0.24
0,https://www.niche.com/places-to-live/c/caribou-county-id/,C+,B+,B,B minus,C+,B,C+,B minus,C+,B minus,B,"Caribou County is located in Idaho with a population of 6,953. In Caribou County, most residents own their homes. Many families live in Caribou County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.15,0.14,0.07,0.1,0.13,0.11,0.13,0.17,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.4,0.3793103448275863,0.32,0.18518518518518512,0.09,-0.25,,,,,,,,0.023,0.087,0.018000000000000002,0.92,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.49,0.51,0.18,0.21,0.24,0.29,0.09,0.33,0.28,0.2,0.19
0,https://www.niche.com/places-to-live/c/natrona-county-wy/,B minus,C+,B,C+,B minus,B,C,C,B+,C+,A minus,"Natrona County is located in Wyoming with a population of 80,333. In Natrona County, most residents own their homes. Many families and young professionals live in Natrona County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.13,0.11,0.08,0.15,0.13,0.12,0.14,0.14,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.39,0.3448275862068968,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,0,2,0,0,0,0.03,0.094,0.012,0.87,0.01,0.08,0.01,0.02,0.0,0.01,0.0,0.5,0.5,0.17,0.19,0.23,0.31,0.11,0.23,0.29,0.28,0.2
0,https://www.niche.com/places-to-live/c/sabine-county-tx/,C+,B,C minus,C,C+,C+,B+,A minus,C+,C+,B minus,"Sabine County is located in Texas with a population of 10,471. In Sabine County, most residents own their homes. Many retirees live in Sabine County and residents tend to be conservative.",,,,,,,,0.12,0.88,,,,,,,,,,,,,,,0.09,0.1,0.06,0.09,0.08,0.11,0.17,0.3,0.08,-0.33333333333333326,0.09,-0.55,0.32,0.10344827586206917,0.36,0.33333333333333326,0.15,0.25,,,,,,,,0.034,0.198,0.003,0.86,0.06,0.05,0.0,0.03,0.0,0.0,0.0,0.52,0.48,0.34,0.24,0.18,0.17,0.07,0.38,0.34,0.18,0.11
0,https://www.niche.com/places-to-live/c/caroline-county-va/,C minus,C minus,C,B minus,A minus,C,A,B minus,C,B+,C minus,"Caroline County is located in Virginia with a population of 30,381. In Caroline County, most residents own their homes. Many families live in Caroline County and residents tend to have moderate political views.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.14,0.09,0.1,0.11,0.13,0.13,0.14,0.16,0.07,-0.41666666666666663,0.13,-0.35,0.27,-0.06896551724137923,0.38,0.40740740740740744,0.15,0.25,,,5,11,26,9,0,0.025,0.087,0.018000000000000002,0.63,0.27,0.05,0.01,0.04,0.0,0.0,0.0,0.5,0.5,0.14,0.17,0.26,0.33,0.09,0.21,0.32,0.29,0.18
0,https://www.niche.com/places-to-live/c/frio-county-tx/,C,B,B+,C,B,A,B+,A minus,B,D,B minus,"Frio County is located in Texas with a population of 19,871. In Frio County, most residents own their homes. Many families live in Frio County and residents tend to lean liberal.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.11,0.13,0.19,0.12,0.11,0.08,0.12,0.03,-0.75,0.04,-0.8,0.25,-0.13793103448275856,0.34,0.2592592592592593,0.34,1.8333333333333335,,,,,,,,0.04,0.233,0.145,0.16,0.03,0.79,0.01,0.0,0.0,0.0,0.0,0.4,0.6,0.29,0.19,0.22,0.25,0.05,0.46,0.25,0.18,0.12
0,https://www.niche.com/places-to-live/c/juneau-county-wi/,B minus,C+,B+,C+,C+,B,C,B+,B,A minus,B,"Juneau County is located in Wisconsin with a population of 26,478. In Juneau County, most residents own their homes. Many retirees live in Juneau County and residents tend to lean conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.09,0.06,0.11,0.12,0.15,0.16,0.2,0.04,-0.6666666666666666,0.1,-0.5,0.33,0.13793103448275867,0.41,0.5185185185185184,0.12,0.0,,,,,,,,0.021,0.14800000000000002,0.01,0.92,0.02,0.03,0.01,0.01,0.0,0.01,0.0,0.47,0.53,0.21,0.2,0.28,0.25,0.06,0.29,0.32,0.28,0.11
0,https://www.niche.com/places-to-live/c/ross-county-oh/,C,B minus,B+,C+,B minus,B minus,C+,A minus,B minus,B,B minus,"Ross County is located in Ohio with a population of 76,948. In Ross County, most residents own their homes. Many families live in Ross County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.1,0.08,0.13,0.13,0.15,0.14,0.16,0.06,-0.5,0.1,-0.5,0.29,0.0,0.43,0.5925925925925926,0.12,0.0,,,,,,,,0.036000000000000004,0.17300000000000001,0.005,0.9,0.05,0.01,0.01,0.03,0.0,0.0,0.0,0.48,0.52,0.25,0.2,0.24,0.26,0.06,0.31,0.31,0.24,0.14
0,https://www.niche.com/places-to-live/c/baker-county-or/,B minus,C+,B,C,C+,B minus,C+,C,B+,B+,A,"Baker County is located in Oregon with a population of 16,019. In Baker County, most residents own their homes. Many retirees live in Baker County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.08,0.06,0.12,0.11,0.11,0.16,0.26,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.36,0.24137931034482762,0.31,0.14814814814814814,0.09,-0.25,,,1,2,0,0,0,0.042,0.12300000000000001,0.013000000000000001,0.9,0.01,0.04,0.01,0.02,0.0,0.01,0.0,0.48,0.52,0.24,0.25,0.23,0.23,0.05,0.29,0.33,0.24,0.14
0,https://www.niche.com/places-to-live/c/montague-county-tx/,B minus,B minus,B minus,C+,B minus,C+,B,B+,C+,C,B minus,"Montague County is located in Texas with a population of 19,489. In Montague County, most residents own their homes. Many retirees live in Montague County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.1,0.07,0.1,0.1,0.13,0.14,0.22,0.05,-0.5833333333333333,0.12,-0.4,0.31,0.06896551724137945,0.38,0.40740740740740744,0.14,0.16666666666666674,,,,,,,,0.03,0.154,0.032,0.86,0.01,0.11,0.0,0.02,0.0,0.01,0.0,0.51,0.49,0.24,0.21,0.21,0.26,0.08,0.31,0.29,0.23,0.17
0,https://www.niche.com/places-to-live/c/upshur-county-wv/,D+,C+,B+,C+,C,C minus,unavailable,A minus,B minus,A minus,B,"Upshur County is located in West Virginia with a population of 24,502. In Upshur County, most residents own their homes. Many retirees live in Upshur County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.09,0.12,0.11,0.11,0.13,0.14,0.2,0.07,-0.41666666666666663,0.1,-0.5,0.2,-0.31034482758620685,0.49,0.8148148148148147,0.15,0.25,,,4,2,0,0,0,0.04,0.203,0.004,0.96,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.3,0.25,0.2,0.2,0.05,0.33,0.35,0.2,0.12
0,https://www.niche.com/places-to-live/c/yukon-koyukuk-borough-ak/,B,B,C+,C+,B+,D minus,unavailable,B,C,C,A+,"Yukon-Koyukuk Borough is a County in Alaska with a population of 5,377. In Yukon-Koyukuk Borough, most residents own their homes. Many families live in Yukon-Koyukuk Borough.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.17,0.11,0.08,0.14,0.11,0.11,0.14,0.14,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.32,0.10344827586206917,0.4,0.4814814814814814,0.14,0.16666666666666674,,,,,,,,0.11199999999999999,0.251,0.006999999999999999,0.22,0.0,0.03,0.01,0.07,0.0,0.68,0.0,0.46,0.54,0.34,0.2,0.23,0.18,0.06,0.42,0.28,0.17,0.13
0,https://www.niche.com/places-to-live/c/harper-county-ks/,C+,B minus,B,C,C+,B+,B,A minus,C,D+,B,"Harper County is located in Kansas with a population of 5,594. In Harper County, most residents own their homes. Many retirees live in Harper County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.14,0.11,0.06,0.11,0.1,0.11,0.15,0.22,0.07,-0.41666666666666663,0.09,-0.55,0.34,0.1724137931034484,0.39,0.4444444444444444,0.1,-0.16666666666666663,,,,,,,,0.034,0.156,0.013000000000000001,0.9,0.0,0.06,0.0,0.02,0.0,0.01,0.0,0.49,0.51,0.23,0.21,0.31,0.21,0.04,0.28,0.36,0.24,0.12
0,https://www.niche.com/places-to-live/c/clark-county-wi/,B minus,B minus,B,B minus,C+,B,C minus,A minus,C,B+,B+,"Clark County is located in Wisconsin with a population of 34,579. In Clark County, most residents own their homes. Residents of Clark County tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.16,0.13,0.08,0.1,0.11,0.12,0.14,0.16,0.04,-0.6666666666666666,0.09,-0.55,0.3,0.034482758620689724,0.4,0.4814814814814814,0.18,0.5,,,,,,,,0.018000000000000002,0.11800000000000001,0.018000000000000002,0.93,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.22,0.26,0.27,0.06,0.27,0.33,0.28,0.12
0,https://www.niche.com/places-to-live/c/desoto-county-fl/,D+,C,B,C,A,B,A,B+,C,B minus,B,"DeSoto County is located in Florida with a population of 36,903. In DeSoto County, most residents own their homes. Many retirees live in DeSoto County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.11,0.09,0.09,0.14,0.12,0.12,0.12,0.22,0.03,-0.75,0.08,-0.6000000000000001,0.18,-0.3793103448275862,0.44,0.6296296296296295,0.26,1.166666666666667,,,,,,,,0.024,0.268,0.106,0.55,0.13,0.32,0.0,0.01,0.0,0.0,0.0,0.44,0.56,0.34,0.26,0.21,0.16,0.03,0.32,0.42,0.19,0.07
0,https://www.niche.com/places-to-live/c/turner-county-ga/,C minus,C+,C,C+,A minus,B,A minus,A minus,D+,B minus,C+,"Turner County is located in Georgia with a population of 7,943. In Turner County, most residents own their homes. Many retirees live in Turner County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.12,0.06,0.12,0.15,0.12,0.12,0.19,0.05,-0.5833333333333333,0.07,-0.6499999999999999,0.31,0.06896551724137945,0.38,0.40740740740740744,0.19,0.5833333333333335,,,0,0,1,0,0,0.034,0.33399999999999996,0.017,0.54,0.4,0.05,0.01,0.0,0.0,0.0,0.0,0.52,0.48,0.37,0.19,0.18,0.22,0.03,0.32,0.37,0.24,0.07
0,https://www.niche.com/places-to-live/c/klamath-county-or/,B minus,C minus,B,C+,B,C+,C,C,B+,B+,A,"Klamath County is located in Oregon with a population of 66,921. In Klamath County, most residents own their homes. Many young professionals and retirees live in Klamath County and residents tend to be conservative.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.12,0.09,0.08,0.13,0.11,0.12,0.14,0.21,0.07,-0.41666666666666663,0.13,-0.35,0.37,0.27586206896551735,0.31,0.14814814814814814,0.12,0.0,,,5,5,4,1,0,0.043,0.19399999999999998,0.028999999999999998,0.78,0.01,0.13,0.01,0.03,0.0,0.04,0.0,0.5,0.5,0.27,0.22,0.23,0.23,0.06,0.32,0.32,0.24,0.13
0,https://www.niche.com/places-to-live/c/san-sebastian-municipio-pr/,unavailable,D+,D minus,D minus,D minus,D minus,A+,B,unavailable,C+,C+,"San Sebastián Municipio is a County in Puerto Rico with a population of 37,120. In San Sebastián Municipio, most residents own their homes. Many retirees live in San Sebastián Municipio.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.09,0.1,0.09,0.11,0.12,0.12,0.14,0.22,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.21,-0.27586206896551724,0.27,0.0,0.32,1.666666666666667,,,,,,,,0.07400000000000001,,,0.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.69,0.18,0.09,0.03,0.01,,,,
0,https://www.niche.com/places-to-live/c/vieques-municipio-pr/,unavailable,C minus,D minus,D minus,D,D minus,A+,B minus,unavailable,C minus,A,"Vieques Municipio is a County in Puerto Rico with a population of 8,642. In Vieques Municipio, most residents own their homes. Many retirees live in Vieques Municipio.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.12,0.08,0.08,0.11,0.09,0.16,0.15,0.21,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.14,-0.5172413793103448,0.39,0.4444444444444444,0.29,1.4166666666666665,,,,,,,,0.028999999999999998,,,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.67,0.23,0.07,0.03,0.0,,,,
0,https://www.niche.com/places-to-live/c/isabela-municipio-pr/,unavailable,D,D minus,D minus,D minus,D minus,A+,B,unavailable,C+,B minus,"Isabela Municipio is a County in Puerto Rico with a population of 41,707. In Isabela Municipio, most residents own their homes. Many families live in Isabela Municipio.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.09,0.1,0.09,0.12,0.13,0.14,0.13,0.19,0.06,-0.5,0.16,-0.20000000000000007,0.19,-0.34482758620689646,0.29,0.07407407407407396,0.29,1.4166666666666665,,,1,0,1,0,0,0.055,,,0.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.67,0.2,0.1,0.04,0.0,,,,
0,https://www.niche.com/places-to-live/c/orocovis-municipio-pr/,unavailable,C minus,D,D,D minus,D minus,A+,B+,unavailable,C+,C+,"Orocovis Municipio is a County in Puerto Rico with a population of 20,982. In Orocovis Municipio, most residents own their homes. Many families live in Orocovis Municipio.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.1,0.11,0.1,0.13,0.12,0.14,0.14,0.16,0.03,-0.75,0.14,-0.29999999999999993,0.17,-0.4137931034482758,0.33,0.2222222222222221,0.32,1.666666666666667,,,,,,,,0.128,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.69,0.2,0.08,0.02,0.01,,,,
0,https://www.niche.com/places-to-live/c/jayuya-municipio-pr/,unavailable,D,D,D minus,D minus,D minus,A+,B,unavailable,C+,B,"Jayuya Municipio is a County in Puerto Rico with a population of 14,539. In Jayuya Municipio, most residents own their homes. Many families live in Jayuya Municipio.",,,,,,,,0.42,0.58,,,,,,,,,,,,,,,0.11,0.11,0.1,0.13,0.13,0.13,0.13,0.16,0.05,-0.5833333333333333,0.13,-0.35,0.19,-0.34482758620689646,0.38,0.40740740740740744,0.24,1.0,,,,,,,,0.05,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.72,0.18,0.07,0.03,0.0,,,,
