"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,Nassau,Hours of physical-restraint use,0.12,230.45,80745,,Hours of seclusion use,0.07,126.2,80745,,Patients discharged on multiple antipsychotic medications with appropriate justification,95.00,260,,Screening for metabolic disorders (SMD),87,3112,,Alcohol use brief intervention provided or offered,83,293,,61,293,,Alcohol and other drug use disorder treatment provided or offered at discharge,59,1140,,28,1140,,Tobacco use treatment provided or offered,100,964,,37,964,,Tobacco use treatment provided or offered at discharge,99,862,,3,862,,Transition record with specified elements received by discharged patients (TR1),84,4747,,Timely transmission of transition record (TR2),65,4747,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,75.3,401,,58.1,401,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,85.4,698,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,1151,21.7,19.3,24.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),94,2048,,10/01/2019,03/31/2020
330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,Kings,Hours of physical-restraint use,0.22,110.62,21096,,Hours of seclusion use,0.00,0,21096,,Patients discharged on multiple antipsychotic medications with appropriate justification,92.00,38,,Screening for metabolic disorders (SMD),99,552,,Alcohol use brief intervention provided or offered,79,39,,31,39,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,250,,66,250,,Tobacco use treatment provided or offered,57,254,,13,254,,Tobacco use treatment provided or offered at discharge,65,246,,30,246,,Transition record with specified elements received by discharged patients (TR1),98,670,,Timely transmission of transition record (TR2),98,670,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.3,86,,38.4,86,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,60.5,167,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,221,17.8,14.3,22.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,327,,10/01/2019,03/31/2020
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,Nassau,Hours of physical-restraint use,0.16,45.9,11660,,Hours of seclusion use,0.00,0,11660,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,45,,Screening for metabolic disorders (SMD),68,438,,Alcohol use brief intervention provided or offered,97,61,,97,61,,Alcohol and other drug use disorder treatment provided or offered at discharge,84,196,,68,196,,Tobacco use treatment provided or offered,94,244,,92,244,,Tobacco use treatment provided or offered at discharge,49,237,,0,237,,Transition record with specified elements received by discharged patients (TR1),90,643,,Timely transmission of transition record (TR2),90,643,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65.5,139,,43.9,139,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.7,274,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,356,22.8,19.2,26.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,156,,10/01/2019,03/31/2020
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,New York,Hours of physical-restraint use,0.13,103.98,33297,,Hours of seclusion use,0.00,0,33297,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,21,,Screening for metabolic disorders (SMD),96,414,,Alcohol use brief intervention provided or offered,100,129,,100,129,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,313,,100,313,,Tobacco use treatment provided or offered,100,78,,96,78,,Tobacco use treatment provided or offered at discharge,99,75,,91,75,,Transition record with specified elements received by discharged patients (TR1),100,153,,Timely transmission of transition record (TR2),99,153,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39.3,89,,23.6,89,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.7,171,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,226,22.1,18.3,26.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),71,296,,10/01/2019,03/31/2020
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,Kings,Hours of physical-restraint use,0.02,9.23,15832,,Hours of seclusion use,0.01,5.5,15832,,Patients discharged on multiple antipsychotic medications with appropriate justification,84.00,49,,Screening for metabolic disorders (SMD),90,428,,Alcohol use brief intervention provided or offered,97,63,,94,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,84,,77,84,,Tobacco use treatment provided or offered,88,85,,41,85,,Tobacco use treatment provided or offered at discharge,71,63,,3,63,,Transition record with specified elements received by discharged patients (TR1),92,636,,Timely transmission of transition record (TR2),91,636,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.7,29,,24.1,29,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,72.9,96,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,427,21.8,18.4,25.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),92,256,,10/01/2019,03/31/2020
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,Kings,Hours of physical-restraint use,0.28,230.52,34894,,Hours of seclusion use,0.00,0,34894,,Patients discharged on multiple antipsychotic medications with appropriate justification,80.00,20,,Screening for metabolic disorders (SMD),85,447,,Alcohol use brief intervention provided or offered,56,18,,50,18,,Alcohol and other drug use disorder treatment provided or offered at discharge,67,227,,47,227,,Tobacco use treatment provided or offered,88,192,,64,192,,Tobacco use treatment provided or offered at discharge,80,186,,41,186,,Transition record with specified elements received by discharged patients (TR1),59,612,,Timely transmission of transition record (TR2),55,612,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.8,153,,27.5,153,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,69.9,249,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,366,21.5,17.8,25.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),65,303,,10/01/2019,03/31/2020
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,New York,Hours of physical-restraint use,0.75,1270.02,70897,,Hours of seclusion use,0.36,608.65,70897,,Patients discharged on multiple antipsychotic medications with appropriate justification,94.00,36,,Screening for metabolic disorders (SMD),66,609,,Alcohol use brief intervention provided or offered,75,67,,39,67,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,257,,59,257,,Tobacco use treatment provided or offered,77,191,,37,191,,Tobacco use treatment provided or offered at discharge,57,183,,22,183,,Transition record with specified elements received by discharged patients (TR1),45,859,,Timely transmission of transition record (TR2),44,859,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.2,233,,20.6,233,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,43.7,442,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,660,25.9,23.0,28.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),79,406,,10/01/2019,03/31/2020
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,Saint Lawrence,Hours of physical-restraint use,0.61,133.03,9108,,Hours of seclusion use,0.05,9.84,9108,,Patients discharged on multiple antipsychotic medications with appropriate justification,95.00,100,,Screening for metabolic disorders (SMD),100,476,,Alcohol use brief intervention provided or offered,100,177,,95,177,,Alcohol and other drug use disorder treatment provided or offered at discharge,98,463,,96,463,,Tobacco use treatment provided or offered,100,469,,6,469,,Tobacco use treatment provided or offered at discharge,100,438,,50,438,,Transition record with specified elements received by discharged patients (TR1),100,1011,,Timely transmission of transition record (TR2),99,1011,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,68.1,144,,41.7,144,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,82.7,300,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,414,23.5,20.2,26.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,437,,10/01/2019,03/31/2020
330214,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,New York,Hours of physical-restraint use,0.15,79.09,22418,,Hours of seclusion use,0.15,80.01,22418,,Patients discharged on multiple antipsychotic medications with appropriate justification,94.00,18,,Screening for metabolic disorders (SMD),79,299,,Alcohol use brief intervention provided or offered,96,145,,76,145,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,207,,100,207,,Tobacco use treatment provided or offered,92,148,,67,148,,Tobacco use treatment provided or offered at discharge,90,141,,57,141,,Transition record with specified elements received by discharged patients (TR1),90,644,,Timely transmission of transition record (TR2),89,644,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70.1,117,,53,117,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.6,179,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,315,19.5,15.8,23.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,154,,10/01/2019,03/31/2020
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,Oneida,Hours of physical-restraint use,0.00,0,3993,,Hours of seclusion use,0.00,0,3993,,Patients discharged on multiple antipsychotic medications with appropriate justification,78.00,18,,Screening for metabolic disorders (SMD),98,210,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,55,20,,20,20,,Tobacco use treatment provided or offered,86,44,,32,44,,Tobacco use treatment provided or offered at discharge,69,32,,38,32,,Transition record with specified elements received by discharged patients (TR1),80,286,,Timely transmission of transition record (TR2),76,286,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.6,21,,14.3,21,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,222,17.3,13.4,22.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),95,129,,10/01/2019,03/31/2020
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,Oswego,Hours of physical-restraint use,0.01,1.53,7653,,Hours of seclusion use,0.00,0,7653,,Patients discharged on multiple antipsychotic medications with appropriate justification,42.00,26,,Screening for metabolic disorders (SMD),80,328,,Alcohol use brief intervention provided or offered,94,124,,81,124,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,283,,29,283,,Tobacco use treatment provided or offered,86,420,,21,420,,Tobacco use treatment provided or offered at discharge,79,405,,3,405,,Transition record with specified elements received by discharged patients (TR1),76,738,,Timely transmission of transition record (TR2),75,738,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63.2,68,,42.6,68,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,82.6,138,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,220,22.5,18.4,26.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),88,430,,10/01/2019,03/31/2020
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,Erie,Hours of physical-restraint use,0.22,234.23,43703,,Hours of seclusion use,0.22,227.65,43703,,Patients discharged on multiple antipsychotic medications with appropriate justification,96.00,25,,Screening for metabolic disorders (SMD),69,576,,Alcohol use brief intervention provided or offered,95,113,,93,113,,Alcohol and other drug use disorder treatment provided or offered at discharge,88,268,,82,268,,Tobacco use treatment provided or offered,90,277,,86,277,,Tobacco use treatment provided or offered at discharge,78,258,,5,258,,Transition record with specified elements received by discharged patients (TR1),89,1083,,Timely transmission of transition record (TR2),80,1083,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58,324,,35.2,324,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,84.5,491,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,774,16.1,13.7,18.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),96,339,,10/01/2019,03/31/2020
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,Ulster,Hours of physical-restraint use,0.11,30.4,11902,,Hours of seclusion use,0.30,86.5,11902,,Patients discharged on multiple antipsychotic medications with appropriate justification,50.00,24,,Screening for metabolic disorders (SMD),90,400,,Alcohol use brief intervention provided or offered,38,93,,38,93,,Alcohol and other drug use disorder treatment provided or offered at discharge,54,270,,31,270,,Tobacco use treatment provided or offered,23,282,,5,282,,Tobacco use treatment provided or offered at discharge,73,267,,11,267,,Transition record with specified elements received by discharged patients (TR1),59,645,,Timely transmission of transition record (TR2),59,645,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.1,133,,39.8,133,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,84.2,260,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,355,18.2,15.3,21.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),91,318,,10/01/2019,03/31/2020
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,Monroe,Hours of physical-restraint use,0.30,42.18,5949,,Hours of seclusion use,0.35,50.2,5949,,Patients discharged on multiple antipsychotic medications with appropriate justification,95.00,60,,Screening for metabolic disorders (SMD),88,355,,Alcohol use brief intervention provided or offered,100,41,,100,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,76,,95,76,,Tobacco use treatment provided or offered,88,72,,71,72,,Tobacco use treatment provided or offered at discharge,79,63,,51,63,,Transition record with specified elements received by discharged patients (TR1),48,479,,Timely transmission of transition record (TR2),40,479,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,78.1,73,,58.9,73,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,90.9,132,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,160,16.4,12.6,21.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),86,247,,10/01/2019,03/31/2020
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,Chautauqua,Hours of physical-restraint use,0.02,2.43,4465,,Hours of seclusion use,0.03,3.48,4465,,Patients discharged on multiple antipsychotic medications with appropriate justification,91.00,22,,Screening for metabolic disorders (SMD),97,233,,Alcohol use brief intervention provided or offered,82,11,,82,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,51,128,,41,128,,Tobacco use treatment provided or offered,94,270,,94,270,,Tobacco use treatment provided or offered at discharge,94,250,,1,250,,Transition record with specified elements received by discharged patients (TR1),0,549,,Timely transmission of transition record (TR2),0,549,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.7,56,,37.5,56,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,98,18.3,14.1,23.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),38,266,,10/01/2019,03/31/2020
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,Queens,Hours of physical-restraint use,0.17,67.28,16702,,Hours of seclusion use,0.05,19.57,16702,,Patients discharged on multiple antipsychotic medications with appropriate justification,80.00,74,,Screening for metabolic disorders (SMD),80,577,,Alcohol use brief intervention provided or offered,89,38,,42,38,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,176,,20,176,,Tobacco use treatment provided or offered,89,202,,20,202,,Tobacco use treatment provided or offered at discharge,54,196,,1,196,,Transition record with specified elements received by discharged patients (TR1),68,684,,Timely transmission of transition record (TR2),66,684,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.5,148,,41.9,148,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.9,235,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,302,25,20.9,29.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),90,334,,10/01/2019,03/31/2020
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,Kings,Hours of physical-restraint use,0.00,1.03,20113,,Hours of seclusion use,0.22,104.87,20113,,Patients discharged on multiple antipsychotic medications with appropriate justification,42.00,57,,Screening for metabolic disorders (SMD),85,419,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,78,178,,71,178,,Tobacco use treatment provided or offered,37,161,,37,161,,Tobacco use treatment provided or offered at discharge,3,158,,3,158,,Transition record with specified elements received by discharged patients (TR1),35,745,,Timely transmission of transition record (TR2),35,745,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48.3,89,,30.3,89,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.7,171,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,213,20.9,16.8,25.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),64,190,,10/01/2019,03/31/2020
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,Westchester,Hours of physical-restraint use,0.53,552.29,43518,,Hours of seclusion use,0.09,91,43518,,Patients discharged on multiple antipsychotic medications with appropriate justification,42.00,85,,Screening for metabolic disorders (SMD),87,776,,Alcohol use brief intervention provided or offered,96,76,,67,76,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,183,,45,183,,Tobacco use treatment provided or offered,84,179,,42,179,,Tobacco use treatment provided or offered at discharge,12,154,,1,154,,Transition record with specified elements received by discharged patients (TR1),65,1287,,Timely transmission of transition record (TR2),20,1287,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.1,306,,41.8,306,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.2,595,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,840,22.7,20.3,25.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),79,633,,10/01/2019,03/31/2020
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,Cayuga,Hours of physical-restraint use,0.00,0,3114,,Hours of seclusion use,0.00,0,3114,,Patients discharged on multiple antipsychotic medications with appropriate justification,96.00,28,,Screening for metabolic disorders (SMD),98,226,,Alcohol use brief intervention provided or offered,60,63,,59,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,61,122,,53,122,,Tobacco use treatment provided or offered,86,188,,82,188,,Tobacco use treatment provided or offered at discharge,71,175,,67,175,,Transition record with specified elements received by discharged patients (TR1),43,387,,Timely transmission of transition record (TR2),43,387,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,75.5,53,,45.3,53,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,78.9,90,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,150,19.3,15.4,24.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),88,234,,10/01/2019,03/31/2020
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,Kings,Hours of physical-restraint use,0.01,3.49,11748,,Hours of seclusion use,0.11,31.51,11748,,Patients discharged on multiple antipsychotic medications with appropriate justification,55.00,11,,Screening for metabolic disorders (SMD),92,381,,Alcohol use brief intervention provided or offered,74,66,,74,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,99,,69,99,,Tobacco use treatment provided or offered,93,92,,68,92,,Tobacco use treatment provided or offered at discharge,88,76,,0,76,,Transition record with specified elements received by discharged patients (TR1),75,667,,Timely transmission of transition record (TR2),23,667,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.7,81,,40.7,81,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.1,156,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,324,22.3,18.6,26.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,159,,10/01/2019,03/31/2020
330239,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,Chautauqua,Hours of physical-restraint use,0.04,7.1,7533,,Hours of seclusion use,0.19,34.96,7533,,Patients discharged on multiple antipsychotic medications with appropriate justification,40.00,65,,Screening for metabolic disorders (SMD),29,469,,Alcohol use brief intervention provided or offered,43,112,,29,112,,Alcohol and other drug use disorder treatment provided or offered at discharge,40,204,,36,204,,Tobacco use treatment provided or offered,42,495,,29,495,,Tobacco use treatment provided or offered at discharge,11,472,,9,472,,Transition record with specified elements received by discharged patients (TR1),28,950,,Timely transmission of transition record (TR2),26,950,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.6,64,,28.1,64,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,76.8,151,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,228,20.6,16.8,24.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),65,653,,10/01/2019,03/31/2020
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,New York,Hours of physical-restraint use,0.85,306,14977,,Hours of seclusion use,0.00,0,14977,,Patients discharged on multiple antipsychotic medications with appropriate justification,48.00,97,,Screening for metabolic disorders (SMD),79,551,,Alcohol use brief intervention provided or offered,88,42,,57,42,,Alcohol and other drug use disorder treatment provided or offered at discharge,87,125,,24,125,,Tobacco use treatment provided or offered,65,118,,31,118,,Tobacco use treatment provided or offered at discharge,42,100,,3,100,,Transition record with specified elements received by discharged patients (TR1),29,662,,Timely transmission of transition record (TR2),29,662,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.2,82,,19.5,82,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.6,153,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,216,23,19.0,27.4,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),56,313,,10/01/2019,03/31/2020
